	C0_1	C0_2	C63_1	C63_2
ASV_1096	0	1	1	1
ASV_1097	0	1	1	0
ASV_1098	0	1	0	0
ASV_1099	0	1	0	0
ASV_1100	0	1	2	0
ASV_1101	0	0	3	0
ASV_1102	0	0	3	0
ASV_1103	0	0	3	0
ASV_1104	0	0	3	0
ASV_1105	0	0	3	0
ASV_1106	0	0	3	0
ASV_1107	0	0	3	0
ASV_1108	0	0	3	0
ASV_1109	0	0	3	0
ASV_1110	0	0	3	0
ASV_1111	0	0	3	0
ASV_1112	0	0	3	0
ASV_1113	0	0	3	0
ASV_1114	0	0	3	0
ASV_1115	0	0	3	0
ASV_1116	0	0	3	0
ASV_1117	0	0	3	0
ASV_1118	0	0	3	0
ASV_1119	0	0	3	0
ASV_1120	0	0	3	0
ASV_1121	0	0	3	0
ASV_1122	0	0	3	0
ASV_1123	0	0	3	0
ASV_1124	0	0	3	0
ASV_1125	0	0	3	0
ASV_1126	0	0	2	0
ASV_1127	0	0	2	0
ASV_1128	0	0	2	0
ASV_1129	0	0	2	1
ASV_1130	0	0	2	1
ASV_1131	0	0	2	1
ASV_1132	0	0	2	1
ASV_1133	0	0	1	2
ASV_1134	0	0	1	0
ASV_1135	0	0	1	0
ASV_1136	0	0	1	1
ASV_1137	0	0	1	0
ASV_1138	0	0	1	0
ASV_1139	0	0	1	1
ASV_1140	0	0	1	1
ASV_1141	0	0	1	0
ASV_1142	0	0	1	2
ASV_1143	0	0	1	0
ASV_1144	0	0	1	0
ASV_1145	0	0	1	0
ASV_1146	0	0	1	0
ASV_1147	0	0	1	2
ASV_1148	0	0	1	0
ASV_1149	0	0	0	3
ASV_1150	0	0	0	3
ASV_1151	0	0	0	3
ASV_1152	0	0	0	3
ASV_1153	0	0	0	3
ASV_1154	0	0	0	3
ASV_1155	0	0	0	3
ASV_1156	0	0	0	3
ASV_1157	0	0	0	3
ASV_1158	0	0	0	3
ASV_1159	0	0	0	3
ASV_1160	0	0	0	3
ASV_1161	0	0	0	3
ASV_1162	0	0	0	3
ASV_1163	0	0	0	2
ASV_1164	0	0	0	2
ASV_1165	0	0	0	2
ASV_1166	0	0	0	1
ASV_1167	0	0	0	1
ASV_1168	0	0	0	1
ASV_1169	0	0	0	1
ASV_1170	0	0	0	1
ASV_1171	0	0	0	1
ASV_1299	2	0	0	0
ASV_1300	2	0	0	0
ASV_1301	2	0	0	0
ASV_1302	2	0	0	0
ASV_1303	2	0	0	0
ASV_1304	2	0	0	0
ASV_1305	2	0	0	0
ASV_1306	2	0	0	0
ASV_1307	2	0	0	0
ASV_1308	2	0	0	0
ASV_1309	2	0	0	0
ASV_1310	2	0	0	0
ASV_1311	2	0	0	0
ASV_1312	2	0	0	0
ASV_1313	2	0	0	0
ASV_1314	2	0	0	0
ASV_1315	2	0	0	0
ASV_1316	2	0	0	0
ASV_1317	2	0	0	0
ASV_1318	2	0	0	0
ASV_1319	2	0	0	0
ASV_1320	2	0	0	0
ASV_1321	2	0	0	0
ASV_1322	2	0	0	0
ASV_1323	2	0	0	0
ASV_1324	2	0	0	0
ASV_1325	2	0	0	0
ASV_1326	2	0	0	0
ASV_1327	2	0	0	0
ASV_1328	2	0	0	0
ASV_1329	2	0	0	0
ASV_1330	2	0	0	0
ASV_1331	2	0	0	0
ASV_1332	2	0	0	0
ASV_1333	2	0	0	0
ASV_1334	2	0	0	0
ASV_1335	2	0	0	0
ASV_1336	2	0	0	0
ASV_1337	2	0	0	0
ASV_1338	2	0	0	0
ASV_1339	2	0	0	0
ASV_1340	2	0	0	0
ASV_1341	2	0	0	0
ASV_1342	2	0	0	0
ASV_1343	2	0	0	0
ASV_1344	2	0	0	0
ASV_1345	2	0	0	0
ASV_1346	2	0	0	0
ASV_1347	2	0	0	0
ASV_1348	2	0	0	0
ASV_1349	2	0	0	0
ASV_1350	2	0	0	0
ASV_1351	2	0	0	0
ASV_1352	2	0	0	0
ASV_1353	2	0	0	0
ASV_1354	2	0	0	0
ASV_1355	2	0	0	0
ASV_1356	2	0	0	0
ASV_1357	1	0	0	1
ASV_1358	1	0	0	0
ASV_1359	1	0	0	1
ASV_1360	1	0	0	0
ASV_1361	1	1	0	0
ASV_1362	1	0	0	0
ASV_1363	1	1	0	0
ASV_1364	1	0	0	0
ASV_1365	1	0	0	0
ASV_1366	1	0	1	0
ASV_1367	1	1	0	0
ASV_1368	1	1	0	0
ASV_1369	1	0	0	0
ASV_1370	1	0	0	0
ASV_1371	0	2	0	0
ASV_1372	0	2	0	0
ASV_1373	0	2	0	0
ASV_1374	0	2	0	0
ASV_1375	0	2	0	0
ASV_1376	0	2	0	0
ASV_1377	0	2	0	0
ASV_1378	0	2	0	0
ASV_1379	0	2	0	0
ASV_1380	0	2	0	0
ASV_1381	0	2	0	0
ASV_1382	0	2	0	0
ASV_1383	0	2	0	0
ASV_1384	0	2	0	0
ASV_1385	0	2	0	0
ASV_1386	0	2	0	0
ASV_1387	0	2	0	0
ASV_1388	0	2	0	0
ASV_1389	0	2	0	0
ASV_1390	0	2	0	0
ASV_1391	0	2	0	0
ASV_1392	0	2	0	0
ASV_1393	0	2	0	0
ASV_1394	0	2	0	0
ASV_1395	0	2	0	0
ASV_1396	0	2	0	0
ASV_1397	0	2	0	0
ASV_1398	0	2	0	0
ASV_1399	0	2	0	0
ASV_1400	0	2	0	0
ASV_1401	0	2	0	0
ASV_1402	0	2	0	0
ASV_1403	0	2	0	0
ASV_1404	0	2	0	0
ASV_1405	0	2	0	0
ASV_1406	0	2	0	0
ASV_1407	0	2	0	0
ASV_1408	0	2	0	0
ASV_1409	0	2	0	0
ASV_1410	0	2	0	0
ASV_1411	0	2	0	0
ASV_1412	0	2	0	0
ASV_1413	0	2	0	0
ASV_1414	0	2	0	0
ASV_1415	0	2	0	0
ASV_1416	0	2	0	0
ASV_1417	0	2	0	0
ASV_1418	0	2	0	0
ASV_1419	0	2	0	0
ASV_1420	0	2	0	0
ASV_1421	0	2	0	0
ASV_1422	0	2	0	0
ASV_1423	0	2	0	0
ASV_1424	0	2	0	0
ASV_1425	0	2	0	0
ASV_1426	0	2	0	0
ASV_1427	0	1	0	0
ASV_1428	0	1	0	0
ASV_1429	0	1	0	0
ASV_1430	0	1	0	0
ASV_1431	0	1	0	1
ASV_1432	0	1	0	0
ASV_1433	0	1	0	0
ASV_1434	0	1	0	0
ASV_1435	0	1	0	0
ASV_1436	0	0	2	0
ASV_1437	0	0	2	0
ASV_1438	0	0	2	0
ASV_1439	0	0	2	0
ASV_1440	0	0	2	0
ASV_1441	0	0	2	0
ASV_1442	0	0	2	0
ASV_1443	0	0	2	0
ASV_1444	0	0	2	0
ASV_1445	0	0	2	0
ASV_1446	0	0	2	0
ASV_1447	0	0	2	0
ASV_1448	0	0	2	0
ASV_1449	0	0	2	0
ASV_1450	0	0	2	0
ASV_1451	0	0	2	0
ASV_1452	0	0	2	0
ASV_1453	0	0	2	0
ASV_1454	0	0	2	0
ASV_1455	0	0	2	0
ASV_1456	0	0	2	0
ASV_1457	0	0	2	0
ASV_1458	0	0	2	0
ASV_1459	0	0	2	0
ASV_1460	0	0	2	0
ASV_1461	0	0	2	0
ASV_1462	0	0	2	0
ASV_1463	0	0	2	0
ASV_1464	0	0	2	0
ASV_1465	0	0	2	0
ASV_1466	0	0	2	0
ASV_1467	0	0	2	0
ASV_1468	0	0	2	0
ASV_1469	0	0	2	0
ASV_1470	0	0	2	0
ASV_1471	0	0	2	0
ASV_1472	0	0	2	0
ASV_1473	0	0	2	0
ASV_1474	0	0	2	0
ASV_1475	0	0	2	0
ASV_1476	0	0	2	0
ASV_1477	0	0	2	0
ASV_1478	0	0	2	0
ASV_1479	0	0	2	0
ASV_1480	0	0	2	0
ASV_1481	0	0	2	0
ASV_1482	0	0	2	0
ASV_1483	0	0	2	0
ASV_1484	0	0	2	0
ASV_1485	0	0	2	0
ASV_1486	0	0	2	0
ASV_1487	0	0	2	0
ASV_1488	0	0	2	0
ASV_1489	0	0	2	0
ASV_1490	0	0	2	0
ASV_1491	0	0	2	0
ASV_1492	0	0	2	0
ASV_1493	0	0	2	0
ASV_1494	0	0	2	0
ASV_1495	0	0	2	0
ASV_1496	0	0	2	0
ASV_1497	0	0	2	0
ASV_1498	0	0	2	0
ASV_1499	0	0	2	0
ASV_1500	0	0	2	0
ASV_1501	0	0	2	0
ASV_1502	0	0	2	0
ASV_1503	0	0	2	0
ASV_1504	0	0	2	0
ASV_1505	0	0	2	0
ASV_1506	0	0	2	0
ASV_1507	0	0	2	0
ASV_1508	0	0	2	0
ASV_1509	0	0	2	0
ASV_1510	0	0	2	0
ASV_1511	0	0	2	0
ASV_1512	0	0	2	0
ASV_1513	0	0	2	0
ASV_1514	0	0	2	0
ASV_1515	0	0	2	0
ASV_1516	0	0	2	0
ASV_1517	0	0	2	0
ASV_1518	0	0	2	0
ASV_1519	0	0	2	0
ASV_1520	0	0	2	0
ASV_1521	0	0	2	0
ASV_1522	0	0	2	0
ASV_1523	0	0	2	0
ASV_1524	0	0	2	0
ASV_1525	0	0	2	0
ASV_1526	0	0	2	0
ASV_1527	0	0	2	0
ASV_1528	0	0	2	0
ASV_1529	0	0	2	0
ASV_1530	0	0	2	0
ASV_1531	0	0	2	0
ASV_1532	0	0	2	0
ASV_1533	0	0	2	0
ASV_1534	0	0	2	0
ASV_1535	0	0	2	0
ASV_1536	0	0	2	0
ASV_1537	0	0	1	0
ASV_1538	0	0	1	0
ASV_1539	0	0	1	1
ASV_1540	0	0	1	0
ASV_1541	0	0	1	0
ASV_1542	0	0	1	0
ASV_1543	0	0	1	0
ASV_1544	0	0	1	0
ASV_1545	0	0	1	0
ASV_1546	0	0	1	1
ASV_1547	0	0	1	1
ASV_1548	0	0	1	0
ASV_1549	0	0	1	1
ASV_1550	0	0	1	0
ASV_1551	0	0	0	2
ASV_1552	0	0	0	2
ASV_1553	0	0	0	2
ASV_1554	0	0	0	2
ASV_1555	0	0	0	2
ASV_1556	0	0	0	2
ASV_1557	0	0	0	2
ASV_1558	0	0	0	2
ASV_1559	0	0	0	2
ASV_1560	0	0	0	2
ASV_1561	0	0	0	2
ASV_1562	0	0	0	2
ASV_1563	0	0	0	2
ASV_1564	0	0	0	2
ASV_1565	0	0	0	2
ASV_1566	0	0	0	2
ASV_1567	0	0	0	2
ASV_1568	0	0	0	2
ASV_1569	0	0	0	2
ASV_1570	0	0	0	2
ASV_1571	0	0	0	2
ASV_1572	0	0	0	2
ASV_1573	0	0	0	2
ASV_1574	0	0	0	2
ASV_1575	0	0	0	2
ASV_1576	0	0	0	2
ASV_1577	0	0	0	2
ASV_1578	0	0	0	2
ASV_1579	0	0	0	2
ASV_1580	0	0	0	2
ASV_1581	0	0	0	2
ASV_1582	0	0	0	2
ASV_1583	0	0	0	2
ASV_1584	0	0	0	2
ASV_1585	0	0	0	2
ASV_1586	0	0	0	2
ASV_1587	0	0	0	2
ASV_1588	0	0	0	2
ASV_1589	0	0	0	2
ASV_1590	0	0	0	2
ASV_1591	0	0	0	2
ASV_1592	0	0	0	2
ASV_1593	0	0	0	2
ASV_1594	0	0	0	2
ASV_1595	0	0	0	2
ASV_1596	0	0	0	2
ASV_1597	0	0	0	2
ASV_1598	0	0	0	2
ASV_1599	0	0	0	2
ASV_1600	0	0	0	2
ASV_1601	0	0	0	2
ASV_1602	0	0	0	2
ASV_1603	0	0	0	2
ASV_1604	0	0	0	2
ASV_1605	0	0	0	2
ASV_1606	0	0	0	2
ASV_1607	0	0	0	2
ASV_1608	0	0	0	2
ASV_1609	0	0	0	2
ASV_1610	0	0	0	2
ASV_1611	0	0	0	2
ASV_1612	0	0	0	2
ASV_1613	0	0	0	2
ASV_1614	0	0	0	2
ASV_1615	0	0	0	2
ASV_1616	0	0	0	2
ASV_1617	0	0	0	2
ASV_1618	0	0	0	2
ASV_1619	0	0	0	2
ASV_1620	0	0	0	2
ASV_1621	0	0	0	2
ASV_1622	0	0	0	2
ASV_1623	0	0	0	2
ASV_1624	0	0	0	2
ASV_1625	0	0	0	2
ASV_1626	0	0	0	2
ASV_1627	0	0	0	1
ASV_1628	0	0	0	1
ASV_1629	0	0	0	1
ASV_1630	0	0	0	1
ASV_1631	0	0	0	1
ASV_1632	0	0	0	1
ASV_1633	0	0	0	1
ASV_1634	0	0	0	1
ASV_2064	1	0	0	0
ASV_2065	1	0	0	0
ASV_2066	1	0	0	0
ASV_2067	1	0	0	0
ASV_2068	1	0	0	0
ASV_2069	1	0	0	0
ASV_2070	1	0	0	0
ASV_2071	1	0	0	0
ASV_2072	1	0	0	0
ASV_2073	1	0	0	0
ASV_2074	1	0	0	0
ASV_2075	1	0	0	0
ASV_2076	1	0	0	0
ASV_2077	1	0	0	0
ASV_2078	1	0	0	0
ASV_2079	1	0	0	0
ASV_2080	1	0	0	0
ASV_2081	1	0	0	0
ASV_2082	1	0	0	0
ASV_2083	1	0	0	0
ASV_2084	1	0	0	0
ASV_2085	1	0	0	0
ASV_2086	1	0	0	0
ASV_2087	1	0	0	0
ASV_2088	1	0	0	0
ASV_2089	1	0	0	0
ASV_2090	1	0	0	0
ASV_2091	1	0	0	0
ASV_2092	1	0	0	0
ASV_2093	1	0	0	0
ASV_2094	1	0	0	0
ASV_2095	1	0	0	0
ASV_2096	1	0	0	0
ASV_2097	1	0	0	0
ASV_2098	1	0	0	0
ASV_2099	1	0	0	0
ASV_2100	1	0	0	0
ASV_2101	1	0	0	0
ASV_2102	1	0	0	0
ASV_2103	1	0	0	0
ASV_2104	1	0	0	0
ASV_2105	1	0	0	0
ASV_2106	1	0	0	0
ASV_2107	1	0	0	0
ASV_2108	1	0	0	0
ASV_2109	1	0	0	0
ASV_2110	1	0	0	0
ASV_2111	1	0	0	0
ASV_2112	1	0	0	0
ASV_2113	1	0	0	0
ASV_2114	1	0	0	0
ASV_2115	1	0	0	0
ASV_2116	1	0	0	0
ASV_2117	1	0	0	0
ASV_2118	1	0	0	0
ASV_2119	1	0	0	0
ASV_2120	1	0	0	0
ASV_2121	1	0	0	0
ASV_2122	1	0	0	0
ASV_2123	1	0	0	0
ASV_2124	1	0	0	0
ASV_2125	1	0	0	0
ASV_2126	1	0	0	0
ASV_2127	1	0	0	0
ASV_2128	1	0	0	0
ASV_2129	1	0	0	0
ASV_2130	1	0	0	0
ASV_2131	1	0	0	0
ASV_2132	1	0	0	0
ASV_2133	1	0	0	0
ASV_2134	1	0	0	0
ASV_2135	1	0	0	0
ASV_2136	1	0	0	0
ASV_2137	1	0	0	0
ASV_2138	1	0	0	0
ASV_2139	1	0	0	0
ASV_2140	1	0	0	0
ASV_2141	1	0	0	0
ASV_2142	1	0	0	0
ASV_2143	1	0	0	0
ASV_2144	1	0	0	0
ASV_2145	1	0	0	0
ASV_2146	1	0	0	0
ASV_2147	1	0	0	0
ASV_2148	1	0	0	0
ASV_2149	1	0	0	0
ASV_2150	1	0	0	0
ASV_2151	1	0	0	0
ASV_2152	1	0	0	0
ASV_2153	1	0	0	0
ASV_2154	1	0	0	0
ASV_2155	1	0	0	0
ASV_2156	1	0	0	0
ASV_2157	1	0	0	0
ASV_2158	1	0	0	0
ASV_2159	1	0	0	0
ASV_2160	1	0	0	0
ASV_2161	1	0	0	0
ASV_2162	1	0	0	0
ASV_2163	1	0	0	0
ASV_2164	1	0	0	0
ASV_2165	1	0	0	0
ASV_2166	1	0	0	0
ASV_2167	1	0	0	0
ASV_2168	1	0	0	0
ASV_2169	1	0	0	0
ASV_2170	1	0	0	0
ASV_2171	1	0	0	0
ASV_2172	1	0	0	0
ASV_2173	1	0	0	0
ASV_2174	1	0	0	0
ASV_2175	1	0	0	0
ASV_2176	1	0	0	0
ASV_2177	1	0	0	0
ASV_2178	1	0	0	0
ASV_2179	1	0	0	0
ASV_2180	1	0	0	0
ASV_2181	1	0	0	0
ASV_2182	1	0	0	0
ASV_2183	1	0	0	0
ASV_2184	1	0	0	0
ASV_2185	1	0	0	0
ASV_2186	1	0	0	0
ASV_2187	1	0	0	0
ASV_2188	1	0	0	0
ASV_2189	1	0	0	0
ASV_2190	1	0	0	0
ASV_2191	1	0	0	0
ASV_2192	1	0	0	0
ASV_2193	1	0	0	0
ASV_2194	1	0	0	0
ASV_2195	1	0	0	0
ASV_2196	1	0	0	0
ASV_2197	1	0	0	0
ASV_2198	1	0	0	0
ASV_2199	1	0	0	0
ASV_2200	1	0	0	0
ASV_2201	1	0	0	0
ASV_2202	1	0	0	0
ASV_2203	1	0	0	0
ASV_2204	1	0	0	0
ASV_2205	1	0	0	0
ASV_2206	1	0	0	0
ASV_2207	1	0	0	0
ASV_2208	1	0	0	0
ASV_2209	1	0	0	0
ASV_2210	1	0	0	0
ASV_2211	1	0	0	0
ASV_2212	1	0	0	0
ASV_2213	1	0	0	0
ASV_2214	1	0	0	0
ASV_2215	1	0	0	0
ASV_2216	1	0	0	0
ASV_2217	1	0	0	0
ASV_2218	1	0	0	0
ASV_2219	1	0	0	0
ASV_2220	1	0	0	0
ASV_2221	1	0	0	0
ASV_2222	1	0	0	0
ASV_2223	1	0	0	0
ASV_2224	1	0	0	0
ASV_2225	1	0	0	0
ASV_2226	1	0	0	0
ASV_2227	1	0	0	0
ASV_2228	1	0	0	0
ASV_2229	1	0	0	0
ASV_2230	1	0	0	0
ASV_2231	1	0	0	0
ASV_2232	1	0	0	0
ASV_2233	1	0	0	0
ASV_2234	1	0	0	0
ASV_2235	1	0	0	0
ASV_2236	1	0	0	0
ASV_2237	1	0	0	0
ASV_2238	1	0	0	0
ASV_2239	1	0	0	0
ASV_2240	1	0	0	0
ASV_2241	1	0	0	0
ASV_2242	1	0	0	0
ASV_2243	1	0	0	0
ASV_2244	1	0	0	0
ASV_2245	1	0	0	0
ASV_2246	1	0	0	0
ASV_2247	1	0	0	0
ASV_2248	1	0	0	0
ASV_2249	1	0	0	0
ASV_2250	1	0	0	0
ASV_2251	1	0	0	0
ASV_2252	1	0	0	0
ASV_2253	1	0	0	0
ASV_2254	1	0	0	0
ASV_2255	1	0	0	0
ASV_2256	1	0	0	0
ASV_2257	1	0	0	0
ASV_2258	1	0	0	0
ASV_2259	1	0	0	0
ASV_2260	1	0	0	0
ASV_2261	1	0	0	0
ASV_2262	1	0	0	0
ASV_2263	1	0	0	0
ASV_2264	1	0	0	0
ASV_2265	1	0	0	0
ASV_2266	1	0	0	0
ASV_2267	1	0	0	0
ASV_2268	1	0	0	0
ASV_2269	1	0	0	0
ASV_2270	1	0	0	0
ASV_2271	1	0	0	0
ASV_2272	1	0	0	0
ASV_2273	1	0	0	0
ASV_2274	1	0	0	0
ASV_2275	1	0	0	0
ASV_2276	1	0	0	0
ASV_2277	1	0	0	0
ASV_2278	1	0	0	0
ASV_2279	1	0	0	0
ASV_2280	1	0	0	0
ASV_2281	1	0	0	0
ASV_2282	1	0	0	0
ASV_2283	1	0	0	0
ASV_2284	1	0	0	0
ASV_2285	1	0	0	0
ASV_2286	1	0	0	0
ASV_2287	1	0	0	0
ASV_2288	0	1	0	0
ASV_2289	0	1	0	0
ASV_2290	0	1	0	0
ASV_2291	0	1	0	0
ASV_2292	0	1	0	0
ASV_2293	0	1	0	0
ASV_2294	0	1	0	0
ASV_2295	0	1	0	0
ASV_2296	0	1	0	0
ASV_2297	0	1	0	0
ASV_2298	0	1	0	0
ASV_2299	0	1	0	0
ASV_2300	0	1	0	0
ASV_2301	0	1	0	0
ASV_2302	0	1	0	0
ASV_2303	0	1	0	0
ASV_2304	0	1	0	0
ASV_2305	0	1	0	0
ASV_2306	0	1	0	0
ASV_2307	0	1	0	0
ASV_2308	0	1	0	0
ASV_2309	0	1	0	0
ASV_2310	0	1	0	0
ASV_2311	0	1	0	0
ASV_2312	0	1	0	0
ASV_2313	0	1	0	0
ASV_2314	0	1	0	0
ASV_2315	0	1	0	0
ASV_2316	0	1	0	0
ASV_2317	0	1	0	0
ASV_2318	0	1	0	0
ASV_2319	0	1	0	0
ASV_2320	0	1	0	0
ASV_2321	0	1	0	0
ASV_2322	0	1	0	0
ASV_2323	0	1	0	0
ASV_2324	0	1	0	0
ASV_2325	0	1	0	0
ASV_2326	0	1	0	0
ASV_2327	0	1	0	0
ASV_2328	0	1	0	0
ASV_2329	0	1	0	0
ASV_2330	0	1	0	0
ASV_2331	0	1	0	0
ASV_2332	0	1	0	0
ASV_2333	0	1	0	0
ASV_2334	0	1	0	0
ASV_2335	0	1	0	0
ASV_2336	0	1	0	0
ASV_2337	0	1	0	0
ASV_2338	0	1	0	0
ASV_2339	0	1	0	0
ASV_2340	0	1	0	0
ASV_2341	0	1	0	0
ASV_2342	0	1	0	0
ASV_2343	0	1	0	0
ASV_2344	0	1	0	0
ASV_2345	0	1	0	0
ASV_2346	0	1	0	0
ASV_2347	0	1	0	0
ASV_2348	0	1	0	0
ASV_2349	0	1	0	0
ASV_2350	0	1	0	0
ASV_2351	0	1	0	0
ASV_2352	0	1	0	0
ASV_2353	0	1	0	0
ASV_2354	0	1	0	0
ASV_2355	0	1	0	0
ASV_2356	0	1	0	0
ASV_2357	0	1	0	0
ASV_2358	0	1	0	0
ASV_2359	0	1	0	0
ASV_2360	0	1	0	0
ASV_2361	0	1	0	0
ASV_2362	0	1	0	0
ASV_2363	0	1	0	0
ASV_2364	0	1	0	0
ASV_2365	0	1	0	0
ASV_2366	0	1	0	0
ASV_2367	0	1	0	0
ASV_2368	0	1	0	0
ASV_2369	0	1	0	0
ASV_2370	0	1	0	0
ASV_2371	0	1	0	0
ASV_2372	0	1	0	0
ASV_2373	0	1	0	0
ASV_2374	0	1	0	0
ASV_2375	0	1	0	0
ASV_2376	0	1	0	0
ASV_2377	0	1	0	0
ASV_2378	0	1	0	0
ASV_2379	0	1	0	0
ASV_2380	0	1	0	0
ASV_2381	0	1	0	0
ASV_2382	0	1	0	0
ASV_2383	0	1	0	0
ASV_2384	0	1	0	0
ASV_2385	0	1	0	0
ASV_2386	0	1	0	0
ASV_2387	0	1	0	0
ASV_2388	0	1	0	0
ASV_2389	0	1	0	0
ASV_2390	0	1	0	0
ASV_2391	0	1	0	0
ASV_2392	0	1	0	0
ASV_2393	0	1	0	0
ASV_2394	0	1	0	0
ASV_2395	0	1	0	0
ASV_2396	0	1	0	0
ASV_2397	0	1	0	0
ASV_2398	0	1	0	0
ASV_2399	0	1	0	0
ASV_2400	0	1	0	0
ASV_2401	0	1	0	0
ASV_2402	0	1	0	0
ASV_2403	0	1	0	0
ASV_2404	0	1	0	0
ASV_2405	0	1	0	0
ASV_2406	0	1	0	0
ASV_2407	0	1	0	0
ASV_2408	0	1	0	0
ASV_2409	0	1	0	0
ASV_2410	0	1	0	0
ASV_2411	0	1	0	0
ASV_2412	0	1	0	0
ASV_2413	0	1	0	0
ASV_2414	0	1	0	0
ASV_2415	0	1	0	0
ASV_2416	0	1	0	0
ASV_2417	0	1	0	0
ASV_2418	0	1	0	0
ASV_2419	0	1	0	0
ASV_2420	0	1	0	0
ASV_2421	0	1	0	0
ASV_2422	0	1	0	0
ASV_2423	0	1	0	0
ASV_2424	0	1	0	0
ASV_2425	0	1	0	0
ASV_2426	0	1	0	0
ASV_2427	0	1	0	0
ASV_2428	0	1	0	0
ASV_2429	0	1	0	0
ASV_2430	0	1	0	0
ASV_2431	0	1	0	0
ASV_2432	0	1	0	0
ASV_2433	0	1	0	0
ASV_2434	0	1	0	0
ASV_2435	0	1	0	0
ASV_2436	0	1	0	0
ASV_2437	0	1	0	0
ASV_2438	0	1	0	0
ASV_2439	0	1	0	0
ASV_2440	0	1	0	0
ASV_2441	0	1	0	0
ASV_2442	0	1	0	0
ASV_2443	0	1	0	0
ASV_2444	0	1	0	0
ASV_2445	0	1	0	0
ASV_2446	0	1	0	0
ASV_2447	0	1	0	0
ASV_2448	0	1	0	0
ASV_2449	0	1	0	0
ASV_2450	0	1	0	0
ASV_2451	0	1	0	0
ASV_2452	0	1	0	0
ASV_2453	0	1	0	0
ASV_2454	0	1	0	0
ASV_2455	0	1	0	0
ASV_2456	0	1	0	0
ASV_2457	0	1	0	0
ASV_2458	0	1	0	0
ASV_2459	0	1	0	0
ASV_2460	0	1	0	0
ASV_2461	0	1	0	0
ASV_2462	0	1	0	0
ASV_2463	0	1	0	0
ASV_2464	0	1	0	0
ASV_2465	0	1	0	0
ASV_2466	0	1	0	0
ASV_2467	0	1	0	0
ASV_2468	0	1	0	0
ASV_2469	0	1	0	0
ASV_2470	0	1	0	0
ASV_2471	0	1	0	0
ASV_2472	0	1	0	0
ASV_2473	0	1	0	0
ASV_2474	0	1	0	0
ASV_2475	0	1	0	0
ASV_2476	0	1	0	0
ASV_2477	0	1	0	0
ASV_2478	0	1	0	0
ASV_2479	0	1	0	0
ASV_2480	0	1	0	0
ASV_2481	0	1	0	0
ASV_2482	0	1	0	0
ASV_2483	0	1	0	0
ASV_2484	0	1	0	0
ASV_2485	0	1	0	0
ASV_2486	0	1	0	0
ASV_2487	0	1	0	0
ASV_2488	0	1	0	0
ASV_2489	0	1	0	0
ASV_2490	0	1	0	0
ASV_2491	0	1	0	0
ASV_2492	0	1	0	0
ASV_2493	0	1	0	0
ASV_2494	0	1	0	0
ASV_2495	0	1	0	0
ASV_2496	0	1	0	0
ASV_2497	0	1	0	0
ASV_2498	0	1	0	0
ASV_2499	0	1	0	0
ASV_2500	0	1	0	0
ASV_2501	0	1	0	0
ASV_2502	0	1	0	0
ASV_2503	0	1	0	0
ASV_2504	0	1	0	0
ASV_2505	0	1	0	0
ASV_2506	0	1	0	0
ASV_2507	0	1	0	0
ASV_2508	0	1	0	0
ASV_2509	0	1	0	0
ASV_2510	0	1	0	0
ASV_2511	0	1	0	0
ASV_2512	0	1	0	0
ASV_2513	0	1	0	0
ASV_2514	0	1	0	0
ASV_2515	0	1	0	0
ASV_2516	0	1	0	0
ASV_2517	0	1	0	0
ASV_2518	0	1	0	0
ASV_2519	0	1	0	0
ASV_2520	0	1	0	0
ASV_2521	0	1	0	0
ASV_2522	0	1	0	0
ASV_2523	0	1	0	0
ASV_2524	0	1	0	0
ASV_2525	0	1	0	0
ASV_2526	0	1	0	0
ASV_2527	0	1	0	0
ASV_2528	0	1	0	0
ASV_2529	0	1	0	0
ASV_2530	0	1	0	0
ASV_2531	0	1	0	0
ASV_2532	0	1	0	0
ASV_2533	0	1	0	0
ASV_2534	0	0	1	0
ASV_2535	0	0	1	0
ASV_2536	0	0	1	0
ASV_2537	0	0	1	0
ASV_2538	0	0	1	0
ASV_2539	0	0	1	0
ASV_2540	0	0	1	0
ASV_2541	0	0	1	0
ASV_2542	0	0	1	0
ASV_2543	0	0	1	0
ASV_2544	0	0	1	0
ASV_2545	0	0	1	0
ASV_2546	0	0	1	0
ASV_2547	0	0	1	0
ASV_2548	0	0	1	0
ASV_2549	0	0	1	0
ASV_2550	0	0	1	0
ASV_2551	0	0	1	0
ASV_2552	0	0	1	0
ASV_2553	0	0	1	0
ASV_2554	0	0	1	0
ASV_2555	0	0	1	0
ASV_2556	0	0	1	0
ASV_2557	0	0	1	0
ASV_2558	0	0	1	0
ASV_2559	0	0	1	0
ASV_2560	0	0	1	0
ASV_2561	0	0	1	0
ASV_2562	0	0	1	0
ASV_2563	0	0	1	0
ASV_2564	0	0	1	0
ASV_2565	0	0	1	0
ASV_2566	0	0	1	0
ASV_2567	0	0	1	0
ASV_2568	0	0	1	0
ASV_2569	0	0	1	0
ASV_2570	0	0	1	0
ASV_2571	0	0	1	0
ASV_2572	0	0	1	0
ASV_2573	0	0	1	0
ASV_2574	0	0	1	0
ASV_2575	0	0	1	0
ASV_2576	0	0	1	0
ASV_2577	0	0	1	0
ASV_2578	0	0	1	0
ASV_2579	0	0	1	0
ASV_2580	0	0	1	0
ASV_2581	0	0	1	0
ASV_2582	0	0	1	0
