	T0_1_V	T0_2_V	T63_1_V	T63_2_V
KSW-vf_coassembly_k141_490318||full	7.33080600816663	6.76538411658249	7.59583255607926	7.03168442349106
KSW-vf_coassembly_k141_734086||full	9.1107340974924	10.0595788497218	10.5108514945111	12.7693727909426
KSW-vf_coassembly_k141_664885||full	9.74483909651351	6.91799100290682	8.60833414587563	6.96184098443452
KSW-vf_coassembly_k141_595213||full	8.44626030523807	10.6002839470875	6.98564171935562	11.9106012168549
KSW-vf_coassembly_k141_769203||full	7.76138814969005	9.44540049833765	6.97623257839497	6.4263012932168
KSW-vf_coassembly_k141_595268||full	4.85508759461615	1.52475460101323	5.35613515462658	4.75915660018367
KSW-vf_coassembly_k141_176884||full	9.50778660124964	5.75820015415249	9.78441567073383	7.91031971062919
KSW-vf_coassembly_k141_142582||full	8.21156459526023	10.0264017291165	4.50344969680977	4.14128059315282
KSW-vf_coassembly_k141_908296||full	7.51302724951972	4.12182672769442	7.73060335838733	6.20213219238401
KSW-vf_coassembly_k141_386372||full	7.85438785144085	10.5775591311254	3.30088363526088	3.48484964472557
KSW-vf_coassembly_k141_73144||full	7.15911260505992	4.56070366484789	5.82427850489887	5.61020541625999
KSW-vf_coassembly_k141_665180||full	6.92180381842946	1.52475460101323	6.51254178340597	4.91656062473826
KSW-vf_coassembly_k141_838794||full	6.61113200913153	1.52475460101323	5.75979055586398	5.12406736210494
KSW-vf_coassembly_k141_873635||full	6.47119528054724	4.89421227633567	6.71850079657311	5.822623334686
KSW-vf_coassembly_k141_212138||full	7.55519885033671	9.7699737572797	3.53981048291467	4.3790363491197
KSW-vf_coassembly_k141_804331||full	9.333010926604	9.12329791557498	8.85147556759908	8.14892578780115
KSW-vf_coassembly_k141_1013122||full	9.38068492714277	6.05056224872926	10.4183919036513	9.93537284871758
KSW-vf_coassembly_k141_769549||full	8.20274916052295	8.29947567932677	7.44715558895544	7.33767310637376
KSW-vf_coassembly_k141_455302||full	7.82021185787966	8.5534973037705	9.24712613520419	10.4183811056542
KSW-vf_coassembly_k141_769573||full	5.02614247798585	4.89421227633567	8.89204997392356	8.42019630177949
KSW-vf_coassembly_k141_908562||full	5.10451320539954	8.02494735882648	9.23928490946805	9.87730545374393
KSW-vf_coassembly_k141_630387||full	6.38020148740726	6.40097500720615	5.59698365749132	4.98915177674552
KSW-vf_coassembly_k141_665489||full	5.61237224769287	5.39056972004369	4.95484175380736	4.26527559930016
KSW-vf_coassembly_k141_317128||full	7.88777271046384	10.8903569892535	3.30088363526088	6.26153279041198
KSW-vf_coassembly_k141_38721||full	11.8220236564551	13.276489228035	11.2564287801046	10.9447712381417
KSW-vf_coassembly_k141_421816||full	8.45370991592824	9.49475143512869	7.44033023508278	9.21156654779172
KSW-vf_coassembly_k141_978378||full	5.81160009505618	1.52475460101323	7.73618667291329	7.37844555771347
KSW-vf_coassembly_k141_247762||full	6.31617721420964	5.39056972004369	6.77386748163249	6.62021768085573
KSW-vf_coassembly_k141_873854||full	11.8942897955712	14.7515777487047	8.40255438290007	8.79113408264128
KSW-vf_coassembly_k141_560864||full	8.62844633372422	7.40487610459757	8.65328733235544	8.27662247431955
KSW-vf_coassembly_k141_352127||full	7.45480853523083	7.18189254013896	7.60196164922837	6.4263012932168
KSW-vf_coassembly_k141_595847||full	6.6890000869356	6.05056224872926	7.34852893096085	6.86948971437191
KSW-vf_coassembly_k141_839327||full	8.71157955704478	9.07543967743472	8.79909811308167	7.96487702377014
KSW-vf_coassembly_k141_700100||full	6.41117629419773	4.12182672769442	6.4459009802488	5.69898260132049
KSW-vf_coassembly_k141_39031||full	5.61237224769287	7.64243234810517	4.7016673220298	3.85322827998272
KSW-vf_coassembly_k141_247972||full	7.48421169494645	9.39430135332938	7.49404930368144	9.47853840830257
KSW-vf_coassembly_k141_108292||full	7.87673006636999	7.5979491430115	8.2073617434324	7.92873573883339
KSW-vf_coassembly_k141_387010||full	6.87815541006247	7.45562155246942	8.36701198008137	8.34677529336611
KSW-vf_coassembly_k141_212732||full	5.31665303172376	4.89421227633567	4.50344969680977	3.68201773773267
KSW-vf_coassembly_k141_944182||full	8.11149841145123	9.0426287422969	8.58995315688815	8.40054013507519
KSW-vf_coassembly_k141_143301||full	8.22903546500157	10.6771150088604	2.817783147396	3.68201773773267
KSW-vf_coassembly_k141_248111||full	5.17879101927558	6.59467535137279	7.12838942262263	8.52073190667083
KSW-vf_coassembly_k141_73971||full	7.15911260505992	7.45562155246942	5.92571006120877	4.58194862144588
KSW-vf_coassembly_k141_422234||full	5.50130740057204	1.52475460101323	4.95484175380736	4.91656062473826
KSW-vf_coassembly_k141_874290||full	9.8388634567443	12.1240384600395	7.04983990184136	9.010142375639
KSW-vf_coassembly_k141_317720||full	1.52475460101323	1.52475460101323	1.52475460101323	2.95992474203199
KSW-vf_coassembly_k141_4293||full	8.33771238909383	8.95718004891854	8.97701778515593	8.60329649547967
KSW-vf_coassembly_k141_596275||full	13.3221927101141	14.8561810976687	14.5386842702737	14.6094833633483
KSW-vf_coassembly_k141_631102||full	7.62285482158544	3.46888300501849	7.54583878063382	5.6552812392301
KSW-vf_coassembly_k141_108510||full	9.65075295655039	8.35398488182845	9.34901149864936	7.8439462491597
KSW-vf_coassembly_k141_596285||full	1.52475460101323	1.52475460101323	6.02044823217824	3.68201773773267
KSW-vf_coassembly_k141_317796||full	5.31665303172376	7.0559732336417	9.91689349585759	9.42765667974616
KSW-vf_coassembly_k141_596374||full	5.90171680145502	8.38048601129722	5.80310290718242	6.3185777103615
KSW-vf_coassembly_k141_248293||full	5.71544319064331	4.12182672769442	5.94516411168006	4.67334191852929
KSW-vf_coassembly_k141_491295||full	9.30856981226536	12.016210387251	5.0300835969669	5.51556156302
KSW-vf_coassembly_k141_770419||full	8.37742374133999	5.75820015415249	11.771247374539	12.0501181365134
KSW-vf_coassembly_k141_805113||full	10.2257672515357	9.75991628426809	9.31023982344338	8.98396664809156
KSW-vf_coassembly_k141_770423||full	6.14241920012673	4.89421227633567	7.56479013809577	7.39178412045379
KSW-vf_coassembly_k141_874517||full	3.62110335513742	3.46888300501849	6.69574422896266	6.40011680762808
KSW-vf_coassembly_k141_944579||full	5.61237224769287	5.39056972004369	4.50344969680977	4.26527559930016
KSW-vf_coassembly_k141_700644||full	6.76287376052746	4.89421227633567	9.42529113197951	8.08468333619051
KSW-vf_coassembly_k141_213118||full	6.73866769495139	4.56070366484789	6.7519754839272	5.1870116136789
KSW-vf_coassembly_k141_491350||full	7.78520630934638	4.89421227633567	8.15830238879631	8.00881617632956
KSW-vf_coassembly_k141_108813||full	8.51907977499875	8.43207089981644	8.52047850612992	7.97377259267976
KSW-vf_coassembly_k141_735569||full	3.37483522396361	1.52475460101323	7.78548701864713	11.4885449455174
KSW-vf_coassembly_k141_631588||full	6.28306416535473	4.89421227633567	5.96435820350612	6.59735892650775
KSW-vf_coassembly_k141_387816||full	8.70535204715122	8.32698774608142	10.6825868203696	11.7644868007862
KSW-vf_coassembly_k141_666843||full	7.45480853523083	8.35398488182845	7.87930286922273	8.68139018360999
KSW-vf_coassembly_k141_318445||full	6.34854536913745	7.12030741672081	5.52111755445831	9.15011796062039
KSW-vf_coassembly_k141_562024||full	6.90014487125225	4.89421227633567	7.44033023508278	6.14017230194182
KSW-vf_coassembly_k141_805437||full	7.89873144925176	8.86634956638496	6.95722797639285	6.34627391438445
KSW-vf_coassembly_k141_909934||full	6.61113200913153	6.29338369960495	7.9955923736225	7.43107504764088
KSW-vf_coassembly_k141_631903||full	6.28306416535473	7.99095058252319	5.13596478980887	5.1870116136789
KSW-vf_coassembly_k141_597036||full	4.85508759461615	4.12182672769442	6.53835777576797	6.70818883987377
KSW-vf_coassembly_k141_109087||full	9.96411518552372	11.4830625566354	9.90702860577947	10.8380055597446
KSW-vf_coassembly_k141_667006||full	7.42479329236973	4.56070366484789	7.37023854480673	5.89950298188945
KSW-vf_coassembly_k141_388023||full	6.92180381842946	4.89421227633567	10.0325627091628	10.4167513407544
KSW-vf_coassembly_k141_1014689||full	5.10451320539954	4.12182672769442	8.09453434478335	7.40500041813044
KSW-vf_coassembly_k141_805511||full	8.46849470370915	4.56070366484789	8.12464391385601	6.96184098443452
KSW-vf_coassembly_k141_109120||full	5.94473931253267	4.12182672769442	5.23451237360208	5.30512822197037
KSW-vf_coassembly_k141_423267||full	6.50029178679733	5.39056972004369	7.24265700860578	6.90714336034398
KSW-vf_coassembly_k141_353435||full	5.31665303172376	4.12182672769442	7.28136699417995	6.62021768085573
KSW-vf_coassembly_k141_736111||full	5.66483393353118	1.52475460101323	6.45947820579503	4.98915177674552
KSW-vf_coassembly_k141_597203||full	7.39413992534319	8.29947567932677	6.61313979354843	6.34627391438445
KSW-vf_coassembly_k141_456924||full	6.34854536913745	1.52475460101323	6.19302592210742	5.1870116136789
KSW-vf_coassembly_k141_701463||full	7.23026188849817	5.39056972004369	7.13685867470963	6.34627391438445
KSW-vf_coassembly_k141_179007||full	5.31665303172376	5.39056972004369	5.82427850489887	5.12406736210494
KSW-vf_coassembly_k141_771340||full	6.94314205112334	1.52475460101323	9.233375893516	8.54480791328947
KSW-vf_coassembly_k141_597327||full	5.44236663093681	4.56070366484789	8.86427808831768	9.10225047433918
KSW-vf_coassembly_k141_318927||full	8.13948484008394	6.29338369960495	12.1227117573837	11.80678794771
KSW-vf_coassembly_k141_388351||full	6.92180381842946	6.50108016315593	7.19478981461788	6.66487476286656
KSW-vf_coassembly_k141_179066||full	7.98352690279729	8.5534973037705	6.52550763642676	6.81109749687701
KSW-vf_coassembly_k141_388428||full	7.42479329236973	8.35398488182845	6.03866869493035	5.61020541625999
KSW-vf_coassembly_k141_980198||full	7.59617211241828	7.50464166401692	6.57623415282594	6.5265215017306
KSW-vf_coassembly_k141_632389||full	6.17889067205667	6.05056224872926	5.80310290718242	4.98915177674552
KSW-vf_coassembly_k141_5465||full	8.07331790954254	7.76819789725231	7.52017653449768	6.79109543828357
KSW-vf_coassembly_k141_353849||full	8.43877202212569	8.84747645484497	7.44033023508278	7.22294881438529
KSW-vf_coassembly_k141_214250||full	6.38020148740726	6.29338369960495	6.36163306762797	5.36071176074576
KSW-vf_coassembly_k141_249471||full	5.76432711682036	5.58614821910681	4.65467482395221	3.85322827998272
KSW-vf_coassembly_k141_945783||full	9.56393312668262	6.91799100290682	10.0449855034815	9.07357626255118
KSW-vf_coassembly_k141_249532||full	4.66045619198414	4.12182672769442	5.26590354399033	10.2728276188654
KSW-vf_coassembly_k141_319266||full	10.5217144677194	13.4468111596339	14.1143661737328	14.9540130292646
KSW-vf_coassembly_k141_736814||full	7.00532415580919	6.40097500720615	6.85825332014624	6.14017230194182
KSW-vf_coassembly_k141_806047||full	6.06657775501278	4.56070366484789	6.39027405670931	5.51556156302
KSW-vf_coassembly_k141_354143||full	7.17723183720557	6.76538411658249	5.71512970886564	4.91656062473826
KSW-vf_coassembly_k141_319442||full	1.52475460101323	1.52475460101323	6.41835621490122	9.11838342494633
KSW-vf_coassembly_k141_563122||full	1.52475460101323	1.52475460101323	6.16012786254789	8.71360666843212
KSW-vf_coassembly_k141_632836||full	6.34854536913745	1.52475460101323	6.00199377861626	5.51556156302
KSW-vf_coassembly_k141_354230||full	6.94314205112334	3.46888300501849	6.80609411168817	5.41421341767857
KSW-vf_coassembly_k141_910815||full	7.24751376338152	9.43279439159045	6.00199377861626	6.75023845265874
KSW-vf_coassembly_k141_528252||full	8.90331818522847	9.62235774912225	7.89436225048585	7.37844555771347
KSW-vf_coassembly_k141_75992||full	6.41117629419773	4.12182672769442	6.52550763642676	6.83082567290917
KSW-vf_coassembly_k141_806238||full	6.38020148740726	7.18189254013896	5.52111755445831	4.91656062473826
KSW-vf_coassembly_k141_5933||full	7.59617211241828	3.46888300501849	7.57105231128657	6.20213219238401
KSW-vf_coassembly_k141_354350||full	7.82021185787966	6.50108016315593	7.62622079714634	7.26704712049498
KSW-vf_coassembly_k141_737054||full	9.60799605130838	9.40724682242221	8.53656458332044	7.69051420597428
KSW-vf_coassembly_k141_946162||full	3.37483522396361	1.52475460101323	8.28559216702663	7.48185100185715
KSW-vf_coassembly_k141_354357||full	1.52475460101323	1.52475460101323	6.34709595622267	3.85322827998272
KSW-vf_coassembly_k141_284832||full	7.31452807576732	8.27142865246136	5.66903315707031	5.97247499112596
KSW-vf_coassembly_k141_806351||full	4.85508759461615	4.12182672769442	6.99498982958746	7.49427045071741
KSW-vf_coassembly_k141_875783||full	6.55677809008001	7.72748261380806	6.48625444960657	6.5741314868767
KSW-vf_coassembly_k141_528476||full	7.92040224579419	8.72873852154983	7.22687721679495	6.79109543828357
KSW-vf_coassembly_k141_875802||full	6.34854536913745	5.58614821910681	7.93376840659783	7.83420996846568
KSW-vf_coassembly_k141_911164||full	3.62110335513742	1.52475460101323	6.2410037281166	6.99718574750223
KSW-vf_coassembly_k141_145656||full	6.31617721420964	1.52475460101323	10.2675431909498	9.34094389556734
KSW-vf_coassembly_k141_528600||full	6.81009892158693	3.46888300501849	6.70716744967861	6.5021128701403
KSW-vf_coassembly_k141_841976||full	3.06656659322618	3.46888300501849	6.61313979354843	6.20213219238401
KSW-vf_coassembly_k141_946551||full	7.31452807576732	4.12182672769442	9.50102196316736	8.39392810409856
KSW-vf_coassembly_k141_841979||full	7.1407627213282	4.56070366484789	10.6243247320633	9.86301446270636
KSW-vf_coassembly_k141_876012||full	6.02710173296475	3.46888300501849	6.03866869493035	4.26527559930016
KSW-vf_coassembly_k141_528653||full	1.52475460101323	1.52475460101323	8.2625652864679	4.58194862144588
KSW-vf_coassembly_k141_1016251||full	7.67478328868227	8.02494735882648	7.82793804916163	7.46932365467925
KSW-vf_coassembly_k141_528700||full	7.71253822465995	4.12182672769442	9.45606213834151	9.1223886292917
KSW-vf_coassembly_k141_110608||full	7.45480853523083	7.40487610459757	6.81667810270983	6.7293670665967
KSW-vf_coassembly_k141_145902||full	8.12088768557478	10.3617813696553	8.5172396522893	10.4361880487092
KSW-vf_coassembly_k141_633614||full	7.08426844943298	7.64243234810517	5.8859930993718	6.10816155685699
KSW-vf_coassembly_k141_911490||full	4.76112644965763	6.50108016315593	6.40438362024376	6.5741314868767
KSW-vf_coassembly_k141_772634||full	8.41607106970482	10.3484196906499	8.4811238731935	8.76062125682086
KSW-vf_coassembly_k141_668604||full	6.34854536913745	7.92045426530665	7.41965815507781	6.99718574750223
KSW-vf_coassembly_k141_772674||full	6.28306416535473	7.76819789725231	5.59698365749132	5.93645234784067
KSW-vf_coassembly_k141_668649||full	6.47119528054724	7.40487610459757	6.67262237503071	6.34627391438445
KSW-vf_coassembly_k141_215375||full	7.23026188849817	9.09156947712854	5.06626049052464	6.37344713647968
KSW-vf_coassembly_k141_911544||full	8.51907977499875	10.2295526975767	9.30836730493575	10.6960770561742
KSW-vf_coassembly_k141_1016457||full	3.82780450080424	4.89421227633567	8.2817797906136	10.3970491891532
KSW-vf_coassembly_k141_528875||full	9.1107340974924	4.56070366484789	9.65483351940814	9.37155325509163
KSW-vf_coassembly_k141_598865||full	7.24751376338152	6.50108016315593	9.50266053096446	8.10101418160809
KSW-vf_coassembly_k141_563933||full	6.73866769495139	6.05056224872926	9.88834813067075	8.4838472667863
KSW-vf_coassembly_k141_424926||full	8.81930856196568	10.1776106110902	7.50717209345404	7.44393764609507
KSW-vf_coassembly_k141_981507||full	8.53321271731985	9.32777198916057	8.59303296594234	8.42668928331154
KSW-vf_coassembly_k141_1016462||full	5.17879101927558	8.12237896097183	5.75979055586398	9.06527784574883
KSW-vf_coassembly_k141_41685||full	9.1107340974924	7.3522793489088	8.2625652864679	8.05983505513504
KSW-vf_coassembly_k141_6634||full	8.69909753654849	9.65528605090368	7.76378354285677	8.4071219962268
KSW-vf_coassembly_k141_1016516||full	7.74932991584999	7.50464166401692	6.2566471942334	6.20213219238401
KSW-vf_coassembly_k141_76949||full	8.95672414476452	7.84633434588438	7.92890111571685	7.78451753752743
KSW-vf_coassembly_k141_668818||full	7.24751376338152	9.22915462110409	8.26642871805541	9.20402709678258
KSW-vf_coassembly_k141_215571||full	6.02710173296475	3.46888300501849	5.80310290718242	4.67334191852929
KSW-vf_coassembly_k141_215582||full	5.98651062092734	6.98863279772326	6.53835777576797	6.85028737488935
KSW-vf_coassembly_k141_876509||full	6.10499853175108	3.46888300501849	7.3116036287052	6.10816155685699
KSW-vf_coassembly_k141_355247||full	7.2814102593606	8.32698774608142	6.74090345708246	6.20213219238401
KSW-vf_coassembly_k141_876539||full	5.71544319064331	4.56070366484789	5.44100424118738	4.26527559930016
KSW-vf_coassembly_k141_146308||full	6.66350896045413	1.52475460101323	7.73060335838733	6.75023845265874
KSW-vf_coassembly_k141_599179||full	5.76432711682036	1.52475460101323	9.06836530686256	8.55669688667082
KSW-vf_coassembly_k141_911785||full	7.00532415580919	6.40097500720615	7.46743991734424	6.97962171531479
KSW-vf_coassembly_k141_459021||full	7.10334695328097	6.50108016315593	9.37786786555211	10.9254169029513
KSW-vf_coassembly_k141_529198||full	5.71544319064331	1.52475460101323	8.02781615669165	7.63551492850957
KSW-vf_coassembly_k141_146512||full	8.33771238909383	5.16391256058374	8.29318682418009	7.3238219772437
KSW-vf_coassembly_k141_911814||full	11.5162265469194	10.7192486114151	11.9610865943011	11.5305929344478
KSW-vf_coassembly_k141_355550||full	7.67478328868227	5.75820015415249	8.44408059941338	7.2814518121209
KSW-vf_coassembly_k141_738316||full	8.96195758862144	11.5748439169687	4.50344969680977	3.85322827998272
KSW-vf_coassembly_k141_1017034||full	9.12946028533194	11.3850431387643	5.23451237360208	5.86157771673797
KSW-vf_coassembly_k141_807490||full	9.36101186205516	9.10752092271262	8.69974189442628	8.54480791328947
KSW-vf_coassembly_k141_146686||full	6.85582517866004	3.46888300501849	8.08143531528861	7.93785631698454
KSW-vf_coassembly_k141_1017058||full	7.2814102593606	6.59467535137279	7.18665511340117	7.73305161958639
KSW-vf_coassembly_k141_425513||full	8.56795090214098	7.50464166401692	7.92890111571685	8.55669688667082
KSW-vf_coassembly_k141_251343||full	8.73010238905533	9.07543967743472	9.90082861807779	9.55757498793022
KSW-vf_coassembly_k141_599648||full	7.04533672723923	6.68255714969031	7.70235787191989	7.5548121426557
KSW-vf_coassembly_k141_773411||full	7.24751376338152	8.38048601129722	7.82269950251322	7.86322381919525
KSW-vf_coassembly_k141_843073||full	8.50480699520739	8.64377732832196	7.8383584026514	6.94383813505947
KSW-vf_coassembly_k141_599733||full	11.2925267351522	13.6201325389861	6.12645953203866	6.3185777103615
KSW-vf_coassembly_k141_111641||full	9.27532388525871	10.3281422324493	8.20333659651777	7.89166548952968
KSW-vf_coassembly_k141_634566||full	5.94473931253267	6.29338369960495	7.06766900830026	6.7293670665967
KSW-vf_coassembly_k141_77692||full	13.0206071674335	15.2844381021906	8.41304854721775	8.42019630177949
KSW-vf_coassembly_k141_216194||full	7.68747840906287	5.75820015415249	7.76924010856471	7.48185100185715
KSW-vf_coassembly_k141_599862||full	7.59617211241828	8.35398488182845	5.44100424118738	4.75915660018367
KSW-vf_coassembly_k141_599926||full	7.1407627213282	6.76538411658249	9.13326973484172	9.03585160280389
KSW-vf_coassembly_k141_982566||full	8.46112125163708	6.29338369960495	8.46103646528026	7.77437023482391
KSW-vf_coassembly_k141_7621||full	7.37856534688174	6.98863279772326	7.50717209345404	8.49624723473564
KSW-vf_coassembly_k141_669798||full	6.10499853175108	7.92045426530665	2.59171801071081	2.55960892569858
KSW-vf_coassembly_k141_599968||full	8.19387951826978	5.39056972004369	11.3517828970947	11.5313462131022
KSW-vf_coassembly_k141_1017653||full	1.52475460101323	1.52475460101323	5.84514622069069	8.31212532013265
KSW-vf_coassembly_k141_181680||full	7.51302724951972	6.17709186655208	8.06378281398465	6.77081177487513
KSW-vf_coassembly_k141_600058||full	5.98651062092734	4.89421227633567	5.62140489134478	4.75915660018367
KSW-vf_coassembly_k141_529832||full	7.10334695328097	5.58614821910681	8.4811238731935	7.11448272404021
KSW-vf_coassembly_k141_634935||full	5.85736544287306	6.40097500720615	5.86571492264885	4.91656062473826
KSW-vf_coassembly_k141_982835||full	9.14794650595317	8.02494735882648	9.04156321533205	8.87898134760729
KSW-vf_coassembly_k141_252162||full	7.12217623297554	3.46888300501849	6.4459009802488	5.5636652235499
KSW-vf_coassembly_k141_982892||full	5.24938710660216	4.89421227633567	5.41327068076868	6.37344713647968
KSW-vf_coassembly_k141_774150||full	7.08426844943298	4.56070366484789	7.86917520935192	6.99718574750223
KSW-vf_coassembly_k141_78378||full	9.00315538446035	11.6366091993153	4.27235827363982	4.58194862144588
KSW-vf_coassembly_k141_460244||full	8.82506399762729	9.19969406902419	7.65598187621455	7.13048657340272
KSW-vf_coassembly_k141_216965||full	8.47583065751679	7.12030741672081	9.56828804966661	8.50854151920925
KSW-vf_coassembly_k141_217029||full	8.22903546500157	8.80897293506787	6.82718491215084	6.5505232514145
KSW-vf_coassembly_k141_635288||full	8.96717211525839	9.22915462110409	8.19930018578553	7.89166548952968
KSW-vf_coassembly_k141_704729||full	5.55791634986649	1.52475460101323	5.80310290718242	5.74139133052112
KSW-vf_coassembly_k141_147967||full	5.17879101927558	1.52475460101323	6.12645953203866	5.1870116136789
KSW-vf_coassembly_k141_357013||full	6.10499853175108	6.76538411658249	5.10153952911489	4.58194862144588
KSW-vf_coassembly_k141_252700||full	9.49340176717418	10.4267942177	7.65598187621455	8.45237283419015
KSW-vf_coassembly_k141_704842||full	6.44149856356113	5.58614821910681	4.44917652283745	8.1567585832735
KSW-vf_coassembly_k141_774548||full	7.77334639917669	7.76819789725231	7.90926601387082	7.26704712049498
KSW-vf_coassembly_k141_357203||full	4.30606270672544	6.40097500720615	7.91911697823405	8.90711390195887
KSW-vf_coassembly_k141_530594||full	9.41543419981188	12.3351999412406	6.33241049738335	7.45668651692628
KSW-vf_coassembly_k141_357309||full	5.31665303172376	4.12182672769442	5.4949083696308	4.14128059315282
KSW-vf_coassembly_k141_78993||full	5.31665303172376	5.16391256058374	6.69574422896266	6.17148591006123
KSW-vf_coassembly_k141_460850||full	9.06282672210212	8.68688332265712	8.29318682418009	7.62425880829934
KSW-vf_coassembly_k141_949451||full	5.02614247798585	1.52475460101323	8.86936745187474	8.05983505513504
KSW-vf_coassembly_k141_1018877||full	7.33080600816663	7.55204996910557	7.00427769651556	6.81109749687701
KSW-vf_coassembly_k141_878743||full	7.24751376338152	6.29338369960495	9.1974043217666	10.2007901572198
KSW-vf_coassembly_k141_427183||full	13.5570958947037	14.6893487312427	13.4365214768149	13.6472159286074
KSW-vf_coassembly_k141_775000||full	8.43877202212569	9.6980529772717	7.61414223476937	7.41809667310057
KSW-vf_coassembly_k141_322828||full	7.59617211241828	5.39056972004369	8.48444474647229	7.35139243361644
KSW-vf_coassembly_k141_809253||full	6.50029178679733	6.59467535137279	7.04983990184136	6.83082567290917
KSW-vf_coassembly_k141_427271||full	6.92180381842946	6.05056224872926	9.01425372864496	8.8551110606988
KSW-vf_coassembly_k141_1019167||full	7.1407627213282	6.40097500720615	9.69980966367443	9.09003124844228
KSW-vf_coassembly_k141_671217||full	1.52475460101323	1.52475460101323	6.34709595622267	8.10101418160809
KSW-vf_coassembly_k141_844912||full	6.38020148740726	1.52475460101323	9.85922653166143	9.13829916606695
KSW-vf_coassembly_k141_740487||full	5.76432711682036	1.52475460101323	7.20287887000718	6.925607541253
KSW-vf_coassembly_k141_636321||full	7.1407627213282	7.2409541173733	7.51368897393373	6.88843952163622
KSW-vf_coassembly_k141_913896||full	5.90171680145502	6.05056224872926	5.69226667692388	5.61020541625999
KSW-vf_coassembly_k141_9195||full	5.94473931253267	3.46888300501849	7.34121913856077	7.41809667310057
KSW-vf_coassembly_k141_601670||full	5.10451320539954	5.75820015415249	6.02044823217824	7.75385889476724
KSW-vf_coassembly_k141_809541||full	6.87815541006247	5.39056972004369	6.95722797639285	5.89950298188945
KSW-vf_coassembly_k141_148884||full	9.28370747019284	7.18189254013896	9.38499266343963	8.65398235482088
KSW-vf_coassembly_k141_950059||full	7.58264330148203	8.70796271805605	6.34709595622267	6.4263012932168
KSW-vf_coassembly_k141_148929||full	6.76287376052746	5.91180848718905	5.82427850489887	5.05820981693415
KSW-vf_coassembly_k141_218393||full	9.82744011480611	10.3349331020003	8.7964286479744	8.01744563287703
KSW-vf_coassembly_k141_392737||full	9.27111375187747	8.97467949410777	7.58349566127268	6.62021768085573
KSW-vf_coassembly_k141_79808||full	9.65399005380059	13.4262905036344	5.20241455682778	6.29033794355221
KSW-vf_coassembly_k141_392757||full	9.53262000367498	10.8387340386048	8.38133420229932	8.37390819386819
KSW-vf_coassembly_k141_566870||full	7.80863749178044	6.76538411658249	10.2471613125271	9.86301446270636
KSW-vf_coassembly_k141_495856||full	6.55677809008001	7.40487610459757	4.50344969680977	4.84004804523307
KSW-vf_coassembly_k141_9710||full	11.3937795428831	12.4785495145443	11.4201365954023	10.9196746841689
KSW-vf_coassembly_k141_358361||full	3.06656659322618	1.52475460101323	8.46440385207745	8.91174978117438
KSW-vf_coassembly_k141_113767||full	8.86472164655878	7.50464166401692	8.9934268973519	8.26941582840747
KSW-vf_coassembly_k141_914356||full	7.94175224641932	7.5979491430115	7.10267894570636	6.68669460160859
KSW-vf_coassembly_k141_566926||full	6.28306416535473	1.52475460101323	5.38498843914749	4.00491070143103
KSW-vf_coassembly_k141_845463||full	6.87815541006247	7.12030741672081	6.89866252256745	6.90714336034398
KSW-vf_coassembly_k141_566971||full	5.98651062092734	1.52475460101323	7.65007859284742	7.36498244522381
KSW-vf_coassembly_k141_809820||full	8.23769218186071	7.84633434588438	7.06766900830026	6.83082567290917
KSW-vf_coassembly_k141_323619||full	7.82021185787966	7.12030741672081	7.99092963902507	6.62021768085573
KSW-vf_coassembly_k141_80002||full	6.58421147012538	7.64243234810517	5.98329922128664	6.00761644776866
KSW-vf_coassembly_k141_602233||full	6.5288119115941	5.91180848718905	6.3025821738631	6.62021768085573
KSW-vf_coassembly_k141_984853||full	5.38089183258271	4.12182672769442	8.53976038442827	8.8551110606988
KSW-vf_coassembly_k141_879981||full	6.10499853175108	7.55204996910557	5.13596478980887	4.98915177674552
KSW-vf_coassembly_k141_10137||full	5.81160009505618	7.18189254013896	5.96435820350612	6.07542181311114
KSW-vf_coassembly_k141_184106||full	1.52475460101323	3.46888300501849	2.28760527946316	2.55960892569858
KSW-vf_coassembly_k141_254135||full	4.94319351866923	7.3522793489088	1.52475460101323	2.55960892569858
KSW-vf_coassembly_k141_602524||full	6.17889067205667	3.46888300501849	7.70805139909477	6.26153279041198
KSW-vf_coassembly_k141_845866||full	6.41117629419773	5.16391256058374	6.41835621490122	5.61020541625999
KSW-vf_coassembly_k141_288603||full	8.62184854769776	10.1547641753393	7.60196164922837	8.04302848321925
KSW-vf_coassembly_k141_323929||full	6.31617721420964	5.16391256058374	6.14339223627494	5.89950298188945
KSW-vf_coassembly_k141_637341||full	8.01408255669968	10.3349331020003	3.91523849021469	4.3790363491197
KSW-vf_coassembly_k141_288696||full	9.52202941734953	6.05056224872926	3.00279881750719	4.3790363491197
KSW-vf_coassembly_k141_462282||full	6.28306416535473	7.12030741672081	5.64541686507173	5.69898260132049
KSW-vf_coassembly_k141_219121||full	5.85736544287306	1.52475460101323	6.03866869493035	4.48417707837315
KSW-vf_coassembly_k141_741861||full	7.49869145061684	9.74978820343143	3.53981048291467	3.25101055718808
KSW-vf_coassembly_k141_776450||full	9.40394386007094	7.45562155246942	9.69980966367443	8.70828697109182
KSW-vf_coassembly_k141_706779||full	7.19512614874584	9.32777198916057	7.12838942262263	7.45668651692628
KSW-vf_coassembly_k141_846136||full	7.42479329236973	6.8437069824794	5.44100424118738	4.84004804523307
