	T0_1_V	T0_2_V	T63_1_V	T63_2_V
KSW-C0_2_V_NODE_304_length_5018_cov_5.001209||full	9.1387330065284	8.97467949410777	7.97212648606775	7.82440751288901
KSW-C0_2_V_NODE_306_length_5010_cov_6.635923||full	8.24629725547895	9.62235774912225	4.20801188001409	4.67334191852929
KSW-C63_1_V_NODE_1_length_69953_cov_198.780866||full	16.3306469334493	18.7533168194788	15.2288284527244	16.0191088691745
KSW-C63_1_V_NODE_6_length_39025_cov_10.540672||full	11.5814320579013	12.829334376431	10.8084804364512	11.3789850070339
KSW-C63_1_V_NODE_15_length_28017_cov_8.965703||full	9.79555137077183	8.74921935475458	10.1301333112388	8.96178477540844
KSW-C63_1_V_NODE_16_length_27726_cov_176.069531||full	14.4864280364266	15.2034963757799	14.274411360982	14.2940884715191
KSW-C63_1_V_NODE_17_length_25854_cov_56.078491||full	13.2811741448969	14.3790442753882	12.4617994519682	12.5697197415736
KSW-C63_1_V_NODE_25_length_23667_cov_13.812595||full	11.9207348234774	12.8496300047757	10.124823308948	9.96466881412378
KSW-C63_1_V_NODE_27_length_22595_cov_21.410914||full	8.40842399604191	5.16391256058374	12.3776886708579	12.289773349848
KSW-C63_1_V_NODE_38_length_18895_cov_10.686837||full	10.5020900504354	10.0264017291165	9.24712613520419	8.65398235482088
KSW-C63_1_V_NODE_43_length_17848_cov_6.350587||full	9.77785576467733	9.9576669261383	9.233375893516	8.06816546978033
KSW-C63_1_V_NODE_47_length_17634_cov_152.295296||full	14.83381978631	15.6792201174309	13.8540484558736	13.4571429893887
KSW-C63_1_V_NODE_62_length_15160_cov_877.088514||full	13.8239008947436	14.523142820292	20.0494919724263	19.0942105695308
KSW-C63_1_V_NODE_64_length_15059_cov_12.163090||full	10.3920184005844	11.8025749418945	9.22148475205457	9.08182721682735
KSW-C63_1_V_NODE_66_length_14776_cov_17.037294||full	9.69856289388785	8.95718004891854	9.96046929253339	9.65203139413504
KSW-C63_1_V_NODE_72_length_14259_cov_5.976415||full	8.87029906522313	8.82835315209835	9.64596413569264	9.02733266733655
KSW-C63_1_V_NODE_75_length_14114_cov_9.701970||full	9.11543848237257	5.91180848718905	11.0399307588266	10.4167513407544
KSW-C63_1_V_NODE_76_length_14099_cov_10.736115||full	9.55703315468918	9.7699737572797	8.73919758307935	8.47133978241544
KSW-C63_1_V_NODE_78_length_13993_cov_14.679438||full	10.6423373796389	11.6393548480372	9.84895789566729	9.59552666052817
KSW-C63_1_V_NODE_82_length_13870_cov_3.241260||full	7.26456162970642	6.17709186655208	6.40438362024376	5.1870116136789
KSW-C63_1_V_NODE_83_length_13799_cov_50.324796||full	6.06657775501278	5.16391256058374	10.5962067009859	12.0864505419855
KSW-C63_1_V_NODE_88_length_13464_cov_10.686256||full	9.1107340974924	9.15434352094012	8.66796572662447	8.56260482928479
KSW-C63_1_V_NODE_100_length_12227_cov_9.707033||full	9.73570184658156	11.464603598989	7.86408458499625	8.60329649547967
KSW-C63_1_V_NODE_103_length_11957_cov_18.367753||full	9.1387330065284	8.45718766950168	9.64299551548261	9.41465081372969
KSW-C63_1_V_NODE_104_length_11951_cov_7.146772||full	10.158982364145	9.54246984044271	9.07718981184232	9.15011796062039
KSW-C63_1_V_NODE_113_length_11624_cov_34.770853||full	10.0721144926485	11.7501935301223	10.6213112310978	11.3304713379453
KSW-C63_1_V_NODE_135_length_10594_cov_3.923617||full	9.01830620517045	6.05056224872926	9.55255447479116	8.71360666843212
KSW-C63_1_V_NODE_137_length_10566_cov_116.858529||full	11.3049354595459	13.3579246953703	11.1146934115888	12.4195374894884
KSW-C63_1_V_NODE_138_length_10558_cov_6.083976||full	8.98270354729272	7.72748261380806	8.85404517737627	8.41367396166435
KSW-C63_1_V_NODE_142_length_10388_cov_58.545534||full	11.5144467424808	12.2586970323662	10.3841339782702	9.76394251757111
KSW-C63_1_V_NODE_152_length_9949_cov_3.949161||full	8.03409919653853	4.56070366484789	10.2324244902892	10.4601213787268
KSW-C63_1_V_NODE_154_length_9883_cov_1235.464998||full	17.9067069322726	21.7589626749043	15.3753734597199	17.349409499508
KSW-C63_1_V_NODE_156_length_9828_cov_5.608513||full	9.20644131513936	8.43207089981644	7.97212648606775	7.92873573883339
KSW-C63_1_V_NODE_160_length_9676_cov_6.061532||full	7.55519885033671	6.8437069824794	8.96755666168301	8.38728562539804
KSW-C63_1_V_NODE_171_length_9466_cov_67.890872||full	12.0442942989067	12.4078495435642	11.74725892165	10.4377960158089
KSW-C63_1_V_NODE_177_length_9289_cov_4.197856||full	7.02546928907286	4.89421227633567	6.71850079657311	5.5636652235499
KSW-C63_1_V_NODE_179_length_9235_cov_6.061329||full	8.61522044650763	9.15434352094012	6.53835777576797	7.23779863406787
KSW-C63_1_V_NODE_183_length_9223_cov_5.018106||full	9.28370747019284	6.50108016315593	8.37060588930515	6.77081177487513
KSW-C63_1_V_NODE_184_length_9211_cov_6.941896||full	8.43877202212569	7.72748261380806	8.17072454443025	7.8727668312773
KSW-C63_1_V_NODE_192_length_8995_cov_5.744072||full	9.46050167748657	5.58614821910681	9.54621268304942	8.19529696288264
KSW-C63_1_V_NODE_196_length_8942_cov_7.965005||full	9.10127905296437	11.1965741765989	8.10751548437293	8.52073190667083
KSW-C63_1_V_NODE_202_length_8874_cov_5.376460||full	6.63755856188718	4.89421227633567	5.92571006120877	5.74139133052112
KSW-C63_1_V_NODE_215_length_8562_cov_5.551663||full	7.36282069406105	5.58614821910681	6.22518827261419	6.29033794355221
KSW-C63_1_V_NODE_217_length_8528_cov_17.696920||full	9.4752166452565	10.0430856589725	8.49436174034852	8.11716219460524
KSW-C63_1_V_NODE_224_length_8418_cov_20.240105||full	9.96932180410216	9.85746857234709	11.2999547358109	10.4085747847107
KSW-C63_1_V_NODE_225_length_8385_cov_6.696999||full	10.2686325207702	10.622656351349	8.63248337920496	7.70126676252591
KSW-C63_1_V_NODE_226_length_8363_cov_11.316081||full	7.62285482158544	6.29338369960495	7.60196164922837	6.77081177487513
KSW-C63_1_V_NODE_244_length_7981_cov_4.250063||full	6.58421147012538	7.76819789725231	5.41327068076868	4.67334191852929
KSW-C63_1_V_NODE_247_length_7959_cov_6.985071||full	7.2814102593606	1.52475460101323	7.20287887000718	5.41421341767857
KSW-C63_1_V_NODE_250_length_7950_cov_48.674478||full	10.1267254984846	10.8624282438731	9.26847230143844	8.91174978117438
KSW-C63_1_V_NODE_258_length_7864_cov_13.649763||full	7.19512614874584	9.77996160015909	3.30088363526088	3.85322827998272
KSW-C63_1_V_NODE_264_length_7749_cov_87.723551||full	12.915624263443	13.9619448779428	11.8187177122412	11.8472791867448
KSW-C63_1_V_NODE_268_length_7673_cov_6.599107||full	8.51907977499875	4.56070366484789	8.12889442743177	7.17745889040539
KSW-C63_1_V_NODE_272_length_7585_cov_5.591633||full	8.39300714496478	4.12182672769442	9.26654474007896	8.4838472667863
KSW-C63_1_V_NODE_275_length_7554_cov_20.400320||full	5.85736544287306	5.75820015415249	5.41327068076868	4.91656062473826
KSW-C63_1_V_NODE_279_length_7515_cov_4.047185||full	7.02546928907286	7.12030741672081	7.00427769651556	5.93645234784067
KSW-C63_1_V_NODE_282_length_7485_cov_4.072544||full	6.17889067205667	4.12182672769442	6.77386748163249	4.84004804523307
KSW-C63_1_V_NODE_285_length_7449_cov_4.820665||full	6.02710173296475	4.89421227633567	6.03866869493035	5.6552812392301
KSW-C63_1_V_NODE_288_length_7401_cov_4.679690||full	7.6095751801456	5.75820015415249	7.37740304444322	7.36498244522381
KSW-C63_1_V_NODE_297_length_7242_cov_5.335049||full	7.19512614874584	7.72748261380806	8.84373916078994	8.24757730645402
KSW-C63_1_V_NODE_298_length_7219_cov_5.272613||full	8.49039158268919	5.16391256058374	9.233375893516	8.27662247431955
KSW-C63_1_V_NODE_303_length_7203_cov_7.636402||full	7.80863749178044	10.14706758332	7.48744285066876	7.54290544377842
KSW-C63_1_V_NODE_304_length_7192_cov_7.089113||full	7.88777271046384	8.95718004891854	5.71512970886564	6.77081177487513
KSW-C63_1_V_NODE_309_length_7148_cov_21.330326||full	7.73717001097893	7.50464166401692	8.16245500547351	8.01744563287703
KSW-C63_1_V_NODE_310_length_7147_cov_4.703751||full	3.06656659322618	1.52475460101323	4.7471417560095	5.5636652235499
KSW-C63_1_V_NODE_325_length_7049_cov_9.612382||full	7.72490670534036	6.59467535137279	7.433472419181	6.62021768085573
KSW-C63_1_V_NODE_341_length_6931_cov_5.323735||full	7.02546928907286	6.29338369960495	6.87859956635992	6.83082567290917
KSW-C63_1_V_NODE_353_length_6822_cov_13.595833||full	8.46112125163708	6.29338369960495	8.47445910278326	7.25249704999007
KSW-C63_1_V_NODE_356_length_6793_cov_8.137281||full	7.46958506047248	8.12237896097183	7.23478870270978	7.71193974146922
KSW-C63_1_V_NODE_361_length_6769_cov_14.977361||full	7.85438785144085	5.75820015415249	8.94844620588822	9.08593506458615
KSW-C63_1_V_NODE_374_length_6664_cov_4.944167||full	8.59515143343086	5.39056972004369	9.79113548086282	8.97069849512916
KSW-C63_1_V_NODE_381_length_6610_cov_12.700534||full	8.36167014665179	1.52475460101323	10.2422657455488	9.55757498793022
KSW-C63_1_V_NODE_390_length_6558_cov_25.738736||full	10.942860390677	11.5604297587907	8.7721785303135	9.67402783746366
KSW-C63_1_V_NODE_397_length_6479_cov_5.551214||full	7.74932991584999	4.56070366484789	7.35580185015169	5.93645234784067
KSW-C63_1_V_NODE_401_length_6451_cov_5.047217||full	5.10451320539954	6.68255714969031	9.72389138346242	9.27410919252488
KSW-C63_1_V_NODE_402_length_6445_cov_4.120031||full	7.21280105952377	5.75820015415249	6.83761565895152	5.822623334686
KSW-C63_1_V_NODE_408_length_6424_cov_21.953682||full	9.66044253885109	10.6663864935235	9.03024702378808	8.67048946051941
KSW-C63_1_V_NODE_415_length_6398_cov_19.603027||full	7.00532415580919	6.50108016315593	7.3986853855261	6.4263012932168
KSW-C63_1_V_NODE_419_length_6345_cov_15.342130||full	2.63965765325418	1.52475460101323	3.83092436689489	1.52475460101323
KSW-C63_1_V_NODE_422_length_6318_cov_25.575443||full	9.75089860308322	11.3652775270221	6.14339223627494	5.46578484076001
KSW-C63_1_V_NODE_427_length_6296_cov_4.322865||full	6.92180381842946	1.52475460101323	8.82814075498333	8.79113408264128
KSW-C63_1_V_NODE_429_length_6275_cov_10.936656||full	9.74787203120662	11.7193846324642	7.10267894570636	9.18116940486346
KSW-C63_1_V_NODE_446_length_6168_cov_7.062326||full	6.85582517866004	5.39056972004369	8.23916483727542	7.67968087576778
KSW-C63_1_V_NODE_462_length_6044_cov_5.357489||full	8.08295820183135	5.58614821910681	8.43724205045958	6.97962171531479
KSW-C63_1_V_NODE_470_length_6002_cov_4.727426||full	6.61113200913153	11.2938841009342	4.44917652283745	6.59735892650775
KSW-C63_1_V_NODE_473_length_5985_cov_3.974368||full	7.79696948495454	9.2722472216886	4.39270346045598	4.26527559930016
KSW-C63_1_V_NODE_476_length_5940_cov_4.588955||full	1.52475460101323	1.52475460101323	2.817783147396	1.52475460101323
KSW-C63_1_V_NODE_478_length_5928_cov_70.762813||full	10.1658017049621	9.00905414745103	10.4123026435046	9.47227547168135
KSW-C63_1_V_NODE_479_length_5924_cov_9.516442||full	7.46958506047248	6.05056224872926	7.89436225048585	7.2814518121209
KSW-C63_1_V_NODE_491_length_5846_cov_3.584873||full	6.87815541006247	6.68255714969031	6.47292857779376	5.74139133052112
KSW-C63_1_V_NODE_494_length_5829_cov_4.002251||full	6.786679828603	6.68255714969031	6.02044823217824	5.78258211924899
KSW-C63_1_V_NODE_496_length_5821_cov_23.655741||full	10.5567253676789	13.2533764349973	4.7471417560095	5.89950298188945
KSW-C63_1_V_NODE_506_length_5760_cov_17.611218||full	8.35372835780036	3.46888300501849	10.4166547360572	9.88675473450602
KSW-C63_1_V_NODE_509_length_5742_cov_3.553895||full	6.94314205112334	7.45562155246942	8.56820839316719	8.18000494816683
KSW-C63_1_V_NODE_511_length_5737_cov_66.867476||full	11.1112873579918	11.7653547176925	10.0794304040362	9.52466333745273
KSW-C63_1_V_NODE_517_length_5674_cov_75.197188||full	11.4600052573689	12.2711425924659	11.0511712260101	11.561159318946
KSW-C63_1_V_NODE_533_length_5521_cov_8.255580||full	7.48421169494645	6.59467535137279	7.74728887059134	7.0486289629206
KSW-C63_1_V_NODE_534_length_5513_cov_4.034628||full	8.74232011763111	9.75991628426809	7.1619719053061	7.35139243361644
KSW-C63_1_V_NODE_545_length_5458_cov_5.612993||full	7.99378421356972	7.72748261380806	6.76296306539398	6.29033794355221
KSW-C63_1_V_NODE_555_length_5417_cov_3684.083551||full	17.1068896505409	18.0372548146158	17.5545260819107	16.6451497837176
