	T0_1_C	T0_2_C	T63_1_C	T63_2_C
KSW-vf_coassembly_k141_592117||full	2.53901901765115	3.41811642011516	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_453026||full	2.53901901765115	2.53901901765115	3.64780911870078	5.54698661591734
KSW-vf_coassembly_k141_905420||full	3.17928590080638	2.53901901765115	6.90087570338164	7.05816341085535
KSW-vf_coassembly_k141_835665||full	4.80043189294448	5.88020186177985	4.62505266837835	5.42984063756023
KSW-vf_coassembly_k141_383345||full	8.72609827638638	8.65549969567248	8.08258622036676	8.01608093076381
KSW-vf_coassembly_k141_522634||full	3.79048013381601	3.76440533681124	5.16674482212183	4.62005218245783
KSW-vf_coassembly_k141_801213||full	3.43735863993487	2.53901901765115	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_870833||full	5.51711188003058	4.31798476793454	4.83105319218137	4.62005218245783
KSW-vf_coassembly_k141_418339||full	4.3536196692021	4.48242372955194	6.2493614536954	6.17198985412957
KSW-vf_coassembly_k141_383467||full	3.63087240897663	3.16536571354259	4.072716156316	5.42984063756023
KSW-vf_coassembly_k141_734||full	3.17928590080638	3.16536571354259	2.53901901765115	4.37515032793527
KSW-vf_coassembly_k141_279205||full	3.17928590080638	3.89961208311807	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_522816||full	4.4398690424555	4.01950501274987	4.62505266837835	4.0687847575817
KSW-vf_coassembly_k141_696899||full	3.17928590080638	3.89961208311807	5.16674482212183	5.93698565630794
KSW-vf_coassembly_k141_662138||full	4.26084143960462	3.89961208311807	4.37970386996405	3.64484888295108
KSW-vf_coassembly_k141_314088||full	3.43735863993487	2.53901901765115	4.37970386996405	4.0687847575817
KSW-vf_coassembly_k141_279296||full	2.53901901765115	2.53901901765115	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_35691||full	2.53901901765115	3.41811642011516	3.64780911870078	5.00368996020601
KSW-vf_coassembly_k141_383577||full	2.53901901765115	2.53901901765115	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_975379||full	2.53901901765115	2.53901901765115	2.53901901765115	5.16091300920306
KSW-vf_coassembly_k141_418553||full	2.53901901765115	3.16536571354259	4.072716156316	2.53901901765115
KSW-vf_coassembly_k141_35793||full	2.53901901765115	2.53901901765115	3.64780911870078	5.84912311788561
KSW-vf_coassembly_k141_905799||full	5.44053213045437	5.31127146911715	5.43601094364025	4.62005218245783
KSW-vf_coassembly_k141_1010208||full	3.43735863993487	2.53901901765115	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_488201||full	3.17928590080638	2.53901901765115	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_940838||full	6.44078930487975	6.08488076311832	7.14135145834789	6.60467385415544
KSW-vf_coassembly_k141_453342||full	3.79048013381601	2.53901901765115	5.16674482212183	5.84912311788561
KSW-vf_coassembly_k141_662391||full	4.73589497154765	4.81925992456246	5.55329009972692	5.16091300920306
KSW-vf_coassembly_k141_453362||full	3.79048013381601	4.12772345370812	3.64780911870078	4.0687847575817
KSW-vf_coassembly_k141_383769||full	3.43735863993487	4.01950501274987	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_905929||full	3.17928590080638	3.16536571354259	4.072716156316	2.53901901765115
KSW-vf_coassembly_k141_905952||full	4.92077969664054	4.98647055545611	2.53901901765115	4.37515032793527
KSW-vf_coassembly_k141_383917||full	3.17928590080638	3.41811642011516	6.17887448633994	6.70756411683151
KSW-vf_coassembly_k141_209892||full	2.53901901765115	2.53901901765115	4.83105319218137	2.53901901765115
KSW-vf_coassembly_k141_905979||full	3.17928590080638	2.53901901765115	8.13905435121937	8.14963085303231
KSW-vf_coassembly_k141_975768||full	3.17928590080638	3.16536571354259	3.64780911870078	3.64484888295108
KSW-vf_coassembly_k141_871492||full	4.05020782383709	4.48242372955194	4.83105319218137	4.62005218245783
KSW-vf_coassembly_k141_836471||full	2.53901901765115	2.53901901765115	6.50092783836766	7.05816341085535
KSW-vf_coassembly_k141_802013||full	3.17928590080638	3.60781406348217	5.76195571657766	4.82571182891946
KSW-vf_coassembly_k141_105655||full	2.53901901765115	3.16536571354259	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_210108||full	5.55388205374466	4.87735250262281	6.44206511856601	7.17032869198453
KSW-vf_coassembly_k141_71247||full	2.53901901765115	3.16536571354259	2.53901901765115	4.0687847575817
KSW-vf_coassembly_k141_802167||full	2.53901901765115	2.53901901765115	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_210221||full	2.53901901765115	2.53901901765115	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_105842||full	3.43735863993487	4.55719768406425	6.76363164735915	7.6020915897157
KSW-vf_coassembly_k141_663113||full	2.53901901765115	2.53901901765115	4.83105319218137	3.64484888295108
KSW-vf_coassembly_k141_523945||full	2.53901901765115	2.53901901765115	4.62505266837835	5.75543524044145
KSW-vf_coassembly_k141_349936||full	2.53901901765115	3.16536571354259	4.37970386996405	2.53901901765115
KSW-vf_coassembly_k141_71469||full	3.43735863993487	3.89961208311807	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_1820||full	2.53901901765115	3.16536571354259	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_71533||full	2.53901901765115	3.41811642011516	5.16674482212183	5.84912311788561
KSW-vf_coassembly_k141_141032||full	3.17928590080638	2.53901901765115	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_872125||full	3.79048013381601	5.26932259596897	4.072716156316	2.53901901765115
KSW-vf_coassembly_k141_802584||full	2.53901901765115	3.16536571354259	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_1942||full	4.4398690424555	4.55719768406425	6.94385513220417	6.97820814453178
KSW-vf_coassembly_k141_245700||full	3.17928590080638	3.41811642011516	4.072716156316	5.16091300920306
KSW-vf_coassembly_k141_663552||full	2.53901901765115	2.53901901765115	2.53901901765115	4.0687847575817
KSW-vf_coassembly_k141_976494||full	2.53901901765115	2.53901901765115	6.61185302566809	6.97820814453178
KSW-vf_coassembly_k141_698034||full	4.97712142546888	5.96045713474131	6.76363164735915	6.49381694115791
KSW-vf_coassembly_k141_36874||full	3.92818559683557	4.12772345370812	4.62505266837835	4.0687847575817
KSW-vf_coassembly_k141_454170||full	5.58971060260197	5.88020186177985	6.85656999419753	7.05816341085535
KSW-vf_coassembly_k141_663648||full	4.86196483319821	4.75850355598106	5.43601094364025	5.00368996020601
KSW-vf_coassembly_k141_524394||full	3.79048013381601	3.89961208311807	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_71998||full	2.53901901765115	3.41811642011516	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_246082||full	3.79048013381601	3.41811642011516	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_872492||full	4.4398690424555	5.64080705850129	8.00368013735124	6.9364974844329
KSW-vf_coassembly_k141_106469||full	2.53901901765115	2.53901901765115	3.64780911870078	3.64484888295108
KSW-vf_coassembly_k141_280975||full	4.05020782383709	3.60781406348217	5.30792807924474	5.30191295024798
KSW-vf_coassembly_k141_837569||full	3.79048013381601	4.12772345370812	5.94367560770251	5.54698661591734
KSW-vf_coassembly_k141_350614||full	2.53901901765115	3.16536571354259	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_315799||full	3.43735863993487	2.53901901765115	4.072716156316	2.53901901765115
KSW-vf_coassembly_k141_72160||full	8.05706757762469	8.61511857735005	8.0238153291178	8.27185001886438
KSW-vf_coassembly_k141_176229||full	3.43735863993487	3.76440533681124	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_698534||full	3.43735863993487	3.16536571354259	4.072716156316	5.75543524044145
KSW-vf_coassembly_k141_524667||full	3.43735863993487	2.53901901765115	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_141727||full	4.86196483319821	5.13520866402156	5.55329009972692	5.00368996020601
KSW-vf_coassembly_k141_211196||full	7.02295765137805	6.51372613600988	8.79501991094468	8.47453463124711
KSW-vf_coassembly_k141_977246||full	3.79048013381601	4.12772345370812	5.16674482212183	5.00368996020601
KSW-vf_coassembly_k141_594603||full	2.53901901765115	3.16536571354259	3.64780911870078	4.82571182891946
KSW-vf_coassembly_k141_385544||full	2.53901901765115	3.16536571354259	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_281373||full	3.17928590080638	3.76440533681124	5.55329009972692	5.75543524044145
KSW-vf_coassembly_k141_454685||full	2.53901901765115	2.53901901765115	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_176519||full	2.53901901765115	3.16536571354259	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_768821||full	2.53901901765115	2.53901901765115	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_733737||full	2.53901901765115	3.16536571354259	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_733875||full	2.53901901765115	2.53901901765115	5.43601094364025	5.75543524044145
KSW-vf_coassembly_k141_943099||full	5.98764706377694	6.56569387905463	7.24801336154386	6.30954087369204
KSW-vf_coassembly_k141_246983||full	4.3536196692021	3.60781406348217	4.072716156316	2.53901901765115
KSW-vf_coassembly_k141_803812||full	2.53901901765115	3.41811642011516	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_454952||full	5.18160903543016	4.75850355598106	5.30792807924474	5.54698661591734
KSW-vf_coassembly_k141_211739||full	3.63087240897663	2.53901901765115	3.64780911870078	5.65507408745613
KSW-vf_coassembly_k141_769112||full	5.35949219049414	5.67305286800489	6.61185302566809	5.65507408745613
KSW-vf_coassembly_k141_1012730||full	3.17928590080638	2.53901901765115	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_803925||full	2.53901901765115	4.22665873055487	5.00930154551855	5.75543524044145
KSW-vf_coassembly_k141_38135||full	3.43735863993487	2.53901901765115	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_490318||full	3.17928590080638	3.16536571354259	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_734086||full	2.53901901765115	3.16536571354259	5.30792807924474	7.27437440160487
KSW-vf_coassembly_k141_664885||full	3.79048013381601	5.2260570886919	6.17887448633994	6.09789039133092
KSW-vf_coassembly_k141_595213||full	2.53901901765115	2.53901901765115	3.64780911870078	7.1339040086149
KSW-vf_coassembly_k141_595268||full	3.17928590080638	3.16536571354259	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_176884||full	4.4398690424555	7.00228722723664	5.30792807924474	4.82571182891946
KSW-vf_coassembly_k141_908296||full	3.63087240897663	3.16536571354259	4.37970386996405	3.64484888295108
KSW-vf_coassembly_k141_73144||full	2.53901901765115	3.41811642011516	4.072716156316	2.53901901765115
KSW-vf_coassembly_k141_665180||full	2.53901901765115	3.41811642011516	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_873635||full	3.17928590080638	2.53901901765115	4.62505266837835	2.53901901765115
KSW-vf_coassembly_k141_804331||full	2.53901901765115	2.53901901765115	3.64780911870078	4.62005218245783
KSW-vf_coassembly_k141_769549||full	3.43735863993487	2.53901901765115	2.53901901765115	4.82571182891946
KSW-vf_coassembly_k141_455302||full	9.10716811829859	9.08311032205427	8.75944910793291	8.7273678345471
KSW-vf_coassembly_k141_769573||full	2.53901901765115	3.16536571354259	4.83105319218137	5.30191295024798
KSW-vf_coassembly_k141_630387||full	2.53901901765115	2.53901901765115	3.64780911870078	3.64484888295108
KSW-vf_coassembly_k141_38721||full	4.05020782383709	4.75850355598106	6.50092783836766	7.4023406739467
KSW-vf_coassembly_k141_421816||full	2.53901901765115	3.16536571354259	4.62505266837835	4.62005218245783
KSW-vf_coassembly_k141_978378||full	4.92077969664054	5.67305286800489	3.64780911870078	4.0687847575817
KSW-vf_coassembly_k141_247762||full	3.17928590080638	2.53901901765115	3.64780911870078	3.64484888295108
KSW-vf_coassembly_k141_560864||full	3.43735863993487	2.53901901765115	4.83105319218137	4.0687847575817
KSW-vf_coassembly_k141_352127||full	2.53901901765115	2.53901901765115	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_595847||full	2.53901901765115	2.53901901765115	4.072716156316	2.53901901765115
KSW-vf_coassembly_k141_839327||full	2.53901901765115	3.16536571354259	4.37970386996405	4.37515032793527
KSW-vf_coassembly_k141_247972||full	4.16027612107579	4.69480429344407	5.76195571657766	6.60467385415544
KSW-vf_coassembly_k141_108292||full	4.52054547739409	4.01950501274987	4.62505266837835	4.0687847575817
KSW-vf_coassembly_k141_387010||full	4.52054547739409	4.93302045639764	4.62505266837835	4.0687847575817
KSW-vf_coassembly_k141_944182||full	3.17928590080638	3.16536571354259	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_248111||full	7.52085738950861	7.31662298795761	6.71480262110498	7.30744858961797
KSW-vf_coassembly_k141_422234||full	2.53901901765115	2.53901901765115	3.64780911870078	3.64484888295108
KSW-vf_coassembly_k141_874290||full	2.53901901765115	3.41811642011516	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_317720||full	3.92818559683557	3.16536571354259	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_4293||full	4.80043189294448	4.31798476793454	4.83105319218137	5.42984063756023
KSW-vf_coassembly_k141_596275||full	6.40142910730703	6.54858006203563	10.094326144233	10.4939349232336
KSW-vf_coassembly_k141_108510||full	3.17928590080638	3.60781406348217	3.64780911870078	5.84912311788561
KSW-vf_coassembly_k141_596285||full	2.53901901765115	2.53901901765115	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_317796||full	5.22827934702382	5.60780324071225	9.06159181924583	9.10154618366649
KSW-vf_coassembly_k141_596374||full	3.43735863993487	3.41811642011516	3.64780911870078	4.0687847575817
KSW-vf_coassembly_k141_248293||full	2.53901901765115	2.53901901765115	4.072716156316	2.53901901765115
KSW-vf_coassembly_k141_770419||full	4.52054547739409	5.67305286800489	5.8557332264266	6.9364974844329
KSW-vf_coassembly_k141_805113||full	3.63087240897663	3.60781406348217	4.62505266837835	5.00368996020601
KSW-vf_coassembly_k141_770423||full	3.43735863993487	4.01950501274987	5.00930154551855	5.00368996020601
KSW-vf_coassembly_k141_700644||full	5.13329321588485	5.2260570886919	4.62505266837835	4.82571182891946
KSW-vf_coassembly_k141_213118||full	3.43735863993487	2.53901901765115	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_491350||full	2.53901901765115	3.16536571354259	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_108813||full	3.79048013381601	3.60781406348217	4.62505266837835	4.37515032793527
KSW-vf_coassembly_k141_735569||full	2.53901901765115	2.53901901765115	8.36101859544984	11.0075417487793
KSW-vf_coassembly_k141_631588||full	2.53901901765115	2.53901901765115	4.072716156316	3.64484888295108
KSW-vf_coassembly_k141_387816||full	4.59639582591019	4.22665873055487	6.2493614536954	8.23797464021313
KSW-vf_coassembly_k141_666843||full	3.43735863993487	3.89961208311807	2.53901901765115	6.01971641983957
KSW-vf_coassembly_k141_562024||full	4.05020782383709	5.39153529097666	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_805437||full	2.53901901765115	2.53901901765115	4.072716156316	2.53901901765115
KSW-vf_coassembly_k141_909934||full	2.53901901765115	2.53901901765115	2.53901901765115	4.82571182891946
KSW-vf_coassembly_k141_597036||full	2.53901901765115	2.53901901765115	4.62505266837835	5.30191295024798
KSW-vf_coassembly_k141_109087||full	5.4793476124271	5.18138553300737	6.50092783836766	7.1339040086149
KSW-vf_coassembly_k141_388023||full	3.92818559683557	4.87735250262281	5.16674482212183	5.16091300920306
KSW-vf_coassembly_k141_1014689||full	3.79048013381601	4.48242372955194	5.8557332264266	5.42984063756023
KSW-vf_coassembly_k141_805511||full	3.43735863993487	4.62783312435849	4.072716156316	3.64484888295108
KSW-vf_coassembly_k141_109120||full	4.3536196692021	4.12772345370812	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_423267||full	4.05020782383709	3.76440533681124	4.62505266837835	2.53901901765115
KSW-vf_coassembly_k141_353435||full	2.53901901765115	4.87735250262281	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_597203||full	3.17928590080638	2.53901901765115	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_456924||full	3.17928590080638	4.01950501274987	4.072716156316	2.53901901765115
KSW-vf_coassembly_k141_597327||full	3.43735863993487	2.53901901765115	4.83105319218137	3.64484888295108
KSW-vf_coassembly_k141_388351||full	3.43735863993487	3.41811642011516	3.64780911870078	4.0687847575817
KSW-vf_coassembly_k141_179066||full	2.53901901765115	2.53901901765115	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_980198||full	2.53901901765115	2.53901901765115	2.53901901765115	4.0687847575817
KSW-vf_coassembly_k141_632389||full	3.17928590080638	2.53901901765115	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_353849||full	3.43735863993487	2.53901901765115	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_214250||full	2.53901901765115	2.53901901765115	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_945783||full	6.57059915821436	8.57357403526409	6.02647796008757	5.54698661591734
KSW-vf_coassembly_k141_249532||full	3.43735863993487	2.53901901765115	3.64780911870078	6.43499237124865
KSW-vf_coassembly_k141_319266||full	2.53901901765115	2.53901901765115	5.76195571657766	4.62005218245783
KSW-vf_coassembly_k141_736814||full	3.63087240897663	2.53901901765115	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_354143||full	3.17928590080638	3.41811642011516	3.64780911870078	3.64484888295108
KSW-vf_coassembly_k141_319442||full	2.53901901765115	2.53901901765115	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_563122||full	2.53901901765115	2.53901901765115	9.9907766138823	12.0949869447897
KSW-vf_coassembly_k141_354230||full	2.53901901765115	3.76440533681124	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_910815||full	4.4398690424555	4.31798476793454	4.37970386996405	4.37515032793527
KSW-vf_coassembly_k141_528252||full	2.53901901765115	2.53901901765115	4.62505266837835	2.53901901765115
KSW-vf_coassembly_k141_75992||full	3.43735863993487	3.60781406348217	4.37970386996405	4.0687847575817
KSW-vf_coassembly_k141_354350||full	4.52054547739409	4.55719768406425	5.30792807924474	2.53901901765115
KSW-vf_coassembly_k141_946162||full	2.53901901765115	2.53901901765115	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_354357||full	2.53901901765115	2.53901901765115	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_806351||full	3.17928590080638	3.16536571354259	5.43601094364025	5.93698565630794
KSW-vf_coassembly_k141_875783||full	2.53901901765115	3.60781406348217	3.64780911870078	4.0687847575817
KSW-vf_coassembly_k141_528476||full	3.17928590080638	2.53901901765115	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_875802||full	3.92818559683557	3.76440533681124	4.37970386996405	4.37515032793527
KSW-vf_coassembly_k141_911164||full	3.17928590080638	2.53901901765115	3.64780911870078	4.62005218245783
KSW-vf_coassembly_k141_841976||full	5.4793476124271	5.90746208951468	6.1047164939543	5.84912311788561
KSW-vf_coassembly_k141_528653||full	2.53901901765115	2.53901901765115	5.94367560770251	2.53901901765115
KSW-vf_coassembly_k141_1016251||full	4.73589497154765	4.81925992456246	5.43601094364025	4.62005218245783
KSW-vf_coassembly_k141_110608||full	3.43735863993487	2.53901901765115	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_145902||full	5.87669669601639	4.69480429344407	6.44206511856601	7.99595060732343
KSW-vf_coassembly_k141_633614||full	2.53901901765115	2.53901901765115	4.072716156316	2.53901901765115
KSW-vf_coassembly_k141_911490||full	4.16027612107579	3.41811642011516	5.16674482212183	3.64484888295108
KSW-vf_coassembly_k141_772634||full	5.22827934702382	4.55719768406425	5.76195571657766	5.16091300920306
KSW-vf_coassembly_k141_668604||full	4.26084143960462	4.62783312435849	5.00930154551855	4.82571182891946
KSW-vf_coassembly_k141_772674||full	4.52054547739409	3.41811642011516	3.64780911870078	4.0687847575817
KSW-vf_coassembly_k141_668649||full	3.43735863993487	2.53901901765115	2.53901901765115	4.62005218245783
KSW-vf_coassembly_k141_215375||full	3.63087240897663	3.16536571354259	4.072716156316	3.64484888295108
KSW-vf_coassembly_k141_911544||full	2.53901901765115	2.53901901765115	6.38067475005484	8.20328406253557
KSW-vf_coassembly_k141_1016457||full	2.53901901765115	2.53901901765115	4.072716156316	5.65507408745613
KSW-vf_coassembly_k141_981507||full	2.53901901765115	3.41811642011516	3.64780911870078	4.37515032793527
KSW-vf_coassembly_k141_1016462||full	2.53901901765115	3.41811642011516	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_41685||full	3.43735863993487	3.16536571354259	4.37970386996405	3.64484888295108
KSW-vf_coassembly_k141_1016516||full	2.53901901765115	3.41811642011516	3.64780911870078	4.82571182891946
KSW-vf_coassembly_k141_76949||full	8.68180949873007	8.08688950849724	6.17887448633994	5.30191295024798
KSW-vf_coassembly_k141_668818||full	5.55388205374466	5.42999047707228	6.85656999419753	6.9364974844329
KSW-vf_coassembly_k141_215582||full	4.66801697375939	4.55719768406425	3.64780911870078	3.64484888295108
KSW-vf_coassembly_k141_876509||full	3.92818559683557	3.41811642011516	5.43601094364025	4.0687847575817
KSW-vf_coassembly_k141_355247||full	2.53901901765115	3.41811642011516	4.37970386996405	4.62005218245783
KSW-vf_coassembly_k141_876539||full	3.79048013381601	3.16536571354259	4.072716156316	3.64484888295108
KSW-vf_coassembly_k141_911785||full	4.3536196692021	3.41811642011516	4.37970386996405	2.53901901765115
KSW-vf_coassembly_k141_459021||full	4.05020782383709	3.60781406348217	5.6614931931391	7.4913615998247
KSW-vf_coassembly_k141_529198||full	2.53901901765115	3.16536571354259	7.83159001314107	7.54779073294155
KSW-vf_coassembly_k141_146512||full	3.43735863993487	3.41811642011516	4.62505266837835	2.53901901765115
KSW-vf_coassembly_k141_911814||full	6.06551130815376	5.50385340375329	6.61185302566809	6.9364974844329
KSW-vf_coassembly_k141_355550||full	4.26084143960462	4.87735250262281	5.16674482212183	6.09789039133092
KSW-vf_coassembly_k141_807490||full	2.53901901765115	2.53901901765115	2.53901901765115	5.30191295024798
KSW-vf_coassembly_k141_1017058||full	4.26084143960462	4.75850355598106	4.62505266837835	3.64484888295108
KSW-vf_coassembly_k141_425513||full	4.05020782383709	5.03788297150476	5.6614931931391	4.0687847575817
KSW-vf_coassembly_k141_251343||full	4.3536196692021	4.62783312435849	6.66425198229582	6.17198985412957
KSW-vf_coassembly_k141_773411||full	6.34027822263591	6.61584138540169	7.71256347349396	7.30744858961797
KSW-vf_coassembly_k141_843073||full	3.43735863993487	3.16536571354259	4.37970386996405	3.64484888295108
KSW-vf_coassembly_k141_111641||full	3.17928590080638	3.41811642011516	4.072716156316	2.53901901765115
KSW-vf_coassembly_k141_634566||full	3.17928590080638	2.53901901765115	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_216194||full	6.13932989734486	5.2260570886919	5.6614931931391	5.00368996020601
KSW-vf_coassembly_k141_599862||full	2.53901901765115	3.16536571354259	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_599926||full	5.84754519380175	6.0364116211643	6.61185302566809	7.4913615998247
KSW-vf_coassembly_k141_982566||full	4.3536196692021	5.42999047707228	4.072716156316	4.82571182891946
KSW-vf_coassembly_k141_7621||full	2.53901901765115	2.53901901765115	4.072716156316	4.0687847575817
KSW-vf_coassembly_k141_599968||full	5.62464584665625	6.58260556434546	7.14135145834789	8.32121583728397
KSW-vf_coassembly_k141_1017653||full	4.59639582591019	4.31798476793454	6.8108531001075	7.75369480183338
KSW-vf_coassembly_k141_181680||full	3.17928590080638	3.60781406348217	4.37970386996405	2.53901901765115
KSW-vf_coassembly_k141_600058||full	3.17928590080638	3.41811642011516	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_529832||full	5.4793476124271	5.57400388206359	6.31652757952402	6.01971641983957
KSW-vf_coassembly_k141_634935||full	2.53901901765115	2.53901901765115	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_982835||full	4.26084143960462	4.75850355598106	4.62505266837835	4.37515032793527
KSW-vf_coassembly_k141_982892||full	3.63087240897663	3.16536571354259	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_216965||full	5.18160903543016	5.82405282724801	5.76195571657766	5.30191295024798
KSW-vf_coassembly_k141_217029||full	3.17928590080638	2.53901901765115	4.072716156316	2.53901901765115
KSW-vf_coassembly_k141_635288||full	3.63087240897663	4.01950501274987	2.53901901765115	5.16091300920306
KSW-vf_coassembly_k141_704729||full	4.73589497154765	3.60781406348217	4.072716156316	3.64484888295108
KSW-vf_coassembly_k141_147967||full	2.53901901765115	3.16536571354259	3.64780911870078	2.53901901765115
KSW-vf_coassembly_k141_357013||full	2.53901901765115	2.53901901765115	2.53901901765115	4.37515032793527
KSW-vf_coassembly_k141_252700||full	3.79048013381601	2.53901901765115	3.64780911870078	5.54698661591734
KSW-vf_coassembly_k141_704842||full	2.53901901765115	2.53901901765115	2.53901901765115	4.62005218245783
KSW-vf_coassembly_k141_774548||full	2.53901901765115	2.53901901765115	5.00930154551855	4.37515032793527
KSW-vf_coassembly_k141_357203||full	4.26084143960462	3.41811642011516	6.17887448633994	6.55031814368477
KSW-vf_coassembly_k141_78993||full	2.53901901765115	3.16536571354259	4.37970386996405	4.62005218245783
KSW-vf_coassembly_k141_460850||full	3.43735863993487	3.60781406348217	4.072716156316	4.0687847575817
KSW-vf_coassembly_k141_1018877||full	2.53901901765115	2.53901901765115	4.072716156316	4.0687847575817
KSW-vf_coassembly_k141_878743||full	3.92818559683557	4.31798476793454	5.30792807924474	7.27437440160487
KSW-vf_coassembly_k141_427183||full	5.31712448502152	5.42999047707228	7.85425922517291	8.91052187464001
KSW-vf_coassembly_k141_775000||full	3.63087240897663	2.53901901765115	2.53901901765115	4.0687847575817
KSW-vf_coassembly_k141_809253||full	3.17928590080638	2.53901901765115	3.64780911870078	3.64484888295108
KSW-vf_coassembly_k141_427271||full	3.63087240897663	4.48242372955194	5.16674482212183	3.64484888295108
KSW-vf_coassembly_k141_1019167||full	2.53901901765115	2.53901901765115	4.072716156316	4.82571182891946
KSW-vf_coassembly_k141_671217||full	2.53901901765115	2.53901901765115	7.10396379311981	7.70491206594678
KSW-vf_coassembly_k141_636321||full	3.17928590080638	2.53901901765115	3.64780911870078	3.64484888295108
KSW-vf_coassembly_k141_913896||full	3.17928590080638	2.53901901765115	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_9195||full	5.31712448502152	5.39153529097666	5.30792807924474	5.16091300920306
KSW-vf_coassembly_k141_601670||full	3.43735863993487	3.41811642011516	3.64780911870078	4.82571182891946
KSW-vf_coassembly_k141_809541||full	2.53901901765115	3.60781406348217	2.53901901765115	4.0687847575817
KSW-vf_coassembly_k141_148884||full	4.16027612107579	6.84321666316937	2.53901901765115	4.0687847575817
KSW-vf_coassembly_k141_950059||full	2.53901901765115	2.53901901765115	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_148929||full	3.63087240897663	3.16536571354259	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_218393||full	4.05020782383709	3.89961208311807	4.62505266837835	5.16091300920306
KSW-vf_coassembly_k141_392737||full	3.17928590080638	3.16536571354259	4.072716156316	4.37515032793527
KSW-vf_coassembly_k141_392757||full	3.43735863993487	3.76440533681124	3.64780911870078	4.0687847575817
KSW-vf_coassembly_k141_566870||full	4.73589497154765	4.48242372955194	5.6614931931391	6.24242351126227
KSW-vf_coassembly_k141_495856||full	2.53901901765115	2.53901901765115	4.072716156316	2.53901901765115
KSW-vf_coassembly_k141_9710||full	3.43735863993487	3.16536571354259	6.1047164939543	5.84912311788561
KSW-vf_coassembly_k141_358361||full	3.92818559683557	4.40292894456426	8.31274519592225	7.05816341085535
