	T0_1_C	T0_2_C	T63_1_C	T63_2_C
KSW-vf_coassembly_k141_327878||full	2.53901901765115	3.76440533681124	3.64780911870078	4.0687847575817
KSW-vf_coassembly_k141_47694||full	3.17928590080638	2.53901901765115	3.64780911870078	3.64484888295108
KSW-vf_coassembly_k141_572353||full	3.17928590080638	3.16536571354259	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_536048||full	3.43735863993487	2.53901901765115	3.64780911870078	3.64484888295108
KSW-vf_coassembly_k141_886547||full	3.17928590080638	3.16536571354259	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_122162||full	6.8294084295877	6.88466655418205	7.10396379311981	6.97820814453178
KSW-vf_coassembly_k141_401209||full	5.44053213045437	6.08488076311832	4.83105319218137	4.82571182891946
KSW-vf_coassembly_k141_576627||full	3.63087240897663	4.22665873055487	4.62505266837835	6.17198985412957
KSW-vf_coassembly_k141_924145||full	3.79048013381601	3.41811642011516	9.75829841066434	8.78714071816505
KSW-vf_coassembly_k141_961098||full	3.43735863993487	3.89961208311807	4.072716156316	4.37515032793527
KSW-vf_coassembly_k141_335059||full	3.17928590080638	4.01950501274987	4.072716156316	3.64484888295108
KSW-vf_coassembly_k141_195415||full	5.55388205374466	5.76557922907419	5.94367560770251	5.93698565630794
KSW-vf_coassembly_k141_683746||full	3.17928590080638	3.16536571354259	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_648863||full	2.53901901765115	2.53901901765115	4.62505266837835	3.64484888295108
KSW-vf_coassembly_k141_718717||full	4.05020782383709	2.53901901765115	3.64780911870078	3.64484888295108
KSW-vf_coassembly_k141_474786||full	3.17928590080638	2.53901901765115	2.53901901765115	2.53901901765115
KSW-vf_coassembly_k141_24766||full	7.68498631326933	7.19021849317905	7.24801336154386	7.33977955012111
KSW-vf_coassembly_k141_130958||full	3.17928590080638	3.60781406348217	5.43601094364025	6.24242351126227
KSW-vf_coassembly_k141_171220||full	3.92818559683557	3.76440533681124	5.00930154551855	4.82571182891946
KSW-vf_coassembly_k141_1006535||full	6.42124467250418	6.82912971165362	7.44019366025331	6.75636629654227
KSW-vf_coassembly_k141_1007183||full	2.53901901765115	4.55719768406425	2.53901901765115	3.64484888295108
KSW-vf_coassembly_k141_1008629||full	2.53901901765115	3.16536571354259	6.90087570338164	7.20585348355502
KSW-vf_coassembly_k141_552876||full	2.53901901765115	2.53901901765115	3.64780911870078	2.53901901765115
KSW-C0_1_C_NODE_1649_length_22589_cov_26.731650||full	5.4793476124271	7.6643179938428	6.61185302566809	6.49381694115791
KSW-C0_1_C_NODE_5116_length_9358_cov_61.650973||full	4.26084143960462	6.24259202748687	4.072716156316	5.16091300920306
KSW-C0_1_C_NODE_5264_length_9157_cov_15.254889||full	7.37661839572591	7.36618071991303	8.31274519592225	8.47453463124711
KSW-C0_1_C_NODE_5395_length_8925_cov_10.896280||full	4.16027612107579	3.89961208311807	4.62505266837835	2.53901901765115
KSW-C0_1_C_NODE_6814_length_7462_cov_7.821115||full	3.43735863993487	4.75850355598106	2.53901901765115	2.53901901765115
KSW-C0_1_C_NODE_7563_length_6829_cov_4.969147||full	7.93197324877533	7.02716699451241	6.98558571437697	7.462295371301
KSW-C0_1_C_NODE_8088_length_6486_cov_9.788058||full	7.62667133549704	7.34656195397826	5.94367560770251	6.09789039133092
KSW-C0_1_C_NODE_8216_length_6418_cov_12.450574||full	4.73589497154765	4.93302045639764	3.64780911870078	2.53901901765115
KSW-C0_1_C_NODE_10886_length_5128_cov_6.545240||full	8.3525332490966	8.60690486749405	7.31496616470724	8.2207336978465
KSW-C0_2_C_NODE_4962_length_8598_cov_10.511062||full	6.13932989734486	6.06085283971785	4.62505266837835	4.82571182891946
KSW-C0_2_C_NODE_5050_length_8493_cov_5.274354||full	3.17928590080638	3.16536571354259	5.6614931931391	4.62005218245783
KSW-C0_2_C_NODE_5897_length_7457_cov_8.166847||full	8.25145740845534	6.78601967309937	4.072716156316	2.53901901765115
KSW-C0_2_C_NODE_8995_length_5514_cov_11.733834||full	3.92818559683557	4.48242372955194	2.53901901765115	2.53901901765115
KSW-C0_2_C_NODE_9426_length_5342_cov_5.088708||full	3.17928590080638	3.76440533681124	2.53901901765115	2.53901901765115
KSW-C63_1_C_NODE_5906_length_8781_cov_7.443502||full	7.88300377861436	7.09932181482829	6.98558571437697	6.80356255101046
KSW-C63_1_C_NODE_9167_length_6109_cov_3.942022||full	4.59639582591019	4.22665873055487	3.64780911870078	3.64484888295108
KSW-C63_1_C_NODE_9583_length_5918_cov_7.680368||full	7.96595985608945	7.00228722723664	7.10396379311981	7.37140003530839
KSW-C63_1_C_NODE_10935_length_5311_cov_5.851218||full	4.05020782383709	4.31798476793454	2.53901901765115	2.53901901765115
KSW-C63_2_C_NODE_5255_length_8632_cov_22.616999||full	4.52054547739409	5.60780324071225	5.00930154551855	5.00368996020601
KSW-C63_2_C_NODE_8677_length_5836_cov_34.994465||full	2.53901901765115	2.53901901765115	11.6037126378613	12.3520505320661
KSW-C63_2_C_NODE_9531_length_5435_cov_3.929368||full	4.92077969664054	4.48242372955194	8.27964092233608	8.30494765931172
KSW-C63_2_C_NODE_9636_length_5383_cov_27.020646||full	2.53901901765115	3.16536571354259	10.0751670007955	11.4180283119065
KSW-C63_2_C_NODE_10065_length_5195_cov_8.091051||full	4.05020782383709	5.53936851290193	2.53901901765115	2.53901901765115
KSW-T0_1_C_NODE_1361_length_27065_cov_7.417993||full	9.99991317758523	9.52138416535604	10.5582372748019	10.6469312710487
KSW-T0_1_C_NODE_4516_length_10719_cov_7.838991||full	7.71727889686407	6.51372613600988	6.2493614536954	6.37364326656827
KSW-T0_1_C_NODE_9556_length_5969_cov_4.840886||full	6.8294084295877	6.26376187853943	7.24801336154386	7.05816341085535
KSW-T0_1_C_NODE_10712_length_5452_cov_6.728182||full	7.69312758310285	6.59931987103562	6.98558571437697	6.01971641983957
KSW-T0_2_C_NODE_5184_length_10295_cov_8.317676||full	6.31929857641206	8.09865594969053	4.37970386996405	3.64484888295108
KSW-T0_2_C_NODE_6427_length_8604_cov_5.719967||full	8.82196648864965	7.91119893705456	7.3789415407479	6.9364974844329
KSW-T0_2_C_NODE_6605_length_8402_cov_5.773691||full	8.29488237564604	7.82880983339546	6.61185302566809	5.93698565630794
KSW-T0_2_C_NODE_7848_length_7255_cov_5.164861||full	7.2608254323356	6.4037602965535	6.2493614536954	6.37364326656827
KSW-T63_1_C_NODE_3826_length_11674_cov_21.299854||full	2.53901901765115	2.53901901765115	11.052788160032	12.0795345023668
KSW-T63_1_C_NODE_12005_length_5138_cov_3.233720||full	4.73589497154765	4.22665873055487	8.17550710618606	8.38451279607201
KSW-T63_2_C_NODE_2183_length_19167_cov_12.116105||full	4.05020782383709	4.31798476793454	10.2688918517759	11.6972789424406
KSW-T63_2_C_NODE_5795_length_10028_cov_4.857014||full	2.53901901765115	3.16536571354259	5.55329009972692	9.78590944764829
KSW-T63_2_C_NODE_8363_length_7584_cov_87.414530||full	2.53901901765115	2.53901901765115	11.052788160032	13.3837351082215
KSW-T63_2_C_NODE_9079_length_7135_cov_11.549011||full	3.17928590080638	2.53901901765115	9.31127296694208	10.3586636851931
KSW-T63_2_C_NODE_11396_length_6021_cov_3.656219||full	2.53901901765115	3.16536571354259	5.6614931931391	8.70274731663598
KSW-C63_2_C_NODE_3703_length_11189_cov_44.668134||full	3.43735863993487	3.41811642011516	12.8816365478358	13.723626388129
KSW-cf_coassembly_k141_1748013||full	4.4398690424555	4.69480429344407	6.17887448633994	4.62005218245783
KSW-cf_coassembly_k141_941761||full	6.44078930487975	5.50385340375329	4.072716156316	4.62005218245783
KSW-cf_coassembly_k141_2690356||full	6.44078930487975	6.13175178381655	4.62505266837835	4.0687847575817
KSW-cf_coassembly_k141_2691084||full	5.87669669601639	5.13520866402156	5.00930154551855	5.84912311788561
KSW-cf_coassembly_k141_810161||full	2.53901901765115	2.53901901765115	7.3789415407479	10.6661576395569
KSW-cf_coassembly_k141_1217914||full	3.79048013381601	2.53901901765115	3.64780911870078	3.64484888295108
KSW-cf_coassembly_k141_680264||full	6.60562372854775	5.85240607469435	6.38067475005484	7.37140003530839
KSW-cf_coassembly_k141_815598||full	6.11514690505219	6.71115950815518	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_2296412||full	6.85870748200843	6.28462210152984	2.53901901765115	3.64484888295108
KSW-cf_coassembly_k141_2834847||full	8.72212775904575	7.6159931409133	7.55539332996856	7.6020915897157
KSW-cf_coassembly_k141_1088263||full	3.79048013381601	3.41811642011516	4.62505266837835	7.9338154815149
KSW-cf_coassembly_k141_686516||full	6.27639088074083	8.17288214729679	6.94385513220417	6.37364326656827
KSW-cf_coassembly_k141_1493700||full	5.96071316900702	7.58285154700431	6.90087570338164	6.84925574739575
KSW-cf_coassembly_k141_3915736||full	4.86196483319821	5.67305286800489	4.37970386996405	2.53901901765115
KSW-cf_coassembly_k141_16286||full	5.13329321588485	5.96045713474131	5.00930154551855	6.37364326656827
KSW-cf_coassembly_k141_2302212||full	6.84413271384792	5.88020186177985	5.76195571657766	5.93698565630794
KSW-cf_coassembly_k141_1765075||full	3.92818559683557	3.76440533681124	4.37970386996405	4.82571182891946
KSW-cf_coassembly_k141_3379191||full	2.53901901765115	2.53901901765115	6.94385513220417	7.05816341085535
KSW-cf_coassembly_k141_558957||full	5.51711188003058	4.75850355598106	4.83105319218137	4.37515032793527
KSW-cf_coassembly_k141_3380482||full	6.53469637906443	5.88020186177985	6.02647796008757	5.75543524044145
KSW-cf_coassembly_k141_2308578||full	5.40060307933728	5.46741119594209	3.64780911870078	4.37515032793527
KSW-cf_coassembly_k141_2980615||full	5.31712448502152	5.82405282724801	5.00930154551855	5.84912311788561
KSW-cf_coassembly_k141_1232708||full	4.26084143960462	4.48242372955194	3.64780911870078	3.64484888295108
KSW-cf_coassembly_k141_2310544||full	4.97712142546888	4.31798476793454	9.08093257718085	9.1749775331123
KSW-cf_coassembly_k141_696980||full	3.43735863993487	5.18138553300737	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_697276||full	3.43735863993487	3.41811642011516	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_565915||full	3.17928590080638	4.40292894456426	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_2176469||full	7.66028271258101	6.58260556434546	6.66425198229582	6.60467385415544
KSW-cf_coassembly_k141_2177000||full	4.16027612107579	3.76440533681124	4.83105319218137	4.0687847575817
KSW-cf_coassembly_k141_3928374||full	3.79048013381601	3.76440533681124	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_28940||full	5.93325767906637	5.39153529097666	5.43601094364025	4.37515032793527
KSW-cf_coassembly_k141_162779||full	3.92818559683557	4.69480429344407	4.072716156316	3.64484888295108
KSW-cf_coassembly_k141_969962||full	2.53901901765115	2.53901901765115	9.94401701423153	11.6625984853681
KSW-cf_coassembly_k141_2988802||full	6.40142910730703	6.26376187853943	5.30792807924474	4.0687847575817
KSW-cf_coassembly_k141_3259491||full	5.08320506388533	5.0874158047157	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_1243106||full	4.92077969664054	4.93302045639764	3.64780911870078	5.54698661591734
KSW-cf_coassembly_k141_3393191||full	5.65873239220556	6.06085283971785	5.16674482212183	5.30191295024798
KSW-cf_coassembly_k141_3128163||full	4.16027612107579	6.10850933189666	4.072716156316	3.64484888295108
KSW-cf_coassembly_k141_1783496||full	6.13932989734486	5.53936851290193	6.02647796008757	4.0687847575817
KSW-cf_coassembly_k141_2590582||full	2.53901901765115	2.53901901765115	7.76136037022138	7.05816341085535
KSW-cf_coassembly_k141_1515284||full	2.53901901765115	3.76440533681124	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_846894||full	5.35949219049414	5.26932259596897	5.55329009972692	4.62005218245783
KSW-cf_coassembly_k141_1920081||full	4.52054547739409	5.53936851290193	4.62505266837835	4.0687847575817
KSW-cf_coassembly_k141_2730271||full	7.13488945074517	6.38458133517049	4.62505266837835	5.30191295024798
KSW-cf_coassembly_k141_979520||full	6.49786985345136	5.93420737157259	4.83105319218137	5.65507408745613
KSW-cf_coassembly_k141_2462117||full	6.27639088074083	5.90746208951468	5.43601094364025	5.84912311788561
KSW-cf_coassembly_k141_2868403||full	5.4793476124271	5.0874158047157	5.30792807924474	4.37515032793527
KSW-cf_coassembly_k141_3808099||full	4.66801697375939	5.35198456933807	6.1047164939543	5.30191295024798
KSW-cf_coassembly_k141_1121603||full	3.17928590080638	3.60781406348217	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_718096||full	7.39670602407881	6.61584138540169	6.85656999419753	6.70756411683151
KSW-cf_coassembly_k141_316505||full	3.43735863993487	4.75850355598106	3.64780911870078	2.53901901765115
KSW-cf_coassembly_k141_3276603||full	5.4793476124271	4.75850355598106	5.30792807924474	5.00368996020601
KSW-cf_coassembly_k141_1931306||full	5.4793476124271	6.3051817199157	6.17887448633994	6.24242351126227
KSW-cf_coassembly_k141_3683921||full	6.8294084295877	6.93813487962887	7.80855842427817	7.54779073294155
KSW-cf_coassembly_k141_993230||full	7.73315770937179	7.16802732138026	5.8557332264266	6.17198985412957
KSW-cf_coassembly_k141_1664274||full	4.4398690424555	4.69480429344407	2.53901901765115	3.64484888295108
KSW-cf_coassembly_k141_3016083||full	4.86196483319821	4.98647055545611	2.53901901765115	4.82571182891946
KSW-cf_coassembly_k141_3689626||full	6.20950765440506	6.10850933189666	5.00930154551855	5.75543524044145
KSW-cf_coassembly_k141_2883026||full	4.52054547739409	4.12772345370812	7.52744597813772	7.75369480183338
KSW-cf_coassembly_k141_1809912||full	4.52054547739409	4.87735250262281	3.64780911870078	4.82571182891946
KSW-cf_coassembly_k141_1539634||full	6.31929857641206	5.79511881960632	5.43601094364025	5.42984063756023
KSW-cf_coassembly_k141_196682||full	5.78737365434576	5.2260570886919	4.072716156316	4.37515032793527
KSW-cf_coassembly_k141_2220428||full	5.03120173521425	5.03788297150476	5.00930154551855	5.00368996020601
KSW-cf_coassembly_k141_1819375||full	4.26084143960462	4.31798476793454	5.16674482212183	5.42984063756023
KSW-cf_coassembly_k141_73230||full	6.65660549210711	7.79304024241752	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_1952833||full	3.63087240897663	4.69480429344407	2.53901901765115	3.64484888295108
KSW-cf_coassembly_k141_342238||full	7.5390418745731	6.66429269460085	5.30792807924474	4.82571182891946
KSW-cf_coassembly_k141_74579||full	6.46007037735301	5.70457554781094	4.072716156316	5.00368996020601
KSW-cf_coassembly_k141_2225895||full	2.53901901765115	2.53901901765115	7.02613826769701	8.93186337804915
KSW-cf_coassembly_k141_1016785||full	3.92818559683557	4.98647055545611	2.53901901765115	3.64484888295108
KSW-cf_coassembly_k141_348193||full	2.53901901765115	2.53901901765115	7.44019366025331	6.60467385415544
KSW-cf_coassembly_k141_1962524||full	4.73589497154765	3.89961208311807	4.37970386996405	3.64484888295108
KSW-cf_coassembly_k141_627573||full	2.53901901765115	2.53901901765115	8.00368013735124	8.03593395555686
KSW-cf_coassembly_k141_753945||full	6.40142910730703	6.28462210152984	5.8557332264266	6.01971641983957
KSW-cf_coassembly_k141_3315156||full	6.92944119855485	6.10850933189666	4.37970386996405	4.82571182891946
KSW-cf_coassembly_k141_2778431||full	2.53901901765115	2.53901901765115	7.14135145834789	6.01971641983957
KSW-cf_coassembly_k141_2237468||full	3.63087240897663	2.53901901765115	6.90087570338164	7.91249382012654
KSW-cf_coassembly_k141_1300282||full	5.65873239220556	5.18138553300737	4.62505266837835	5.00368996020601
KSW-cf_coassembly_k141_1970642||full	2.53901901765115	2.53901901765115	4.37970386996405	2.53901901765115
KSW-cf_coassembly_k141_3586290||full	3.63087240897663	3.76440533681124	2.53901901765115	3.64484888295108
KSW-cf_coassembly_k141_634115||full	2.53901901765115	3.89961208311807	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_2108510||full	7.52997833942103	7.31662298795761	5.30792807924474	5.00368996020601
KSW-cf_coassembly_k141_1972856||full	6.58821850650653	6.08488076311832	3.64780911870078	4.37515032793527
KSW-cf_coassembly_k141_900662||full	3.79048013381601	4.01950501274987	7.83159001314107	8.70274731663598
KSW-cf_coassembly_k141_226696||full	3.43735863993487	3.16536571354259	10.2433724762483	10.1695186119799
KSW-cf_coassembly_k141_2114726||full	7.22755823536632	6.32544936439985	5.00930154551855	4.0687847575817
KSW-cf_coassembly_k141_3595680||full	6.76895230688245	6.42268528588037	4.83105319218137	5.42984063756023
KSW-cf_coassembly_k141_1314104||full	5.75629781824951	5.76557922907419	5.30792807924474	5.16091300920306
KSW-cf_coassembly_k141_2656208||full	4.26084143960462	4.12772345370812	4.072716156316	4.0687847575817
KSW-cf_coassembly_k141_3864976||full	6.25444321675787	5.98622970963603	4.072716156316	5.54698661591734
KSW-cf_coassembly_k141_2929356||full	5.40060307933728	5.18138553300737	3.64780911870078	3.64484888295108
KSW-cf_coassembly_k141_916603||full	3.17928590080638	3.41811642011516	3.64780911870078	3.64484888295108
KSW-cf_coassembly_k141_3201360||full	5.78737365434576	5.35198456933807	3.64780911870078	5.16091300920306
KSW-cf_coassembly_k141_780261||full	7.06124498437184	6.45979987691164	4.072716156316	4.0687847575817
KSW-cf_coassembly_k141_3071945||full	3.63087240897663	3.16536571354259	7.02613826769701	7.57519709656765
KSW-cf_coassembly_k141_523231||full	6.09054568725204	6.24259202748687	5.16674482212183	5.00368996020601
KSW-cf_coassembly_k141_1196618||full	6.11514690505219	5.79511881960632	5.30792807924474	5.30191295024798
KSW-cf_coassembly_k141_1598199||full	7.36646845283843	6.34543329561019	5.55329009972692	5.00368996020601
KSW-cf_coassembly_k141_1871898||full	3.43735863993487	4.81925992456246	4.072716156316	2.53901901765115
KSW-cf_coassembly_k141_2680294||full	6.84413271384792	6.28462210152984	5.94367560770251	5.42984063756023
KSW-cf_coassembly_k141_1874196||full	4.26084143960462	5.79511881960632	4.072716156316	4.62005218245783
KSW-cf_coassembly_k141_2009785||full	6.81453151348687	6.3651414251518	5.16674482212183	5.16091300920306
KSW-cf_coassembly_k141_1343454||full	2.53901901765115	2.53901901765115	5.8557332264266	6.75636629654227
KSW-cf_coassembly_k141_2279730||full	4.4398690424555	4.31798476793454	4.37970386996405	4.37515032793527
KSW-cf_coassembly_k141_1740469||full	7.61814448152733	7.1110031687994	5.76195571657766	5.65507408745613
KSW-cf_coassembly_k141_3892979||full	4.86196483319821	5.26932259596897	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_939827||full	6.53469637906443	5.76557922907419	5.55329009972692	5.30191295024798
KSW-cf_coassembly_k141_1743944||full	5.08320506388533	4.31798476793454	4.62505266837835	5.54698661591734
KSW-cf_coassembly_k141_3894297||full	7.77210547825467	7.65637561326237	6.71480262110498	7.01874183500124
KSW-cf_coassembly_k141_3895966||full	4.52054547739409	3.41811642011516	8.10165578625945	8.53157106156716
KSW-cf_2nd_assembly_k141_1609258||full	4.3536196692021	3.60781406348217	4.37970386996405	4.82571182891946
KSW-cf_2nd_assembly_k141_2253714||full	3.79048013381601	2.53901901765115	11.6170214493357	13.8987571884601
KSW-cf_2nd_assembly_k141_2430642||full	5.78737365434576	5.50385340375329	6.44206511856601	7.17032869198453
KSW-cf_2nd_assembly_k141_4200327||full	9.61083229156943	8.74429715562016	7.96254564719887	8.41514883005849
KSW-cf_2nd_assembly_k141_4205190||full	8.26243689102687	7.21207243979675	8.21106074938076	9.04391032793863
KSW-cf_2nd_assembly_k141_1479766||full	6.44078930487975	5.35198456933807	5.30792807924474	4.62005218245783
KSW-cf_2nd_assembly_k141_1158474||full	5.13329321588485	4.81925992456246	2.53901901765115	2.53901901765115
KSW-cf_2nd_assembly_k141_4068396||full	6.11514690505219	5.13520866402156	3.64780911870078	2.53901901765115
KSW-cf_2nd_assembly_k141_2160491||full	3.79048013381601	4.01950501274987	3.64780911870078	3.64484888295108
KSW-cf_2nd_assembly_k141_4411704||full	5.03120173521425	5.0874158047157	5.76195571657766	5.00368996020601
KSW-cf_2nd_assembly_k141_2485930||full	6.0140791275085	5.2260570886919	4.072716156316	4.82571182891946
KSW-cf_2nd_assembly_k141_4565073||full	5.18160903543016	5.35198456933807	4.37970386996405	4.0687847575817
KSW-cf_2nd_assembly_k141_880756||full	3.17928590080638	3.41811642011516	7.44019366025331	8.83323704649631
KSW-cf_2nd_assembly_k141_2655594||full	3.92818559683557	4.01950501274987	4.62505266837835	5.16091300920306
KSW-cf_2nd_assembly_k141_3953516||full	2.53901901765115	2.53901901765115	5.16674482212183	4.82571182891946
KSW-cf_2nd_assembly_k141_2997671||full	5.27341733456243	5.57400388206359	4.072716156316	2.53901901765115
KSW-cf_2nd_assembly_k141_108016||full	3.17928590080638	3.89961208311807	3.64780911870078	2.53901901765115
KSW-cf_2nd_assembly_k141_2039095||full	5.03120173521425	4.98647055545611	4.37970386996405	2.53901901765115
KSW-cf_2nd_assembly_k141_601344||full	3.63087240897663	4.62783312435849	6.2493614536954	8.85574423088868
KSW-cf_2nd_assembly_k141_2840244||full	6.91557046610642	5.70457554781094	5.8557332264266	6.49381694115791
KSW-cf_2nd_assembly_k141_2701090||full	7.07378406822473	6.44136300122647	6.2493614536954	6.30954087369204
KSW-cf_2nd_assembly_k141_618747||full	4.16027612107579	4.22665873055487	6.76363164735915	5.84912311788561
KSW-cf_2nd_assembly_k141_4798079||full	2.53901901765115	2.53901901765115	5.16674482212183	4.0687847575817
KSW-cf_2nd_assembly_k141_4479413||full	4.92077969664054	4.81925992456246	2.53901901765115	3.64484888295108
KSW-cf_2nd_assembly_k141_3209179||full	5.40060307933728	5.7354075717502	2.53901901765115	4.82571182891946
KSW-cf_2nd_assembly_k141_3048044||full	5.62464584665625	5.98622970963603	6.66425198229582	6.01971641983957
KSW-cf_coassembly_k141_4029512||full	3.17928590080638	2.53901901765115	4.072716156316	6.24242351126227
KSW-cf_coassembly_k141_4029813||full	5.31712448502152	6.42268528588037	3.64780911870078	4.37515032793527
KSW-C0_1_V_NODE_52_length_12680_cov_8.766257	2.53901901765115	3.16536571354259	4.37970386996405	5.00368996020601
KSW-C0_1_V_NODE_53_length_12616_cov_24.144734	7.83231139323616	7.51418841153813	8.48236394328888	8.41514883005849
KSW-C0_1_V_NODE_74_length_10370_cov_6.389724	3.92818559683557	3.41811642011516	3.64780911870078	3.64484888295108
KSW-C0_1_V_NODE_92_length_9169_cov_7.096006	3.17928590080638	3.16536571354259	2.53901901765115	2.53901901765115
KSW-C0_1_V_NODE_150_length_7368_cov_4.801996	2.53901901765115	3.41811642011516	2.53901901765115	2.53901901765115
KSW-C0_2_V_NODE_255_length_5365_cov_2.990019	4.73589497154765	4.87735250262281	5.6614931931391	4.62005218245783
KSW-C0_2_V_NODE_300_length_5041_cov_7.983153	4.05020782383709	4.31798476793454	4.37970386996405	5.00368996020601
KSW-C63_1_V_NODE_69_length_14630_cov_10.108954	6.18649715599284	5.67305286800489	7.24801336154386	6.37364326656827
KSW-C63_1_V_NODE_92_length_13042_cov_22.240702	5.4793476124271	4.87735250262281	5.00930154551855	5.42984063756023
KSW-C63_1_V_NODE_128_length_10990_cov_44.163969	7.27174570251146	6.22110310769746	7.10396379311981	7.27437440160487
KSW-C63_1_V_NODE_143_length_10369_cov_9.560694	3.63087240897663	3.41811642011516	3.64780911870078	5.16091300920306
KSW-C63_1_V_NODE_161_length_9665_cov_10.944641	4.4398690424555	4.48242372955194	5.00930154551855	6.55031814368477
KSW-C63_1_V_NODE_164_length_9620_cov_16.706325	2.53901901765115	3.16536571354259	4.83105319218137	4.82571182891946
KSW-C63_1_V_NODE_205_length_8817_cov_4.041315	3.92818559683557	4.40292894456426	3.64780911870078	4.0687847575817
KSW-C63_1_V_NODE_339_length_6938_cov_6.778875	3.63087240897663	3.16536571354259	2.53901901765115	4.82571182891946
KSW-C63_1_V_NODE_368_length_6702_cov_5.639838	3.63087240897663	4.40292894456426	4.83105319218137	4.0687847575817
KSW-C63_1_V_NODE_379_length_6625_cov_5.859056	3.17928590080638	2.53901901765115	3.64780911870078	4.37515032793527
KSW-C63_1_V_NODE_406_length_6434_cov_6.099859	3.17928590080638	3.60781406348217	3.64780911870078	4.0687847575817
KSW-C63_1_V_NODE_432_length_6258_cov_10.940351	4.66801697375939	4.31798476793454	5.43601094364025	5.42984063756023
KSW-C63_1_V_NODE_451_length_6129_cov_12.788113	3.17928590080638	3.41811642011516	4.83105319218137	2.53901901765115
KSW-C63_1_V_NODE_481_length_5908_cov_3.834956	2.53901901765115	3.16536571354259	3.64780911870078	2.53901901765115
KSW-C63_2_V_NODE_59_length_17844_cov_4.418517	8.65706614887476	8.46869366002535	7.83159001314107	7.77748035844489
KSW-C63_2_V_NODE_91_length_14390_cov_11.965957	3.43735863993487	3.16536571354259	4.83105319218137	4.0687847575817
KSW-C63_2_V_NODE_109_length_13211_cov_5.002508	3.63087240897663	3.89961208311807	5.16674482212183	2.53901901765115
KSW-C63_2_V_NODE_125_length_12424_cov_4.478939	4.05020782383709	3.89961208311807	4.37970386996405	4.0687847575817
KSW-C63_2_V_NODE_134_length_12149_cov_106.065983	2.53901901765115	3.60781406348217	5.6614931931391	6.80356255101046
KSW-C63_2_V_NODE_143_length_11771_cov_113.827074	3.63087240897663	3.89961208311807	5.43601094364025	5.93698565630794
KSW-C63_2_V_NODE_163_length_11149_cov_4.967820	5.08320506388533	5.2260570886919	6.90087570338164	6.01971641983957
KSW-C63_2_V_NODE_223_length_9674_cov_113.182451	4.59639582591019	4.48242372955194	6.98558571437697	6.70756411683151
KSW-C63_2_V_NODE_224_length_9659_cov_4.268638	2.53901901765115	2.53901901765115	4.072716156316	4.0687847575817
KSW-C63_2_V_NODE_257_length_9020_cov_6.755717	4.59639582591019	3.89961208311807	5.76195571657766	7.37140003530839
KSW-C63_2_V_NODE_277_length_8713_cov_7.888889	3.17928590080638	3.60781406348217	3.64780911870078	3.64484888295108
KSW-C63_2_V_NODE_288_length_8598_cov_9.512466	2.53901901765115	2.53901901765115	5.00930154551855	5.16091300920306
KSW-C63_2_V_NODE_294_length_8491_cov_24.117473	4.52054547739409	4.48242372955194	5.00930154551855	5.93698565630794
KSW-C63_2_V_NODE_385_length_7225_cov_8.871269	3.17928590080638	3.16536571354259	4.62505266837835	4.0687847575817
KSW-C63_2_V_NODE_422_length_6924_cov_3.425535	4.16027612107579	2.53901901765115	4.62505266837835	3.64484888295108
KSW-C63_2_V_NODE_521_length_6189_cov_88.147864	2.53901901765115	4.22665873055487	2.53901901765115	2.53901901765115
KSW-C63_2_V_NODE_602_length_5687_cov_7.562500	3.79048013381601	3.89961208311807	3.64780911870078	5.16091300920306
KSW-C63_2_V_NODE_661_length_5393_cov_3.992881	5.93325767906637	5.85240607469435	5.30792807924474	5.93698565630794
KSW-C63_2_V_NODE_664_length_5387_cov_10.184921	2.53901901765115	3.16536571354259	3.64780911870078	2.53901901765115
KSW-T0_1_V_NODE_153_length_10086_cov_6.780281	3.43735863993487	2.53901901765115	3.64780911870078	2.53901901765115
KSW-T0_1_V_NODE_245_length_8335_cov_4.783696	3.43735863993487	3.16536571354259	2.53901901765115	2.53901901765115
KSW-T0_1_V_NODE_314_length_7171_cov_4.736790	4.52054547739409	3.76440533681124	4.072716156316	3.64484888295108
KSW-T0_1_V_NODE_386_length_6309_cov_17.916214	2.53901901765115	3.16536571354259	3.64780911870078	5.30191295024798
KSW-T0_1_V_NODE_486_length_5720_cov_2.868844	3.17928590080638	2.53901901765115	2.53901901765115	2.53901901765115
KSW-T0_1_V_NODE_554_length_5464_cov_19.808282	3.43735863993487	3.76440533681124	2.53901901765115	2.53901901765115
