Contig	T0_1_C	T0_2_C	T63_1_C	T63_2_C
KSW-cf_2nd_assembly_k141_660931	386	300	30	28
KSW-cf_2nd_assembly_k141_3722948	2	0	15066	8760
KSW-cf_2nd_assembly_k141_188404	736	414	176	110
KSW-cf_2nd_assembly_k141_664596	420	244	88	86
KSW-cf_2nd_assembly_k141_4211354	150	116	4526	7958
KSW-cf_2nd_assembly_k141_35887	2	36	0	2
KSW-cf_2nd_assembly_k141_3577207	2	32	16	24
KSW-cf_2nd_assembly_k141_1332642	100	244	10	0
KSW-cf_2nd_assembly_k141_2619968	42	44	38	68
KSW-cf_2nd_assembly_k141_3106828	6	0	12690	7460
KSW-cf_2nd_assembly_k141_3423598	0	56	0	0
KSW-cf_2nd_assembly_k141_4237205	16	16	190	180
KSW-cf_2nd_assembly_k141_544936	24	84	14	12
KSW-cf_2nd_assembly_k141_1350542	76	66	4	0
KSW-cf_2nd_assembly_k141_4555095	20	8	10	0
KSW-cf_2nd_assembly_k141_3926620	58	58	8	30
KSW-cf_2nd_assembly_k141_4255381	8	2	18	214
KSW-cf_2nd_assembly_k141_4098285	108	68	24	30
KSW-cf_2nd_assembly_k141_2491544	0	8	2	2
KSW-cf_2nd_assembly_k141_2983999	24	26	90	90
KSW-cf_2nd_assembly_k141_1546415	44	20	8	10
KSW-cf_2nd_assembly_k141_4114799	82	86	0	0
KSW-cf_2nd_assembly_k141_4768308	34	30	772	1104
KSW-cf_2nd_assembly_k141_107384	104	52	0	4
KSW-cf_2nd_assembly_k141_2525748	0	12	4980	2994
KSW-cf_2nd_assembly_k141_443280	144	208	4	2
KSW-cf_2nd_assembly_k141_3021043	18	18	14	6
KSW-cf_2nd_assembly_k141_4145588	0	8	0	0
KSW-cf_2nd_assembly_k141_302145	30	52	0	6
KSW-cf_2nd_assembly_k141_1105850	6	14	6	0
KSW-cf_2nd_assembly_k141_1432686	78	14	0	2
KSW-cf_2nd_assembly_k141_148297	38	26	0	0
KSW-cf_2nd_assembly_k141_2238555	40	24	12	12
KSW-C0_2_V_NODE_17_length_19535_cov_5.880185	6	28	24	54
KSW-T0_1_V_NODE_48_length_19360_cov_12.097539	2	20	8	18
KSW-T0_2_V_NODE_6_length_39828_cov_7.763156	4	76	42	88
KSW-T63_1_V_NODE_53_length_25687_cov_17.738374	2	2	2588	12742
KSW-T63_1_V_NODE_1418_length_5104_cov_6.821747	2	2	0	0
KSW-vf_coassembly_k141_769746	2	2	0	4
KSW-vf_coassembly_k141_110421	0	42	28	70
KSW-vf_coassembly_k141_633368	10	2	0	0
KSW-vf_coassembly_k141_879381	358	498	104	138
KSW-vf_coassembly_k141_396288	0	2	24	70
KSW-vf_coassembly_k141_954763	6	6	0	10
KSW-vf_coassembly_k141_618814	8	542	150	114
KSW-C0_1_C_NODE_4669_length_10117_cov_15.594514	14	70	4	0
KSW-C0_1_C_NODE_5214_length_9222_cov_6.028581	884	358	12	0
KSW-C0_1_C_NODE_7925_length_6597_cov_13.106848	8	28	0	2
KSW-C0_2_C_NODE_591_length_35854_cov_10.741194	168	340	88	74
KSW-C0_2_C_NODE_2941_length_12807_cov_5.306619	10	22	2	2
KSW-C63_2_C_NODE_2654_length_14336_cov_57.525663	2	2	4372	7996
KSW-T63_1_C_NODE_299_length_52058_cov_6.863989	2	8	3414	3116
KSW-T63_1_C_NODE_868_length_30171_cov_7.414530	0	2	2274	1898
KSW-T63_2_C_NODE_3681_length_13675_cov_4.806167	14	16	164	664
KSW-cf_coassembly_k141_2428828	0	0	436	284
KSW-cf_coassembly_k141_2168825	10	24	0	8
KSW-cf_coassembly_k141_2304823	30	186	36	14
KSW-cf_coassembly_k141_1766423	8	30	4	0
KSW-cf_coassembly_k141_561745	0	14	2	12
KSW-cf_coassembly_k141_293703	32	60	0	2
KSW-cf_coassembly_k141_3523406	20	362	126	92
KSW-cf_coassembly_k141_2053318	204	174	34	32
KSW-cf_coassembly_k141_978691	0	2	278	264
KSW-cf_coassembly_k141_1930117	58	42	0	0
KSW-cf_coassembly_k141_2068600	90	78	42	26
KSW-cf_coassembly_k141_3554112	2	16	0	2
KSW-cf_coassembly_k141_1416065	2	6	0	0
KSW-cf_coassembly_k141_2088246	132	98	16	16
KSW-cf_coassembly_k141_1688035	444	312	52	24
KSW-cf_coassembly_k141_1302881	4	20	0	0
KSW-cf_coassembly_k141_2265715	8	20	0	0
KSW-cf_coassembly_k141_392248	0	0	96	90
KSW-cf_coassembly_k141_2687891	12	20	2	0
KSW-C0_1_V_NODE_57_length_12266_cov_7.281631||full_1	10	2	0	10
KSW-C0_1_V_NODE_138_length_7668_cov_7.293708||full_1	2	10	6	0
KSW-C0_2_V_NODE_42_length_11811_cov_9.510633||full_1	26	22	38	36
KSW-C0_2_V_NODE_68_length_8943_cov_68.405153||full_1	16	24	52	94
KSW-C63_2_V_NODE_67_length_16842_cov_6.868351||full_1	0	4	4	14
KSW-T63_1_V_NODE_435_length_9715_cov_19.707660||full_1	4	4	1394	5988
KSW-T63_1_V_NODE_1109_length_5816_cov_12.949488||full_1	1108	1018	174	162
KSW-T63_2_V_NODE_1080_length_6775_cov_4.263393||full_1	2	0	24	164
KSW-megahit_k141_583579||full_1	90	50	24	50
KSW-megahit_k141_780287||full_1	8	4	0	6
KSW-megahit_k141_646666||full_1	0	0	0	2
KSW-C0_1_C_NODE_7936_length_6590_cov_12.441928||full_1	12	20	0	0
KSW-C0_2_C_NODE_122_length_69993_cov_16.383268||full_1	254	364	56	22
KSW-C0_2_C_NODE_777_length_30561_cov_11.762014||full_1	80	166	8	4
KSW-C0_2_C_NODE_799_length_30068_cov_9.867058||full_1	98	294	36	24
KSW-C0_2_C_NODE_2313_length_15336_cov_16.097638||full_1	14	50	4	0
KSW-C0_2_C_NODE_3154_length_12171_cov_10.687768||full_1	2	0	0	2
KSW-C0_2_C_NODE_3625_length_10968_cov_9.813250||full_1	38	96	6	2
KSW-C63_1_C_NODE_24_length_155300_cov_30.128957||full_1	402	2546	74	68
KSW-C63_1_C_NODE_472_length_43389_cov_17.184659||full_1	248	1264	52	50
KSW-C63_1_C_NODE_6715_length_7890_cov_10.464710||full_1	62	86	294	144
KSW-C63_2_C_NODE_921_length_29089_cov_155.147861||full_1	324	344	6030	7594
KSW-C63_2_C_NODE_1394_length_22342_cov_97.239736||full_1	274	266	8536	17636
KSW-C63_2_C_NODE_1948_length_17775_cov_8.835384||full_1	40	12	98	136
KSW-C63_2_C_NODE_2399_length_15362_cov_11.174169||full_1	40	26	934	1428
KSW-T0_2_C_NODE_6954_length_8004_cov_37.929299||full_1	2950	2232	500	520
KSW-T63_1_C_NODE_1022_length_27558_cov_11.688834||full_1	56	76	2008	1626
KSW-T63_1_C_NODE_2589_length_15283_cov_6.933281||full_1	500	508	778	560
KSW-T63_2_C_NODE_2701_length_16742_cov_38.232696||full_1	280	228	2240	4454
KSW-T63_2_C_NODE_4184_length_12535_cov_6.432933||full_1	4	4	740	786
KSW-T63_2_C_NODE_10087_length_6589_cov_11.607744||full_1	10	6	110	608
KSW-C63_1_C_NODE_636_length_38007_cov_8.239882||0_partial_1	18	30	2030	2606
KSW-C63_2_C_NODE_9_length_279624_cov_53.342037||0_partial_1	0	84	2	8
KSW-C63_2_C_NODE_65_length_117042_cov_23.823391||0_partial_1	390	432	276	838
KSW-T0_1_C_NODE_2_length_456630_cov_79.536889||0_partial_1	28830	30792	6524	3826
KSW-T63_1_C_NODE_55_length_102259_cov_15.083676||0_partial_1	7550	6698	2186	2514
KSW-T63_2_C_NODE_149_length_72212_cov_19.738279||0_partial_1	142	122	1186	2880
KSW-cf_coassembly_k141_3631429||full_1	796	740	156	232
KSW-cf_coassembly_k141_808859||full_1	14	32	318	540
KSW-cf_coassembly_k141_2691447||full_1	16	52	2	8
KSW-cf_coassembly_k141_2157560||full_1	8	12	1158	762
KSW-cf_coassembly_k141_949735||full_1	4	28	6	8
KSW-cf_coassembly_k141_142742||full_1	16	0	404	2280
KSW-cf_coassembly_k141_3642505||full_1	28	84	4	14
KSW-cf_coassembly_k141_3776783||full_1	6	24	0	0
KSW-cf_coassembly_k141_2163814||full_1	8	8	10	2
KSW-cf_coassembly_k141_2436848||full_1	84	8	288	1144
KSW-cf_coassembly_k141_423378||full_1	2	0	224	88
KSW-cf_coassembly_k141_3786307||full_1	176	194	90	42
KSW-cf_coassembly_k141_962351||full_1	3010	2744	86	162
KSW-cf_coassembly_k141_696359||full_1	0	0	34	58
KSW-cf_coassembly_k141_2175892||full_1	60	38	384	320
KSW-cf_coassembly_k141_1906622||full_1	216	362	28	12
KSW-cf_coassembly_k141_1507801||full_1	24	98	0	4
KSW-cf_coassembly_k141_3797209||full_1	72	76	152	22
KSW-cf_coassembly_k141_706033||full_1	26	12	164	180
KSW-cf_coassembly_k141_3667270||full_1	8032	8340	1944	1210
KSW-cf_coassembly_k141_851841||full_1	312	1008	34	34
KSW-cf_coassembly_k141_995534||full_1	38	108	0	0
KSW-cf_coassembly_k141_1805299||full_1	54	166	4	0
KSW-cf_coassembly_k141_2753144||full_1	106	126	214	390
KSW-cf_coassembly_k141_1945947||full_1	308	1096	34	66
KSW-cf_coassembly_k141_1946950||full_1	4	4	106	140
KSW-cf_coassembly_k141_2360030||full_1	22	70	0	0
KSW-cf_coassembly_k141_2102715||full_1	94	70	42	974
KSW-cf_coassembly_k141_217202||full_2	22	142	12	2
KSW-cf_coassembly_k141_1565585||full_1	166	662	16	10
KSW-cf_coassembly_k141_1305573||full_1	6	32	14	68
KSW-cf_coassembly_k141_3722340||full_1	106	406	24	12
KSW-cf_coassembly_k141_1571104||full_1	38	26	26	400
KSW-cf_coassembly_k141_367911||full_1	214	108	10	4
KSW-cf_coassembly_k141_911265||full_1	6	8	276	258
KSW-cf_coassembly_k141_3742308||full_1	2	2	262	242
KSW-cf_coassembly_k141_246967||full_1	2	8	0	0
KSW-cf_coassembly_k141_394572||full_1	50	64	6	8
KSW-cf_coassembly_k141_1742003||full_1	12	16	388	228
KSW-cf_2nd_assembly_k141_1811249||full_1	154	78	34	84
KSW-cf_coassembly_k141_820630||0_partial_1	66	154	22	40
KSW-cf_coassembly_k141_688117||0_partial_1	22	28	200	188
KSW-cf_coassembly_k141_2042398||0_partial_1	1126	778	18	4
KSW-cf_coassembly_k141_3140905||0_partial_1	18	28	26	80
KSW-cf_coassembly_k141_1403481||0_partial_1	1068	976	22	0
KSW-cf_coassembly_k141_3556723||0_partial_1	4	8	114	176
KSW-cf_coassembly_k141_3025402||0_partial_1	158	1326	76	64
KSW-cf_coassembly_k141_3975748||0_partial_1	130	888	72	80
KSW-cf_coassembly_k141_1434939||0_partial_1	2	0	636	1320
KSW-cf_coassembly_k141_2804474||0_partial_1	198	550	32	22
KSW-cf_coassembly_k141_521103||0_partial_1	396	306	102	30
KSW-cf_coassembly_k141_1051349||lt2gene_1	8	18	2	2
KSW-megahit_k141_1045877_1	6	10	26	58
KSW-vf_coassembly_k141_222032_1	2	2	14	18
KSW-vf_coassembly_k141_162297_1	8	22	8	34
KSW-C0_2_C_NODE_876_length_28559_cov_35.330234_1	34	78	4	4
KSW-C0_2_C_NODE_2116_length_16388_cov_22.367110_1	60	220	8	2
KSW-C0_2_C_NODE_3561_length_11096_cov_6.295897_1	2	14	8	28
KSW-C0_2_C_NODE_7373_length_6387_cov_12.089703_1	18	40	0	0
KSW-C63_2_C_NODE_4097_length_10436_cov_6.925055_1	4	6	16	28
KSW-cf_coassembly_k141_1345961_1	12	40	6	0
KSW-cf_coassembly_k141_1080931_1	46	144	10	8
KSW-cf_coassembly_k141_1215101_1	30	174	4	4
KSW-cf_coassembly_k141_2830284_1	52	204	8	12
KSW-cf_coassembly_k141_1082577_1	54	130	10	6
KSW-cf_coassembly_k141_2966263_1	48	112	2	0
KSW-cf_coassembly_k141_2967550_1	18	52	6	0
KSW-cf_coassembly_k141_1360404_1	12	28	0	0
KSW-cf_coassembly_k141_2303054_1	30	58	6	2
KSW-cf_coassembly_k141_2303601_1	28	48	12	0
KSW-cf_coassembly_k141_3918702_1	12	86	0	0
KSW-cf_coassembly_k141_692648_1	0	8	2	2
KSW-cf_coassembly_k141_2730082_1	100	284	14	0
KSW-cf_coassembly_k141_2196856_1	260	196	2	0
KSW-cf_coassembly_k141_1259536_1	22	54	6	12
KSW-cf_coassembly_k141_1800318_1	44	48	0	0
KSW-cf_coassembly_k141_2074167_1	10	12	0	4
KSW-cf_coassembly_k141_1666566_1	6	22	2	0
KSW-cf_coassembly_k141_2749489_1	4	30	0	0
KSW-cf_coassembly_k141_1004483_1	8	14	2	8
KSW-cf_coassembly_k141_2085568_1	0	24	0	16
KSW-cf_coassembly_k141_1283302_1	28	68	2	0
KSW-cf_coassembly_k141_1164668_1	20	90	0	8
KSW-cf_coassembly_k141_1979182_1	8	24	6	6
KSW-cf_coassembly_k141_502774_1	36	62	0	0
KSW-cf_coassembly_k141_776780_1	4	6	0	0
KSW-cf_coassembly_k141_2551654_1	6	32	4	0
KSW-C0_2_C_NODE_1975_length_17225_cov_11.834188||full_1	4	62	2	0
KSW-T63_2_C_NODE_10534_length_6384_cov_6.051193||full_1	24	10	20	322
KSW-cf_coassembly_k141_3634893||full_1	30	62	4	2
KSW-cf_coassembly_k141_2582378||full_1	10	44	0	0
KSW-cf_coassembly_k141_1516329||full_1	96	370	18	14
KSW-cf_coassembly_k141_3710726||full_1	26	18	4	0
KSW-T63_2_V_NODE_15_length_50049_cov_26.043245_1	124	762	48	78
KSW-T63_2_V_NODE_16_length_49285_cov_30.950112_1	90	378	28	42
KSW-megahit_k141_269793_1	22	14	2	4
KSW-C0_1_C_NODE_115_length_93443_cov_50.136313_1	310	1652	76	48
KSW-cf_coassembly_k141_3499616_1	182	1134	14	0
KSW-cf_coassembly_k141_16018_1	16	72	14	8
KSW-cf_coassembly_k141_73429_1	54	64	6	14
KSW-cf_coassembly_k141_792812_1	0	0	60	38
KSW-C0_2_C_NODE_2832_length_13169_cov_9.736465||full_1_1	18	120	2	0
KSW-T63_2_C_NODE_1897_length_21039_cov_60.214116||0_partial_1_1	86	134	2852	3976
KSW-cf_coassembly_k141_1464700_1_1	2	18	0	0
KSW-cf_coassembly_k141_2688323||full	102	40	0	0
KSW-cf_coassembly_k141_1747576||full	38	26	0	0
KSW-cf_coassembly_k141_1344426||full	160	108	20	34
KSW-cf_coassembly_k141_3764047||full	0	0	68	140
KSW-cf_coassembly_k141_2151264||full	1464	872	24	10
KSW-cf_coassembly_k141_1479181||full	0	2	0	40
KSW-cf_coassembly_k141_2823341||full	138	110	10	14
KSW-cf_coassembly_k141_2957896||full	14	4	180	472
KSW-cf_coassembly_k141_1613888||full	84	62	14	2
KSW-cf_coassembly_k141_2823795||full	392	212	66	68
KSW-cf_coassembly_k141_3495874||full	4	16	8	0
KSW-cf_coassembly_k141_2689508||full	100	164	454	2596
KSW-cf_coassembly_k141_135550||full	4	20	2	0
KSW-cf_coassembly_k141_807551||full	22	26	58	54
KSW-cf_coassembly_k141_270250||full	170	106	40	40
KSW-cf_coassembly_k141_3227681||full	288	204	66	46
KSW-cf_coassembly_k141_1749113||full	0	2	3110	4142
KSW-cf_coassembly_k141_2555689||full	4	4	11116	4218
KSW-cf_coassembly_k141_807776||full	212	114	40	30
KSW-cf_coassembly_k141_942275||full	42	32	224	310
KSW-cf_coassembly_k141_3496754||full	132	96	6	34
KSW-cf_coassembly_k141_539493||full	16	34	2	4
KSW-cf_coassembly_k141_1614821||full	266	182	32	20
KSW-cf_coassembly_k141_1696||full	480	422	56	96
KSW-cf_coassembly_k141_1614855||full	166	66	0	0
KSW-cf_coassembly_k141_2959326||full	56	80	6	8
KSW-cf_coassembly_k141_1724||full	134	62	12	36
KSW-cf_coassembly_k141_270740||full	0	0	590	1392
KSW-cf_coassembly_k141_3631436||full	64	116	14	24
KSW-cf_coassembly_k141_2690536||full	372	346	64	100
KSW-cf_coassembly_k141_808126||full	396	222	36	52
KSW-cf_coassembly_k141_539994||full	268	316	132	226
KSW-cf_coassembly_k141_136289||full	498	198	4	2
KSW-cf_coassembly_k141_3363225||full	12	20	0	0
KSW-cf_coassembly_k141_2959710||full	440	348	68	80
KSW-cf_coassembly_k141_2287644||full	662	354	94	136
KSW-cf_coassembly_k141_1480999||full	14	12	118	134
KSW-cf_coassembly_k141_3228744||full	0	0	790	756
KSW-cf_coassembly_k141_3363570||full	266	70	0	0
KSW-cf_coassembly_k141_271498||full	0	12	166	176
KSW-cf_coassembly_k141_943089||full	94	140	26	36
KSW-cf_coassembly_k141_136630||full	722	378	60	64
KSW-cf_coassembly_k141_271646||full	56	30	34	34
KSW-cf_coassembly_k141_271663||full	696	318	86	84
KSW-cf_coassembly_k141_1481469||full	168	130	86	86
KSW-cf_coassembly_k141_271773||full	206	146	68	124
KSW-cf_coassembly_k141_1750615||full	124	164	16	28
KSW-cf_coassembly_k141_2825830||full	0	8	68	54
KSW-cf_coassembly_k141_136951||full	578	318	86	102
KSW-cf_coassembly_k141_1078133||full	100	82	16	26
KSW-cf_coassembly_k141_2019316||full	64	70	24	24
KSW-cf_coassembly_k141_2691123||full	94	136	50	50
KSW-cf_coassembly_k141_2154284||full	22	40	318	262
KSW-cf_coassembly_k141_137205||full	88	100	10258	20764
KSW-cf_coassembly_k141_3229828||full	64	64	6	14
KSW-cf_coassembly_k141_3767568||full	116	110	2	10
KSW-cf_coassembly_k141_943812||full	2394	1336	134	256
KSW-cf_coassembly_k141_3095342||full	0	6	44	118
KSW-cf_coassembly_k141_1616183||full	316	262	104	218
KSW-cf_coassembly_k141_3229978||full	62	30	8	0
KSW-cf_coassembly_k141_3499216||full	142	78	16	14
KSW-cf_coassembly_k141_3767784||full	240	346	68	104
KSW-cf_coassembly_k141_2154594||full	120	84	52	34
KSW-cf_coassembly_k141_675188||full	2866	1822	188	212
KSW-cf_coassembly_k141_2557544||full	1348	2728	192	164
KSW-cf_coassembly_k141_2826458||full	50	298	0	2
KSW-cf_coassembly_k141_3499455||full	52	50	382	2088
KSW-cf_coassembly_k141_675199||full	0	2	340	220
KSW-cf_coassembly_k141_407073||full	30	54	2	0
KSW-cf_coassembly_k141_2154815||full	36	30	292	374
KSW-cf_coassembly_k141_1348066||full	18	44	90	78
KSW-cf_coassembly_k141_3095731||full	2	0	74	120
KSW-cf_coassembly_k141_3095897||full	160	74	24	26
KSW-cf_coassembly_k141_1348273||full	0	0	168	590
KSW-cf_coassembly_k141_2826964||full	96	24	6	6
KSW-cf_coassembly_k141_1885929||full	4	8	262	610
KSW-cf_coassembly_k141_2423790||full	482	250	98	78
KSW-cf_coassembly_k141_2558103||full	8	32	0	0
KSW-cf_coassembly_k141_4001||full	0	4	122	106
KSW-cf_coassembly_k141_2289741||full	104	40	12	10
KSW-cf_coassembly_k141_810456||full	2	10	80	156
KSW-cf_coassembly_k141_2961869||full	0	0	5610	10452
KSW-cf_coassembly_k141_2558341||full	18	26	0	6
KSW-cf_coassembly_k141_3365486||full	406	318	40	72
KSW-cf_coassembly_k141_273148||full	0	2	7742	14276
KSW-cf_coassembly_k141_1886383||full	86	94	18	14
KSW-cf_coassembly_k141_2827607||full	0	2	68	212
KSW-cf_coassembly_k141_2827701||full	32	48	2	10
KSW-cf_coassembly_k141_273382||full	0	0	19168	11660
KSW-cf_coassembly_k141_542411||full	26	48	44	74
KSW-cf_coassembly_k141_811131||full	254	150	36	4
KSW-cf_coassembly_k141_1080090||full	402	248	50	28
KSW-cf_coassembly_k141_1349237||full	34	60	26	16
KSW-cf_coassembly_k141_1752514||full	6	6	398	572
KSW-cf_coassembly_k141_676674||full	36	38	240	260
KSW-cf_coassembly_k141_3634978||full	152	252	0	0
KSW-cf_coassembly_k141_273636||full	110	94	4	8
KSW-cf_coassembly_k141_3500636||full	376	140	4	0
KSW-cf_coassembly_k141_2021443||full	232	168	22	42
KSW-cf_coassembly_k141_676820||full	0	4	60	2732
KSW-cf_coassembly_k141_1080439||full	432	218	52	78
KSW-cf_coassembly_k141_3635178||full	0	14	16	10
KSW-cf_coassembly_k141_2693240||full	46	140	4	0
KSW-cf_coassembly_k141_1080526||full	52	14	12	14
KSW-cf_coassembly_k141_3500842||full	0	0	564	1920
KSW-cf_coassembly_k141_2291046||full	238	170	86	70
KSW-cf_coassembly_k141_2425050||full	824	576	84	104
KSW-cf_coassembly_k141_1483799||full	0	4	1604	1326
KSW-cf_coassembly_k141_543212||full	54	26	20	26
KSW-cf_coassembly_k141_2963296||full	8	2	60	156
KSW-cf_coassembly_k141_677198||full	22	58	2	22
KSW-cf_coassembly_k141_1080932||full	454	294	44	70
KSW-cf_coassembly_k141_5762||full	24	84	12	0
KSW-cf_coassembly_k141_2963775||full	414	242	64	54
KSW-cf_coassembly_k141_1215140||full	4	30	8	12
KSW-cf_coassembly_k141_2559917||full	246	108	18	28
KSW-cf_coassembly_k141_1081219||full	56	26	0	0
KSW-cf_coassembly_k141_677665||full	182	104	22	24
KSW-cf_coassembly_k141_1618739||full	138	104	4	4
KSW-cf_coassembly_k141_275011||full	102	64	10	8
KSW-cf_coassembly_k141_946759||full	22	26	4	6
KSW-cf_coassembly_k141_3636299||full	798	376	60	38
KSW-cf_coassembly_k141_2022624||full	4	42	0	2
KSW-cf_coassembly_k141_2560458||full	162	70	20	28
KSW-cf_coassembly_k141_2560483||full	0	0	62	38
KSW-cf_coassembly_k141_2022722||full	0	0	194	1572
KSW-cf_coassembly_k141_1753602||full	2204	2400	120	94
KSW-cf_coassembly_k141_2829786||full	0	0	172	754
KSW-cf_coassembly_k141_1485034||full	22	40	10	6
KSW-cf_coassembly_k141_3501946||full	1690	822	318	374
KSW-cf_coassembly_k141_2157660||full	298	114	102	68
KSW-cf_coassembly_k141_2829997||full	6	0	232	562
KSW-cf_coassembly_k141_2694593||full	284	272	10	14
KSW-cf_coassembly_k141_410005||full	644	330	102	102
KSW-cf_coassembly_k141_813229||full	2	20	0	0
KSW-cf_coassembly_k141_2830337||full	0	0	130	3516
KSW-cf_coassembly_k141_2561102||full	100	84	14	20
KSW-cf_coassembly_k141_2158183||full	0	4	2	32
KSW-cf_coassembly_k141_2695245||full	204	96	36	76
KSW-cf_coassembly_k141_3502452||full	280	292	734	840
KSW-cf_coassembly_k141_1754436||full	298	214	60	56
KSW-cf_coassembly_k141_678768||full	256	146	40	46
KSW-cf_coassembly_k141_3234200||full	128	98	18	20
KSW-cf_coassembly_k141_2293044||full	270	128	54	30
KSW-cf_coassembly_k141_1889191||full	190	132	54	30
KSW-cf_coassembly_k141_1351476||full	24	80	6	0
KSW-cf_coassembly_k141_2695598||full	36	36	2	10
KSW-cf_coassembly_k141_545634||full	122	142	8	8
KSW-cf_coassembly_k141_3099649||full	52	84	24	8
KSW-cf_coassembly_k141_276313||full	142	230	42	66
KSW-cf_coassembly_k141_2830810||full	96	96	32	16
KSW-cf_coassembly_k141_1889306||full	16	4	986	674
KSW-cf_coassembly_k141_411187||full	32	14	0	0
KSW-cf_coassembly_k141_2965471||full	0	46	0	0
KSW-cf_coassembly_k141_7511||full	218	276	10	0
KSW-cf_coassembly_k141_141179||full	16	48	20	16
KSW-cf_coassembly_k141_7519||full	312	310	24	42
KSW-cf_coassembly_k141_3368955||full	30	18	202	232
KSW-cf_coassembly_k141_1889467||full	48	26	0	0
KSW-cf_coassembly_k141_1082922||full	76	52	26	18
KSW-cf_coassembly_k141_3503228||full	852	436	304	262
KSW-cf_coassembly_k141_1082974||full	2	22	0	2
KSW-cf_coassembly_k141_2024236||full	970	442	208	166
KSW-cf_coassembly_k141_411618||full	1306	682	180	178
KSW-cf_coassembly_k141_2831305||full	36	54	58	238
KSW-cf_coassembly_k141_2965861||full	586	382	94	52
KSW-cf_coassembly_k141_3234962||full	750	534	108	138
KSW-cf_coassembly_k141_1889661||full	506	238	4	12
KSW-cf_coassembly_k141_3235177||full	48	66	370	2096
KSW-cf_coassembly_k141_2696278||full	400	348	48	82
KSW-cf_coassembly_k141_3503662||full	0	2	288	454
KSW-cf_coassembly_k141_3235207||full	316	160	26	58
KSW-cf_coassembly_k141_277224||full	0	0	638	1068
KSW-cf_coassembly_k141_546708||full	2	8	234	162
KSW-cf_coassembly_k141_2428353||full	512	372	24	36
KSW-cf_coassembly_k141_3638707||full	182	186	30	46
KSW-cf_coassembly_k141_2024953||full	0	40	0	0
KSW-cf_coassembly_k141_3638789||full	124	138	616	732
KSW-cf_coassembly_k141_3101010||full	4118	4200	776	646
KSW-cf_coassembly_k141_2966551||full	42	74	12	8
KSW-cf_coassembly_k141_949080||full	0	0	120	292
KSW-cf_coassembly_k141_3235599||full	74	38	0	14
KSW-cf_coassembly_k141_1487191||full	32	36	2	2
KSW-cf_coassembly_k141_2294629||full	84	70	0	6
KSW-cf_coassembly_k141_2294782||full	144	52	0	0
KSW-cf_coassembly_k141_3773240||full	412	322	2	0
KSW-cf_coassembly_k141_2294837||full	38	80	8	0
KSW-cf_coassembly_k141_949622||full	88	38	342	442
KSW-cf_coassembly_k141_278071||full	26	50	6	6
KSW-cf_coassembly_k141_1218548||full	344	334	16	46
KSW-cf_coassembly_k141_681046||full	4	0	40	242
KSW-cf_coassembly_k141_2160097||full	210	146	266	286
KSW-cf_coassembly_k141_278115||full	68	20	6	10
KSW-cf_coassembly_k141_2563264||full	52	64	2812	6690
KSW-cf_coassembly_k141_2025667||full	42	42	10	24
KSW-cf_coassembly_k141_949964||full	200	124	46	32
KSW-cf_coassembly_k141_816024||full	0	0	406	1518
KSW-cf_coassembly_k141_278359||full	600	478	52	58
KSW-cf_coassembly_k141_547983||full	144	82	20	22
KSW-cf_coassembly_k141_2429533||full	0	0	222	150
KSW-cf_coassembly_k141_3236806||full	860	442	116	178
KSW-cf_coassembly_k141_143074||full	0	0	42	84
KSW-cf_coassembly_k141_1621928||full	1984	1026	96	132
KSW-cf_coassembly_k141_1488257||full	18	76	8	4
KSW-cf_coassembly_k141_413438||full	36	48	2	0
KSW-cf_coassembly_k141_1354032||full	16	44	0	2
KSW-cf_coassembly_k141_3237009||full	4176	1962	320	334
KSW-cf_coassembly_k141_2967875||full	188	98	8	16
KSW-cf_coassembly_k141_3237019||full	106	60	28	16
KSW-cf_coassembly_k141_3237036||full	76	64	18	6
KSW-cf_coassembly_k141_278861||full	2	0	5242	10094
KSW-cf_coassembly_k141_2160791||full	552	508	132	128
KSW-cf_coassembly_k141_3909244||full	54	42	0	0
KSW-cf_coassembly_k141_1756832||full	336	242	30	54
KSW-cf_coassembly_k141_278928||full	36	46	16	8
KSW-cf_coassembly_k141_2296054||full	266	142	0	6
KSW-cf_coassembly_k141_1085063||full	0	0	234	488
KSW-cf_coassembly_k141_548471||full	0	0	0	8
KSW-cf_coassembly_k141_2429957||full	322	220	90	72
KSW-cf_coassembly_k141_2161005||full	1354	954	166	274
KSW-cf_coassembly_k141_1622350||full	132	104	38	100
KSW-cf_coassembly_k141_2296252||full	26	42	142	272
KSW-cf_coassembly_k141_2296271||full	40	50	304	1940
KSW-cf_coassembly_k141_413825||full	0	0	228	1748
KSW-cf_coassembly_k141_3505984||full	0	0	220	808
KSW-cf_coassembly_k141_1757328||full	1510	1206	196	272
KSW-cf_coassembly_k141_3506132||full	54	52	8	2
KSW-cf_coassembly_k141_549021||full	4	10	6	4
KSW-cf_coassembly_k141_279694||full	124	66	16	30
KSW-cf_coassembly_k141_2161588||full	232	140	0	2
KSW-cf_coassembly_k141_951186||full	414	160	2	0
KSW-cf_coassembly_k141_414197||full	146	134	22	26
KSW-cf_coassembly_k141_10586||full	64	50	1394	1204
KSW-cf_coassembly_k141_1757623||full	48	68	2	2
KSW-cf_coassembly_k141_414225||full	184	88	0	0
