Contig	C0_1_C	C0_2_C	C63_1_C	C63_2_C	T0_1_C	T0_2_C	T63_1_C	T63_2_C
KSW-C0_2_C_NODE_10057_length_5067_cov_12.194533||full	6.2983923	25.024834	0	0	0	0	0	0
KSW-C0_2_C_NODE_10107_length_5047_cov_7.631210||full	16.507725	17.48213	6.5777807	3.909556	0	8.132748	0	0
KSW-C0_2_C_NODE_10138_length_5035_cov_5.127912||full	8.920764	12.730345	0	0	37.288116	0	0	0
KSW-C0_2_C_NODE_10170_length_5023_cov_4.600040||full	0	10.081166	0	0	0	0	0	0
KSW-C0_2_C_NODE_10178_length_5019_cov_18.680097||full	13.892062	43.486572	0	0	0	14.652479	0	0
KSW-C63_1_C_NODE_236_length_62476_cov_10.985518||full	24.038397	17.457642	22.433434	0	80.53089	56.35653	0	0
KSW-C63_1_C_NODE_276_length_58015_cov_13.442633||full	0	0	22.330917	38.963764	0	0	5.143496	3.3397238
KSW-C63_1_C_NODE_352_length_51015_cov_24.097626||full	16.444904	8.755696	42.951233	8.855348	75.1296	58.827187	6.1307263	3.7607076
KSW-C63_1_C_NODE_523_length_41883_cov_24.190781||full	18.012619	8.729527	47.166084	10.867649	81.07069	62.783947	6.627931	3.9798253
KSW-C63_1_C_NODE_610_length_38647_cov_22.665138||full	15.212658	7.8019547	44.18078	9.962839	71.61055	58.619926	6.1622887	3.306139
KSW-C63_1_C_NODE_738_length_34913_cov_50.832062||full	0	0	80.79721	62.584415	0	0	65.85734	40.461605
KSW-C63_1_C_NODE_745_length_34830_cov_31.827865||full	0	0	42.864323	9.581579	0	0	3.342213	4.632265
KSW-C63_1_C_NODE_784_length_33818_cov_24.900660||full	20.506851	10.3074045	46.896164	10.98059	97.4864	76.37884	7.4799666	3.9416084
KSW-C63_1_C_NODE_1051_length_28323_cov_12.388531||full	0	0	16.779913	30.424852	0	0	5.288714	3.5309176
KSW-C63_1_C_NODE_1160_length_26906_cov_9.845965||full	0	0	12.046276	0	0	0	0	0
KSW-C63_1_C_NODE_1226_length_25970_cov_9.402508||full	26.641	63.88504	15.699523	5.7300825	58.43782	57.881584	0	0
KSW-C63_1_C_NODE_1237_length_25889_cov_12.292251||full	18.735998	12.4829	15.883799	0	56.28817	44.12331	0	0
KSW-C63_1_C_NODE_1371_length_24392_cov_12.874060||full	0	0	19.930237	36.41085	0	0	6.930738	4.779692
KSW-C63_1_C_NODE_1375_length_24338_cov_10.616028||full	9.967244	7.202863	8.4200535	0	33.263084	23.501503	0	0
KSW-C63_1_C_NODE_1388_length_24235_cov_11.245906||full	0	0	17.902536	0	0	0	0	0
KSW-C63_1_C_NODE_1421_length_23804_cov_234.183839||full	0	0	189.8177	177.63766	0	0	231.38458	89.2121
KSW-C63_1_C_NODE_1433_length_23695_cov_25.908545||full	16.129005	8.272093	51.253117	12.314627	68.2711	55.815914	6.380792	3.7433252
KSW-C63_1_C_NODE_1495_length_23068_cov_49.792943||full	14.361926	7.0469127	66.417274	0	42.61595	32.273685	0	0
KSW-C63_1_C_NODE_1553_length_22558_cov_10.481980||full	0	0	14.333012	0	0	0	0	0
KSW-C63_1_C_NODE_1555_length_22553_cov_6.213619||full	0	0	10.817326	0	20.004896	0	0	0
KSW-C63_1_C_NODE_1566_length_22456_cov_26.033927||full	20.864798	10.773363	50.608833	12.881439	89.972176	70.13885	7.2969065	3.5252922
KSW-C63_1_C_NODE_1762_length_20959_cov_24.778703||full	11.719634	6.0958867	30.967352	6.713284	45.863358	40.885773	4.441045	2.2583494
KSW-C63_1_C_NODE_1825_length_20437_cov_12.465754||full	0	0	16.66123	5.9062624	0	0	0	2.5130434
KSW-C63_1_C_NODE_2058_length_18850_cov_12.138814||full	26.392786	18.180344	23.26726	0	85.066444	62.41939	0	2.29225
KSW-C63_1_C_NODE_2140_length_18372_cov_23.044603||full	13.50616	7.2027783	42.957718	8.481561	45.970272	45.23523	6.0969367	3.371237
KSW-C63_1_C_NODE_2272_length_17668_cov_46.313632||full	0	0	49.16338	35.956703	0	0	40.740593	23.76418
KSW-C63_1_C_NODE_2303_length_17535_cov_11.004291||full	0	0	13.184038	4.3860087	0	0	0	1.7746979
KSW-C63_1_C_NODE_2315_length_17511_cov_4.701249||full	6.8741665	2.9713602	4.998101	1.7702665	26.282936	17.011559	0	0
KSW-C63_1_C_NODE_2458_length_16861_cov_5.095859||full	10.443007	8.45513	5.559208	2.142103	24.093832	30.631922	2.1626008	0
KSW-C63_1_C_NODE_2484_length_16710_cov_18.158331||full	0	0	34.970833	0	0	0	0	3.7118092
KSW-C63_1_C_NODE_2523_length_16558_cov_14.580925||full	0	0	28.74525	45.947365	0	0	8.592129	4.841895
KSW-C63_1_C_NODE_2556_length_16416_cov_20.946580||full	0	0	29.57089	43.063885	0	0	54.804955	69.150444
KSW-C63_1_C_NODE_2986_length_14703_cov_23.287548||full	13.061151	7.327547	39.23475	8.370534	44.77478	39.083664	4.631468	2.7539475
KSW-C63_1_C_NODE_3005_length_14649_cov_14.430999||full	0	0	28.756975	50.719406	0	0	6.8862877	4.0508747
KSW-C63_1_C_NODE_3036_length_14504_cov_22.787252||full	9.898373	4.801991	32.551888	7.5620346	45.19812	39.378754	4.9366693	2.5413835
KSW-C63_1_C_NODE_3070_length_14379_cov_236.126361||full	0	0	152.47964	140.03061	0	0	179.4915	72.6019
KSW-C63_1_C_NODE_3084_length_14343_cov_6.881229||full	6.149082	0	7.5833516	0	23.785467	16.842289	0	0
KSW-C63_1_C_NODE_3187_length_14019_cov_7.604483||full	0	0	15.824571	0	0	0	8.931514	14.614159
KSW-C63_1_C_NODE_3207_length_13968_cov_8.474017||full	11.844082	6.2166657	13.280955	3.9263992	55.862484	36.975006	2.578969	0
KSW-C63_1_C_NODE_3239_length_13878_cov_31.131737||full	0	0	25.846308	54.918335	0	0	0	0
KSW-C63_1_C_NODE_3270_length_13736_cov_18.775967||full	0	0	17.798567	35.958878	0	0	0	0
KSW-C63_1_C_NODE_3359_length_13475_cov_16.189493||full	0	0	16.750933	28.612474	0	0	33.903233	46.27872
KSW-C63_1_C_NODE_3374_length_13420_cov_6.745080||full	0	0	13.49444	6.7822804	0	0	5.444745	2.8143573
KSW-C63_1_C_NODE_3448_length_13211_cov_24.409319||full	0	0	28.968832	52.42035	0	0	0	0
KSW-C63_1_C_NODE_3473_length_13144_cov_14.293223||full	0	0	15.76942	0	0	0	0	0
KSW-C63_1_C_NODE_3565_length_12860_cov_6.106130||full	0	0	12.39066	0	0	0	8.198646	13.157785
KSW-C63_1_C_NODE_3619_length_12716_cov_29.139562||full	16.234638	7.4108915	52.465603	11.1969	61.764385	56.837566	7.04725	3.57941
KSW-C63_1_C_NODE_3634_length_12677_cov_205.810014||full	0	0	401.02594	379.6416	0	0	479.93292	189.75876
KSW-C63_1_C_NODE_3940_length_11945_cov_102.443398||full	26.607954	12.748986	82.77234	9.209422	122.54789	89.61104	5.442267	3.9708338
KSW-C63_1_C_NODE_3998_length_11816_cov_11.515432||full	0	0	12.114106	0	0	0	0	0
KSW-C63_1_C_NODE_4052_length_11723_cov_19.458262||full	0	0	21.641666	0	0	0	0	2.151279
KSW-C63_1_C_NODE_4111_length_11615_cov_19.963408||full	0	0	21.521902	31.847162	0	0	38.507477	51.618202
KSW-C63_1_C_NODE_4134_length_11559_cov_24.061978||full	13.0338545	6.5477614	31.994476	6.8852057	54.974968	40.979855	5.4344754	2.718434
KSW-C63_1_C_NODE_4228_length_11345_cov_12.075465||full	0	0	13.240444	0	0	0	0	0
KSW-C63_1_C_NODE_4467_length_10901_cov_13.776784||full	0	0	10.132208	18.002676	0	0	32.52291	33.847984
KSW-C63_1_C_NODE_4600_length_10673_cov_24.004615||full	19.262299	8.265232	43.97701	10.620277	91.435356	62.321285	6.4612637	3.9628692
KSW-C63_1_C_NODE_4648_length_10578_cov_23.543571||full	0	0	24.771013	33.87362	0	0	47.221813	61.846104
KSW-C63_1_C_NODE_4698_length_10488_cov_5.141091||full	0	0	5.7720428	0	15.851894	0	0	0
KSW-C63_1_C_NODE_4795_length_10338_cov_6.240786||full	51.303654	25.093027	12.655055	0	173.38412	121.78092	0	0
KSW-C63_1_C_NODE_4990_length_10062_cov_4.797742||full	4.5142574	0	9.826851	6.200172	17.345337	30.139019	0	0
KSW-C63_1_C_NODE_5027_length_10002_cov_22.196039||full	6.674987	0	16.476946	6.1517267	14.073924	0	4.8751035	4.0478983
KSW-C63_1_C_NODE_5111_length_9881_cov_6.003969||full	6.953713	0	12.1247425	7.158936	25.980415	40.774117	0	0
KSW-C63_1_C_NODE_5241_length_9673_cov_6.838636||full	0	0	13.285478	0	0	0	9.130065	14.965018
KSW-C63_1_C_NODE_5415_length_9444_cov_13.168602||full	0	0	24.794207	49.526558	0	0	7.74201	5.42121
KSW-C63_1_C_NODE_5487_length_9346_cov_10.903240||full	0	0	9.569965	0	0	0	0	0
KSW-C63_1_C_NODE_5628_length_9146_cov_21.626664||full	0	0	41.625626	0	0	0	0	0
KSW-C63_1_C_NODE_5634_length_9138_cov_4.807002||full	21.920933	0	7.2233443	11.199225	0	0	0	0
KSW-C63_1_C_NODE_5660_length_9112_cov_7.463288||full	10.050346	9.83511	6.3431263	0	23.982302	25.899202	0	0
KSW-C63_1_C_NODE_5715_length_9028_cov_8.225454||full	19.89287	22.988144	13.062405	6.407332	0	0	0	0
KSW-C63_1_C_NODE_5746_length_8979_cov_4.353877||full	0	0	5.480839	40.561996	0	0	32.34257	99.44764
KSW-C63_1_C_NODE_5793_length_8912_cov_20.625268||full	0	0	25.813406	38.165054	0	0	52.009064	63.948765
KSW-C63_1_C_NODE_5864_length_8827_cov_18.230734||full	0	0	18.624159	29.205448	0	0	32.394566	41.208
KSW-C63_1_C_NODE_5872_length_8819_cov_6.039822||full	7.4960003	4.458189	6.3385115	0	31.260126	25.996578	0	0
KSW-C63_1_C_NODE_5876_length_8813_cov_4.444965||full	0	0	9.004405	0	0	0	0	0
KSW-C63_1_C_NODE_5885_length_8802_cov_7.380130||full	10.15547	5.7084656	12.980704	3.9207354	49.29235	35.039146	0	2.0636077
KSW-C63_1_C_NODE_5903_length_8785_cov_6.883849||full	15.962989	0	8.673537	10.18336	0	0	0	0
KSW-C63_1_C_NODE_5914_length_8770_cov_9.002180||full	11.114752	0	17.275867	11.590353	36.072956	67.070595	0	0
KSW-C63_1_C_NODE_5950_length_8736_cov_15.442806||full	0	0	29.910292	0	0	0	0	3.0439513
KSW-C63_1_C_NODE_6041_length_8638_cov_49.087266||full	17.70007	7.8008766	87.63155	2.671474	46.620876	33.752193	0	0
KSW-C63_1_C_NODE_6213_length_8422_cov_4.560296||full	0	0	4.207845	29.985685	0	0	24.717907	60.588825
KSW-C63_1_C_NODE_6302_length_8317_cov_12.367829||full	0	0	18.409056	5.187404	0	0	0	3.2700052
KSW-C63_1_C_NODE_6313_length_8301_cov_52.033713||full	59.85419	45.35798	97.46875	87.29624	218.69652	305.39276	12.836212	20.831549
KSW-C63_1_C_NODE_6338_length_8268_cov_4.581761||full	0	3.7632873	6.471916	0	0	0	0	0
KSW-C63_1_C_NODE_6376_length_8225_cov_6.938678||full	30.748848	20.94747	14.673574	5.8553767	0	0	0	0
KSW-C63_1_C_NODE_6448_length_8164_cov_6.817980||full	0	0	13.716103	0	0	0	8.46625	15.209045
KSW-C63_1_C_NODE_6648_length_7959_cov_11.211665||full	0	0	21.44707	0	0	0	0	0
KSW-C63_1_C_NODE_6680_length_7923_cov_20.431113||full	0	0	40.388496	19.21792	0	0	0	0
KSW-C63_1_C_NODE_6758_length_7857_cov_5.190977||full	0	0	6.9614573	0	0	0	0	0
KSW-C63_1_C_NODE_7170_length_7492_cov_25.477074||full	10.302184	9.298422	28.940802	6.6053314	51.68443	39.83579	5.0865955	1.9756653
KSW-C63_1_C_NODE_7244_length_7441_cov_18.527078||full	0	0	19.101954	0	0	0	0	0
KSW-C63_1_C_NODE_7247_length_7437_cov_83.984151||full	14.536797	7.9285526	76.13387	4.316146	51.010315	45.064198	0	0
KSW-C63_1_C_NODE_7270_length_7422_cov_12.307045||full	22.3787	20.153803	9.422668	5.228701	0	0	0	0
KSW-C63_1_C_NODE_7327_length_7371_cov_7.939448||full	5.914951	0	5.9448867	0	21.695229	15.244023	0	0
KSW-C63_1_C_NODE_7394_length_7317_cov_16.564170||full	0	0	32.80916	0	0	0	0	3.1989324
KSW-C63_1_C_NODE_7526_length_7206_cov_6.536009||full	12.384513	14.180685	8.673897	0	35.545883	39.169125	0	0
KSW-C63_1_C_NODE_7768_length_7000_cov_4.605328||full	0	0	6.59802	45.541824	0	0	30.139029	84.11733
KSW-C63_1_C_NODE_7855_length_6939_cov_12.235909||full	0	0	22.839867	0	0	0	0	0
KSW-C63_1_C_NODE_8229_length_6678_cov_5.136041||full	0	0	11.037245	14.6437845	0	0	0	2.5805511
KSW-C63_1_C_NODE_8258_length_6659_cov_5.106905||full	0	0	7.9120083	58.21186	0	0	46.005444	124.875534
KSW-C63_1_C_NODE_8365_length_6587_cov_11.981017||full	0	0	19.518396	5.9653187	0	0	0	2.78787
KSW-C63_1_C_NODE_8676_length_6405_cov_96.142205||full	21.036173	9.643976	69.584076	6.5797544	86.67346	62.222256	3.292775	3.1140718
KSW-C63_1_C_NODE_8762_length_6357_cov_4.827991||full	135.09329	393.045	10.01724	3.5257397	33.333366	79.92499	0	0
KSW-C63_1_C_NODE_8851_length_6311_cov_10.979859||full	189.43086	512.27014	21.415257	9.380703	108.362495	197.03674	0	0
KSW-C63_1_C_NODE_9010_length_6191_cov_4.635104||full	0	0	9.276299	0	0	0	0	0
KSW-C63_1_C_NODE_9019_length_6187_cov_5.346706||full	0	0	10.606627	6.541364	0	0	4.474094	3.077294
KSW-C63_1_C_NODE_9087_length_6151_cov_20.342848||full	12.698435	4.460678	28.677755	9.147298	12.660715	12.529875	9.226881	7.72376
KSW-C63_1_C_NODE_9154_length_6117_cov_5.642857||full	0	0	10.920923	8.794723	0	0	16.525518	14.082139
KSW-C63_1_C_NODE_9414_length_5985_cov_5.495278||full	0	0	11.550198	0	0	0	5.2116	12.116797
KSW-C63_1_C_NODE_9456_length_5967_cov_3.485792||full	0	0	3.569723	0	0	0	0	0
KSW-C63_1_C_NODE_9480_length_5959_cov_11.972730||full	0	0	23.729504	0	0	0	0	2.7893517
KSW-C63_1_C_NODE_9500_length_5953_cov_21.850288||full	0	0	42.315502	66.38937	0	0	82.40641	99.3355
KSW-C63_1_C_NODE_9624_length_5890_cov_6.717052||full	79.263756	144.2228	13.064902	11.698281	0	0	0	0
KSW-C63_1_C_NODE_9630_length_5889_cov_4.589990||full	0	0	9.351021	10.903253	0	0	12.3835335	2.155012
KSW-C63_1_C_NODE_9706_length_5847_cov_3.660566||full	0	0	7.5512495	0	0	0	0	0
KSW-C63_1_C_NODE_9740_length_5833_cov_6.545864||full	0	0	13.661389	6.709119	0	0	60.48906	82.794586
KSW-C63_1_C_NODE_9761_length_5822_cov_5.165771||full	0	0	10.492565	0	0	0	0	0
KSW-C63_1_C_NODE_9807_length_5799_cov_14.901114||full	30.889051	32.207764	17.048054	7.84708	80.26854	89.70021	3.7140431	3.127995
KSW-C63_1_C_NODE_9931_length_5733_cov_8.050722||full	12.054307	15.075374	9.422706	4.5088444	0	0	0	0
KSW-C63_1_C_NODE_10045_length_5680_cov_3.713244||full	5.412231	3.190143	4.1965766	0	19.129868	15.966393	0	0
KSW-C63_1_C_NODE_10188_length_5610_cov_6.017642||full	0	0	11.140885	0	0	0	0	0
KSW-C63_1_C_NODE_10231_length_5592_cov_98.008488||full	7.327159	0	47.708645	0	37.222538	27.85489	0	0
KSW-C63_1_C_NODE_10470_length_5490_cov_7.418215||full	0	0	14.473293	15.942969	0	0	18.734684	21.720114
KSW-C63_1_C_NODE_10492_length_5478_cov_12.452886||full	0	0	23.607586	0	0	0	0	0
KSW-C63_1_C_NODE_10535_length_5461_cov_35.835553||full	0	0	68.74134	0	0	0	0	0
KSW-C63_1_C_NODE_10591_length_5442_cov_5.291257||full	15.203533	0	7.2498703	10.018699	0	0	0	0
KSW-C63_1_C_NODE_10665_length_5412_cov_3.673698||full	0	0	7.9049125	8.022286	0	0	6.1749167	7.305055
KSW-C63_1_C_NODE_10765_length_5372_cov_15.362799||full	0	0	28.29733	53.19024	0	0	6.3831005	4.5659266
KSW-C63_1_C_NODE_11100_length_5238_cov_9.489871||full	0	0	10.92911	0	0	0	0	0
KSW-C63_1_C_NODE_11114_length_5235_cov_4.587838||full	6.6237035	15.616897	3.4723468	0	22.544785	16.196714	0	0
KSW-C63_1_C_NODE_11123_length_5231_cov_5.126932||full	19.18882	20.434765	9.081117	4.7555475	0	0	0	0
KSW-C63_1_C_NODE_11198_length_5202_cov_3.475228||full	0	0	6.982385	2.5072658	0	0	0	0
KSW-C63_1_C_NODE_11293_length_5169_cov_71.888541||full	12.991513	6.3813467	74.52471	0	46.32424	39.61701	0	2.3134446
KSW-C63_1_C_NODE_11398_length_5133_cov_8.593738||full	6.7943835	6.425826	7.6118517	0	10.974917	0	0	0
KSW-C63_1_C_NODE_11446_length_5119_cov_3.590640||full	0	0	7.183145	11.974376	0	0	12.463827	2.1875048
KSW-C63_1_C_NODE_11504_length_5099_cov_12.802736||full	0	0	22.744644	10.688708	0	0	7.4944286	4.9176917
KSW-C63_1_C_NODE_11627_length_5063_cov_4.672324||full	6.1878633	0	6.7910967	0	12.186434	17.234274	0	0
KSW-C63_1_C_NODE_11723_length_5032_cov_5.906972||full	0	0	11.567141	0	0	0	9.518375	12.25266
KSW-C63_2_C_NODE_38_length_142231_cov_25.555572||full	0	0	16.818756	27.638624	0	0	4.1038857	2.2721593
KSW-C63_2_C_NODE_77_length_111426_cov_28.019018||full	0	0	22.985992	39.993134	0	0	5.161704	3.5285032
KSW-C63_2_C_NODE_381_length_47928_cov_8.530320||full	0	0	31.240023	7.2802377	0	0	2.5356283	3.2795005
KSW-C63_2_C_NODE_430_length_45345_cov_26.389998||full	0	0	27.262014	43.88707	0	0	6.1836424	3.799103
KSW-C63_2_C_NODE_477_length_42929_cov_9.801138||full	0	0	34.46774	8.412423	0	0	2.31516	3.7367694
KSW-C63_2_C_NODE_541_length_40258_cov_32.104793||full	0	0	23.732285	46.52518	0	0	7.6288157	4.2308197
KSW-C63_2_C_NODE_653_length_36155_cov_228.472909||full	0	0	146.68848	135.65465	0	0	175.66978	70.13409
KSW-C63_2_C_NODE_693_length_34977_cov_28.217055||full	0	0	21.664972	41.030876	0	0	7.3287377	4.6831656
KSW-C63_2_C_NODE_781_length_32474_cov_353.402326||full	0	0	10.00817	236.4927	0	0	276.77432	385.38565
KSW-C63_2_C_NODE_1260_length_24056_cov_28.507646||full	0	0	25.923126	42.831825	0	0	6.235065	3.925722
KSW-C63_2_C_NODE_1299_length_23579_cov_35.418509||full	0	0	32.367764	48.452923	0	0	66.99264	82.11287
KSW-C63_2_C_NODE_1446_length_21837_cov_36.665274||full	0	0	59.79415	40.74573	0	0	51.6128	28.906475
KSW-C63_2_C_NODE_1577_length_20613_cov_36.277070||full	0	0	16.728165	26.993292	0	0	36.69588	44.4843
KSW-C63_2_C_NODE_2199_length_16313_cov_6.677144||full	10.374715	6.0860705	27.381186	6.5640173	55.237926	48.367386	4.407852	2.4064379
KSW-C63_2_C_NODE_2275_length_15919_cov_9.123613||full	31.68004	38.456932	14.304131	6.9028316	0	18.511114	0	0
KSW-C63_2_C_NODE_2481_length_15050_cov_13.748116||full	29.83666	30.29847	3.9443235	12.487634	0	13.635649	2.6562374	3.2122505
KSW-C63_2_C_NODE_2499_length_14979_cov_39.655320||full	0	0	4.6686754	48.292038	0	0	28.928724	81.3228
KSW-C63_2_C_NODE_2545_length_14798_cov_229.394221||full	0	0	138.8015	137.1091	0	0	170.32536	68.90572
KSW-C63_2_C_NODE_2591_length_14599_cov_6.343784||full	0	0	14.845928	11.131804	0	0	0	0
KSW-C63_2_C_NODE_2903_length_13477_cov_81.298167||full	0	0	56.355213	129.38493	0	0	0	0
KSW-C63_2_C_NODE_2917_length_13431_cov_39.804501||full	0	0	5.859664	53.235706	0	0	35.03262	91.077934
KSW-C63_2_C_NODE_2946_length_13334_cov_91.179306||full	0	0	4.744192	125.60681	0	0	194.65154	253.7615
KSW-C63_2_C_NODE_3275_length_12374_cov_5.969235||full	0	0	7.038948	5.811073	0	0	0	0
KSW-C63_2_C_NODE_3433_length_11885_cov_13.416822||full	32.06901	16.02073	84.36145	12.325575	145.08441	107.498985	5.545057	4.907225
KSW-C63_2_C_NODE_3481_length_11766_cov_86.516694||full	0	0	4.954833	80.87136	0	0	86.55939	102.79897
KSW-C63_2_C_NODE_3598_length_11451_cov_5.309933||full	27.252436	4.316478	16.941662	5.9803452	24.806635	27.55478	4.9003496	3.4774733
KSW-C63_2_C_NODE_3838_length_10939_cov_80.341878||full	0	0	22.134079	51.05064	0	0	0	0
KSW-C63_2_C_NODE_3951_length_10695_cov_13.345207||full	30.508257	13.378322	80.47948	10.635661	128.7961	102.38026	6.1639404	4.12652
KSW-C63_2_C_NODE_3984_length_10627_cov_12.189368||full	32.863575	13.853489	92.54978	9.788023	150.6557	113.6292	6.491064	5.4029846
KSW-C63_2_C_NODE_4189_length_10262_cov_12.425198||full	37.41106	17.539482	117.779175	12.465196	163.6488	113.04209	7.073991	6.1569734
KSW-C63_2_C_NODE_4274_length_10089_cov_11.174108||full	109.337364	9.651308	19.685177	12.020805	0	0	0	0
KSW-C63_2_C_NODE_4794_length_9274_cov_26.054887||full	0	0	10.9077215	16.516375	0	0	15.490971	23.883541
KSW-C63_2_C_NODE_4888_length_9130_cov_8.577190||full	38.492752	31.687504	21.734507	10.597809	89.41653	107.258865	5.7239766	4.1705155
KSW-C63_2_C_NODE_4900_length_9118_cov_18.609622||full	0	0	67.86185	26.59902	0	0	0	0
KSW-C63_2_C_NODE_4933_length_9067_cov_37.794829||full	181.84134	33.654053	156.45293	33.520348	303.85657	338.55756	22.841806	29.4274
KSW-C63_2_C_NODE_4940_length_9061_cov_21.558850||full	118.04882	46.644135	329.40152	33.51785	481.26865	367.542	20.706173	15.275709
KSW-C63_2_C_NODE_5144_length_8786_cov_30.116940||full	0	3.7600646	122.66499	46.796806	17.889748	26.330317	4.659467	6.7541904
KSW-C63_2_C_NODE_5339_length_8510_cov_5.326198||full	33.835785	44.904617	12.911744	7.1864295	94.34844	110.85743	7.261921	4.6736765
KSW-C63_2_C_NODE_5670_length_8139_cov_7.700891||full	0	0	4.2644515	12.863439	0	0	5.4510107	3.6742358
KSW-C63_2_C_NODE_5719_length_8083_cov_4.787369||full	0	0	4.8792887	8.604257	0	0	36.680523	27.8453
KSW-C63_2_C_NODE_5835_length_7952_cov_12.932253||full	62.71778	27.273302	170.83238	19.515223	239.77383	190.56358	10.387116	9.120367
KSW-C63_2_C_NODE_5919_length_7866_cov_80.219562||full	0	0	22.981615	54.596535	0	0	0	0
KSW-C63_2_C_NODE_6500_length_7304_cov_6.581735||full	6.3914685	4.2601113	4.652487	4.945436	0	0	13.715048	17.666653
KSW-C63_2_C_NODE_6717_length_7131_cov_5.210430||full	0	0	19.061556	9.474262	0	0	84.47207	127.85417
KSW-C63_2_C_NODE_6872_length_7014_cov_12.847104||full	248.575	579.0528	31.858383	23.941227	187.75905	296.56982	4.824086	4.8693013
KSW-C63_2_C_NODE_7059_length_6863_cov_5.781874||full	0	0	11.210455	9.989087	0	0	6.209052	3.8303347
KSW-C63_2_C_NODE_7083_length_6846_cov_4.262259||full	0	0	0	7.2805195	0	0	8.986402	13.951111
KSW-C63_2_C_NODE_7222_length_6738_cov_4.709412||full	10.0873165	0	5.2760816	8.439836	0	0	0	0
KSW-C63_2_C_NODE_7234_length_6732_cov_6.670810||full	7.1044917	10.594312	3.67249	7.114179	0	0	5.0791216	3.1208007
KSW-C63_2_C_NODE_7357_length_6662_cov_7.670198||full	13.041385	0	5.864064	6.778715	0	0	0	0
KSW-C63_2_C_NODE_7463_length_6590_cov_8.148125||full	0	0	30.654688	14.406157	0	0	25.794212	18.66777
KSW-C63_2_C_NODE_7536_length_6539_cov_6.526990||full	0	0	7.4638734	11.067606	0	0	11.53566	2.535207
KSW-C63_2_C_NODE_7554_length_6526_cov_5.272601||full	0	0	17.29518	8.813951	0	0	7.0682693	3.704057
KSW-C63_2_C_NODE_7562_length_6515_cov_10.919350||full	14.931083	3.451318	16.908327	17.088045	89.184494	81.98418	16.32568	7.8040495
KSW-C63_2_C_NODE_7569_length_6513_cov_6.848715||full	0	0	0	11.917808	0	0	3.6440456	2.7848716
KSW-C63_2_C_NODE_7744_length_6389_cov_6.980107||full	0	0	4.664214	11.608835	0	0	10.702993	8.756874
KSW-C63_2_C_NODE_7820_length_6337_cov_5.183063||full	0	0	7.51768	5.012594	0	0	0	0
KSW-C63_2_C_NODE_7878_length_6300_cov_5.685348||full	0	0	6.7582083	10.72436	0	0	6.1373987	8.538578
KSW-C63_2_C_NODE_7884_length_6297_cov_5.009933||full	5.2562585	5.458747	0	4.35622	0	0	0	0
KSW-C63_2_C_NODE_7886_length_6296_cov_4.894087||full	0	0	4.096028	8.662066	0	0	38.53494	28.040926
KSW-C63_2_C_NODE_8046_length_6201_cov_35.623170||full	0	0	22.587053	34.583977	0	0	44.857277	56.028973
KSW-C63_2_C_NODE_8084_length_6177_cov_6.544267||full	38.63638	21.623348	9.351076	11.044307	279.83514	351.58353	35.54563	31.28395
KSW-C63_2_C_NODE_8093_length_6173_cov_9.805492||full	44.419926	48.377495	21.134825	12.570574	118.605934	123.30418	5.6942787	5.0425463
KSW-C63_2_C_NODE_8192_length_6111_cov_7.975396||full	0	0	4.4729443	14.2807455	0	0	58.939423	48.44868
KSW-C63_2_C_NODE_8427_length_5973_cov_33.709023||full	13.926494	12.848435	57.365852	50.206367	69.155	113.91612	6.6028934	12.850347
KSW-C63_2_C_NODE_8467_length_5954_cov_18.620275||full	10.445159	2.7363167	13.26671	31.645702	32.29859	62.53962	35.480495	13.144419
KSW-C63_2_C_NODE_8565_length_5897_cov_13.656967||full	0	0	6.028912	22.5218	0	0	22.059004	16.70997
KSW-C63_2_C_NODE_8584_length_5888_cov_612.558032||full	0	0	481.32642	441.14572	0	0	546.441	212.59326
KSW-C63_2_C_NODE_8612_length_5875_cov_5.091581||full	41.780964	23.835312	10.654134	9.422999	281.28766	344.68304	32.40507	30.151564
KSW-C63_2_C_NODE_8630_length_5866_cov_3.568577||full	0	0	0	6.37773	0	0	0	0
KSW-C63_2_C_NODE_8748_length_5805_cov_4.475304||full	0	0	4.575769	8.239599	0	0	31.18523	28.633755
KSW-C63_2_C_NODE_8804_length_5778_cov_5.842390||full	0	0	4.832245	10.709461	0	0	38.92831	34.966938
KSW-C63_2_C_NODE_8977_length_5687_cov_5.218217||full	0	0	4.753397	9.112456	0	0	8.778464	0
KSW-C63_2_C_NODE_9008_length_5675_cov_5.963523||full	19.577644	20.133083	12.734054	7.367495	53.87551	69.023346	0	0
KSW-C63_2_C_NODE_9705_length_5358_cov_92.813313||full	25.291357	26.033228	132.11057	109.89311	119.34811	178.79723	146.02585	35.253094
KSW-C63_2_C_NODE_9747_length_5336_cov_35.835637||full	0	3.598456	158.9264	59.541237	20.018925	28.121397	6.3104777	9.194717
KSW-C63_2_C_NODE_9821_length_5305_cov_3.691810||full	0	0	0	6.3621516	0	0	0	0
KSW-C63_2_C_NODE_9825_length_5303_cov_4.523819||full	0	0	0	7.7612886	0	0	15.500724	8.266892
KSW-C63_2_C_NODE_9940_length_5254_cov_2.827852||full	0	0	0	5.0285454	0	0	0	0
KSW-C63_2_C_NODE_10062_length_5196_cov_4.672437||full	6.143146	5.1855836	5.790021	2.9618437	9.809223	0	0	0
