OUT	C0_1	C0_2	C63_1	C63_2	T0_1	T0_2	T63_1	T63_2
Cell-enriched-vOTU_473	0	0	72.578865	56.305096	0	0	63.658432	37.337376
Cell-enriched-vOTU_474	0	0	56.036285	73.049965	0	0	62.72709	37.94138
Cell-enriched-vOTU_475	18.239958	20.595709	34.09916	12.50026	58.716557	80.939674	4.0031395	0
Cell-enriched-vOTU_476	0	3.7600646	122.66499	46.796806	17.889748	26.330317	4.659467	6.7541904
Cell-enriched-vOTU_477	17.948616	9.027833	72.94533	5.9791217	74.23992	48.684948	0	0
Cell-enriched-vOTU_478	26.641	63.88504	15.699523	5.7300825	58.43782	57.881584	0	0
Cell-enriched-vOTU_479	0	0	116.32848	95.14787	0	0	4.5662136	11.765733
Cell-enriched-vOTU_480	72.05808	72.66074	28.845266	15.606503	0	38.416504	0	0
Cell-enriched-vOTU_481	0	0	72.33972	54.30271	0	0	62.880123	37.072823
Cell-enriched-vOTU_482	29.09157	0	0	0	97.41056	99.65542	0	0
Cell-enriched-vOTU_483	15.737838	0	21.378914	18.244871	79.05622	53.40525	22.35351	15.430311
Cell-enriched-vOTU_484	66.101715	75.05417	31.137056	14.687246	0	38.400238	0	0
Cell-enriched-vOTU_485	131.67587	43.090977	13.895702	10.692651	0	25.695934	0	0
Cell-enriched-vOTU_486	18.454485	10.1350155	60.40293	6.543866	69.875916	56.632336	2.8930156	0
Cell-enriched-vOTU_487	18.738817	11.415199	94.11064	3.5014849	51.268467	45.673733	0	0
Cell-enriched-vOTU_488	0	0	0	0	0	0	178.16689	46.28101
Cell-enriched-vOTU_489	110.28921	29.63274	34.04829	17.639118	0	32.71661	0	0
Cell-enriched-vOTU_490	26.254763	19.679087	24.380407	0	85.07392	65.54037	0	2.1744618
Cell-enriched-vOTU_491	14.959582	19.402456	33.364674	15.843057	63.30812	72.25347	3.480094	0
Cell-enriched-vOTU_492	0	0	32.736397	47.075157	0	0	63.698814	79.008064
Cell-enriched-vOTU_493	16.129005	8.272093	51.253117	12.314627	68.2711	55.815914	6.380792	3.7433252
Cell-enriched-vOTU_494	0	0	5.766427	44.2168	0	0	39.794033	131.71051
Cell-enriched-vOTU_495	98.00007	75.94608	13.720776	10.506423	0	23.212357	0	0
Cell-enriched-vOTU_496	39.060596	15.322167	4.8833613	0	79.47429	82.36714	0	0
Cell-enriched-vOTU_497	16.536379	3.5124593	27.375029	7.2092624	102.93397	57.349155	3.599894	2.5902946
Cell-enriched-vOTU_498	68.27001	46.545185	53.18193	39.457077	0	13.434292	0	0
Cell-enriched-vOTU_499	16.444904	8.755696	42.951233	8.855348	75.1296	58.827187	6.1307263	3.7607076
Cell-enriched-vOTU_500	0	0	31.882845	46.081127	0	0	62.196323	80.666245
Cell-enriched-vOTU_501	0	0	71.368324	52.59869	0	0	62.048325	34.513138
Cell-enriched-vOTU_502	0	0	30.514893	48.31606	0	0	62.80924	77.45671
Cell-enriched-vOTU_503	0	0	130.58987	43.0304	16.209284	20.676064	4.7042723	3.7052968
Cell-enriched-vOTU_504	18.612083	7.5295224	40.174164	8.012913	75.74194	56.52012	7.803915	4.400146
Cell-enriched-vOTU_505	25.009686	57.508236	14.332551	6.3354397	56.168957	59.05818	0	0
Cell-enriched-vOTU_506	26.108456	33.938076	0	2.2474637	76.137054	79.87819	0	0
Cell-enriched-vOTU_507	50.397465	99.98339	0	0	22.620058	44.883144	0	0
Cell-enriched-vOTU_508	26.392786	18.180344	23.26726	0	85.066444	62.41939	0	2.29225
Cell-enriched-vOTU_509	24.638401	63.550316	15.061156	5.8191714	58.008804	50.40187	0	0
Cell-enriched-vOTU_510	15.212658	7.8019547	44.18078	9.962839	71.61055	58.619926	6.1622887	3.306139
Cell-enriched-vOTU_511	16.234638	7.4108915	52.465603	11.1969	61.764385	56.837566	7.04725	3.57941
Cell-enriched-vOTU_512	0	0	29.954605	43.067123	0	0	64.72111	78.77076
Cell-enriched-vOTU_513	0	6.4810824	0	4.0256996	59.177887	132.7709	9.503762	4.2172346
Cell-enriched-vOTU_514	66.1128	47.487526	50.80351	38.57886	0	12.907988	0	0
Cell-enriched-vOTU_515	0	0	45.574966	48.657566	0	0	55.321022	66.28056
Cell-enriched-vOTU_516	26.683628	33.31416	6.9914436	2.857251	74.821144	70.97085	0	0
Cell-enriched-vOTU_517	0	0	42.330074	51.165943	0	0	61.658936	60.383068
Cell-enriched-vOTU_518	0	0	28.520159	43.961357	0	0	63.866802	79.09318
Cell-enriched-vOTU_519	0	0	45.614414	47.026375	0	0	55.55491	66.60463
Cell-enriched-vOTU_520	0	0	30.655647	45.518562	0	0	62.016907	76.58308
Cell-enriched-vOTU_521	30.206102	43.803238	3.6684175	0	73.825775	62.9906	0	0
Cell-enriched-vOTU_522	21.963455	26.092648	5.0642576	0	85.76653	72.44129	0	3.1344855
Cell-enriched-vOTU_523	23.075195	10.27116	10.258241	0	92.90419	76.83662	0	0
Cell-enriched-vOTU_524	0	0	5.1633105	41.741623	0	0	41.794655	124.228645
Cell-enriched-vOTU_525	0	0	0	59.170128	0	0	62.712353	90.84491
Cell-enriched-vOTU_526	54.995953	62.477734	7.631498	24.7919	15.598926	31.631939	7.7979784	7.707173
Cell-enriched-vOTU_527	25.182749	9.093502	15.269438	6.8365736	69.335976	50.842365	12.490477	23.5695
Cell-enriched-vOTU_528	150.0776	11.930479	30.943426	19.550583	0	0	0	0
Cell-enriched-vOTU_529	14.47051	0	26.576036	7.4755597	103.353294	60.43576	0	0
Cell-enriched-vOTU_530	0	0	117.97107	46.89646	14.695231	23.43098	4.4611115	4.773012
Cell-enriched-vOTU_531	62.970547	70.64907	29.270504	13.684777	0	35.20479	0	0
Cell-enriched-vOTU_532	161.03044	10.432612	23.463875	16.070217	0	0	0	0
Cell-enriched-vOTU_533	19.096706	20.352425	0	27.436981	0	0	49.078747	94.968925
Cell-enriched-vOTU_534	25.3822	14.618465	0	0	73.202545	97.020164	0	0
Cell-enriched-vOTU_535	25.510527	56.858112	12.92584	5.6023793	56.60774	52.641293	0	0
Cell-enriched-vOTU_536	11.735451	0	6.1948023	5.8118596	90.98218	81.379364	6.4835067	6.9182806
Cell-enriched-vOTU_537	14.589972	8.7842	78.10888	3.9115655	59.629745	44.45174	0	0
Cell-enriched-vOTU_538	0	0	4.7592354	53.867126	0	0	38.771954	111.73553
Cell-enriched-vOTU_539	23.0014	25.349386	0	0	107.98451	52.418373	0	0
Cell-enriched-vOTU_540	33.213383	45.33223	3.442426	0	66.44566	60.011818	0	0
Cell-enriched-vOTU_541	32.024246	15.612791	4.448779	0	71.43462	83.57886	0	0
Cell-enriched-vOTU_542	33.291676	14.567904	4.327919	0	67.590385	87.283905	0	0
Cell-enriched-vOTU_543	134.01129	33.219078	11.200409	10.96471	0	17.001375	0	0
Cell-enriched-vOTU_544	14.373713	0	8.671059	13.783911	92.14922	55.047047	8.960322	13.096234
Cell-enriched-vOTU_545	30.580553	40.595993	4.088087	1.8799196	65.232155	63.649242	0	0
Cell-enriched-vOTU_546	0	0	28.296486	41.03723	0	0	60.473995	76.07905
Cell-enriched-vOTU_547	16.97874	9.6371565	83.858604	3.203255	52.438828	39.041542	0	0
Cell-enriched-vOTU_548	87.86214	74.03254	12.438656	9.120643	0	21.223623	0	0
Cell-enriched-vOTU_549	0	0	32.25351	44.7907	0	0	53.72309	73.04865
Cell-enriched-vOTU_550	36.389614	38.455082	7.7458906	0	58.080112	63.07656	0	0
Cell-enriched-vOTU_551	9.265184	0	66.92831	43.65825	12.514074	20.219254	27.992548	22.788145
Cell-enriched-vOTU_552	92.81082	21.401825	37.040646	17.352661	0	34.584263	0	0
Cell-enriched-vOTU_553	0	0	5.2230005	34.601803	0	0	33.1635	129.25636
Cell-enriched-vOTU_554	0	0	64.60052	137.47498	0	0	0	0
Cell-enriched-vOTU_555	10.445159	2.7363167	13.26671	31.645702	32.29859	62.53962	35.480495	13.144419
Cell-enriched-vOTU_556	61.54767	66.210014	26.08698	14.185847	0	32.900574	0	0
Cell-enriched-vOTU_557	16.718227	6.439418	35.94153	8.712827	75.49511	51.26377	6.2766504	0
Cell-enriched-vOTU_558	24.038397	17.457642	22.433434	0	80.53089	56.35653	0	0
Cell-enriched-vOTU_559	25.150757	29.083342	6.444664	0	82.71325	53.554955	3.5422778	0
Cell-enriched-vOTU_560	29.13323	41.65986	3.6556764	0	66.19464	59.634926	0	0
Cell-enriched-vOTU_561	24.404856	30.506138	12.376579	3.572291	57.047962	64.24342	4.2234855	3.6042585
Cell-enriched-vOTU_562	23.840101	16.663311	23.179964	0	78.6449	55.51344	0	1.8988
Cell-enriched-vOTU_563	28.065165	5.49129	0	0	95.12769	70.78281	0	0
Cell-enriched-vOTU_564	14.840714	7.459877	40.70696	9.806717	66.83735	50.041367	6.3293033	3.4094527
Cell-enriched-vOTU_565	0	0	64.11684	47.243755	0	0	55.108727	32.81616
Cell-enriched-vOTU_566	14.536797	7.9285526	76.13387	4.316146	51.010315	45.064198	0	0
Cell-enriched-vOTU_567	0	0	62.81643	136.14508	0	0	0	0
Cell-enriched-vOTU_568	20.98946	17.050966	20.988482	0	80.52358	59.291435	0	0
Cell-enriched-vOTU_569	0	0	4.355838	37.02806	0	0	35.805397	120.19221
Cell-enriched-vOTU_570	0	0	5.1407375	37.428886	0	0	35.66484	118.97347
Cell-enriched-vOTU_571	22.661385	11.479809	3.9703002	0	86.73418	72.1106	0	0
Cell-enriched-vOTU_572	0	0	29.57089	43.063885	0	0	54.804955	69.150444
Cell-enriched-vOTU_573	22.075365	20.490667	11.348952	6.8384953	57.51217	72.30899	3.5123184	2.4157822
Cell-enriched-vOTU_574	24.680103	18.648035	21.577787	0	75.82345	53.717663	0	2.0404105
Cell-enriched-vOTU_575	0	0	60.656162	133.02318	0	0	2.7402372	0
Cell-enriched-vOTU_576	27.677387	38.678337	4.1209164	0	63.01715	62.884453	0	0
Cell-enriched-vOTU_577	17.70007	7.8008766	87.63155	2.671474	46.620876	33.752193	0	0
Cell-enriched-vOTU_578	25.884964	29.596352	0	0	94.8806	45.60429	0	0
Cell-enriched-vOTU_579	61.627552	62.004623	28.77548	15.302544	0	27.120573	0	0
Cell-enriched-vOTU_580	0	0	29.876808	45.892197	0	0	54.14245	64.83556
Cell-enriched-vOTU_581	30.725975	37.28276	3.4564462	0	63.981422	59.057934	0	0
Cell-enriched-vOTU_582	0	0	0	0	0	0	50.45757	143.83234
Cell-enriched-vOTU_583	0	0	0	0	0	0	47.33216	146.68738
Cell-enriched-vOTU_584	82.7865	110.86854	0	0	0	0	0	0
Cell-enriched-vOTU_585	97.0667	25.44528	30.940191	14.710532	0	25.32242	0	0
Cell-enriched-vOTU_586	59.99966	54.80049	6.2875676	23.313915	11.947747	24.898563	5.1393166	6.648595
Cell-enriched-vOTU_587	122.40745	32.935738	10.399335	10.601813	0	16.132193	0	0
Cell-enriched-vOTU_588	26.582714	54.794662	14.257013	5.8730235	44.710045	46.232037	0	0
Cell-enriched-vOTU_589	17.708939	0	22.839731	5.683801	88.452446	55.00717	2.6494243	0
Cell-enriched-vOTU_590	30.092457	13.318923	3.9185097	0	68.7215	75.90897	0	0
Cell-enriched-vOTU_591	21.273615	28.403536	8.90832	3.625866	59.654305	62.099045	4.1340466	3.523354
Cell-enriched-vOTU_592	0	0	0	0	0	0	149.92908	41.320156
Cell-enriched-vOTU_593	0	0	24.308699	38.866962	0	0	57.010536	70.86787
Cell-enriched-vOTU_594	0	0	0	0	0	0	46.82615	144.05328
Cell-enriched-vOTU_595	25.401516	37.088207	3.1630545	0	67.06295	58.016216	0	0
Cell-enriched-vOTU_596	0	0	4.8104815	41.67007	0	0	35.67547	108.40725
Cell-enriched-vOTU_597	121.574295	30.548765	10.062004	9.780916	0	16.441889	0	0
Cell-enriched-vOTU_598	8.421239	14.828415	0	0	70.38754	94.72076	0	0
Cell-enriched-vOTU_599	0	0	24.078667	93.35039	0	0	35.22713	35.589664
Cell-enriched-vOTU_600	0	0	14.60322	6.2969756	0	0	66.84295	100.389465
Cell-enriched-vOTU_601	0	0	0	0	0	0	148.44482	39.673435
Cell-enriched-vOTU_602	23.45091	14.033452	21.651201	0	71.5639	57.052944	0	0
Cell-enriched-vOTU_603	26.641586	34.74268	6.0589366	0	75.309425	39.993317	2.5851614	2.1937366
Cell-enriched-vOTU_604	83.2771	61.0735	11.40244	9.982018	0	21.694914	0	0
Cell-enriched-vOTU_605	28.736494	43.20253	3.0526748	0	58.074116	53.840824	0	0
Cell-enriched-vOTU_606	60.340984	51.748196	6.59713	23.38548	12.690551	21.2165	4.7146215	5.674777
Cell-enriched-vOTU_607	0	0	58.02889	46.614273	0	0	52.25709	28.909082
Cell-enriched-vOTU_608	5.949656	4.85926	4.086861	4.093744	43.677685	108.38887	8.326871	6.3834915
Cell-enriched-vOTU_609	0	0	56.355213	129.38493	0	0	0	0
Cell-enriched-vOTU_610	0	0	5.859664	53.235706	0	0	35.03262	91.077934
Cell-enriched-vOTU_611	117.92952	32.279232	11.203564	9.60241	0	13.68668	0	0
Cell-enriched-vOTU_612	59.499348	52.175552	6.4167128	23.573143	13.027286	19.034252	5.1999726	5.3114514
Cell-enriched-vOTU_613	0	0	26.935001	42.05762	0	0	50.246483	64.90422
Cell-enriched-vOTU_614	23.816702	0	0	0	78.952736	81.052444	0	0
Cell-enriched-vOTU_615	21.182425	16.524763	20.950333	0	72.156654	52.912167	0	0
Cell-enriched-vOTU_616	13.969655	7.1393886	31.8381	8.459676	66.45314	48.612175	4.299946	2.835973
Cell-enriched-vOTU_617	0	0	0	0	0	0	48.11686	135.36841
Cell-enriched-vOTU_618	0	0	58.06189	125.09374	0	0	0	0
Cell-enriched-vOTU_619	24.441761	38.66041	3.9242465	0	55.635796	60.478428	0	0
Cell-enriched-vOTU_620	14.65942	9.244379	0	0	65.73069	93.49881	0	0
Cell-enriched-vOTU_621	19.577644	20.133083	12.734054	7.367495	53.87551	69.023346	0	0
Cell-enriched-vOTU_622	33.150177	12.832096	4.905628	0	60.40144	71.31787	0	0
Cell-enriched-vOTU_623	12.991513	6.3813467	74.52471	0	46.32424	39.61701	0	2.3134446
Cell-enriched-vOTU_624	0	0	14.240019	5.487038	0	0	63.57127	98.707184
Cell-enriched-vOTU_625	9.8371315	5.0735316	0	0	37.144287	129.90604	0	0
Cell-enriched-vOTU_626	35.164635	48.657875	2.819683	11.680637	20.405855	51.390747	9.086593	2.2994485
Cell-enriched-vOTU_627	10.780399	5.2789683	0	2.909983	65.10607	76.326706	11.714776	9.372092
Cell-enriched-vOTU_628	0	0	59.79415	40.74573	0	0	51.6128	28.906475
Cell-enriched-vOTU_629	54.098755	57.66989	24.671478	11.50739	0	32.807446	0	0
Cell-enriched-vOTU_630	18.693653	15.786541	21.565866	0	74.03354	50.410088	0	0
Cell-enriched-vOTU_631	0	0	25.813406	38.165054	0	0	52.009064	63.948765
Cell-enriched-vOTU_632	21.081621	39.27288	5.954982	3.5693853	58.19406	51.804928	0	0
Cell-enriched-vOTU_633	18.915897	49.713802	12.099818	3.8565245	45.69126	49.157345	0	0
Cell-enriched-vOTU_634	0	0	55.49431	123.734985	0	0	0	0
Cell-enriched-vOTU_635	24.266453	37.033684	2.4867887	0	62.532837	52.813656	0	0
Cell-enriched-vOTU_636	49.788963	88.237976	7.356311	8.122458	10.71124	14.560492	0	0
Cell-enriched-vOTU_637	22.786987	12.577605	4.1332603	0	73.59084	65.64779	0	0
Cell-enriched-vOTU_638	23.148764	28.217459	3.2787879	0	59.76274	64.266914	0	0
Cell-enriched-vOTU_639	22.802494	13.946652	11.477522	4.373979	49.143288	73.7316	0	2.7322805
Cell-enriched-vOTU_640	16.23371	6.533199	9.538006	4.2167544	86.48437	55.158398	0	0
Cell-enriched-vOTU_641	21.857729	28.3321	7.023166	0	64.924385	50.52407	2.8778732	2.6004002
Cell-enriched-vOTU_642	0	0	5.480839	40.561996	0	0	32.34257	99.44764
Cell-enriched-vOTU_643	0	0	14.682074	0	0	162.99232	0	0
Cell-enriched-vOTU_644	12.879069	6.7221007	37.885593	8.20753	59.117085	45.813873	4.2762	2.7400753
Cell-enriched-vOTU_645	34.40226	28.58987	0	1.9734395	63.557423	49.11409	0	0
Cell-enriched-vOTU_646	28.44187	63.389637	0	0	43.846085	41.78943	0	0
Cell-enriched-vOTU_647	0	0	56.59934	120.78492	0	0	0	0
Cell-enriched-vOTU_648	0	0	5.190778	43.03326	0	0	33.971622	95.106
Cell-enriched-vOTU_649	95.52764	21.414602	25.369106	10.921515	0	23.629414	0	0
Cell-enriched-vOTU_650	28.424246	12.682723	3.6969995	0	57.215523	74.57469	0	0
Cell-enriched-vOTU_651	0	0	54.96163	121.49751	0	0	0	0
Cell-enriched-vOTU_652	25.739155	38.14332	2.4483974	0	55.38754	54.70613	0	0
Cell-enriched-vOTU_653	24.041878	30.786825	5.088019	2.6259925	62.80826	50.2062	0	0
Cell-enriched-vOTU_654	51.545975	105.33965	11.374451	7.282432	0	0	0	0
Cell-enriched-vOTU_655	18.99887	49.818497	10.593945	6.0645633	43.927628	45.868652	0	0
Cell-enriched-vOTU_656	16.036552	16.821312	0	0	68.52202	73.74175	0	0
Cell-enriched-vOTU_657	13.026559	23.169525	0	0	61.191456	72.431404	5.182551	0
Cell-enriched-vOTU_658	0	0	24.094076	40.42534	0	0	50.621788	59.631893
Cell-enriched-vOTU_659	56.251247	55.049694	23.875729	10.207675	0	29.279793	0	0
Cell-enriched-vOTU_660	22.352358	26.762125	8.23376	3.7887614	50.58769	59.64216	0	2.9172325
Cell-enriched-vOTU_661	20.252934	33.39955	5.120675	0	64.539246	50.932137	0	0
Cell-enriched-vOTU_662	10.741198	5.9694242	0	0	41.08569	116.14066	0	0
Cell-enriched-vOTU_663	0	0	3.7807868	31.361128	0	0	31.622326	106.94609
Cell-enriched-vOTU_664	121.1533	30.64509	10.720622	10.987265	0	0	0	0
Cell-enriched-vOTU_665	0	0	0	0	0	0	135.59818	37.82275
Cell-enriched-vOTU_666	15.1043005	8.288359	5.316781	3.89504	76.45558	59.497635	4.850938	0
Cell-enriched-vOTU_667	13.50616	7.2027783	42.957718	8.481561	45.970272	45.23523	6.0969367	3.371237
Cell-enriched-vOTU_668	0	0	27.422861	35.715225	0	0	44.55641	65.01148
Cell-enriched-vOTU_669	21.324923	14.700278	3.6080575	0	54.994347	77.732765	0	0
Cell-enriched-vOTU_670	0	0	39.034542	43.100727	0	0	42.78544	46.91371
Cell-enriched-vOTU_671	0	0	0	0	0	0	110.15664	61.31841
Cell-enriched-vOTU_672	0	0	24.342224	38.851303	0	0	47.702007	60.080013
Cell-enriched-vOTU_673	18.102966	28.47696	10.178464	5.058591	49.280045	52.891468	4.1691527	2.780218
Cell-enriched-vOTU_674	34.642	41.26629	0	0	50.179436	44.458298	0	0
Cell-enriched-vOTU_675	11.316192	6.352503	23.908792	12.009056	42.872402	70.77105	3.2302763	0
Cell-enriched-vOTU_676	0	0	12.071685	6.027152	0	0	57.679546	94.38359
Cell-enriched-vOTU_677	50.326054	57.326046	24.621172	12.746601	0	24.724562	0	0
Cell-enriched-vOTU_678	20.6939	26.163078	8.682798	2.3934238	51.03974	58.07341	0	2.3926032
Cell-enriched-vOTU_679	49.342422	58.700558	24.659288	12.900924	0	23.742273	0	0
Cell-enriched-vOTU_680	21.380098	23.951395	0	0	89.1544	34.741035	0	0
Cell-enriched-vOTU_681	13.963371	6.5524054	30.018585	6.656253	59.369625	44.535553	4.5106077	2.7037745
Cell-enriched-vOTU_682	14.247198	5.774558	0	0	58.96364	79.62118	5.729539	3.7116766
Cell-enriched-vOTU_683	20.58553	43.498436	11.103621	4.2317905	43.846325	44.687004	0	0
Cell-enriched-vOTU_684	0	0	24.771013	33.87362	0	0	47.221813	61.846104
Cell-enriched-vOTU_685	24.779907	33.74507	2.5415962	0	52.835056	53.79215	0	0
Cell-enriched-vOTU_686	0	4.6033134	2.9886022	4.303899	51.76426	92.2025	7.7167315	4.09893
Cell-enriched-vOTU_687	0	0	0	0	0	0	44.825443	122.62881
Cell-enriched-vOTU_688	14.538561	14.4360695	18.237928	0	69.70357	48.64127	0	1.8387351
Cell-enriched-vOTU_689	6.426448	0	57.461056	41.26674	7.9539623	12.513188	20.76324	20.973373
Cell-enriched-vOTU_690	14.95354	19.533945	0	0	59.379425	67.55418	5.934694	0
Cell-enriched-vOTU_691	27.271307	36.996162	3.1529496	0	53.353542	46.161022	0	0
Cell-enriched-vOTU_692	25.828323	10.256953	0	0	49.90922	80.833084	0	0
Cell-enriched-vOTU_693	50.670357	97.6486	10.458354	7.6366963	0	0	0	0
Cell-enriched-vOTU_694	75.78308	56.07846	9.978399	8.829096	0	15.73001	0	0
Cell-enriched-vOTU_695	0	0	6.59802	45.541824	0	0	30.139029	84.11733
Cell-enriched-vOTU_696	21.515688	12.502152	0	0	65.96067	66.249916	0	0
Cell-enriched-vOTU_697	7.256589	0	6.307732	5.795009	52.3301	60.13314	15.299206	18.859768
Cell-enriched-vOTU_698	86.302895	15.218274	23.83312	11.71558	0	28.748137	0	0
Cell-enriched-vOTU_699	0	0	22.773026	35.1327	13.076302	13.582064	34.27756	46.87875
Cell-enriched-vOTU_700	18.6837	27.615364	10.735789	3.3046095	45.044914	59.60873	0	0
Cell-enriched-vOTU_701	14.016775	16.766874	0	0	50.04687	84.12329	0	0
Cell-enriched-vOTU_702	10.121577	6.641034	37.808964	8.8821	51.412117	41.92801	4.9709926	3.0866537
Cell-enriched-vOTU_703	18.880596	29.189909	9.588736	4.2084618	46.06755	49.79502	4.5257583	2.553638
Cell-enriched-vOTU_704	0	0	3.444865	28.886093	0	0	30.33821	101.96082
Cell-enriched-vOTU_705	24.28846	11.873592	4.098979	0	57.872078	66.34107	0	0
Cell-enriched-vOTU_706	80.019424	20.962677	26.36894	13.647608	0	23.44373	0	0
Cell-enriched-vOTU_707	71.90583	59.58505	9.528546	7.7843156	0	15.531935	0	0
Cell-enriched-vOTU_708	52.08571	39.012398	40.85501	32.157818	0	0	0	0
Cell-enriched-vOTU_709	0	0	13.661389	6.709119	0	0	60.48906	82.794586
Cell-enriched-vOTU_710	18.954031	46.142967	9.617723	4.5872893	40.54685	43.777546	0	0
Cell-enriched-vOTU_711	8.961181	9.067448	0	1.9653695	62.7807	80.72956	0	0
Cell-enriched-vOTU_712	0	0	22.015356	37.11779	0	0	44.955776	59.350647
Cell-enriched-vOTU_713	0	0	24.252811	35.600838	0	0	46.167675	57.356976
Cell-enriched-vOTU_714	116.75734	9.937517	24.368189	12.222149	0	0	0	0
Cell-enriched-vOTU_715	0	0	4.6686754	48.292038	0	0	28.928724	81.3228
Cell-enriched-vOTU_716	21.08276	31.375614	3.9038918	2.4119067	75.4905	28.779812	0	0
Cell-enriched-vOTU_717	77.260216	23.944841	25.533964	10.703384	0	25.49661	0	0
Cell-enriched-vOTU_718	18.123886	15.070381	0	0	61.320217	68.38236	0	0
Cell-enriched-vOTU_719	14.361926	7.0469127	66.417274	0	42.61595	32.273685	0	0
Cell-enriched-vOTU_720	123.92201	9.533302	17.615675	11.5816345	0	0	0	0
Cell-enriched-vOTU_721	13.0338545	6.5477614	31.994476	6.8852057	54.974968	40.979855	5.4344754	2.718434
Cell-enriched-vOTU_722	18.652363	26.086222	4.9121656	0	62.45305	50.331486	0	0
Cell-enriched-vOTU_723	31.23752	49.83993	0	0	29.029194	52.021984	0	0
Cell-enriched-vOTU_724	14.315346	22.69567	7.0625978	4.296328	68.055115	38.926727	4.4476366	2.2995968
Cell-enriched-vOTU_725	20.706789	24.632814	0	0	78.82318	37.663223	0	0
Cell-enriched-vOTU_726	0	0	5.2776575	47.802494	0	0	29.353188	79.03279
Cell-enriched-vOTU_727	0	0	5.367326	41.776436	0	0	32.697277	81.511955
Cell-enriched-vOTU_728	17.272041	22.108978	7.9300785	4.27324	46.701862	62.864353	0	0
Cell-enriched-vOTU_729	22.20536	6.841415	0	0	56.412476	75.587944	0	0
Cell-enriched-vOTU_730	15.1631775	21.981264	5.2787504	2.6483285	67.61613	44.90653	3.26973	0
Cell-enriched-vOTU_731	16.237267	23.4661	5.604806	2.2464688	52.195675	61.096203	0	0
Cell-enriched-vOTU_732	0	0	0	0	0	0	40.840588	119.99799
Cell-enriched-vOTU_733	10.374715	6.0860705	27.381186	6.5640173	55.237926	48.367386	4.407852	2.4064379
Cell-enriched-vOTU_734	42.816223	17.017492	0	0	51.543728	49.428944	0	0
Cell-enriched-vOTU_735	0	0	0	0	0	0	36.049755	124.70368
Cell-enriched-vOTU_736	19.525227	17.51426	12.365342	5.496593	41.057255	61.839638	2.7362392	0
Cell-enriched-vOTU_737	0	0	24.658943	36.317654	0	0	44.339283	55.086216
Cell-enriched-vOTU_738	23.565508	32.46114	4.871188	2.2310495	55.222538	41.916862	0	0
Cell-enriched-vOTU_739	25.949112	38.054142	4.5974436	0	52.001583	39.48925	0	0
Cell-enriched-vOTU_740	23.280552	50.14316	0	0	30.782028	55.730408	0	0
Cell-enriched-vOTU_741	0	12.144976	0	0	61.58241	86.1186	0	0
