vOTUs	profile	Kindom	Phylum	Class	Order	Family
KSW-T72_1_C_NODE_7630_length_7126_cov_5.106491||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_V_NODE_310_length_7147_cov_4.703751||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_1022538	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_652228||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_896055||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_988789||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_9073_length_7138_cov_5.051391||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1231801||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_230674	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_699145||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_180988	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_849443||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_855375||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_8037_length_7117_cov_7.041490	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_769746	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6317_length_7115_cov_5.349150||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_102876	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1916677||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2851470||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_8865_length_7245_cov_7.478720||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_92444||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_580623||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_805437||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_485432||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_4795313||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_648653||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_37443	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1704641||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_247875||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_182971||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_456606||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3034824	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1413999||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_1013507	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_769254	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_223398||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_691476||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1619206	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_9128_length_7104_cov_6.468719||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_73144||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_759160||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3773221||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1789880	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_374_length_7336_cov_8.071419||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_590792||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2054966||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1027833	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_189885||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2852404||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1136661	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3304119||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_292397	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_766069||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_1006_length_7093_cov_9.142370||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_874948||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_321938||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_4487956	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2812537||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_102291||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3894637	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_21494||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_4221||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_857891||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2425602||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1122778	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_442433||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6353_length_7087_cov_9.911263||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_759_length_7188_cov_140.616851||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_655879||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_778_length_7086_cov_14.771014||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_264640||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3793840||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_382254||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_692887	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1089113||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_7681_length_7080_cov_6.523559||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6367_length_7079_cov_16.919562	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_973020	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_360410||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_8094_length_7078_cov_5.180407||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_722142||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_982892||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_663552||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1571104||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_414621	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3391318||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_7615_length_7069_cov_6.184488	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2901517||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_9190_length_7068_cov_22.480821	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_695909||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_35210||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_31833||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_1010354||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_799186||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_45706	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-cf_coassembly_k141_3548663	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_902044||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_782_length_7067_cov_400.140616||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2654290	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_808436||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_437808	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_299002||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_732739||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_8122_length_7059_cov_7.500428||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_V_NODE_309_length_7148_cov_21.330326||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_256062||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_3980||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_16454||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2919012||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_324661||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_6780_length_7085_cov_16.044808||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2716878||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1467586||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_149190	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_9210_length_7054_cov_4.766967	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_727291	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_4476471||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_243944||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_741861||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-cf_coassembly_k141_3158030||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1070605||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_9217_length_7051_cov_4.363779	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_406386	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_402_length_7051_cov_6.748999||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_783_length_7052_cov_9.494498||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_76678||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_150704	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_71780||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_526435||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_6196_length_8006_cov_6.486228||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_361038	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_7104_length_7199_cov_6.568729||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_7647_length_7048_cov_7.979122||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_411845||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3340492||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2032756||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3128330||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_772_length_7110_cov_4.263501||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_700644||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_466475||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6279_length_7148_cov_15.963767||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_V_NODE_121_length_7040_cov_6.310093||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_421207||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6421_length_7037_cov_7.938413||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1764764||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_876322||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2194864||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_468074||lt2gene	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_7981_length_7157_cov_8.708251||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_477947||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3728047||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_321065	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1173566	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_220116||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_762_length_7178_cov_7.928120||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_V_NODE_123_length_7027_cov_7.116466	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2558103||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_789_length_7025_cov_7.371593||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_7735_length_7026_cov_16.268398||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_4796536||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_48728	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_818459||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1286182||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6435_length_7026_cov_3.160809||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2515352||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_4798079||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_C_NODE_7770_length_7025_cov_3.937733||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2830810||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_646899||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_146208||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3790791	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1097586||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_7684_length_7022_cov_4.707478||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2487368||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_349329	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_9282_length_7016_cov_4.935641	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_204050||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_71041||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2912984||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_588659	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_965068||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_6872_length_7014_cov_12.847104||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3284126||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6459_length_7006_cov_7.396921	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3069550	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1140175||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_966569||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6464_length_7005_cov_11.949209||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_774150||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_640172||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_328_length_7003_cov_11.471359	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_396388||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_1039227	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2758004||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_8862_length_7247_cov_8.997080||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_V_NODE_325_length_7049_cov_9.612382||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2549332||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_68879	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_249958||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_274650||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_V_NODE_125_length_7000_cov_8.282937||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-megahit_k141_912552||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_674405||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6455_length_7010_cov_3.542631||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_329_length_6998_cov_2.568486||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_7721_length_6994_cov_40.676178	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2857559||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1923515||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_939175||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1704778||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_572524	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_839543	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_148900||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_571346||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1683756||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_601926	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_80002||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3677505	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_314425	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_9331_length_6988_cov_5.474542||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_318445||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_134811	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_7385_length_6982_cov_7.085896	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_1060179||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_347933	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_1020568||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_919322||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_366971||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_802078||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_V_NODE_163_length_7034_cov_7.901992||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_8241_length_6978_cov_5.021956	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_791647||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3966291||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3838976	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_987280||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_528557	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_780287||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_259650||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_460164||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_886547||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_519273||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_671217||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_77432	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_9358_length_6972_cov_14.859188	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_V_NODE_127_length_6970_cov_4.758062	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-megahit_k141_276497||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_78957||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_4182868||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_7395_length_6968_cov_9.080573	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_1034_length_6970_cov_6.851338||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2616644||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_7763_length_6966_cov_18.487918	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2965471||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_608077||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2247169||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_409248||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_7817_length_6966_cov_10.382723||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_8039_length_7116_cov_4.451211||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_278602||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1316656	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2983999	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_943295||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_7776_length_6959_cov_4.678158	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2941348||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2321929||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_7331_length_7021_cov_7.021677||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3227270	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2498113||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_427267	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_300462||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1995136	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_1010226||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_6830	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2899901	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_391_length_7177_cov_3.655434||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6524_length_6956_cov_14.776264||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_75626	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2789525	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_340656||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3959777||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1885929||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2496484||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2343966	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_715893||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3575832||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_1820||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2945820||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_627573||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3342536||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_1041_length_6951_cov_18.893561||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_836312	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_351570||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_494426||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_9404_length_6946_cov_9.148019||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_443456||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_1043_length_6944_cov_8.094353||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1856027	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_256933||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2553306||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2698257	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2518027	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_935801||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_7422_length_6942_cov_11.320168||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_961858	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_V_NODE_339_length_6938_cov_6.778875	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_348460||full	Unclassified	Viruses	NA	NA	NA	NA
