vOTUs	Kindom	Phylum	Class	Order	Family
KSW-cf_coassembly_k141_3031838||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C0_1_C_NODE_2816_length_15208_cov_8.600541||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_586718||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T0_1_C_NODE_2888_length_15170_cov_9.713133||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_2680931||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_1495243||lt2gene	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1896220||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_364745||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C72_1_V_NODE_62_length_15160_cov_877.088514||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_3836641||full	Viruses	Nucleocytoviricota	Megaviricetes	Pandoravirales	other_Nucleocytoviricota
KSW-vf_coassembly_k141_176519||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_1221408||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_2993836||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_2176469||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_889960	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_315834||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-T72_1_V_NODE_169_length_15108_cov_57.901481||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_841979||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-megahit_k141_445378||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_801213||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_38468	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T0_1_C_NODE_2911_length_15092_cov_9.287757||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1563095||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-vf_coassembly_k141_861098||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_3302737||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C0_2_C_NODE_2235_length_15717_cov_10.425042||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-megahit_k141_102295||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_3171503||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-cf_coassembly_k141_271923	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_2_C_NODE_2481_length_15050_cov_13.748116||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1113499||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-cf_coassembly_k141_1889661||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C0_2_V_NODE_26_length_15044_cov_19.809394||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3638707||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae
KSW-T0_1_V_NODE_76_length_15029_cov_8.130359||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_1899303||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_3667270||full_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C0_2_C_NODE_2373_length_15005_cov_12.448829||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_528653||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C0_2_C_NODE_2327_length_15235_cov_16.356522||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3531104||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_3905564||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2964350	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_719927||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_2925257||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_1637095||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_3051387||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_337206	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-T72_1_C_NODE_55_length_102259_cov_15.083676||0_partial_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_1434939||0_partial_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C72_1_V_NODE_64_length_15059_cov_12.163090||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-T0_1_V_NODE_77_length_14941_cov_11.346970||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_75309||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-T0_2_V_NODE_47_length_14930_cov_7.447462||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_1226493	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2087012||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_76174||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_78646	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2638669||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_130597	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C72_2_V_NODE_85_length_14866_cov_1109.031801||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_628003||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2740792||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3392553	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_1_C_NODE_2935_length_14856_cov_13.635160||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_973157||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2375102||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-C0_2_C_NODE_2116_length_16388_cov_22.367110_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_1_V_NODE_176_length_14840_cov_19.181603||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-megahit_k141_660289||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_2_C_NODE_3275_length_14837_cov_18.629279||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_3807610||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-cf_coassembly_k141_3760973||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1108797||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_681897||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_2959710||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1164499||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_949402	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_1932153	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2175892||full_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C72_1_V_NODE_66_length_14776_cov_17.037294||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-C72_2_C_NODE_921_length_29089_cov_155.147861||full_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C72_2_C_NODE_65_length_117042_cov_23.823391||0_partial_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-megahit_k141_775903	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_999794||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-vf_coassembly_k141_38721||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_249532||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_403561||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-cf_coassembly_k141_3575830	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2574959||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_962351||full_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_315886||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1297064	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_25750||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_298428||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_2744956||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-C72_1_C_NODE_2986_length_14703_cov_23.287548||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_901957||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_1174630||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_1106500||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_447774	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3057108||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2924256||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_1461387	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-megahit_k141_37756||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-megahit_k141_165518||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_2823795||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_3880736||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2236616||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-vf_coassembly_k141_140286||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-megahit_k141_768679||full	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	other_Nucleocytoviricota
KSW-T72_1_V_NODE_184_length_14640_cov_7.764415||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_2183199||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_138962||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3064250	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-C72_2_C_NODE_2499_length_14979_cov_39.655320||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C72_1_V_NODE_69_length_14630_cov_10.108954	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1215140||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_558975||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C72_2_V_NODE_80_length_15505_cov_7.763172||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3028580||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_517263||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_2_C_NODE_2591_length_14599_cov_6.343784||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_444719	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-megahit_k141_306600||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_2272461||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_1_V_NODE_185_length_14568_cov_8.015641	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_692648_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2724490||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-cf_coassembly_k141_2767148||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae
KSW-T72_1_C_NODE_2754_length_14722_cov_6.425922||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-T72_2_C_NODE_3283_length_14809_cov_8.626203||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C72_1_C_NODE_3005_length_14649_cov_14.430999||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_367911||full_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_428610	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C72_2_V_NODE_90_length_14539_cov_8.543772||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-megahit_k141_209577||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_1412376	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2783066	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_2nd_assembly_k141_1551132||full	Viruses	Nucleocytoviricota	Megaviricetes	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_977184	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C72_1_C_NODE_3036_length_14504_cov_22.787252||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-C0_2_C_NODE_2477_length_14501_cov_12.146753||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_1_C_NODE_3037_length_14495_cov_9.831787	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C0_2_C_NODE_2480_length_14493_cov_10.691370||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_279545||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-C0_1_C_NODE_2999_length_14484_cov_19.083235||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3128140	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_1_C_NODE_3022_length_14564_cov_8.811427||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_1_V_NODE_188_length_14465_cov_6.047536||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_3486405||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_454952||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3178356||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2349841||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-T72_1_V_NODE_189_length_14462_cov_24.449504||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2564465||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-vf_coassembly_k141_548463||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-vf_coassembly_k141_16771||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_2_C_NODE_1394_length_22342_cov_97.239736||full_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_1657708	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_2046775||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C72_2_V_NODE_91_length_14390_cov_11.965957	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_431274||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_1_C_NODE_3070_length_14379_cov_236.126361||full	Viruses	Nucleocytoviricota	Megaviricetes	UNCLASSIFIED	other_Nucleocytoviricota
KSW-megahit_k141_960387||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_554795||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_49104||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_C_NODE_2500_length_14392_cov_10.761666||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_2_C_NODE_2649_length_14365_cov_8.333054||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_48869||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C0_2_C_NODE_2515_length_14359_cov_23.763353	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_2_C_NODE_2545_length_14798_cov_229.394221||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-vf_coassembly_k141_672747||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_1802630||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_522229||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-T72_2_C_NODE_2701_length_16742_cov_38.232696||full_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_1279668||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_608542||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3530031||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_464569||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_2_C_NODE_2654_length_14336_cov_57.525663	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-C0_2_C_NODE_2521_length_14336_cov_9.210139||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_2340402||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae
KSW-vf_coassembly_k141_862971	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_1838511	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3272475||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1593715||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-C72_1_C_NODE_3084_length_14343_cov_6.881229||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_273636||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-T72_1_V_NODE_195_length_14310_cov_16.767380||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_103384||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_243345||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_1015822||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_941078	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_692223||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_1553525||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-vf_coassembly_k141_135778||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-megahit_k141_1026392||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_643718||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_882449||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_980460||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
