group	abundance
T0	0.316514719
T0	0.492310221
T0	0.322620893
T0	0.515309132
T0	0.362319923
T0	0.431852489
T0	0.32733306
T0	0.311509571
T0	0.534790122
T0	0.375157087
T0	1.36274271
T0	0.990891895
T0	0.323544269
T0	2.650375567
T0	2.374429196
T0	1.038731006
T0	2.192605055
T0	1.1057635
T0	0.926236948
T0	0.771029447
T0	0.485476023
T0	0.636122705
T0	0.532629689
T0	1.428882595
T0	1.332804164
T0	0.707907092
T0	1.432623304
T0	1.207832057
T0	0.770864231
T0	1.379781295
T0	0.71981057
T0	1.175325502
T0	2.301393326
T0	0.818855758
T0	0.468243102
T0	0.49187204
T0	1.021348635
T0	1.206097215
T0	1.297055025
T0	0.446655479
T0	2.329144002
T0	0.788032587
T0	0.920078605
T0	0.61369291
T0	4.384778449
T0	2.008808243
T0	1.042447253
T0	1.226618488
T0	2.93286567
T0	1.053094739
T0	1.018943494
T0	0.609709103
T0	1.132684968
T0	1.765528686
T0	0.473415682
T0	0.899668527
T0	3.652695821
T0	1.614577913
T0	2.450428887
T0	0.670778094
T0	4.524393915
T0	1.972388462
T0	1.036599396
T0	1.359147615
T0	0.063827614
T0	3.03350365
T0	0.890841695
T0	1.209395058
T0	0.44801744
T0	0.991073403
T0	1.271130966
T0	0.441997733
T0	0.748726559
T0	3.728424051
T0	2.029381992
T0	2.549943093
T0	0.434276599
T0	4.348832356
T0	1.857244362
T0	0.248172714
T0	0.994909097
T63	0.238547451
T63	0.554093378
T63	0.341042394
T63	0.558164498
T63	0.456893502
T63	0.599363168
T63	0.184665997
T63	0.3306806
T63	0.578818666
T63	0.47719531
T63	0.35525153
T63	1.077438332
T63	0.244825223
T63	0.395930245
T63	0.663010168
T63	0.297888713
T63	1.071449669
T63	0.413298456
T63	0.542251879
T63	0.391806211
T63	1.120894204
T63	0.791052982
T63	0.657278252
T63	0.433235507
T63	0.393357563
T63	0.571497536
T63	1.169202683
T63	0.340690126
T63	0.507007914
T63	0.386208328
T63	0.809922687
T63	1.14273026
T63	0.414049423
T63	0.532156781
T63	0.208584763
T63	0.843218029
T63	0.743097381
T63	0.78678009
T63	0.355277078
T63	1.120301984
T63	0.240338839
T63	0.246183948
T63	0.331648295
T63	0.447936643
T63	2.505896323
T63	0.357472592
T63	0.400363356
T63	0.166627109
T63	0.437356047
T63	0.192926476
T63	0.323744235
T63	0.815777571
T63	0.900186217
T63	0.961411839
T63	0.22878338
T63	0.691939283
T63	0.322543716
T63	0.870186587
T63	0.687465641
T63	0.226044762
T63	0.662611828
T63	0.402207853
T63	0.802002013
T63	0.362243868
T63	1.311608655
T63	3.889636345
T63	0.511409922
T63	0.743782775
T63	0.301480776
T63	0.332780711
T63	0.495535874
T63	0.599567254
T63	0.438414874
T63	0.69891713
T63	0.590040157
T63	0.643152811
T63	0.425583565
T63	0.332346602
T63	1.098763305
T63	0.293530737
T63	0.56713768
T63	0.33270025
T63	1.788872129
T63	0.276396379
T63	0.325711442
T63	0.477884537
T63	0.826544533
T63	0.38071108
T63	1.755057537
T63	0.433549448
T63	1.04724394
T63	0.381964636
T63	1.840160441
T63	1.572178384
T63	0.300896212
T63	1.219367377
T63	0.294784555
T63	0.631079925
T63	0.350019314
T63	0.427249552
T63	0.314420404
T63	0.431995155
T63	0.349724397
T63	0.223457182
T63	0.640399271
T63	1.84038359
T63	0.350055607
T63	0.432844209
T63	0.970009679
T63	0.87135004
T63	1.430583618
T63	1.838405947
T63	1.147591775
T63	0.397696718
T63	1.007218581
T63	1.404423166
T63	1.095228474
T63	1.547078464
T63	0.802051903
T63	0.375266606
T63	1.825572676
T63	0.260565954
T63	0.234538213
T63	0.759787618
T63	0.363350347
T63	0.341028987
T63	2.788195956
T63	0.773577846
T63	0.837718959
T63	0.524725944
T63	0.276525278
T63	0.880666536
T63	0.483801011
T63	1.405112909
T63	0.984981352
T63	1.017749793
T63	0.860687428
T63	0.249629257
T63	0.700121355
T63	0.295431324
T63	0.31091915
T63	0.780668236
T63	0.516280275
T63	1.169607169
T63	1.205176069
T63	3.844386952
T63	0.444555931
T63	0.670183488
T63	0.11021363
T63	1.472176447
T63	0.374330764
T63	0.1751782
T63	0.096922305
T63	0.324281879
T63	1.040734072
T63	0.119700144
T63	0.077519395
T63	2.441358564
T63	0.369935058
T63	1.104757642
T63	0.13518504
T63	4.110159984
T63	0.874211265
T63	0.547778273
T63	0.702833537
T63	0.172421362
T63	1.435903122
T63	0.248836972
T63	0.254817319
T63	0.094420342
T63	0.190116066
T63	0.818821155
T63	2.266250588
T63	0.452869424
T63	1.155021105
T63	3.915366061
T63	0.726777806
T63	0.669181568
