group	abundance
C0	1.257447594
C0	1.535473372
C0	1.334805588
C0	0.954009264
C0	0.853665164
C0	0.681540246
C0	0.693090637
C0	1.032208485
C0	1.329912178
C0	0.763577051
C0	1.26091165
C0	0.912907419
C0	0.897034728
C0	1.379627483
C0	1.055780938
C0	0.911702932
C0	0.858336588
C0	0.876019493
C0	0.927715593
C0	1.303691216
C0	1.753611957
C0	1.477906733
C0	1.361510181
C0	0.7719893
C0	1.17416117
C0	1.596383524
C0	1.179810768
C0	1.17809452
C0	1.102940019
C0	1.407917603
C0	1.299846452
C0	0.726780902
C0	0.94712516
C0	1.553187113
C0	1.05408645
C0	0.829847169
C0	0.80152129
C0	1.180340789
C0	1.135485925
C0	0.643040246
C0	0.899846209
C0	1.129397741
C0	1.681274442
C0	1.055590304
C0	1.486704855
C0	1.382004464
C0	1.272658055
C0	1.335995511
C0	1.346447942
C0	1.381842641
C0	1.057274949
C0	0.811664938
C0	0.809393419
C0	0.833011733
C0	0.872404111
C0	0.924842031
C0	0.69019413
C0	0.829330492
C0	0.762829528
C0	0.841797674
C0	0.757693707
C0	0.854307639
C0	0.744763222
C0	0.887735461
C0	0.87071611
C0	1.364578534
C0	1.13827067
C0	0.999401564
C0	1.060185826
C0	1.499746066
C0	1.240319236
C0	1.230978183
C0	0.767473594
C0	0.868814244
C0	1.595671778
C0	1.083022911
C0	1.227353184
C0	0.877818163
C0	0.722503368
C0	0.742078053
C0	1.437368295
C0	1.089322943
C0	1.354811005
C0	0.954720356
C0	1.037609939
C0	1.360459981
C0	1.232078832
C0	1.572048427
C0	0.833725977
C0	0.756335268
C0	1.084061701
C0	0.648355229
C0	1.290736999
C0	0.704956098
C0	0.82954399
C0	0.852184915
C0	1.293160566
C0	1.448734896
C0	1.046823395
C0	0.803230691
C0	0.674521377
C0	0.702325948
C0	1.241023618
C0	1.190433143
C0	1.470533235
C0	0.966856298
C0	1.171828479
C0	1.37211128
C0	1.283352029
C0	1.14375394
C0	1.38877114
C0	0.994332883
C0	1.178555564
C0	0.654882568
C0	0.919722933
C0	1.44456158
C0	1.647478984
C0	1.343991457
C0	0.986512244
C0	1.597743153
C0	0.906003968
C0	1.16560414
C0	0.866441235
C0	1.453484288
C0	0.889083789
C0	1.277552374
C0	1.065636061
C0	0.872588661
C0	1.268097596
C63	1.041273949
C63	1.435411894
C63	1.429481787
C63	1.266199935
C63	1.250877381
C63	1.4396335
C63	0.590803841
C63	1.379957684
C63	1.60411779
C63	1.636963715
C63	0.652158932
C63	0.932408159
C63	0.735145528
C63	1.08060001
C63	1.645403797
C63	0.957978122
C63	0.820420391
C63	1.458533938
C63	1.1716273
C63	1.012893342
C63	1.369835936
C63	1.179067938
C63	0.828992295
C63	1.793677258
C63	2.511457677
C63	0.932422783
C63	1.038159279
C63	0.911831707
C63	0.864307176
C63	1.952488476
C63	1.771064617
C63	1.367931809
C63	0.897462413
C63	0.883250023
C63	0.809758367
C63	1.164387568
C63	2.001283769
C63	0.710826421
C63	1.15938989
C63	1.512490027
C63	2.225592851
C63	2.242943437
C63	0.887403228
C63	1.302958989
C63	1.642971063
C63	0.680589234
C63	0.662008282
C63	0.596911136
C63	1.508395343
C63	1.333858601
C63	0.832900814
C63	1.952531061
C63	2.482748177
C63	1.38345565
C63	1.333082152
C63	1.341441113
C63	1.451203107
C63	1.241239652
C63	1.543069758
C63	0.81798756
C63	0.998790915
C63	0.98406068
C63	1.549833516
C63	1.682741339
C63	1.197981068
C63	0.892383218
C63	0.874167632
C63	1.393264242
C63	0.574645747
C63	0.652445084
C63	2.221666655
C63	1.654953724
C63	1.075985596
C63	1.104106732
C63	2.444426979
C63	1.859548515
C63	1.747890356
C63	1.0407848
C63	1.490448534
C63	0.597954786
C63	2.169346621
C63	1.642014689
C63	0.793371431
C63	2.445702757
C63	1.22538034
C63	1.642111431
C63	1.912738491
C63	1.355355187
C63	1.114374493
C63	2.509282288
C63	1.060996268
C63	1.593995382
C63	2.598364011
C63	1.906775175
C63	1.680300732
C63	2.145656105
C63	1.816907282
C63	1.81446389
C63	0.949369072
C63	0.878248247
C63	1.584005687
C63	0.634890711
C63	0.669169688
C63	0.981882456
C63	0.890577326
C63	1.041715128
C63	0.763531358
C63	0.65177123
C63	0.67397341
C63	2.484143109
C63	1.498515837
C63	2.42898382
C63	0.905723474
C63	0.897125967
C63	0.778901497
C63	0.603859881
C63	0.829871157
C63	1.284631343
C63	2.390039131
C63	2.249051945
C63	1.575678113
C63	1.448836712
C63	2.493427071
C63	0.815135326
C63	1.130248928
C63	0.967782235
C63	1.28757642
C63	0.666205167
C63	2.196001962
C63	0.964509148
C63	2.606878047
C63	0.77702134
C63	1.266434916
C63	1.499529939
C63	0.579222812
C63	0.620539397
C63	1.565197153
C63	1.222704066
C63	1.227470173
C63	1.142828639
C63	0.899403347
C63	0.995096423
C63	2.320756923
C63	1.609283804
C63	0.828591267
C63	1.005834723
C63	0.974053369
C63	1.276520074
C63	2.56160218
C63	1.181516487
C63	1.320774146
C63	1.523327105
C63	1.534634581
C63	0.825991481
C63	1.760417507
C63	1.281453429
C63	1.275201903
C63	2.280618657
C63	1.712724039
C63	1.516378021
C63	1.676224501
C63	2.432166675
C63	0.88540705
C63	0.61459861
C63	0.703646374
C63	1.490725267
C63	0.774380087
C63	0.567777834
C63	0.690980788
C63	0.67068349
C63	0.978701723
C63	0.602981617
C63	1.504706663
C63	1.470118692
C63	2.056104174
C63	0.751998328
C63	1.247020946
C63	1.372255428
C63	0.654736767
C63	0.77174659
C63	1.100044392
C63	2.477274577
C63	1.500451194
C63	1.104890626
C63	0.619412096
C63	0.716719839
C63	0.600666332
C63	0.929578717
C63	0.909772342
C63	0.955338202
C63	0.674296954
C63	1.014898723
C63	0.678168636
C63	2.571183985
C63	1.643035139
C63	1.22541381
C63	0.98193131
C63	0.937842639
C63	0.581933282
C63	0.826824577
C63	0.653456345
C63	0.891162096
C63	0.744073762
C63	2.315568994
C63	1.151799886
C63	1.506778146
C63	1.491621982
C63	1.700386791
C63	0.807789239
C63	0.642488371
C63	1.128482501
C63	0.949827282
C63	0.721355447
C63	0.816851403
C63	0.797873219
C63	0.621218151
C63	1.555950495
C63	1.598430232
C63	1.030534472
C63	1.473417623
C63	1.346012193
C63	1.991007721
C63	2.19738326
C63	1.060161968
C63	1.054718781
C63	1.047256015
C63	0.884807056
C63	1.45303054
C63	0.83927627
C63	1.180548175
C63	0.549549957
C63	1.102435284
C63	1.100213723
C63	0.931874146
C63	1.088243887
C63	0.674062729
C63	2.499430828
C63	0.58061516
C63	1.123006099
C63	0.676238542
C63	1.671252397
C63	0.727578536
C63	0.618321229
C63	2.121604617
C63	1.553201475
C63	0.654221654
C63	0.760791145
C63	0.682626659
C63	0.795527957
C63	0.653338769
C63	0.902625239
C63	1.199917678
C63	1.190673284
C63	1.091133626
C63	0.692267115
C63	1.525716963
C63	2.186050772
C63	2.145511831
C63	1.556645337
C63	0.933656903
C63	1.480318632
C63	0.610188751
C63	0.700673264
C63	1.804932505
C63	1.446148691
C63	1.154757251
C63	2.231687881
C63	1.428884568
C63	1.274124745
C63	0.698489461
C63	0.645673567
C63	0.654289068
C63	0.76036483
C63	0.982958051
C63	1.955209956
C63	1.758572897
C63	0.739733059
C63	0.942349696
C63	2.132952758
C63	0.759228948
C63	0.836302844
C63	1.240516251
C63	0.860727355
C63	0.664794948
C63	1.476669817
C63	1.338746199
C63	0.971815736
C63	0.848739281
C63	0.691262522
C63	1.224518042
C63	0.79044189
C63	0.917066398
C63	0.666623527
C63	1.851195035
C63	1.304310827
C63	1.574008105
C63	1.230029983
C63	0.680853284
C63	1.200979195
C63	0.758686038
C63	0.749449989
C63	0.830527145
C63	1.150931381
C63	1.337165439
C63	1.728074469
C63	1.397781792
C63	1.557860821
C63	0.565964826
C63	0.530489208
C63	0.987278936
C63	1.589788726
C63	1.362017697
C63	0.568648078
C63	1.620366545
C63	1.923100647
C63	0.803817854
C63	0.74155099
C63	1.931261784
C63	1.352518956
C63	1.22586614
C63	0.857353626
C63	1.026553447
C63	0.885241982
C63	1.518441236
C63	0.771422432
C63	2.194042245
C63	1.709167287
C63	0.703562104
C63	0.799975761
C63	1.342451185
C63	1.836234272
C63	1.424655124
C63	1.091708838
C63	0.752559024
C63	0.964786076
C63	0.712976814
C63	1.195735779
C63	1.331295065
C63	0.691762164
C63	1.364252214
C63	0.664824209
C63	1.068013335
C63	0.655217523
C63	1.305786736
C63	0.858262236
C63	0.569516735
C63	1.391691815
C63	2.216156477
C63	1.652990581
C63	1.345976227
C63	1.971042771
C63	0.574890193
C63	0.877973066
C63	0.698481931
C63	0.741659867
C63	0.957721807
C63	0.830719694
C63	1.41113149
C63	1.143064382
C63	0.680109277
C63	0.867390905
C63	1.466528204
C63	1.497760264
C63	0.70923905
C63	0.773749426
C63	1.070163886
C63	2.074740304
C63	0.868528885
C63	1.672031323
C63	1.672036128
C63	1.470390202
C63	1.456952148
C63	1.662449212
C63	1.612711122
C63	1.056185002
C63	0.543962895
C63	1.208734755
C63	1.056215643
C63	0.585918731
C63	1.021848719
C63	0.688518595
C63	1.215494828
C63	2.483118805
C63	0.576436389
C63	0.563036418
C63	0.539848556
C63	1.827749341
C63	1.677737158
C63	1.601666386
C63	0.552451988
C63	0.545935683
C63	1.404682268
C63	1.892560106
C63	1.011222869
C63	2.19435608
C63	1.30135375
C63	0.539432827
C63	1.575252407
C63	0.993671964
C63	0.918042804
C63	0.805878306
C63	1.817504319
C63	2.460537093
C63	0.924370582
C63	1.652121258
C63	1.719040834
C63	1.693767827
C63	1.829827184
C63	0.973701436
C63	1.074364693
C63	1.740643966
C63	1.67692377
C63	0.640306362
C63	1.263932755
C63	1.039923036
C63	2.465361136
C63	2.420066603
C63	1.729154175
C63	2.088127261
C63	1.706198084
C63	2.135624414
C63	1.96569127
C63	2.42013199
C63	0.804622138
C63	1.024550479
C63	1.80335068
C63	1.623568442
C63	1.003298158
C63	2.486119801
C63	2.429009842
C63	1.796882323
C63	2.57464015
C63	1.795307664
C63	1.078478206
C63	1.26464851
C63	2.141371311
C63	1.212165916
C63	0.561972761
C63	1.744740092
C63	0.595107321
C63	0.600160997
C63	2.375650265
C63	0.642954116
C63	2.460832619
C63	1.692988372
C63	0.842971705
C63	2.405517141
C63	0.514035488
C63	0.954848121
C63	2.677834296
C63	2.362909453
C63	2.217885021
C63	2.47140077
C63	0.764890896
C63	1.01721942
C63	0.91173928
C63	2.170939185
C63	0.531137197
C63	2.576376438
C63	1.498809981
C63	0.694844372
C63	1.822938621
C63	0.683243526
C63	0.77459411
C63	0.828020388
C63	2.520041598
C63	1.292859631
C63	2.296347557
C63	2.534345817
C63	1.011852326
C63	1.572997576
C63	1.694191966
C63	2.085593515
C63	1.432415381
C63	1.435651788
C63	2.251973021
C63	1.142434489
C63	0.975876262
C63	1.060061567
C63	2.411677187
C63	1.644114698
C63	0.796147092
C63	0.529730458
C63	0.673903278
C63	0.887239322
C63	1.65283941
C63	1.148135167
C63	0.675447776
C63	0.839243075
C63	1.723290707
C63	0.721617942
C63	0.655661819
C63	1.667626281
C63	0.918505089
C63	0.621826841
C63	0.639260119
C63	2.542124739
C63	0.976879843
C63	2.615792363
C63	0.631050748
C63	0.513620215
C63	0.626662221
C63	0.72179977
C63	2.292349878
C63	0.731267051
C63	1.838764905
C63	0.884016276
C63	1.56769322
C63	0.59288529
C63	1.565443548
C63	0.497220417
C63	0.562093936
C63	1.931451107
C63	1.671611222
C63	1.50796849
C63	1.077063684
C63	2.181410535
C63	1.085743015
C63	0.768029589
C63	0.688935241
C63	0.878752513
C63	2.307582204
C63	1.3533215
C63	1.304135321
C63	0.982629243
C63	0.675132678
C63	2.478150672
C63	2.46846899
C63	0.799944578
C63	1.859885925
C63	2.087700406
C63	1.718007433
C63	0.580584668
C63	0.729839933
C63	0.5862779
C63	1.083925385
C63	1.459979956
C63	0.608411626
C63	1.554900884
C63	0.932576979
C63	2.149313384
C63	2.140222295
C63	1.755340192
C63	1.829897931
C63	2.137180232
C63	1.634050021
C63	0.692529601
C63	2.188772728
C63	1.747554232
C63	1.567718778
C63	0.540023847
C63	1.739312212
C63	0.606904633
C63	1.861393861
C63	2.115227398
C63	0.613796942
C63	2.119598635
C63	2.102457066
C63	1.734285298
C63	1.420708638
C63	1.437708526
C63	1.727706729
C63	0.923545308
C63	1.013736148
C63	1.73763647
C63	2.569705299
C63	0.550397047
C63	0.69107431
C63	1.086249463
C63	0.976808658
C63	0.964143143
C63	1.581127713
C63	1.009001155
C63	1.124685958
C63	1.090949199
C63	1.340615459
C63	0.62214849
C63	1.735353294
C63	0.896813027
C63	0.753285538
C63	1.252974568
C63	1.077904228
C63	1.519854628
C63	0.955183763
C63	1.652617606
C63	1.332358785
C63	0.715906268
C63	0.632781991
C63	0.647831177
C63	0.736087262
C63	0.629730899
C63	1.716426074
C63	2.455915044
C63	1.344164475
C63	1.065216481
C63	1.032941864
C63	0.712606901
C63	0.476696742
C63	1.542497031
C63	0.653768605
C63	1.764013821
C63	0.966018423
C63	1.129212679
C63	2.134328383
T0	1.462760886
T0	1.225608092
T0	1.186194183
T0	1.479384204
T0	1.244046327
T0	1.699376366
T0	1.155193669
T0	1.197034774
T0	1.236696264
T0	1.217323094
T0	1.363730201
T0	1.591870377
T0	1.252875327
T0	1.313484367
T0	1.134742152
T0	1.173630188
T0	1.451867317
T0	1.640133564
T0	1.342586438
T0	1.662692494
T0	1.911322183
T0	1.725576721
T0	1.211773362
T0	1.725614512
T0	1.424844083
T0	1.69332988
T0	1.338164143
T0	1.448320337
T0	1.406788679
T0	1.31082528
T0	1.345309964
T0	1.007669871
T0	1.232553387
T0	1.312292518
T0	1.218497273
T0	1.365886604
T0	2.411467255
T0	1.314253276
T0	1.881553548
T0	1.330023484
T0	1.240036878
T0	1.377491697
T0	1.901157971
T0	1.864253834
T0	1.779261421
T0	1.168956373
T0	1.334843717
T0	1.914188085
T0	1.707137429
T0	1.579931917
T0	1.163052489
T0	2.359412513
T0	1.860999726
T0	1.017811991
T0	1.464252171
T0	1.28080975
T0	1.19014693
T0	1.272729886
T0	1.737464175
T0	1.159789607
T0	1.031910077
T0	1.993376263
T0	2.361475116
T0	1.208024169
T0	1.363883827
T0	1.305380608
T0	1.63434289
T0	1.874051224
T0	1.355765317
T0	1.292262408
T0	1.068682603
T0	1.192847285
T0	1.009971864
T0	1.493283852
T0	1.505728968
T0	1.554917731
T0	1.289363899
T0	0.96608196
T0	1.415552911
T0	1.551269936
T0	1.494565003
T0	1.105201061
T0	1.891748143
T0	1.182022783
T0	1.112498224
T0	1.359683415
T0	1.276254603
T0	1.227782076
T0	1.390122075
T0	1.198003312
T0	1.447729714
T0	1.282106521
T0	1.196474063
T0	1.314630654
T0	1.774062872
T0	1.758064949
T0	1.278329706
T0	1.324035393
T0	1.344236784
T0	1.313377267
T0	1.566672855
T0	1.591973113
T0	1.539985307
T0	1.534826451
T0	1.419480985
T0	1.459218207
T0	2.033754658
T0	1.427127847
T0	1.28859831
T0	1.302238907
T0	1.480499329
T0	1.312609256
T0	1.013117233
T0	1.480122576
T0	1.958908583
T0	1.829002171
T0	1.906695206
T0	1.211368307
T0	1.271235308
T0	1.571457963
T0	1.393246911
T0	1.533697315
T0	1.423309112
T0	1.072438762
T0	1.972369996
T0	1.115939386
T0	1.670833405
T0	1.331616806
T0	2.232920115
T0	1.381386281
T0	1.228292388
T0	1.802452502
T0	1.832910768
T0	1.200424473
T0	1.573306445
T0	1.080780699
T0	1.562546704
T0	1.453307804
T0	1.28597066
T0	1.116390144
T0	1.312540979
T0	1.466828769
T0	1.340477092
T0	1.671823075
T0	1.34358458
T0	1.029339757
T0	1.386759535
T0	1.252207661
T0	1.317957776
T0	0.983475543
T0	1.399928271
T0	1.164411363
T0	1.616136369
T0	1.236004471
T0	1.780818478
T0	1.245565866
T0	1.161383337
T0	1.313581989
T0	1.356719122
T0	1.399566986
T0	1.83642622
T0	1.107247053
T0	1.280287993
T0	2.114923784
T0	1.969562415
T0	1.498131588
T0	1.166483472
T0	1.156765821
T0	1.750029296
T0	1.732417324
T0	1.580122386
T0	1.058500349
T0	1.480531949
T0	1.310615833
T0	1.57300901
T0	1.677175044
T0	1.37316051
T0	1.17834924
T0	1.127284475
T0	1.129362437
T0	1.628598792
T0	1.879790333
T0	1.113529272
T0	1.078765572
T0	1.128895193
T0	1.568823376
T0	1.664624303
T0	1.294753295
T0	1.394197106
T0	1.010231223
T0	1.080499462
T0	1.301750153
T0	1.754825828
T0	1.168293871
T0	1.672558391
T0	1.387030014
T0	1.371149872
T0	1.941850611
T0	1.146220624
T0	1.17616213
T0	1.584444138
T0	1.882578181
T0	1.069261468
T0	1.248879554
T0	1.273847541
T0	1.142249299
T0	1.394122035
T0	1.344046607
T0	1.95901583
T0	1.866238353
T0	1.608156362
T0	1.375156721
T0	1.3100189
T0	1.293291205
T0	1.081757641
T0	1.340299822
T0	1.138012429
T0	1.091994155
T0	1.201547053
T0	1.669413028
T0	1.797713278
T0	1.27206499
T0	1.171306374
T0	1.178476041
T0	1.778997914
T0	1.120227805
T0	1.526264652
T0	2.091835333
T0	1.173948878
T0	1.480043137
T0	1.187712445
T0	2.202114865
T0	1.316354516
T0	2.164603871
T0	1.926867728
T0	1.163653525
T0	1.45356406
T0	1.747993854
T0	1.24365939
T0	1.003881137
T0	2.301455765
T0	1.148739892
T0	1.976386317
T0	1.349193284
T0	1.508892193
T0	1.223351325
T0	1.33473575
T0	1.082228183
T0	2.023215327
T0	1.207397797
T0	1.309209507
T0	1.732311437
T0	0.938951653
T0	1.20587089
T0	1.358505227
T0	1.241725491
T0	1.534609599
T0	1.732312443
T0	1.856058993
T0	2.40186089
T0	1.106334459
T0	1.965838118
T0	2.180858738
T0	1.583867616
T0	1.198628582
T0	1.162884334
T0	1.159278881
