Contig	C0_1_V	C0_2_V	C63_1_V	C63_2_V	T0_1_V	T0_2_V	T63_1_V	T63_2_V
KSW-C63_1_V_NODE_408_length_6424_cov_21.953682||full	5.326591	3.89739	9.157836	12.8956585	15.685108	7.21709	9.183692	5.2338734
KSW-C63_1_V_NODE_415_length_6398_cov_19.603027||full	0	0	5.2869935	2.281378	2.2639465	0	2.7385116	0.9293223
KSW-C63_1_V_NODE_419_length_6345_cov_15.342130||full	0	0	16.005758	0	0	0	0	0
KSW-C63_1_V_NODE_422_length_6318_cov_25.575443||full	26.743359	32.56715	11.363378	4.1029987	16.982388	11.924316	1.1780479	0
KSW-C63_1_V_NODE_427_length_6296_cov_4.322865||full	2.1609612	0	2.3025696	1.7065446	2.3231418	0	8.218831	5.8461127
KSW-C63_1_V_NODE_429_length_6275_cov_10.936656||full	32.291355	6.650115	10.527019	4.6669927	17.523653	15.768118	2.4671693	7.8709793
KSW-C63_1_V_NODE_446_length_6168_cov_7.062326||full	0	0	4.1463594	2.0574994	2.2390268	0	5.4998064	2.7042167
KSW-C63_1_V_NODE_462_length_6044_cov_5.357489||full	4.4006357	0	2.407487	1.1734612	5.5037084	0	6.451398	1.6678423
KSW-C63_1_V_NODE_470_length_6002_cov_4.727426||full	3.7450392	37.15773	2.2651284	5.4067082	1.9550593	12.141243	0	1.2917073
KSW-C63_1_V_NODE_473_length_5985_cov_3.974368||full	17.031473	15.967852	3.8781064	2.5760205	4.53863	2.9294648	0	0
KSW-C63_1_V_NODE_476_length_5940_cov_4.588955||full	0	0	4.4049535	0	0	0	0	0
KSW-C63_1_V_NODE_478_length_5928_cov_70.762813||full	0	8.334895	40.182705	10.679383	24.171555	2.459821	26.160505	9.944617
KSW-C63_1_V_NODE_479_length_5924_cov_9.516442||full	0	0	7.13762	0	3.0946093	0	4.1820765	1.9637474
KSW-C63_1_V_NODE_491_length_5846_cov_3.584873||full	0	0	2.3953874	0	0	0	0	0
KSW-C63_1_V_NODE_494_length_5829_cov_4.002251||full	0	0	1.3500386	1.474891	2.2916276	0	1.1639651	0
KSW-C63_1_V_NODE_496_length_5821_cov_23.655741||full	57.29316	31.61265	19.703869	3.1882696	32.321377	47.991932	0	0
KSW-C63_1_V_NODE_506_length_5760_cov_17.611218||full	4.618414	2.764822	10.960103	6.0392494	6.9941583	0	27.03359	13.688869
KSW-C63_1_V_NODE_509_length_5742_cov_3.553895||full	0	0	2.1427512	4.979087	2.6714048	0	7.766004	4.318834
KSW-C63_1_V_NODE_511_length_5737_cov_66.867476||full	53.903133	36.415413	31.04356	28.826845	50.5112	18.148438	22.45018	11.180517
KSW-C63_1_V_NODE_517_length_5674_cov_75.197188||full	51.473343	28.309704	33.276375	35.79383	62.9074	25.238565	43.301136	45.03623
KSW-C63_1_V_NODE_533_length_5521_cov_8.255580||full	0	0	7.7111034	2.0918252	4.217375	0	4.644299	2.0573454
KSW-C63_1_V_NODE_534_length_5513_cov_4.034628||full	8.776586	3.06669	3.675719	3.3912425	9.610075	4.4722147	2.8545842	2.3923979
KSW-C63_1_V_NODE_545_length_5458_cov_5.612993||full	0	3.1571796	2.847666	3.050387	5.724623	1.0816083	2.1582077	1.1134942
KSW-C63_1_V_NODE_555_length_5417_cov_3684.083551||full	3807.929	1893.468	3082.2808	5680.9385	3267.2651	1421.5471	4066.9336	1583.3727
KSW-C63_1_V_NODE_564_length_5375_cov_23.715414||full	45.38035	43.843136	13.633025	5.077437	22.19651	24.302353	1.7809103	2.647348
KSW-C63_1_V_NODE_567_length_5351_cov_6.161631||full	0	0	3.4561543	11.349023	0	0	14.564383	7.51543
KSW-C63_1_V_NODE_569_length_5342_cov_6.684698||full	15.5187435	2.3723505	4.711539	5.514927	11.649073	1.8516413	12.0595255	3.8466096
KSW-C63_1_V_NODE_589_length_5228_cov_9.763580||full	0	0	8.956686	1.4096047	0	0	12.762183	7.4202714
KSW-C63_1_V_NODE_598_length_5168_cov_6.459613||full	6.6731467	2.4593003	3.759566	1.7385197	9.464368	1.2787846	3.151353	1.7760032
KSW-C63_1_V_NODE_603_length_5138_cov_2.837104||full	0	2.4047024	2.2592707	1.1686975	2.6881402	0	1.467329	0
KSW-C63_1_V_NODE_613_length_5110_cov_4.839763||full	0	0	4.3122993	2.1098478	1.6394509	1.2912302	1.364721	1.3158983
KSW-C63_1_V_NODE_619_length_5077_cov_5.764237||full	0	0	3.4870899	1.3975171	1.8727326	0	2.5239503	0
KSW-C63_1_V_NODE_629_length_5019_cov_4.866841||full	2.3413727	0	3.920118	3.4805055	7.7594953	0	13.650699	6.4412084
KSW-C63_1_V_NODE_631_length_5015_cov_16.528831||full	41.14456	43.0502	9.101933	6.1229587	23.387362	27.872166	1.6724645	2.0112607
KSW-C63_2_V_NODE_1_length_95852_cov_10.476466||full	0	0	0	3.170359	6.610342	4.9787683	10.172965	18.838522
KSW-C63_2_V_NODE_2_length_76320_cov_18.241133||full	4.39825	3.1607885	8.595279	9.845383	7.6904826	4.3144445	7.169521	4.5007114
KSW-C63_2_V_NODE_3_length_73377_cov_76.935258||full	12.997649	6.249062	14.344099	44.099857	25.810417	25.116716	29.0505	113.616684
KSW-C63_2_V_NODE_6_length_47699_cov_10.945261||full	0	0	3.429887	6.6654882	0	0	1.1413152	0
KSW-C63_2_V_NODE_8_length_38542_cov_10.219763||full	0	0	0	5.7652984	2.1197302	0	4.4992757	8.55808
KSW-C63_2_V_NODE_9_length_38173_cov_10.612676||full	0	0	4.0804234	7.082994	0	0	1.2659563	1.1512964
KSW-C63_2_V_NODE_11_length_36397_cov_17.552116||full	0	0	4.4738526	7.1595826	3.5236964	1.0742067	7.2812133	3.8755276
KSW-C63_2_V_NODE_23_length_28206_cov_7.475223||full	6.1726217	4.802462	2.0677636	4.642029	9.10042	3.2551596	4.359883	4.0311766
KSW-C63_2_V_NODE_26_length_26236_cov_6.819296||full	0	5.4501233	9.781438	4.1904473	7.573429	0	7.6434445	3.6799417
KSW-C63_2_V_NODE_34_length_22890_cov_9.682680||full	0	0	3.8570678	3.6347444	3.4007537	0	6.019723	2.4164777
KSW-C63_2_V_NODE_39_length_20760_cov_22.484086||full	0	0	17.68693	8.42009	0	0	8.853332	14.8845625
KSW-C63_2_V_NODE_46_length_19623_cov_19.459066||full	0	0	1.7237971	9.078917	0	0	11.352986	5.5989265
KSW-C63_2_V_NODE_55_length_18333_cov_6.289857||full	4.7483187	3.5097287	2.9497116	3.7870219	4.6659975	1.5713905	5.2096205	3.6799805
KSW-C63_2_V_NODE_56_length_18172_cov_9.084727||full	2.7566788	0	2.056266	3.7534347	2.1920185	0	51.77046	25.720669
KSW-C63_2_V_NODE_58_length_18076_cov_9.457633||full	5.0836606	6.23869	5.6898932	6.0597005	12.983357	2.7651844	5.132866	2.6957023
KSW-C63_2_V_NODE_65_length_17002_cov_14.258158||full	2.1741226	1.9497073	3.6897628	4.637338	6.376012	4.848759	2.6371572	2.8736095
KSW-C63_2_V_NODE_74_length_16168_cov_4.891020||full	0	0	8.0519495	1.9574096	6.018773	0	4.2892914	1.2859342
KSW-C63_2_V_NODE_76_length_16009_cov_7.100852||full	0	0	0	3.1019554	0	0	2.1479056	3.7951334
KSW-C63_2_V_NODE_80_length_15505_cov_7.763172||full	6.166129	7.111989	3.9001172	4.8974733	12.706578	7.133182	2.8343506	3.8273277
KSW-C63_2_V_NODE_85_length_14866_cov_1109.031801||full	474.59708	135.839	110.04312	311.28458	394.04498	178.43762	359.9401	213.60303
KSW-C63_2_V_NODE_90_length_14539_cov_8.543772||full	0	0	0	4.109219	0	0	3.0319302	5.8137712
KSW-C63_2_V_NODE_95_length_13956_cov_4.932811||full	0	7.125408	8.919295	3.2937446	7.8321285	2.0891294	3.988739	2.435627
KSW-C63_2_V_NODE_105_length_13455_cov_10.345004||full	0	2.029284	2.8506029	6.9762774	3.7852144	1.638457	5.1744933	5.1594634
KSW-C63_2_V_NODE_114_length_13087_cov_21.738413||full	11.215151	5.922229	5.0743065	7.0499125	16.46176	6.0595565	8.784466	10.767225
KSW-C63_2_V_NODE_117_length_12843_cov_6.483422||full	0	0	0	2.9740555	0	0	1.8189921	4.408188
KSW-C63_2_V_NODE_119_length_12603_cov_8.094916||full	0	2.0370693	6.0852976	2.4243672	3.7349637	0	3.535083	1.4459873
KSW-C63_2_V_NODE_120_length_12558_cov_7.336399||full	0	0	1.8322777	2.4658372	2.324882	0	5.490827	2.8099346
KSW-C63_2_V_NODE_123_length_12521_cov_8.024627||full	0	0	0	3.8894522	0	0	2.6557245	5.5848627
KSW-C63_2_V_NODE_133_length_12160_cov_19.647997||full	6.013027	5.1205087	9.587507	8.698231	14.244546	4.0803022	8.578446	5.000567
KSW-C63_2_V_NODE_135_length_12133_cov_25.632803||full	9.112517	4.071936	10.666496	12.593518	20.278288	4.992873	22.765707	6.062285
KSW-C63_2_V_NODE_137_length_12055_cov_7.291500||full	0	0	0	3.5413349	0	0	2.3751135	5.789105
KSW-C63_2_V_NODE_142_length_11875_cov_59.274535||full	6.3422775	3.4758534	7.204195	17.449669	23.404556	14.20665	11.3754	40.513596
KSW-C63_2_V_NODE_149_length_11446_cov_5.030111||full	0	0	1.5117697	1.3346093	0	0	0.8063996	0.71133083
KSW-C63_2_V_NODE_153_length_11377_cov_12.395248||full	0	0	4.442612	7.8298173	0	0	1.8050244	1.1929513
KSW-C63_2_V_NODE_156_length_11327_cov_8.099184||full	0	0	3.1602993	4.0710526	3.5170243	0	6.445845	3.458021
KSW-C63_2_V_NODE_165_length_11104_cov_4.940357||full	0	0	1.2043823	3.022204	1.3860223	0	11.274615	33.15306
KSW-C63_2_V_NODE_180_length_10579_cov_9.731376||full	31.223946	105.15028	14.196067	5.520253	64.42562	127.73495	1.3112357	1.8120856
KSW-C63_2_V_NODE_181_length_10559_cov_5.122906||full	0	4.0125055	6.0513997	3.3553958	5.95383	0	4.6698465	2.2095888
KSW-C63_2_V_NODE_188_length_10503_cov_9.855379||full	3.5415947	1.9616641	3.1842656	2.9798243	2.7537987	1.2637625	7.571917	5.684123
KSW-C63_2_V_NODE_191_length_10333_cov_8.404943||full	2.4742212	0	2.8740299	2.336796	2.8913062	0	8.952557	5.466684
KSW-C63_2_V_NODE_192_length_10320_cov_39.392986||full	0	0	3.1063383	14.435006	0	0	18.000698	8.629955
KSW-C63_2_V_NODE_196_length_10216_cov_9.776105||full	0	2.3338685	17.740318	5.0858603	5.721778	0	13.010094	11.392741
KSW-C63_2_V_NODE_201_length_9990_cov_27.587620||full	17.910995	7.4596133	8.612103	9.036058	16.768866	6.779238	9.179449	5.204849
KSW-C63_2_V_NODE_202_length_9989_cov_5.787900||full	0	0	0	2.3487663	0	0	9.392015	4.6581
KSW-C63_2_V_NODE_211_length_9855_cov_9.426224||full	0	0	2.6073344	4.5770164	0	0	0.84539056	0
KSW-C63_2_V_NODE_217_length_9766_cov_4.751828||full	0	0	1.469966	1.6900634	0	0	0	0
KSW-C63_2_V_NODE_231_length_9509_cov_5.000952||full	5.2331057	2.7349918	3.3927233	3.0707998	6.5232043	0	10.374628	3.5895221
KSW-C63_2_V_NODE_237_length_9377_cov_5.996889||full	0	2.2532353	7.9290943	2.720862	3.5968626	0	4.049096	1.5854689
KSW-C63_2_V_NODE_238_length_9365_cov_5.193340||full	0	0	1.8059001	2.825727	2.4649115	1.779081	2.1323204	2.6498706
KSW-C63_2_V_NODE_261_length_8959_cov_22.101864||full	0	0	0	7.705092	0	0	6.908452	3.419563
KSW-C63_2_V_NODE_265_length_8914_cov_7.774128||full	0	0	0	4.729573	0	0	4.2911887	9.020878
KSW-C63_2_V_NODE_273_length_8774_cov_6.668425||full	21.309103	28.951622	11.859767	2.6118007	8.510795	12.794713	0	0
KSW-C63_2_V_NODE_275_length_8746_cov_6.100564||full	5.513098	2.7984087	3.2286756	3.4610977	6.911557	0	11.041687	5.1492743
KSW-C63_2_V_NODE_276_length_8729_cov_6.317616||full	6.4034038	2.8035898	3.3929932	2.4489233	7.9677205	0	10.981017	3.6313367
KSW-C63_2_V_NODE_285_length_8655_cov_4.240930||full	29.241346	26.86966	11.572339	1.6422714	15.680886	28.016264	0.54388213	0
KSW-C63_2_V_NODE_287_length_8607_cov_8.574135||full	0	0	3.4328408	5.4448977	0	0	1.0084898	1.0829866
KSW-C63_2_V_NODE_291_length_8537_cov_4.944471||full	0	0	2.3266103	2.5086215	2.9425993	1.3824213	1.3240514	1.1355119
KSW-C63_2_V_NODE_302_length_8396_cov_4.963673||full	0	7.084355	4.82564	2.4535666	3.5585043	0.90964013	2.5919163	2.2016685
KSW-C63_2_V_NODE_317_length_8182_cov_14.287560||full	10.00506	6.373248	9.245511	5.5626945	12.13887	6.2660866	2.764726	2.971145
KSW-C63_2_V_NODE_319_length_8097_cov_6.024123||full	2.2188895	0	1.6274762	2.8811717	2.1245124	0	1.8615775	0.84614325
KSW-C63_2_V_NODE_320_length_8095_cov_170.122637||full	34.868492	39.265614	40.993755	58.700916	35.92373	23.557896	35.2898	29.722445
KSW-C63_2_V_NODE_323_length_8028_cov_111.034366||full	8.478446	0	37.900753	23.196548	13.533328	13.124279	10.878238	16.504774
KSW-C63_2_V_NODE_326_length_8004_cov_10.103912||full	4.6614404	3.3295014	4.5208664	4.4310884	8.115058	1.5178579	4.789824	2.3738286
KSW-C63_2_V_NODE_327_length_8003_cov_10.731631||full	39.091164	0	17.247215	6.617648	77.76797	36.325245	5.0445213	4.9837856
KSW-C63_2_V_NODE_330_length_7967_cov_19.069009||full	3.469392	5.9972167	5.6286697	7.6886563	10.085678	2.1351392	7.331349	9.800225
KSW-C63_2_V_NODE_331_length_7953_cov_1609.497088||full	908.5989	4374.174	379.8887	447.95746	1692.0988	5180.4375	71.21849	153.7445
KSW-C63_2_V_NODE_340_length_7849_cov_9.278034||full	0	0	3.6967733	5.930859	3.2992573	1.9752619	5.745729	3.4048727
KSW-C63_2_V_NODE_342_length_7807_cov_4.003483||full	0	0	0	1.2580382	0	0	0.48262456	0
KSW-C63_2_V_NODE_345_length_7770_cov_4.513415||full	0	0	1.3920481	2.8967347	2.2136605	0	1.5153846	0.7652046
KSW-C63_2_V_NODE_354_length_7624_cov_49.391597||full	3.943787	0	7.3801937	10.148876	7.1568947	3.2793922	7.2801166	5.8682146
KSW-C63_2_V_NODE_357_length_7584_cov_10.440563||full	0	0	8.203898	6.8828435	101.00561	12.664574	0	0
KSW-C63_2_V_NODE_358_length_7526_cov_4.615714||full	0	0	1.3068798	1.1603225	0	0	0.82628685	0
KSW-C63_2_V_NODE_359_length_7520_cov_5.577763||full	0	0	5.021088	2.6121147	2.8891737	0	11.987533	6.2908
KSW-C63_2_V_NODE_365_length_7421_cov_14.138203||full	13.772621	5.532493	7.267872	7.442828	9.944578	5.075733	4.399465	3.1782525
KSW-C63_2_V_NODE_366_length_7415_cov_12.676766||full	0	0	3.8604176	7.765429	0	0	1.5981331	1.3773618
KSW-C63_2_V_NODE_370_length_7381_cov_6.254027||full	26.304443	43.67908	16.09301	2.9015708	13.092846	20.857063	0	0
KSW-C63_2_V_NODE_372_length_7343_cov_75.571762||full	38.811924	24.506737	21.656954	42.39527	33.377556	16.678596	104.295906	87.59355
KSW-C63_2_V_NODE_374_length_7336_cov_8.071419||full	2.1902158	0	4.76552	4.0742803	4.4957986	0	2.760365	1.1108103
KSW-C63_2_V_NODE_376_length_7332_cov_7.660712||full	0	0	3.809264	4.6146374	0	0	12.258079	7.1229887
KSW-C63_2_V_NODE_379_length_7301_cov_152.650152||full	58.866173	22.931925	46.273006	37.16365	54.345497	9.562254	40.048763	17.330278
KSW-C63_2_V_NODE_380_length_7285_cov_171.417981||full	14.607961	0	65.22939	41.294113	26.720875	26.353039	22.320734	40.582684
KSW-C63_2_V_NODE_383_length_7268_cov_7.843477||full	0	0	2.1429186	2.0132399	0	0	0.7665701	0.6239859
KSW-C63_2_V_NODE_386_length_7224_cov_558.355838||full	73.99116	16.01037	87.30356	109.87583	72.54956	46.03878	90.74681	209.20189
KSW-C63_2_V_NODE_391_length_7177_cov_3.655434||full	0	0	0.93338513	1.4125783	2.1483088	1.4977088	0	0
KSW-C63_2_V_NODE_402_length_7051_cov_6.748999||full	3.037748	1.981972	1.8129295	2.0700674	5.8417745	1.6984231	1.6164944	1.3381926
KSW-C63_2_V_NODE_417_length_6968_cov_8.578765||full	4.993081	3.7107759	4.604592	4.5542965	6.1167903	3.0101392	2.5731153	1.7373497
KSW-C63_2_V_NODE_435_length_6810_cov_4.541081||full	1.7250773	0	0	2.7246406	3.490055	0	1.3004279	0
KSW-C63_2_V_NODE_444_length_6725_cov_43.140630||full	3.1401942	0	7.4482245	12.915937	6.034361	3.5495698	11.088047	6.46182
KSW-C63_2_V_NODE_445_length_6723_cov_3.522346||full	0	0	0	1.7795635	0	0	1.6102276	1.2016582
KSW-C63_2_V_NODE_446_length_6706_cov_14.654187||full	0	0	5.8385544	9.09689	0	0	2.0096	1.8126264
KSW-C63_2_V_NODE_454_length_6654_cov_11.639642||full	0	0	13.82484	5.185706	2.287467	0	12.845881	6.2005396
KSW-C63_2_V_NODE_457_length_6628_cov_7.483797||full	0	4.531683	14.962835	4.6105022	7.71789	0	8.094956	3.3499205
KSW-C63_2_V_NODE_461_length_6591_cov_5.131732||full	0	0	6.7125554	2.214228	1.8883127	0	4.65848	4.5294504
KSW-C63_2_V_NODE_465_length_6556_cov_13.488233||full	9.802925	6.3958964	7.380492	5.3274994	15.295364	5.507351	3.5638812	2.543713
KSW-C63_2_V_NODE_466_length_6548_cov_7.819190||full	3.4372997	0	2.0498793	4.998107	6.5767	3.5085168	5.831654	4.6746383
KSW-C63_2_V_NODE_469_length_6537_cov_4.446776||full	0	2.2376137	12.246317	2.6297522	4.88243	0	5.7216716	1.7798433
KSW-C63_2_V_NODE_481_length_6482_cov_175.435818||full	78.3487	388.85724	28.703264	93.0942	270.46454	661.6525	49.675587	41.48252
KSW-C63_2_V_NODE_484_length_6434_cov_4.373099||full	0	0	0	0.95423716	0	0	0.99572825	0
KSW-C63_2_V_NODE_485_length_6424_cov_7.680327||full	0	0	1.4232733	2.6984484	0	0	1.4694974	0
KSW-C63_2_V_NODE_490_length_6374_cov_3.462257||full	0	0	2.5106058	2.2144399	1.6051362	0	6.7104745	4.278002
KSW-C63_2_V_NODE_491_length_6373_cov_10.186451||full	0	5.1278396	21.037914	5.5099306	11.391201	1.2870637	10.3443575	3.5485456
KSW-C63_2_V_NODE_497_length_6347_cov_4.270661||full	0	0	0.99168795	1.8056663	0	0	0.8609429	0
KSW-C63_2_V_NODE_500_length_6334_cov_4.347030||full	0	2.6685822	3.7885725	2.5632792	4.6101108	0	3.5400877	2.2246947
KSW-C63_2_V_NODE_504_length_6267_cov_4.098680||full	0	0	3.2327552	1.9593468	3.2868724	0	2.9164774	1.4233539
KSW-C63_2_V_NODE_522_length_6168_cov_62.783903||full	48.53775	619.9937	174.6383	38.04063	240.18604	623.002	10.272956	4.9738874
KSW-C63_2_V_NODE_526_length_6152_cov_3.842053||full	3.1586537	0	1.7980821	1.6035671	2.8452344	1.3601662	0	1.0762666
KSW-C63_2_V_NODE_533_length_6100_cov_6.461042||full	5.6060185	11.346657	6.8982773	2.3030176	4.8596387	3.413794	0.75656146	0
KSW-C63_2_V_NODE_534_length_6096_cov_5.879325||full	0	0	1.628363	1.75187	1.9504335	0	0.93913585	0
KSW-C63_2_V_NODE_538_length_6059_cov_4.711359||full	0	0	0	1.9594007	0	0	1.0886548	1.1737124
KSW-C63_2_V_NODE_541_length_6021_cov_138.924573||full	23.218182	9.470445	11.130177	45.793438	17.91705	6.606941	94.29525	34.116146
KSW-C63_2_V_NODE_546_length_6006_cov_6.490170||full	0	0	1.4414959	3.7495384	3.6571121	1.3878136	2.8873525	2.992979
KSW-C63_2_V_NODE_558_length_5925_cov_11.373595||full	2.1585188	0	2.1254046	3.155843	5.0065527	0	8.446513	5.4785233
KSW-C63_2_V_NODE_561_length_5913_cov_10.107716||full	0	0	0	2.4458778	0	0	1.9757805	3.192102
KSW-C63_2_V_NODE_569_length_5877_cov_4.856750||full	0	0	0	2.8318348	0	0	1.2502325	1.9574608
KSW-C63_2_V_NODE_571_length_5874_cov_5.283554||full	0	0	3.4826028	3.2750878	2.1966019	1.6845144	2.5342476	1.6506692
KSW-C63_2_V_NODE_574_length_5858_cov_5.188696||full	3.3621957	0	0	2.585305	3.2459419	0	2.605505	7.304858
KSW-C63_2_V_NODE_575_length_5855_cov_7.570000||full	0	0	10.686949	2.9838002	2.4365368	0	7.7266126	4.7489023
KSW-C63_2_V_NODE_577_length_5845_cov_5.982902||full	0	0	1.4605674	1.5785601	1.8762912	1.4688534	0.92736197	0
KSW-C63_2_V_NODE_596_length_5715_cov_4.420671||full	0	0	0	1.3610578	0	0	0	2.6697998
KSW-C63_2_V_NODE_609_length_5648_cov_6.617736||full	0	0	1.1144634	2.2224746	3.4067528	0.7991317	2.2686944	1.0071558
KSW-C63_2_V_NODE_613_length_5627_cov_5.319095||full	0	0	0	1.7703838	0	0	0.73686063	0
KSW-C63_2_V_NODE_621_length_5583_cov_37.929269||full	0	0	2.607212	16.349482	0	0	18.900965	9.540476
KSW-C63_2_V_NODE_626_length_5563_cov_9.444263||full	0	0	0	3.8254583	0	0	10.634245	55.57955
KSW-C63_2_V_NODE_631_length_5546_cov_7.135312||full	0	0	2.6985333	2.0964231	3.2711425	0	7.376181	3.7600343
KSW-C63_2_V_NODE_634_length_5523_cov_3.299195||full	0	0	0	0.8644931	0	0	0	0
KSW-C63_2_V_NODE_635_length_5515_cov_10.617399||full	0	0	0	3.4896235	0	0	11.057371	56.258053
KSW-C63_2_V_NODE_642_length_5490_cov_4.307452||full	0	0	0	1.1685086	1.6499346	0	2.5065422	0
KSW-C63_2_V_NODE_644_length_5481_cov_13.511058||full	15.90126	3.3642573	5.707414	7.1360736	14.014912	2.6628518	14.191183	4.515748
KSW-C63_2_V_NODE_647_length_5452_cov_5.229016||full	7.6052504	2.5071511	2.0721595	3.2339914	1.7033386	0	3.0484908	2.1644788
KSW-C63_2_V_NODE_654_length_5423_cov_7.566505||full	9.922919	3.5997224	3.2858334	4.7376223	2.5917387	0	4.792323	3.2272701
KSW-C63_2_V_NODE_655_length_5417_cov_43.285714||full	32.05424	8.705741	32.562233	22.74529	22.448734	5.996728	24.318573	9.759845
KSW-C63_2_V_NODE_660_length_5396_cov_66.340198||full	9.388576	6.0108	15.513901	34.316902	34.29779	17.32725	23.750484	14.465305
KSW-C63_2_V_NODE_678_length_5339_cov_6.732021||full	0	0	3.462629	2.9128368	1.9924244	1.5279361	2.0996475	1.8157979
KSW-C63_2_V_NODE_681_length_5333_cov_64.917961||full	132.90918	197.90767	65.11421	28.695326	113.88682	139.66064	7.399807	0
KSW-C63_2_V_NODE_693_length_5285_cov_6.577629||full	6.410016	2.645882	2.4946828	3.460816	9.598301	4.863304	2.4254968	1.713037
KSW-C63_2_V_NODE_697_length_5271_cov_4.207439||full	0	2.1399074	3.5419102	2.7473946	5.4786105	0	3.7761235	1.1264068
KSW-C63_2_V_NODE_705_length_5238_cov_12.187343||full	8.8117695	7.7156787	6.1737247	4.6570373	11.323308	5.039857	3.252829	1.6991442
KSW-C63_2_V_NODE_708_length_5221_cov_5.491870||full	4.104278	2.8023772	2.8262713	1.3069404	5.681065	0	4.295867	1.4612778
KSW-C63_2_V_NODE_712_length_5209_cov_4.877377||full	0	0	0	1.3130103	0	0	1.1102262	0.6347564
KSW-C63_2_V_NODE_714_length_5203_cov_5.329448||full	0	3.1845472	2.196803	2.780243	3.5038795	0	2.4182925	1.3425184
KSW-C63_2_V_NODE_720_length_5186_cov_5.365231||full	0	0	0	2.1048195	0	0	0.8357393	0.7728257
KSW-C63_2_V_NODE_725_length_5165_cov_13.036204||full	4.0447464	4.058719	2.5327451	7.612841	5.829447	0	14.557743	8.726735
KSW-C63_2_V_NODE_739_length_5125_cov_5.916765||full	0	2.917774	12.973257	3.168199	6.7581778	0	7.078062	2.5983503
KSW-C63_2_V_NODE_749_length_5088_cov_12.124379||full	4.483345	2.7478669	3.0162013	5.5254307	5.2511396	2.5936332	8.872021	10.572732
KSW-C63_2_V_NODE_776_length_5018_cov_4.378400||full	3.5113595	3.4975815	2.2732153	2.990463	6.495026	0	2.1776688	0
KSW-T0_1_V_NODE_1_length_85718_cov_15.650713||full	3.052508	0	1.4346583	4.4900455	10.022398	7.4245763	15.391707	29.171803
KSW-T0_1_V_NODE_8_length_34924_cov_52.617138||full	20.64283	16.38433	18.808485	14.756698	21.951708	11.5162735	8.713015	6.810544
KSW-T0_1_V_NODE_9_length_34741_cov_120.764429||full	43.436756	7.555697	25.605873	38.382957	55.53417	25.010921	32.05044	26.918036
KSW-T0_1_V_NODE_17_length_29066_cov_379.179208||full	297.668	251.9423	183.40654	158.04971	400.48178	201.92555	120.6662	72.58209
KSW-T0_1_V_NODE_18_length_28102_cov_38.885014||full	12.2039585	9.926778	18.799477	23.213123	18.485224	11.971102	16.274931	12.674124
KSW-T0_1_V_NODE_22_length_25887_cov_45.202036||full	11.516714	2.4606104	50.054695	44.389153	42.252064	23.53215	64.83804	85.29882
KSW-T0_1_V_NODE_24_length_25524_cov_552.136126||full	134.59634	78.9233	0	6.172326	237.89148	376.22818	252.72064	361.91483
KSW-T0_1_V_NODE_29_length_24785_cov_140.963122||full	33.57489	42.847828	71.706345	53.265865	70.95255	27.083261	54.327675	40.36552
KSW-T0_1_V_NODE_51_length_18592_cov_18.072881||full	5.7865777	2.2301435	5.1535835	4.297039	9.415951	1.5098113	3.5067766	1.7878692
KSW-T0_1_V_NODE_54_length_17967_cov_6.502289||full	0	0	1.7841907	1.5185071	3.1365979	0	1.0223733	0
KSW-T0_1_V_NODE_61_length_16323_cov_13.281165||full	0	2.4507327	11.646796	3.6629975	8.560919	0	5.3707333	1.4897567
KSW-T0_1_V_NODE_62_length_16291_cov_14.648928||full	2.7777898	0	7.785658	5.593005	9.668312	5.443594	5.139947	6.1325808
KSW-T0_1_V_NODE_67_length_15748_cov_21.417830||full	10.353647	7.8003154	19.866852	11.718981	19.687262	5.7855864	8.810142	4.456428
