Contig	S12_0_3	S12_12_15	S12_21_24	S3_0_3	S3_12_15	S3_21_24	S9_0_3	S9_12_15	S9_21_24
KSD-NODE_8693_length_5690_cov_4.096007||full	11.399737	0	0	0	0	0	0	0	0
KSD-NODE_8704_length_5685_cov_8.768206||full	22.253754	87.27329	39.92334	0	7.580168	14.4642935	0	24.292057	38.650867
KSD-NODE_8711_length_5682_cov_6.919673||full	7.737681	0	0	0	0	0	0	0	0
KSD-NODE_8720_length_5680_cov_5.876622||full	9.927227	10.513744	25.376076	0	0	0	0	0	15.674289
KSD-NODE_8785_length_5656_cov_5.659168||full	15.560542	0	0	0	0	0	0	0	0
KSD-NODE_8806_length_5649_cov_11.725241||full	31.98578	0	44.07521	0	4.0484786	3.8442433	0	23.860586	26.146053
KSD-NODE_8842_length_5633_cov_6.484044||full	17.989576	0	0	0	0	0	0	0	0
KSD-NODE_8844_length_5633_cov_4.193080||full	11.610256	0	0	0	0	0	0	0	0
KSD-NODE_8926_length_5598_cov_4.644958||full	12.912642	0	0	0	0	0	0	0	0
KSD-NODE_9012_length_5565_cov_5.263884||full	14.75601	0	0	0	0	0	0	0	0
KSD-NODE_9114_length_5530_cov_4.452420||full	12.412626	0	0	0	0	0	0	0	0
KSD-NODE_9208_length_5492_cov_10.218687||full	19.438408	4.0727735	5.7936707	0	0	0	0	0	0
KSD-NODE_9242_length_5482_cov_4.654505||full	13.045515	3.7948673	11.226565	0	0	0	0	0	0
KSD-NODE_9390_length_5427_cov_5.158972||full	12.723029	0	5.0724425	0	0	8.201558	0	0	19.284826
KSD-NODE_9406_length_5422_cov_4.545370||full	12.758868	0	0	0	0	0	0	0	0
KSD-NODE_9427_length_5415_cov_3.933955||full	11.358759	0	0	0	0	0	0	0	0
KSD-NODE_9445_length_5407_cov_5.942638||full	17.01301	0	0	0	0	0	0	0	0
KSD-NODE_9467_length_5401_cov_3.416947||full	10.0283575	0	0	0	0	0	0	0	0
KSD-NODE_9507_length_5387_cov_10.850338||full	25.877884	3.5708473	0	0	0	0	0	0	0
KSD-NODE_9583_length_5368_cov_6.005647||full	16.988865	0	0	0	0	0	0	0	0
KSD-NODE_9584_length_5368_cov_5.972520||full	14.782635	4.551999	4.864661	0	7.455778	12.308698	0	0	14.420502
KSD-NODE_9586_length_5368_cov_4.408997||full	12.335076	5.3430924	10.384909	0	0	0	0	0	0
KSD-NODE_9638_length_5348_cov_9.423389||full	18.654644	8.460722	16.830395	0	0	6.395753	0	0	0
KSD-NODE_9670_length_5339_cov_6.218017||full	17.678167	0	0	0	0	0	0	0	0
KSD-NODE_9721_length_5324_cov_7.895806||full	20.548355	4.639323	23.217518	0	0	0	0	0	0
KSD-NODE_9727_length_5323_cov_3.920463||full	10.955405	0	0	0	0	0	0	0	0
KSD-NODE_9756_length_5317_cov_4.994869||full	9.783408	10.611149	20.767653	0	4.88126	0	36.75302	36.024925	18.076454
KSD-NODE_9758_length_5317_cov_3.628848||full	6.351783	0	0	0	0	0	0	0	0
KSD-NODE_9777_length_5309_cov_25.138180||full	52.021145	0	0	0	0	0	0	0	0
KSD-NODE_9803_length_5301_cov_4.769157||full	7.791131	0	0	0	0	0	0	0	0
KSD-NODE_9900_length_5272_cov_3.662641||full	10.479264	4.488684	8.536578	0	0	0	0	0	0
KSD-NODE_9922_length_5263_cov_4.436828||full	12.123217	0	0	0	0	0	0	0	0
KSD-NODE_9934_length_5260_cov_3.928915||full	11.423111	0	0	0	0	0	0	0	0
KSD-NODE_127_length_61841_cov_81.602078||full	229.86209	0	0	0	0	0	0	0	0
KSD-NODE_144_length_58493_cov_20.952445||full	58.186348	0	0	0	0	0	0	0	0
KSD-NODE_147_length_58119_cov_14.133783||full	39.422363	28.888695	7.3547153	0	13.290868	3.7552836	0	0	0
KSD-NODE_205_length_50349_cov_10.768640||full	30.686491	0	0	0	0	0	0	0	0
KSD-NODE_274_length_43458_cov_26.246481||full	74.04423	0	0	0	0	0	0	0	0
KSD-NODE_287_length_42580_cov_21.699095||full	61.113903	0	0	0	0	0	0	0	0
KSD-NODE_292_length_42387_cov_28.167887||full	80.058495	0	0	0	0	0	0	0	0
KSD-NODE_309_length_41246_cov_31.194193||full	88.809296	0	0	0	0	0	0	0	0
KSD-NODE_340_length_39567_cov_13.409597||full	38.001945	0	0	0	0	0	0	0	0
KSD-NODE_349_length_39028_cov_19.775665||full	55.652386	0	0	0	0	0	0	0	0
KSD-NODE_513_length_31825_cov_22.474599||full	62.718708	0	0	0	0	0	0	0	0
KSD-NODE_2613_length_11963_cov_7.536362||full	20.933212	0	0	0	0	0	0	0	0
KSD-NODE_1_length_431405_cov_31.728374||0_partial	94.046455	0	0	0	0	0	0	0	0
KSD-NODE_10081_length_5220_cov_7.389739||full	13.047322	0	0	0	0	0	0	0	0
KSD-NODE_10107_length_5214_cov_23.585966||full	38.67276	16.904457	63.434998	0	11.220971	8.952095	0	115.714676	70.150406
KSD-NODE_10155_length_5195_cov_9.809728||full	26.726122	0	0	0	0	0	0	0	0
KSD-NODE_10165_length_5193_cov_5.173414||full	14.971148	0	0	0	0	0	0	0	0
KSD-NODE_10178_length_5188_cov_8.849601||full	20.156904	17.540478	11.464579	29.295265	9.072656	17.815794	25.56973	19.039417	79.42207
KSD-NODE_10188_length_5186_cov_5.481777||full	14.600721	0	0	0	0	0	0	0	0
KSD-NODE_10218_length_5178_cov_4.899668||full	8.076778	28.063353	15.529055	0	0	3.6585872	0	10.309468	15.808928
KSD-NODE_10241_length_5172_cov_5.829588||full	16.385977	0	0	0	0	0	0	0	0
KSD-NODE_10259_length_5168_cov_4.168003||full	10.584432	0	3.8530009	0	0	0	0	6.327995	0
KSD-NODE_10283_length_5162_cov_5.576659||full	11.845709	2.5188968	65.23914	0	10.398663	16.29722	0	0	22.416643
KSD-NODE_10312_length_5157_cov_5.552332||full	15.185538	0	0	0	0	0	0	0	0
KSD-NODE_10463_length_5115_cov_5.515020||full	15.400682	0	0	0	0	0	0	0	0
KSD-NODE_10511_length_5100_cov_11.358771||full	27.029638	0	7.0495753	0	16.391632	4.984892	0	10.863954	16.406122
KSD-NODE_10512_length_5099_cov_5.035488||full	13.675262	0	0	0	0	0	0	0	0
KSD-NODE_10547_length_5087_cov_9.974165||full	25.73306	28.122149	13.375142	0	33.652138	24.720457	0	0	0
KSD-NODE_10552_length_5086_cov_3.938382||full	9.175313	0	0	0	0	22.357471	0	0	0
KSD-NODE_10627_length_5066_cov_3.450609||full	9.523555	0	0	0	0	0	0	0	0
KSD-NODE_10706_length_5046_cov_3.143659||full	9.244423	6.2849894	6.404889	0	22.313208	20.602932	0	0	11.637923
KSD-NODE_10717_length_5044_cov_3.464422||full	9.675207	0	0	0	0	0	0	0	0
KSD-NODE_10833_length_5012_cov_3.447448||full	9.417886	0	0	0	0	0	0	0	0
KSD-NODE_10849_length_5007_cov_3.285339||full	9.6377	0	0	0	0	0	0	0	0
KSD-NODE_2_length_168668_cov_44.735151||full	32.866055	54.72004	11.932387	0	5.5687075	6.9217253	0	11.16747	21.650484
KSD-NODE_5_length_148357_cov_12.244609||full	0	16.474644	35.425133	0	0	0	0	25.076889	0
KSD-NODE_6_length_130269_cov_11.997566||full	0	16.049082	10.741701	0	4.8642898	0	0	21.914875	0
KSD-NODE_8_length_102753_cov_16.887398||full	6.4848895	23.080675	0	0	0	0	0	0	0
KSD-NODE_9_length_102279_cov_60.390652||full	0	44.592106	1.5506691	0	0	0	0	5.2489967	0
KSD-NODE_17_length_79084_cov_8.021587||full	4.073977	9.668763	5.3869424	0	3.3695984	4.5973206	0	16.720547	9.8091545
KSD-NODE_20_length_74315_cov_15.388177||full	0	20.868784	5.2978287	0	0	0	0	0	0
KSD-NODE_23_length_65576_cov_14.599426||full	0	17.855923	4.6045504	0	0	0	0	0	0
KSD-NODE_24_length_64600_cov_8.029514||full	0	10.990281	0	0	0	0	0	0	0
KSD-NODE_31_length_60286_cov_8.746792||full	0	11.400635	24.679127	0	0	0	0	0	0
KSD-NODE_35_length_58174_cov_13.148695||full	0	16.883165	12.34429	0	5.3667655	3.7402418	0	27.042032	0
KSD-NODE_40_length_55095_cov_37.488172||full	0	47.192783	0	0	0	0	0	7.688013	0
KSD-NODE_41_length_54675_cov_6.150201||full	0	5.6989484	0	0	0	6.407544	0	0	0
KSD-NODE_44_length_53757_cov_10.803397||full	0	14.713502	0	0	0	0	0	0	0
KSD-NODE_47_length_53375_cov_5.964835||full	0	6.9439063	0	0	0	0	0	0	0
KSD-NODE_51_length_53122_cov_15.477378||full	3.8262463	14.914258	7.424346	0	0	0	0	10.609955	8.387487
KSD-NODE_54_length_52214_cov_8.346997||full	0	11.319253	0	0	0	0	0	0	0
KSD-NODE_68_length_48570_cov_22.716768||full	0	28.215149	11.084643	0	0	0	0	0	0
KSD-NODE_71_length_48472_cov_8.429188||full	0	11.534299	0	0	0	0	0	0	0
KSD-NODE_73_length_48092_cov_16.916439||full	13.488149	20.580128	13.379285	0	12.63678	12.372822	16.099812	25.651133	11.487607
KSD-NODE_75_length_47751_cov_6.916177||full	0	7.8378153	7.70361	0	0	0	0	0	0
KSD-NODE_76_length_47738_cov_15.294172||full	6.3673506	19.31717	7.12644	0	0	0	0	0	0
KSD-NODE_77_length_47720_cov_16.738571||full	0	23.381145	0	0	0	0	0	0	0
KSD-NODE_78_length_47696_cov_7.788376||full	0	10.5987015	0	0	0	0	0	0	0
KSD-NODE_88_length_46240_cov_18.097542||full	0	24.624891	0	0	0	0	0	0	0
KSD-NODE_94_length_44758_cov_7.941950||full	0	10.824317	0	0	0	0	0	0	0
KSD-NODE_95_length_44214_cov_6.370593||full	0	3.4148536	5.908702	0	0	0	0	0	0
KSD-NODE_98_length_43639_cov_7.047930||full	4.475449	5.99677	51.552044	0	3.3181238	5.2341743	0	0	36.767242
KSD-NODE_99_length_43605_cov_12.700827||full	0	15.946821	2.2497475	0	8.269874	3.649202	0	0	0
KSD-NODE_104_length_43365_cov_9.145902||full	0	12.371892	0	0	0	0	0	0	0
KSD-NODE_109_length_42556_cov_45.644926||full	64.43273	61.066307	45.187317	47.893024	120.109665	99.8048	0	7.1644	79.28934
KSD-NODE_110_length_42308_cov_13.988569||full	22.55484	16.206108	27.2335	0	3.0454316	6.8902516	0	38.509525	57.04802
KSD-NODE_116_length_41785_cov_168.425905||full	0	116.50959	0	0	0	0	0	0	0
KSD-NODE_121_length_40944_cov_14.395730||full	14.64129	17.657236	10.066232	0	0	0	0	0	0
KSD-NODE_122_length_40842_cov_11.216172||full	0	14.960096	0	0	0	0	0	0	0
KSD-NODE_126_length_40273_cov_25.449301||full	9.517774	32.875504	17.158106	0	2.9481838	3.1431553	0	30.399616	14.712096
KSD-NODE_129_length_39972_cov_6.949921||full	0	7.4715724	0	0	0	0	0	0	0
KSD-NODE_134_length_39608_cov_53.120421||full	28.368237	53.97009	67.535675	0	11.4571295	5.440359	0	44.257584	58.721863
KSD-NODE_135_length_39517_cov_22.339314||full	18.660587	15.107078	68.93106	0	4.2841425	0	0	10.5623	41.687817
KSD-NODE_139_length_39070_cov_18.255517||full	5.049629	22.63903	3.4937084	0	5.031305	41.04424	0	0	0
KSD-NODE_141_length_38931_cov_9.153128||full	4.5167117	8.265199	0	0	0	0	0	0	0
KSD-NODE_142_length_38775_cov_9.747030||full	0	12.6889925	0	0	0	0	0	0	0
KSD-NODE_143_length_38737_cov_8.438421||full	0	11.49015	13.479391	0	0	12.9847145	0	0	0
KSD-NODE_151_length_38043_cov_6.520033||full	0	5.994303	10.1942835	0	0	0	0	0	8.047021
KSD-NODE_156_length_37704_cov_6.901830||full	0	9.39538	0	0	0	0	0	0	0
KSD-NODE_158_length_37675_cov_34.472834||full	0	43.425873	9.854466	0	0	0	0	0	0
KSD-NODE_168_length_37037_cov_25.099886||full	0	32.155117	8.987231	0	0	0	0	0	0
KSD-NODE_173_length_36645_cov_43.435338||full	12.27877	49.253075	24.794678	0	5.559463	11.099667	0	0	0
KSD-NODE_174_length_36636_cov_13.261529||full	0	15.161352	7.649263	0	0	0	0	0	8.62082
KSD-NODE_181_length_36241_cov_6.396507||full	0	8.707077	0	0	0	0	0	0	0
KSD-NODE_182_length_36191_cov_7.588305||full	0	9.020258	2.1357844	0	0	0	0	0	0
KSD-NODE_183_length_36101_cov_10.295373||full	0	10.403479	0	0	0	0	0	0	0
KSD-NODE_188_length_35753_cov_24.896017||full	3.9585621	25.829315	11.265282	0	0	4.9877744	0	17.261478	12.839681
KSD-NODE_193_length_35502_cov_8.444692||full	0	5.6311126	46.278095	0	2.8146117	5.1811934	0	0	33.131824
KSD-NODE_195_length_35185_cov_14.324367||full	0	13.592621	5.2534947	0	0	0	0	0	0
KSD-NODE_196_length_35158_cov_41.950261||full	0	52.272045	23.986103	0	34.90674	15.193221	0	12.160129	21.492601
KSD-NODE_199_length_35039_cov_21.976589||full	4.7968783	22.439102	12.356392	0	2.991939	3.9620645	0	22.029217	18.489271
KSD-NODE_209_length_34215_cov_7.088437||full	0	4.9302864	0	0	0	0	0	0	0
KSD-NODE_210_length_34149_cov_20.294920||full	0	22.030083	9.438583	0	0	0	0	0	0
KSD-NODE_216_length_33725_cov_6.153698||full	0	8.400769	0	0	0	0	0	0	0
KSD-NODE_217_length_33660_cov_6.469097||full	4.6347513	8.856885	16.09777	0	0	0	0	0	11.893699
KSD-NODE_219_length_33469_cov_7.641348||full	16.276184	9.361769	4.6242404	0	30.12672	21.798159	0	5.9469233	7.4155536
KSD-NODE_222_length_33283_cov_20.344017||full	5.141733	26.98082	4.3800526	0	0	0	0	5.0869036	6.21775
KSD-NODE_225_length_33141_cov_8.938463||full	0	10.840679	0	0	0	0	0	0	0
KSD-NODE_228_length_32985_cov_10.616307||full	0	13.630334	0	0	0	0	0	0	0
KSD-NODE_229_length_32933_cov_15.840106||full	0	20.590887	0	0	0	0	0	0	0
KSD-NODE_234_length_32477_cov_11.026741||full	0	14.920365	2.5517607	0	0	0	0	0	0
KSD-NODE_241_length_32016_cov_12.788711||full	0	14.419449	8.186105	0	0	3.5272117	0	0	7.766599
KSD-NODE_248_length_31840_cov_12.274123||full	0	16.398829	0	0	0	0	0	0	0
KSD-NODE_254_length_31447_cov_5.523382||full	0	7.0671372	0	0	0	0	0	0	0
KSD-NODE_256_length_31390_cov_7.126249||full	0	5.7133565	4.1837225	0	0	0	0	0	0
KSD-NODE_257_length_31233_cov_7.171435||full	0	9.8358	0	0	0	0	0	0	0
KSD-NODE_258_length_31125_cov_42.222755||full	0	50.24473	0	0	0	0	0	0	0
KSD-NODE_261_length_31031_cov_7.136686||full	0	9.844241	0	0	0	0	0	0	0
KSD-NODE_264_length_30998_cov_19.945480||full	9.720003	18.75773	15.612663	0	3.943995	3.3833108	0	8.609795	21.238937
KSD-NODE_271_length_30831_cov_10.626365||full	0	14.2948265	0	0	0	0	0	0	0
KSD-NODE_272_length_30831_cov_8.625520||full	5.033442	11.771022	0	0	0	0	0	0	0
KSD-NODE_275_length_30601_cov_51.439861||full	0	66.97748	1.9178287	0	0	0	0	0	0
KSD-NODE_277_length_30544_cov_46.929188||full	0	64.0091	2.2767618	0	0	0	0	0	0
KSD-NODE_297_length_29874_cov_39.032563||full	38.816284	42.797504	109.17424	0	25.731216	32.80077	75.41687	37.475903	39.786423
KSD-NODE_300_length_29824_cov_21.504820||full	6.598175	14.765744	7.135077	0	2.772535	4.6015086	0	0	0
KSD-NODE_306_length_29536_cov_6.756216||full	3.318242	6.772806	12.668254	0	0	0	0	0	9.583211
KSD-NODE_307_length_29474_cov_7.152928||full	0	4.576818	7.1396604	0	0	0	0	0	0
KSD-NODE_308_length_29427_cov_12.846657||full	0	8.964802	0	0	0	0	0	0	0
KSD-NODE_311_length_29253_cov_6.112062||full	3.3723183	8.050505	0	0	0	0	0	0	0
KSD-NODE_318_length_28759_cov_7.603226||full	9.752552	10.332826	12.365356	0	0	0	0	0	0
KSD-NODE_319_length_28756_cov_7.433225||full	0	10.176907	0	0	0	0	0	0	0
KSD-NODE_328_length_28432_cov_30.305846||full	0	34.26775	0	0	0	0	0	0	0
KSD-NODE_332_length_28317_cov_12.476541||full	14.768298	16.88114	3.6611814	0	50.19595	12.481974	15.611748	14.515075	0
KSD-NODE_337_length_28250_cov_6.438908||full	0	8.157337	0	0	0	0	0	0	0
KSD-NODE_339_length_28126_cov_25.199316||full	0	33.96185	3.978367	0	0	0	0	0	0
KSD-NODE_344_length_28065_cov_11.394252||full	5.336031	13.324627	0	0	0	0	28.48762	0	7.744171
KSD-NODE_356_length_27695_cov_9.431512||full	0	8.3993025	0	0	0	0	0	0	0
KSD-NODE_366_length_27401_cov_6.392269||full	0	8.859681	0	0	0	0	0	0	0
KSD-NODE_377_length_27199_cov_92.410256||full	13.521996	108.189644	27.061087	0	0	5.146895	0	68.81011	16.355268
KSD-NODE_378_length_27191_cov_58.019089||full	19.914337	60.214382	22.552788	0	8.005918	4.519726	0	37.200294	39.52596
KSD-NODE_392_length_26823_cov_12.313695||full	4.037517	16.125027	11.161243	0	7.755067	4.6850886	0	11.7659445	7.7615743
KSD-NODE_408_length_26428_cov_14.455049||full	0	19.629179	0	0	0	0	0	0	0
KSD-NODE_410_length_26367_cov_33.911029||full	0	40.011383	6.089723	0	5.4911137	20.739342	0	0	12.369697
KSD-NODE_422_length_26001_cov_5.908888||full	0	8.093418	0	0	0	0	0	0	0
KSD-NODE_423_length_25990_cov_34.998573||full	0	30.071133	0	0	0	0	0	0	0
KSD-NODE_436_length_25745_cov_34.686532||full	5.289482	42.646904	0	0	5.2100363	11.000841	0	0	10.263769
KSD-NODE_437_length_25699_cov_6.680822||full	0	4.8267245	9.935737	0	0	0	0	0	0
KSD-NODE_438_length_25688_cov_15.667850||full	25.357214	15.926272	33.11023	0	5.2213945	7.9493847	0	51.193474	58.530598
KSD-NODE_439_length_25679_cov_18.874766||full	0	24.03586	13.865585	18.157595	0	0	37.57234	7.058012	7.918014
KSD-NODE_444_length_25641_cov_5.761198||full	0	7.8861947	0	0	0	0	0	0	0
KSD-NODE_447_length_25568_cov_36.427939||full	35.906387	37.606148	98.41265	0	21.65309	29.996403	64.195656	27.467728	32.835964
KSD-NODE_458_length_25419_cov_9.473585||full	0	8.811899	0	0	0	0	0	0	0
KSD-NODE_460_length_25311_cov_8.131969||full	0	9.349735	0	0	0	0	0	0	0
KSD-NODE_466_length_25067_cov_6.494603||full	0	5.960861	0	0	0	0	0	0	0
KSD-NODE_467_length_25022_cov_7.645692||full	0	9.290008	7.00571	0	0	0	0	0	0
KSD-NODE_473_length_24926_cov_9.066181||full	0	11.178037	0	0	0	0	0	0	0
KSD-NODE_477_length_24864_cov_29.252046||full	3.7681277	19.140232	34.972973	0	7.0700235	7.595506	0	36.411148	9.343739
KSD-NODE_491_length_24524_cov_7.367199||full	0	5.977875	0	0	0	0	0	0	0
KSD-NODE_494_length_24387_cov_6.114499||full	0	6.0000644	0	0	0	0	0	0	0
KSD-NODE_497_length_24281_cov_23.519442||full	0	27.367002	0	0	0	0	0	0	0
KSD-NODE_506_length_24008_cov_10.495763||full	0	8.380708	0	0	0	0	0	0	0
KSD-NODE_515_length_23834_cov_118.510661||full	12.829303	146.47061	36.34425	28.31371	11.562974	48.785786	23.651928	30.60922	43.59365
KSD-NODE_517_length_23826_cov_24.970342||full	0	30.742008	2.8211193	0	0	0	0	7.000834	0
KSD-NODE_521_length_23792_cov_43.406370||full	18.680212	42.10398	3.8900158	0	7.411961	0	0	5.608671	11.2555
KSD-NODE_531_length_23543_cov_7.139688||full	0	9.395698	0	0	0	0	0	0	0
KSD-NODE_532_length_23518_cov_65.779696||full	0	89.08061	3.2431252	0	0	0	0	9.337957	7.288657
KSD-NODE_537_length_23411_cov_7.980305||full	0	10.59184	7.829358	0	0	0	0	0	0
KSD-NODE_542_length_23328_cov_4.927470||full	0	6.9412084	0	0	0	0	0	0	0
KSD-NODE_546_length_23274_cov_13.018562||full	0	15.863969	0	0	0	0	0	0	0
KSD-NODE_547_length_23226_cov_17.018385||full	8.677653	22.484032	14.131254	0	0	0	0	10.799533	19.948034
KSD-NODE_549_length_23099_cov_56.359920||full	27.589739	56.107853	65.52692	0	13.586629	6.0936885	0	48.834152	61.53661
KSD-NODE_553_length_22988_cov_126.120656||full	0	128.76266	4.093556	0	0	0	38.273438	29.111324	0
KSD-NODE_554_length_22985_cov_5.573572||full	0	4.0259476	1.5409747	0	0	0	0	0	0
KSD-NODE_556_length_22955_cov_24.480742||full	7.1973047	21.675364	0	0	5.8845654	4.525489	0	8.4612055	15.056135
KSD-NODE_557_length_22904_cov_26.448203||full	0	32.12576	0	0	0	0	0	0	0
KSD-NODE_562_length_22860_cov_5.754396||full	9.202014	4.4955883	4.130937	0	47.81824	32.91627	0	8.69892	16.325008
KSD-NODE_563_length_22820_cov_7.790731||full	0	5.1938953	0	0	0	0	0	0	0
KSD-NODE_566_length_22802_cov_10.678903||full	4.168988	8.337556	0	0	4.4883986	21.719288	0	0	0
KSD-NODE_569_length_22756_cov_7.433021||full	3.7698333	6.077122	48.707596	0	3.807412	6.070987	0	0	31.39704
KSD-NODE_571_length_22688_cov_70.158706||full	22.276888	71.03144	38.010185	0	7.0911145	12.218334	0	22.315231	38.4656
KSD-NODE_575_length_22613_cov_6.788767||full	0	9.3241205	0	0	0	0	0	0	0
KSD-NODE_596_length_22205_cov_56.149120||full	13.471771	58.759544	28.84914	0	4.574714	8.842303	0	16.675781	25.801643
KSD-NODE_607_length_22031_cov_6.063797||full	0	7.1614313	0	0	0	0	0	0	0
KSD-NODE_617_length_21848_cov_18.120130||full	0	18.310175	0	0	0	0	0	0	0
KSD-NODE_619_length_21803_cov_8.191190||full	0	11.1346445	4.8614993	0	0	0	0	0	0
KSD-NODE_625_length_21724_cov_24.335872||full	11.2051525	19.62411	60.531204	0	4.7981267	4.42396	0	0	11.59096
KSD-NODE_630_length_21679_cov_16.173141||full	0	21.414421	0	0	0	0	0	0	0
KSD-NODE_640_length_21538_cov_16.450077||full	0	17.271133	9.975601	0	0	0	0	0	10.410427
KSD-NODE_651_length_21407_cov_6.705508||full	0	4.890914	0	0	0	0	0	0	0
KSD-NODE_653_length_21389_cov_6.257383||full	0	8.183426	0	0	0	0	0	0	0
KSD-NODE_659_length_21289_cov_7.254121||full	0	8.034487	3.0361915	0	0	0	0	0	0
KSD-NODE_663_length_21258_cov_10.561949||full	5.9770727	13.804424	0	0	0	0	25.490467	0	8.621412
KSD-NODE_676_length_21054_cov_6.943331||full	0	8.441443	0	0	0	0	0	0	0
KSD-NODE_681_length_21004_cov_6.992362||full	0	5.1603756	0	0	0	0	0	0	0
KSD-NODE_685_length_20959_cov_10.531525||full	0	14.1874	7.351567	0	0	0	0	0	0
KSD-NODE_708_length_20468_cov_7.841180||full	0	7.3404384	2.450489	0	0	0	0	0	0
KSD-NODE_721_length_20299_cov_8.009583||full	8.609661	8.143476	0	0	0	0	0	0	0
KSD-NODE_728_length_20187_cov_7.088218||full	0	5.6297846	8.270809	0	8.520148	12.7150135	0	5.402707	8.220629
KSD-NODE_737_length_20108_cov_7.571286||full	3.979514	10.0143175	0	0	0	0	0	0	0
KSD-NODE_740_length_20022_cov_5.990635||full	0	8.236352	0	0	0	0	0	0	0
KSD-NODE_741_length_20004_cov_12.818988||full	0	8.679785	0	0	0	0	0	0	0
KSD-NODE_746_length_19895_cov_7.548790||full	0	9.720764	3.8206007	0	0	0	0	0	0
KSD-NODE_750_length_19839_cov_6.963000||full	0	8.870791	4.1313295	0	0	0	0	0	0
KSD-NODE_754_length_19813_cov_10.608766||full	4.9791484	12.503003	17.485704	0	4.2618675	0	0	15.323267	8.262777
KSD-NODE_755_length_19807_cov_8.898339||full	0	12.099349	0	0	0	0	0	0	0
KSD-NODE_757_length_19799_cov_42.086305||full	4.6303997	43.598885	29.640755	0	5.9749746	4.1303	0	0	15.907306
KSD-NODE_760_length_19753_cov_12.911920||full	0	14.316792	6.1775417	0	0	0	0	0	6.440798
KSD-NODE_771_length_19613_cov_6.353410||full	0	5.4866405	2.5572004	0	0	7.255355	0	0	0
KSD-NODE_776_length_19592_cov_24.573066||full	0	27.067608	0	0	0	4.3673277	0	0	0
KSD-NODE_778_length_19566_cov_40.883348||full	0	53.00246	1.4434018	0	0	0	0	0	0
KSD-NODE_794_length_19411_cov_7.617741||full	0	7.8472967	0	0	0	0	0	0	0
KSD-NODE_797_length_19344_cov_6.644772||full	0	9.19143	0	0	0	0	0	0	0
KSD-NODE_799_length_19325_cov_7.936637||full	0	10.826916	0	0	0	0	0	0	0
KSD-NODE_800_length_19302_cov_13.962747||full	5.373231	18.222006	11.612759	0	0	0	0	10.7063	17.371489
KSD-NODE_803_length_19278_cov_16.805389||full	7.175043	22.166178	20.571749	0	0	4.9609075	0	17.132185	14.629688
KSD-NODE_807_length_19236_cov_37.430270||full	0	24.817291	10.510941	0	0	0	0	0	0
KSD-NODE_815_length_19175_cov_27.084467||full	5.511713	32.298306	13.112878	0	0	0	0	8.539314	0
KSD-NODE_820_length_19142_cov_6.318541||full	0	5.6352353	0	0	0	0	0	0	0
KSD-NODE_821_length_19135_cov_7.168920||full	0	8.5393095	2.3213367	0	0	0	0	0	0
KSD-NODE_823_length_19040_cov_5.125467||full	0	2.9760559	2.1453521	0	4.3192015	4.464823	0	0	0
KSD-NODE_846_length_18862_cov_7.745042||full	0	10.610967	2.01483	0	0	0	0	0	0
KSD-NODE_854_length_18725_cov_5.914837||full	0	7.8984656	0	0	0	0	0	0	0
KSD-NODE_860_length_18614_cov_7.658656||full	0	6.1442027	4.7778025	0	0	0	0	0	0
KSD-NODE_865_length_18581_cov_22.988071||full	53.4945	17.024492	24.919312	0	40.89824	47.34262	0	0	54.537357
KSD-NODE_867_length_18560_cov_271.527911||full	55.80816	250.86673	170.81592	82.36888	27.628073	85.05925	55.703506	162.24023	152.5802
KSD-NODE_869_length_18545_cov_5.746079||full	0	4.7655597	0	0	0	0	0	0	0
KSD-NODE_874_length_18512_cov_5.819256||full	0	7.9022627	2.9052978	0	0	5.7187366	0	0	0
KSD-NODE_887_length_18400_cov_7.589643||full	0	7.5581007	0	0	0	0	0	7.144037	0
KSD-NODE_898_length_18282_cov_10.676469||full	0	12.667289	0	0	0	0	0	0	0
KSD-NODE_901_length_18263_cov_13.498847||full	0	16.079386	0	0	0	0	0	0	0
KSD-NODE_903_length_18258_cov_25.831731||full	0	19.006956	18.762651	0	0	0	12.456656	15.579086	9.922415
KSD-NODE_910_length_18216_cov_13.950003||full	0	13.856184	0	0	0	0	0	0	0
KSD-NODE_925_length_18055_cov_17.285667||full	0	22.475407	0	0	0	0	0	0	0
KSD-NODE_927_length_18023_cov_33.842553||full	6.6343126	31.270475	14.905539	0	0	0	0	11.144491	0
KSD-NODE_929_length_18015_cov_4.539477||full	0	2.3821363	0	0	0	0	0	0	0
KSD-NODE_931_length_18005_cov_5.789359||full	0	7.592023	0	0	0	0	0	0	0
KSD-NODE_932_length_17991_cov_8.477029||full	5.2748747	11.370976	2.514884	0	4.3757586	0	0	0	0
KSD-NODE_940_length_17949_cov_21.124232||full	0	26.431713	0	0	0	0	0	0	0
KSD-NODE_954_length_17817_cov_6.401757||full	0	8.533979	0	0	0	0	0	0	0
KSD-NODE_964_length_17747_cov_5.144698||full	0	7.0692034	0	0	0	0	0	0	0
KSD-NODE_965_length_17741_cov_6.668212||full	0	8.847259	1.7016753	0	0	0	0	0	0
KSD-NODE_967_length_17708_cov_16.104685||full	0	17.967655	2.4674795	0	0	0	0	0	0
