Contig	S12_0_3	S12_12_15	S12_21_24	S3_0_3	S3_12_15	S3_21_24	S9_0_3	S9_12_15	S9_21_24
KSD-NODE_6101_length_6668_cov_3.829578||full	0	0	0	0	0	0	27.093632	0	0
KSD-NODE_6133_length_6649_cov_6.793600||full	0	0	15.01377	0	0	0	41.192356	12.447605	0
KSD-NODE_6153_length_6637_cov_6.351565||full	0	0	0	0	0	0	44.054337	0	0
KSD-NODE_6196_length_6614_cov_3.830005||full	0	0	0	0	0	0	15.095271	0	0
KSD-NODE_6268_length_6569_cov_10.296899||full	0	0	0	0	0	0	69.14834	0	0
KSD-NODE_6277_length_6568_cov_5.008752||full	0	0	0	0	0	0	23.396402	0	0
KSD-NODE_6387_length_6512_cov_5.215115||full	0	0	0	33.400425	0	0	36.36941	0	0
KSD-NODE_6401_length_6504_cov_4.124205||full	0	0	0	0	0	0	21.932875	0	0
KSD-NODE_6407_length_6501_cov_4.987899||full	0	0	0	0	0	0	33.128834	0	0
KSD-NODE_6451_length_6474_cov_3.926001||full	0	0	0	0	0	0	19.352386	0	0
KSD-NODE_6522_length_6432_cov_6.254665||full	0	0	0	0	0	0	47.232872	0	0
KSD-NODE_6538_length_6423_cov_7.385050||full	0	0	0	0	0	0	55.123886	0	0
KSD-NODE_6577_length_6399_cov_7.412201||full	0	0	0	52.415127	0	0	54.358154	0	0
KSD-NODE_6578_length_6399_cov_4.257566||full	0	0	0	0	0	0	30.759445	0	0
KSD-NODE_6743_length_6313_cov_3.896133||full	0	0	0	0	0	0	29.149834	0	0
KSD-NODE_6766_length_6299_cov_3.979821||full	0	0	0	0	0	0	28.853369	0	0
KSD-NODE_6767_length_6299_cov_3.508808||full	0	0	0	0	0	0	25.587063	0	0
KSD-NODE_6847_length_6260_cov_7.356003||full	0	2.5131326	0	21.847551	0	0	52.162666	0	0
KSD-NODE_6859_length_6256_cov_4.077407||full	0	0	0	0	0	0	30.84448	0	0
KSD-NODE_6968_length_6204_cov_3.869898||full	0	0	0	0	0	0	29.217413	0	0
KSD-NODE_6980_length_6198_cov_7.572196||full	0	0	0	0	0	0	51.31794	0	0
KSD-NODE_7049_length_6167_cov_8.766852||full	0	0	0	21.317497	0	0	42.032566	0	0
KSD-NODE_7113_length_6135_cov_4.528947||full	0	0	0	0	0	0	34.170338	0	0
KSD-NODE_7126_length_6129_cov_7.376194||full	0	0	0	0	0	0	35.541183	0	0
KSD-NODE_7174_length_6105_cov_5.584959||full	0	0	0	0	0	0	41.572876	0	0
KSD-NODE_7198_length_6093_cov_6.286519||full	0	0	0	27.253918	0	0	42.852962	0	0
KSD-NODE_7250_length_6069_cov_6.269704||full	0	7.625212	4.473816	14.254248	0	0	27.027107	3.8487394	0
KSD-NODE_7338_length_6024_cov_5.347964||full	0	0	0	0	0	0	37.410378	0	0
KSD-NODE_7356_length_6014_cov_3.460312||full	0	0	0	0	0	0	26.118126	0	0
KSD-NODE_7404_length_5995_cov_3.237037||full	0	0	0	17.55031	0	0	25.695389	0	0
KSD-NODE_7419_length_5987_cov_28.630647||full	0	0	0	0	0	0	138.43958	0	0
KSD-NODE_7470_length_5965_cov_4.694078||full	0	0	0	12.146967	0	0	33.46519	0	0
KSD-NODE_7506_length_5951_cov_6.833955||full	0	0	0	0	0	0	26.835135	0	0
KSD-NODE_7520_length_5944_cov_11.525386||full	0	0	0	28.7197	0	0	56.160637	0	0
KSD-NODE_7522_length_5943_cov_11.784307||full	0	0	0	47.19458	0	0	77.4948	0	0
KSD-NODE_7588_length_5916_cov_4.506228||full	0	3.559067	8.216103	0	0	0	9.1601925	5.301119	7.369433
KSD-NODE_7663_length_5881_cov_4.980433||full	0	0	0	0	0	0	23.747948	0	0
KSD-NODE_7677_length_5876_cov_4.495619||full	0	0	0	0	0	0	26.705973	0	0
KSD-NODE_7762_length_5836_cov_15.408580||full	80.84693	371.9217	261.82397	132.58784	51.69713	138.4703	104.58723	317.8545	249.57469
KSD-NODE_7892_length_5777_cov_5.044041||full	0	0	2.461491	33.58671	0	0	18.761267	0	0
KSD-NODE_7963_length_5746_cov_6.765595||full	0	0	0	0	0	0	47.12956	0	0
KSD-NODE_8049_length_5712_cov_6.496376||full	0	0	0	0	0	0	27.820362	0	0
KSD-NODE_8055_length_5711_cov_3.966584||full	0	0	0	0	0	0	28.56262	0	0
KSD-NODE_8077_length_5703_cov_8.719016||full	14.856886	0	0	84.866425	0	0	57.774563	5.851179	0
KSD-NODE_8090_length_5699_cov_2.992558||full	0	0	0	0	0	0	21.77835	0	0
KSD-NODE_8095_length_5696_cov_4.067541||full	0	0	12.486891	0	0	0	33.811802	0	0
KSD-NODE_8097_length_5695_cov_3.187057||full	0	0	0	0	0	0	21.952526	0	0
KSD-NODE_8111_length_5690_cov_5.499911||full	0	0	0	0	0	0	42.10649	0	0
KSD-NODE_8164_length_5665_cov_9.782175||full	0	0	0	38.715935	0	0	71.91644	0	0
KSD-NODE_8197_length_5654_cov_3.341847||full	0	0	0	0	0	0	22.862473	0	0
KSD-NODE_8218_length_5647_cov_5.991774||full	0	10.117527	17.310358	0	0	0	23.679398	14.057834	8.260532
KSD-NODE_8334_length_5600_cov_4.237331||full	0	0	0	0	0	0	31.068844	0	0
KSD-NODE_8424_length_5561_cov_3.999818||full	0	0	0	0	0	0	27.18848	0	0
KSD-NODE_8466_length_5548_cov_26.171491||full	0	0	0	75.886734	0	0	123.193565	0	0
KSD-NODE_8485_length_5541_cov_3.707619||full	0	12.75812	14.415613	0	0	0	22.644894	13.244299	7.2246547
KSD-NODE_8505_length_5534_cov_4.227779||full	0	0	0	0	0	0	30.507893	0	0
KSD-NODE_8580_length_5503_cov_6.841226||full	0	0	0	0	0	0	44.012726	0	0
KSD-NODE_8621_length_5489_cov_3.140596||full	0	0	0	0	0	0	18.713387	0	0
KSD-NODE_8772_length_5433_cov_6.774451||full	0	0	0	0	0	0	45.405907	0	0
KSD-NODE_8809_length_5421_cov_4.040253||full	0	0	0	0	0	0	17.362825	0	0
KSD-NODE_8820_length_5418_cov_5.378892||full	0	0	0	0	0	0	35.800022	0	0
KSD-NODE_8827_length_5416_cov_4.638500||full	0	0	0	0	0	0	32.918667	0	0
KSD-NODE_8830_length_5413_cov_4.389884||full	0	0	0	0	0	0	31.088512	0	0
KSD-NODE_8877_length_5397_cov_7.247098||full	0	10.263005	3.162975	18.19931	0	0	37.00776	0	0
KSD-NODE_8968_length_5367_cov_4.047440||full	0	0	0	0	0	0	28.963533	0	0
KSD-NODE_8973_length_5364_cov_6.260124||full	9.399479	0	0	82.837	8.776496	6.376665	41.49106	0	30.698606
KSD-NODE_9036_length_5343_cov_9.595499||full	0	0	0	35.8913	0	0	57.14105	0	0
KSD-NODE_9063_length_5338_cov_4.374598||full	0	0	0	18.39713	0	0	31.531303	0	0
KSD-NODE_9066_length_5337_cov_4.563802||full	0	0	0	20.482315	0	0	34.361404	0	0
KSD-NODE_9101_length_5327_cov_5.487291||full	0	0	0	28.964054	0	0	38.283405	0	0
KSD-NODE_9220_length_5292_cov_9.037617||full	0	0	1.5148472	0	0	0	66.30636	0	0
KSD-NODE_9243_length_5285_cov_7.279924||full	0	0	0	0	0	0	52.230183	0	0
KSD-NODE_9278_length_5275_cov_14.033333||full	0	0	4.6572404	23.049532	0	9.637016	70.846634	19.231373	0
KSD-NODE_9287_length_5273_cov_57.175355||full	0	0	0	103.80164	0	0	263.847	0	0
KSD-NODE_9303_length_5270_cov_3.461361||full	0	0	0	34.92695	0	0	24.715977	0	0
KSD-NODE_9306_length_5268_cov_3.577019||full	0	0	0	0	0	0	25.99358	0	0
KSD-NODE_9337_length_5260_cov_3.199039||full	0	0	0	0	0	0	23.041403	0	0
KSD-NODE_9345_length_5257_cov_4.665705||full	0	0	0	0	0	0	33.90375	0	0
KSD-NODE_9403_length_5237_cov_7.229062||full	0	0	0	0	0	0	20.976486	0	0
KSD-NODE_9406_length_5237_cov_4.120224||full	0	0	0	51.335144	0	0	31.044235	0	0
KSD-NODE_9428_length_5228_cov_4.075971||full	0	0	0	0	0	0	29.460966	0	0
KSD-NODE_9432_length_5224_cov_3.628168||full	0	0	0	0	0	0	27.30479	0	0
KSD-NODE_9456_length_5214_cov_7.551851||full	0	4.557868	0	16.395792	0	0	43.064636	0	0
KSD-NODE_9544_length_5191_cov_3.797897||full	5.1778917	3.9448614	9.223091	0	0	0	10.399503	0	0
KSD-NODE_9565_length_5185_cov_5.647758||full	0	0	0	0	0	0	39.622402	0	0
KSD-NODE_9625_length_5166_cov_3.840149||full	0	0	0	0	0	0	28.461857	0	0
KSD-NODE_9645_length_5159_cov_4.333072||full	0	0	0	0	0	0	26.814278	0	0
KSD-NODE_9662_length_5154_cov_3.490684||full	0	0	0	0	0	0	26.020285	0	0
KSD-NODE_9677_length_5150_cov_3.972718||full	0	0	0	0	0	0	29.548534	0	0
KSD-NODE_9702_length_5141_cov_5.808691||full	0	0	0	0	0	0	28.300707	0	0
KSD-NODE_9740_length_5133_cov_6.031508||full	0	0	0	0	0	0	43.9067	0	0
KSD-NODE_9817_length_5115_cov_4.510870||full	0	0	0	0	0	0	32.64042	0	0
KSD-NODE_9901_length_5086_cov_5.607831||full	0	0	0	0	0	0	27.209925	0	0
KSD-NODE_9913_length_5083_cov_3.975338||full	0	0	0	0	0	0	30.301548	0	0
KSD-NODE_9983_length_5063_cov_5.305711||full	0	0	0	0	0	0	39.153305	0	0
KSD-NODE_10051_length_5040_cov_4.088867||full	0	0	0	0	0	0	29.580898	0	0
KSD-NODE_10148_length_5013_cov_5.704720||full	0	2.9569438	0	0	0	0	36.71366	0	0
KSD-NODE_10180_length_5004_cov_3.897353||full	0	0	0	24.288607	0	0	28.494328	0	0
KSD-NODE_9681_length_5148_cov_4.775182||lt2gene	0	0	0	0	0	0	35.729496	0	0
KSD-NODE_2_length_97949_cov_7.629385||full	0	0	0	0	0	0	0	26.837	0
KSD-NODE_3_length_89675_cov_8.873522||full	0	0	0	0	0	0	0	31.262842	0
KSD-NODE_6_length_81940_cov_6.860817||full	0	0	0	0	0	0	0	24.165606	0
KSD-NODE_11_length_62625_cov_11.854691||full	8.201008	5.4328227	14.794857	0	0	5.6877704	0	39.376434	19.107111
KSD-NODE_19_length_55291_cov_42.254417||full	78.05534	50.019783	160.25908	33.51456	28.68115	45.243465	0	134.10927	64.42598
KSD-NODE_21_length_54827_cov_7.456292||full	0	0	0	0	0	0	0	26.451637	0
KSD-NODE_33_length_50301_cov_7.630000||full	0	0	0	0	0	0	0	26.778904	0
KSD-NODE_35_length_50106_cov_9.313540||full	0	0	0	0	0	0	0	32.143856	0
KSD-NODE_40_length_49137_cov_11.203211||full	0	0	0	0	0	0	0	39.42457	0
KSD-NODE_42_length_49111_cov_10.633745||full	0	0	3.3494997	72.7136	4.5330844	0	0	37.269363	7.322075
KSD-NODE_44_length_48849_cov_13.766078||full	0	0	0	0	0	0	0	47.961273	0
KSD-NODE_49_length_46327_cov_12.137816||full	0	0	0	0	0	0	0	42.797905	0
KSD-NODE_53_length_45303_cov_9.767835||full	0	0	0	0	0	0	0	34.46061	0
KSD-NODE_54_length_44698_cov_6.669019||full	0	0	0	0	0	0	0	23.389957	0
KSD-NODE_55_length_44069_cov_22.574204||full	29.330927	54.538902	65.48285	0	16.123093	6.560877	0	53.448643	61.79408
KSD-NODE_58_length_43541_cov_16.485881||full	0	0	0	0	0	0	0	57.889256	0
KSD-NODE_59_length_43259_cov_10.024373||full	0	0	0	0	0	0	0	35.147327	0
KSD-NODE_60_length_43012_cov_8.977536||full	0	0	0	0	0	0	0	31.62569	0
KSD-NODE_73_length_41192_cov_159.654982||full	0	0	0	0	0	0	0	548.8005	0
KSD-NODE_81_length_40231_cov_71.550329||full	0	0	0	0	0	0	0	236.14322	0
KSD-NODE_92_length_38609_cov_13.920812||full	0	0	3.54249	0	4.795738	7.395821	0	47.475906	0
KSD-NODE_98_length_37008_cov_17.359484||full	17.709206	32.328995	39.370663	0	7.9127035	0	0	35.50909	38.934883
KSD-NODE_99_length_36985_cov_5.183320||full	0	0	0	0	0	0	0	17.97681	0
KSD-NODE_106_length_35902_cov_13.956984||full	0	0	0	0	0	0	0	48.301483	0
KSD-NODE_107_length_35880_cov_27.452421||full	0	0	6.488385	0	0	0	0	59.727512	0
KSD-NODE_109_length_35475_cov_21.960813||full	0	0	0	0	0	0	0	72.66922	0
KSD-NODE_110_length_35387_cov_15.992953||full	0	0	0	0	6.064001	14.660329	0	45.86937	0
KSD-NODE_116_length_34766_cov_7.037884||full	0	0	0	0	0	0	0	24.890562	0
KSD-NODE_117_length_34751_cov_6.059056||full	0	0	0	0	0	0	0	19.658804	0
KSD-NODE_121_length_34354_cov_12.801656||full	0	0	0	0	0	0	0	44.338226	0
KSD-NODE_122_length_34222_cov_7.131823||full	0	0	0	0	0	0	0	25.112253	0
KSD-NODE_132_length_33057_cov_7.669414||full	0	0	0	0	0	0	0	26.842676	0
KSD-NODE_136_length_32775_cov_6.617207||full	0	0	0	0	0	0	0	23.347757	0
KSD-NODE_151_length_30980_cov_9.691609||full	0	31.602406	6.883912	21.124828	0	5.949756	0	23.731468	0
KSD-NODE_154_length_30705_cov_11.547928||full	0	0	0	0	0	0	0	40.253498	0
KSD-NODE_163_length_29760_cov_4.957314||full	0	0	0	0	0	0	0	17.463408	0
KSD-NODE_168_length_29685_cov_6.844313||full	0	0	0	0	0	0	0	23.899446	0
KSD-NODE_175_length_29184_cov_5.954650||full	0	0	0	0	0	0	0	20.826336	0
KSD-NODE_176_length_29041_cov_13.060615||full	0	24.080544	0	0	0	0	0	41.316376	0
KSD-NODE_177_length_28986_cov_32.900349||full	0	0	0	0	0	0	0	91.59283	0
KSD-NODE_178_length_28918_cov_6.387278||full	0	2.9479935	0	0	0	0	0	15.711524	0
KSD-NODE_180_length_28864_cov_17.069006||full	0	0	2.4003313	0	0	7.186669	0	49.443455	0
KSD-NODE_192_length_28087_cov_6.248288||full	0	0	0	0	0	0	0	22.06814	0
KSD-NODE_194_length_28008_cov_22.324402||full	92.245056	16.083069	21.857924	0	75.35262	53.49572	0	52.790848	51.77794
KSD-NODE_214_length_26563_cov_6.223781||full	0	3.679304	0	0	0	0	0	17.482582	10.483565
KSD-NODE_223_length_25871_cov_7.115548||full	0	0	7.114807	0	0	0	0	15.061133	0
KSD-NODE_227_length_25697_cov_6.025895||full	0	0	0	0	0	0	0	21.214447	0
KSD-NODE_228_length_25638_cov_11.221592||full	3.592081	36.757565	8.650534	25.299791	0	7.766248	0	23.807	0
KSD-NODE_237_length_25134_cov_6.607241||full	0	0	0	0	0	0	0	19.431597	0
KSD-NODE_240_length_25005_cov_21.831663||full	0	0	0	0	0	0	0	73.97655	0
KSD-NODE_252_length_24547_cov_7.061898||full	0	0	0	0	8.0239525	97.036644	0	23.11395	0
KSD-NODE_256_length_24456_cov_6.693824||full	0	0	0	0	0	0	0	23.669678	0
KSD-NODE_261_length_24167_cov_25.034837||full	12.6230755	86.97027	25.706785	0	4.5130076	5.9265313	0	62.479877	13.584706
KSD-NODE_267_length_24006_cov_5.523945||full	0	0	0	0	0	0	0	11.310948	0
KSD-NODE_272_length_23729_cov_5.873786||full	0	0	0	0	0	0	0	20.498753	0
KSD-NODE_273_length_23715_cov_5.782925||full	0	0	0	0	0	0	0	20.42645	0
KSD-NODE_274_length_23621_cov_4.956887||full	0	0	0	0	0	0	0	17.372396	0
KSD-NODE_278_length_23502_cov_14.590267||full	4.7902117	3.185019	9.92163	0	18.580017	15.922321	0	29.836014	27.746637
KSD-NODE_281_length_23438_cov_6.685028||full	0	0	0	0	0	0	0	24.060135	0
KSD-NODE_289_length_23255_cov_81.770647||full	0	0	4.8910165	0	0	0	0	211.6065	9.601744
KSD-NODE_301_length_22905_cov_29.336149||full	0	0	0	0	0	0	0	85.06966	0
KSD-NODE_305_length_22873_cov_4.888027||full	0	0	0	0	0	0	0	17.355505	0
KSD-NODE_331_length_22021_cov_8.588409||full	0	0	0	0	0	0	0	27.67619	16.401821
KSD-NODE_336_length_21721_cov_4.897812||full	0	0	0	0	0	0	0	17.45963	0
KSD-NODE_340_length_21463_cov_4.994021||full	0	0	0	0	0	0	0	17.77993	0
KSD-NODE_347_length_21213_cov_8.240051||full	0	0	0	0	0	0	0	29.155231	0
KSD-NODE_358_length_20770_cov_9.782911||full	0	0	2.4830575	0	0	0	0	30.909119	0
KSD-NODE_366_length_20574_cov_30.874019||full	10.944997	36.90473	89.58514	23.065199	56.924465	27.689514	0	90.74375	45.66687
KSD-NODE_377_length_20325_cov_16.522398||full	0	0	0	21.745659	0	5.852559	0	43.382835	0
KSD-NODE_379_length_20298_cov_11.134170||full	0	0	0	0	0	0	0	26.587929	0
KSD-NODE_382_length_20239_cov_15.403092||full	0	0	1.64797	0	0	3.3788288	0	29.607216	0
KSD-NODE_422_length_19371_cov_14.932336||full	0	0	0	0	0	0	12.515906	51.39619	0
KSD-NODE_460_length_18703_cov_8.557486||full	0	0	0	0	0	0	0	30.20518	0
KSD-NODE_469_length_18554_cov_14.456295||full	0	0	1.6760249	0	0	4.531863	0	43.669327	0
KSD-NODE_478_length_18413_cov_53.732378||full	32.97409	14.610675	59.228718	0	8.231982	8.623051	0	114.80889	63.556427
KSD-NODE_496_length_18017_cov_6.364213||full	0	0	0	0	0	0	0	21.776678	0
KSD-NODE_513_length_17746_cov_22.601379||full	10.120805	68.16804	19.69645	0	3.3455338	4.035412	0	48.27674	11.129975
KSD-NODE_523_length_17619_cov_12.600433||full	0	0	0	0	0	0	0	22.50115	0
KSD-NODE_529_length_17496_cov_5.855398||full	4.586006	0	0	0	0	0	0	20.224834	0
KSD-NODE_533_length_17453_cov_25.963214||full	0	0	7.2708597	0	0	0	0	84.90183	11.132075
KSD-NODE_536_length_17424_cov_5.623755||full	0	3.4607558	7.6706185	0	8.101498	12.064135	0	13.708329	8.986332
KSD-NODE_549_length_17210_cov_4.277470||full	0	0	0	0	0	0	0	11.499263	0
KSD-NODE_556_length_17063_cov_19.631820||full	0	0	0	0	0	0	0	65.32772	0
KSD-NODE_561_length_17029_cov_9.949747||full	4.9250274	23.14302	23.931925	0	0	0	24.10016	26.049553	13.4120455
KSD-NODE_567_length_16920_cov_6.478684||full	0	0	0	0	0	0	0	18.180342	0
KSD-NODE_578_length_16802_cov_6.109990||full	0	0	0	0	0	0	0	21.465569	0
KSD-NODE_592_length_16626_cov_5.190091||full	0	0	0	0	0	0	0	18.060408	0
KSD-NODE_597_length_16562_cov_6.161871||full	0	0	0	0	0	0	0	21.753626	0
KSD-NODE_599_length_16530_cov_49.101123||full	0	0	0	0	0	0	0	149.38419	0
KSD-NODE_607_length_16392_cov_17.297484||full	0	20.264286	15.59745	30.373213	7.6726213	11.555429	0	49.819622	17.53032
KSD-NODE_648_length_15932_cov_5.371355||full	0	0	0	0	0	0	0	15.924471	0
KSD-NODE_665_length_15682_cov_19.939656||full	33.504395	0	9.281649	0	25.35161	20.41714	0	45.228443	28.934557
KSD-NODE_669_length_15633_cov_16.206894||full	16.803637	49.678894	24.27584	0	10.689373	4.2851024	0	38.965538	40.746586
KSD-NODE_677_length_15514_cov_9.586260||full	3.2826273	16.853111	14.646298	0	0	0	15.440494	24.597824	12.271078
KSD-NODE_706_length_15217_cov_11.069384||full	0	0	0	0	0	0	0	32.983963	0
KSD-NODE_717_length_15123_cov_4.442394||full	3.980896	2.2919154	2.6566572	0	0	0	0	6.900651	0
KSD-NODE_724_length_15089_cov_5.570773||full	0	0	0	0	0	0	0	16.36259	8.31453
KSD-NODE_731_length_15029_cov_11.407106||full	0	0	0	21.641775	0	0	0	20.398516	0
KSD-NODE_732_length_15024_cov_6.374441||full	0	0	0	0	0	0	0	21.629904	0
KSD-NODE_767_length_14569_cov_29.842841||full	0	0	0	0	0	0	0	78.20191	0
KSD-NODE_785_length_14386_cov_11.000977||full	0	0	0	0	0	0	0	35.711273	0
KSD-NODE_806_length_14213_cov_4.370956||full	0	0	0	0	0	0	0	9.200148	0
KSD-NODE_808_length_14208_cov_6.903554||full	0	0	0	0	0	0	0	24.129807	0
KSD-NODE_821_length_14106_cov_4.221052||full	0	0	0	0	0	0	0	14.096756	0
KSD-NODE_824_length_14046_cov_9.410335||full	30.002224	26.9634	133.35533	27.46058	8.954851	5.690665	0	21.519484	85.00694
KSD-NODE_838_length_13914_cov_10.150444||full	6.0890803	18.79649	11.596321	0	0	0	0	23.981003	7.8023505
KSD-NODE_839_length_13914_cov_5.522693||full	0	0	0	0	0	0	0	9.974662	0
KSD-NODE_869_length_13532_cov_6.009869||full	0	0	0	0	0	0	0	21.537558	0
KSD-NODE_871_length_13518_cov_14.257075||full	0	0	0	0	0	0	0	44.470184	0
KSD-NODE_878_length_13461_cov_24.087274||full	0	0	7.549307	0	8.724614	8.4449005	0	66.73002	13.617949
KSD-NODE_886_length_13367_cov_4.901668||full	0	0	0	0	0	0	0	11.6938	0
KSD-NODE_887_length_13364_cov_4.778721||full	0	0	0	0	0	0	0	9.877412	0
KSD-NODE_901_length_13259_cov_3.973114||full	0	0	0	0	0	0	0	13.688254	0
KSD-NODE_921_length_13035_cov_5.023344||full	0	0	0	0	0	0	0	17.416283	0
KSD-NODE_982_length_12676_cov_5.794311||full	0	0	0	0	0	0	0	20.389322	0
KSD-NODE_986_length_12652_cov_5.152655||full	0	0	0	0	0	0	0	18.350355	0
KSD-NODE_987_length_12645_cov_4.581811||full	0	0	0	0	0	0	0	16.168549	0
KSD-NODE_1012_length_12495_cov_7.680788||full	0	0	0	0	0	0	0	26.540804	0
KSD-NODE_1017_length_12467_cov_8.546729||full	17.207514	11.444898	0	0	0	2.8688757	0	21.52275	0
KSD-NODE_1030_length_12313_cov_5.685512||full	0	2.416976	0	0	0	0	0	10.596678	0
KSD-NODE_1037_length_12266_cov_7.773974||full	0	0	0	0	5.9524336	0	0	26.82098	0
KSD-NODE_1039_length_12252_cov_14.717881||full	16.881948	7.565387	7.9867206	14.323467	23.316875	12.739483	0	42.247055	88.43714
KSD-NODE_1054_length_12209_cov_7.128682||full	7.070893	10.561223	7.1582375	0	6.70074	6.2069497	0	14.101678	7.944121
KSD-NODE_1096_length_11945_cov_5.248192||full	0	0	0	0	0	0	0	17.372864	0
KSD-NODE_1102_length_11915_cov_16.243929||full	0	0	0	0	0	0	0	53.444126	0
KSD-NODE_1103_length_11903_cov_14.745527||full	0	0	0	0	0	0	0	45.851948	0
KSD-NODE_1110_length_11868_cov_8.286125||full	5.3308864	9.089703	18.081587	0	0	0	10.454196	12.256785	17.093195
KSD-NODE_1167_length_11514_cov_5.959333||full	0	0	9.182477	0	4.888402	11.394619	0	17.788387	0
KSD-NODE_1172_length_11480_cov_5.350985||full	0	2.7075262	3.9376025	21.484522	0	4.0845942	27.710766	15.827544	11.68164
KSD-NODE_1215_length_11236_cov_5.439585||full	0	19.234333	7.5912294	0	0	0	0	14.618011	0
KSD-NODE_1245_length_11107_cov_6.505610||full	13.614178	9.690067	44.11564	0	5.6629114	3.037044	0	12.857566	31.405043
KSD-NODE_1259_length_11028_cov_5.043653||full	0	0	0	0	0	0	0	17.839605	0
KSD-NODE_1263_length_10996_cov_5.302532||full	5.8029985	9.646057	9.617669	0	0	5.0428114	0	13.230148	7.0403743
KSD-NODE_1266_length_10979_cov_6.169535||full	0	3.7850647	3.9791431	0	0	0	0	22.383917	0
KSD-NODE_1274_length_10937_cov_3.978405||full	0	0	0	0	0	0	0	14.049151	0
KSD-NODE_1282_length_10899_cov_4.760974||full	0	0	0	0	0	0	0	16.891472	0
KSD-NODE_1298_length_10832_cov_5.295073||full	0	3.326091	6.056915	0	5.668825	9.911329	0	10.609635	0
KSD-NODE_1299_length_10832_cov_4.464322||full	0	0	0	0	0	0	0	16.754242	0
KSD-NODE_1303_length_10824_cov_7.262698||full	0	0	0	0	0	0	0	15.558744	0
KSD-NODE_1333_length_10694_cov_3.600526||full	0	0	0	0	0	0	0	12.541848	0
KSD-NODE_1336_length_10663_cov_5.100396||full	0	0	0	0	0	0	0	18.022663	0
KSD-NODE_1358_length_10544_cov_4.582420||full	0	0	0	0	0	0	0	16.265812	0
KSD-NODE_1360_length_10538_cov_4.778022||full	0	0	0	0	0	0	0	16.651878	0
KSD-NODE_1364_length_10515_cov_12.810516||full	0	0	0	0	0	3.7347252	0	30.521194	0
KSD-NODE_1405_length_10349_cov_7.457160||full	0	0	0	0	0	0	0	23.11238	0
KSD-NODE_1408_length_10342_cov_4.915038||full	0	0	0	0	0	0	0	10.921899	0
KSD-NODE_1416_length_10309_cov_43.879657||full	19.844784	104.542244	15.562964	0	24.331705	25.292109	0	108.66802	25.392262
KSD-NODE_1430_length_10239_cov_5.706206||full	0	0	0	0	0	0	0	19.418941	0
KSD-NODE_1439_length_10205_cov_6.328966||full	0	0	0	0	0	0	0	20.335598	14.2991
KSD-NODE_1462_length_10134_cov_9.585872||full	5.1840234	18.1063	17.626251	0	0	0	15.899126	21.461552	10.446211
KSD-NODE_1505_length_9941_cov_15.371839||full	17.171476	0	18.477694	51.517624	4.7102284	5.9952006	0	40.747845	50.669117
KSD-NODE_1525_length_9875_cov_5.183910||full	0	0	0	0	0	0	0	18.045734	0
KSD-NODE_1526_length_9871_cov_6.435717||full	0	10.193698	0	0	0	0	0	19.87864	0
KSD-NODE_1529_length_9862_cov_16.837463||full	0	0	0	0	0	0	0	33.969982	0
KSD-NODE_1549_length_9810_cov_5.679446||full	29.025526	2.093615	0	0	0	5.9352913	0	18.299557	29.208714
KSD-NODE_1627_length_9587_cov_14.269618||full	0	0	0	0	0	0	0	47.45982	0
KSD-NODE_1631_length_9584_cov_5.093609||full	0	0	0	0	0	0	0	18.381128	0
KSD-NODE_1648_length_9541_cov_5.993464||full	0	0	0	0	0	0	0	21.196066	0
KSD-NODE_1656_length_9527_cov_5.095122||full	0	0	0	0	0	0	0	17.23611	0
KSD-NODE_1677_length_9468_cov_4.681823||full	0	0	0	0	0	0	0	16.278862	0
KSD-NODE_1683_length_9444_cov_8.650442||full	0	17.702919	15.800346	0	0	0	14.953364	18.092243	9.517921
KSD-NODE_1691_length_9428_cov_5.038728||full	0	0	0	0	0	0	0	17.62367	0
KSD-NODE_1692_length_9421_cov_5.337818||full	0	0	0	0	0	0	0	18.553623	0
KSD-NODE_1729_length_9327_cov_11.121333||full	0	0	0	0	0	0	0	32.011787	0
KSD-NODE_1738_length_9312_cov_6.757481||full	0	2.0819361	9.843078	0	0	0	0	18.30219	0
KSD-NODE_1747_length_9270_cov_24.029734||full	6.6531496	55.788975	13.837326	0	0	0	0	41.183964	8.256555
KSD-NODE_1804_length_9133_cov_5.606191||full	0	0	0	0	0	0	0	19.581272	0
KSD-NODE_1808_length_9110_cov_8.598123||full	0	11.50456	7.733068	0	0	2.9067142	0	21.504385	0
KSD-NODE_1844_length_9050_cov_5.876598||full	0	0	0	0	0	0	0	14.359344	0
KSD-NODE_1854_length_9026_cov_5.741277||full	0	0	0	0	0	0	0	19.298075	0
KSD-NODE_1855_length_9026_cov_4.158734||full	0	0	0	0	0	0	0	14.148522	0
KSD-NODE_1869_length_9001_cov_9.795439||full	3.8967311	12.817693	11.939281	0	0	0	12.597031	22.08419	7.958808
KSD-NODE_1872_length_8990_cov_19.396307||full	12.226792	32.50193	43.946377	38.74715	5.8708553	13.003647	149.12158	62.721737	23.952179
KSD-NODE_1874_length_8988_cov_5.540020||full	0	0	0	0	6.488536	0	0	20.235651	27.71197
KSD-NODE_1886_length_8942_cov_5.033757||full	0	0	0	0	0	0	0	17.684252	0
KSD-NODE_1895_length_8930_cov_24.672563||full	0	0	20.74519	0	0	0	0	63.813183	17.59794
KSD-NODE_1902_length_8920_cov_9.300733||full	6.0799623	8.371502	16.271774	0	0	3.5104408	10.673302	11.652639	14.831642
