	C0_1_V	C0_2_V	C63_1_V	C63_2_V
KSW-megahit_k141_591379||full	8.16890338840884	9.59004648115809	6.00289310303278	3.6118109478072
KSW-megahit_k141_808535||full	5.28433397679148	4.83844739956246	4.90027736253153	5.62336090647237
KSW-megahit_k141_11857||full	6.35603085554964	5.88095110340132	6.69728145714558	7.32334378885933
KSW-megahit_k141_302665||full	5.61832351740747	4.1851048574067	4.39817038358999	3.43842987134302
KSW-megahit_k141_591450||full	2.23915752259752	2.23915752259752	2.23915752259752	4.47636514834645
KSW-megahit_k141_157338||full	5.54194316562201	5.27752952338248	5.37013710962348	3.76085069601665
KSW-megahit_k141_627731||full	3.95722287017661	4.1851048574067	6.03446031794934	6.08413296702961
KSW-megahit_k141_627734||full	4.3867302291115	4.44053140524565	4.17695719241538	3.89247331554864
KSW-megahit_k141_374219||full	4.19021584094365	4.44053140524565	7.044841461046	5.98214802989312
KSW-megahit_k141_845308||full	6.35603085554964	6.10767079697873	6.21048400619792	6.84789763172671
KSW-megahit_k141_410468||full	5.37554562538683	5.50848110958901	5.21192334021091	4.21789795860652
KSW-megahit_k141_953444||full	6.52319988764683	2.23915752259752	5.9037708720843	4.93514880692062
KSW-megahit_k141_519273||full	10.8518109853867	12.8661520985542	9.11398690374439	9.57682896017173
KSW-megahit_k141_1025585||full	6.93236150210496	4.83844739956246	5.79723364878628	5.98214802989312
KSW-megahit_k141_483234||full	4.19021584094365	5.61116466959884	6.43957570400171	5.65697332983766
KSW-megahit_k141_193598||full	5.1867669940486	5.96059524894663	4.96847688528346	5.81403833920219
KSW-megahit_k141_12215||full	3.95722287017661	4.65417222651686	6.06534468216454	4.81912025585016
KSW-megahit_k141_483313||full	4.19021584094365	4.65417222651686	5.15494174773325	5.65697332983766
KSW-megahit_k141_989735||full	5.08185847432433	4.65417222651686	4.67252712324529	4.47636514834645
KSW-megahit_k141_12265||full	10.4294135851904	11.2346268723001	11.0918022275008	11.5606929389364
KSW-megahit_k141_809043||full	6.70802162054297	5.96059524894663	5.03346061912585	5.09269138897802
KSW-megahit_k141_303142||full	3.6672964896266	5.00078212983361	6.65741596868879	5.18858139328051
KSW-megahit_k141_157783||full	4.84467688080775	5.14602264102238	5.46650580657776	4.21789795860652
KSW-megahit_k141_229858||full	5.1867669940486	4.44053140524565	5.59973753156426	4.87836240013397
KSW-megahit_k141_338463||full	7.32018022723062	6.89435342580557	5.9037708720843	6.13251883212722
KSW-megahit_k141_120774||full	7.78165994416727	8.20588664404531	8.62432511609258	8.74721444427673
KSW-megahit_k141_881069||full	2.23915752259752	2.23915752259752	3.90817403601679	4.93514880692062
KSW-megahit_k141_483536||full	3.26875536235695	4.1851048574067	6.03446031794934	5.95547099609683
KSW-megahit_k141_663949||full	4.3867302291115	5.00078212983361	6.23782472841688	6.29003604531619
KSW-megahit_k141_1025880||full	5.61832351740747	5.00078212983361	5.68206305445178	6.39280335031916
KSW-megahit_k141_120987||full	4.84467688080775	5.39773948662535	5.09552920124823	4.47636514834645
KSW-megahit_k141_700549||full	6.4831984581478	6.89435342580557	5.86913679887059	6.29003604531619
KSW-megahit_k141_230200||full	8.25436400948056	8.86060063030471	6.53071598486893	5.27830174727495
KSW-megahit_k141_1026151||full	5.7597426934505	4.83844739956246	5.55670751703095	4.0108358694967
KSW-megahit_k141_447477||full	5.08185847432433	3.86398464604909	5.37013710962348	4.39579459014771
KSW-megahit_k141_411248||full	5.82549956091262	5.61116466959884	4.29232356017271	4.81912025585016
KSW-megahit_k141_85620||full	7.42926758618644	6.6290244709193	5.72150019219042	6.05931142820218
KSW-megahit_k141_411286||full	6.35603085554964	5.00078212983361	5.55670751703095	3.76085069601665
KSW-megahit_k141_49103||full	2.23915752259752	3.86398464604909	3.01838327880068	5.32109354667995
KSW-megahit_k141_736458||full	5.08185847432433	5.50848110958901	4.82851015656787	4.309916487109
KSW-megahit_k141_990356||full	4.84467688080775	4.65417222651686	5.59973753156426	4.75718791168601
KSW-megahit_k141_520077||full	3.26875536235695	4.65417222651686	3.90817403601679	6.13251883212722
KSW-megahit_k141_700745||full	9.57351428745022	9.72084522214935	9.17865461082733	9.03382331385512
KSW-megahit_k141_1062877||full	5.54194316562201	5.61116466959884	5.72150019219042	6.29003604531619
KSW-megahit_k141_121385||full	12.7669880881719	13.5213581779355	13.0366498579237	11.0779440767696
KSW-megahit_k141_700811||full	4.96836376595033	5.14602264102238	3.55879335941547	4.62412046986146
KSW-megahit_k141_121395||full	6.93236150210496	6.10767079697873	4.96847688528346	5.09269138897802
KSW-megahit_k141_194469||full	7.45012760854176	7.42803135021482	6.55262443856151	6.90455332477134
KSW-megahit_k141_809839||full	6.11524588617322	6.17589495906597	6.00289310303278	5.32109354667995
KSW-megahit_k141_411531||full	2.23915752259752	5.00078212983361	6.21048400619792	4.47636514834645
KSW-megahit_k141_1063049||full	4.19021584094365	4.83844739956246	6.39173766718708	4.55229336212944
KSW-megahit_k141_520231||full	3.26875536235695	4.44053140524565	5.86913679887059	6.72741367325571
KSW-megahit_k141_1026512||full	4.70866848685379	5.61116466959884	4.39817038358999	5.55364341036896
KSW-megahit_k141_1063180||full	3.26875536235695	3.86398464604909	4.39817038358999	4.309916487109
KSW-megahit_k141_230719||full	7.74837163614994	5.61116466959884	3.01838327880068	2.23915752259752
KSW-megahit_k141_86105||full	6.06181282443553	3.41680699207649	4.17695719241538	5.48030878949065
KSW-megahit_k141_954797||full	4.19021584094365	3.86398464604909	4.67252712324529	5.48030878949065
KSW-megahit_k141_664951||full	5.82549956091262	7.34189192579163	9.22702097235224	7.622292889785
KSW-megahit_k141_411845||full	6.00630292583265	5.61116466959884	5.86913679887059	6.1793205943433
KSW-megahit_k141_339553||full	5.54194316562201	5.39773948662535	5.55670751703095	5.98214802989312
KSW-megahit_k141_158937||full	8.53368117209665	8.01507800055718	7.4346561291262	7.40409507673509
KSW-megahit_k141_918893||full	7.04641302605104	8.01507800055718	7.81534881918835	7.68825327783148
KSW-megahit_k141_159019||full	5.7597426934505	5.14602264102238	4.67252712324529	3.89247331554864
KSW-megahit_k141_593177||full	2.23915752259752	7.04743307966514	6.23782472841688	5.72189839988621
KSW-megahit_k141_520758||full	10.2626835913763	10.5334816349837	10.3196954097655	10.4775970250886
KSW-megahit_k141_629520||full	2.23915752259752	2.23915752259752	2.23915752259752	2.94461696493448
KSW-megahit_k141_701530||full	4.55741693058923	6.6290244709193	7.16332960972372	6.74303817374907
KSW-megahit_k141_665367||full	3.26875536235695	4.44053140524565	7.36220684410943	4.93514880692062
KSW-megahit_k141_339881||full	7.99535548828155	8.03350611238739	6.57420352825507	8.44744523718682
KSW-megahit_k141_50029||full	6.00630292583265	6.30329679079186	5.97061181867495	6.29003604531619
KSW-megahit_k141_1063874||full	4.3867302291115	4.1851048574067	6.29098785275289	8.28113457936204
KSW-megahit_k141_1027305||full	4.84467688080775	7.48272284508295	4.67252712324529	4.75718791168601
KSW-megahit_k141_701747||full	6.26451745483072	5.96059524894663	5.03346061912585	4.75718791168601
KSW-megahit_k141_159475||full	2.23915752259752	2.23915752259752	4.39817038358999	4.11867247400423
KSW-megahit_k141_919402||full	6.00630292583265	6.17589495906597	6.09557539214632	4.0108358694967
KSW-megahit_k141_810831||full	6.16675325530687	5.14602264102238	4.90027736253153	3.43842987134302
KSW-megahit_k141_629831||full	4.96836376595033	7.58624571994316	8.18779599144229	6.97237182546763
KSW-megahit_k141_268003||full	5.08185847432433	2.23915752259752	5.31935764581905	4.81912025585016
KSW-megahit_k141_847237||full	5.08185847432433	4.83844739956246	3.32852793903488	4.0108358694967
KSW-megahit_k141_629841||full	7.01873647905972	7.99641128927053	5.9037708720843	4.309916487109
KSW-megahit_k141_485131||full	2.23915752259752	4.1851048574067	4.82851015656787	10.0788451922758
KSW-megahit_k141_485283||full	5.1867669940486	4.65417222651686	4.29232356017271	3.22736465344532
KSW-megahit_k141_50473||full	3.6672964896266	5.14602264102238	6.34224803590031	6.05931142820218
KSW-megahit_k141_1064282||full	7.78165994416727	6.36298505898656	7.10530448378657	5.81403833920219
KSW-megahit_k141_1027769||full	6.16675325530687	5.61116466959884	5.93758303064066	5.81403833920219
KSW-megahit_k141_268288||full	6.44204964705522	5.27752952338248	5.37013710962348	6.54329514349116
KSW-megahit_k141_485318||full	4.70866848685379	2.23915752259752	4.04992772579181	4.69229377714692
KSW-megahit_k141_14298||full	10.1073213583644	10.5172103876405	8.13806285442105	6.81871006883019
KSW-megahit_k141_485377||full	7.01873647905972	6.67678908121094	6.00289310303278	5.62336090647237
KSW-megahit_k141_883158||full	4.19021584094365	7.8376801961651	7.82436278390991	6.6466361471014
KSW-megahit_k141_195833||full	7.22654093746149	5.27752952338248	5.09552920124823	5.32109354667995
KSW-megahit_k141_305430||full	5.37554562538683	5.00078212983361	6.12517979453204	5.98214802989312
KSW-megahit_k141_702319||full	3.26875536235695	6.76780302671942	7.21910623119287	6.43193224692621
KSW-megahit_k141_1027939||full	5.08185847432433	5.00078212983361	4.39817038358999	4.55229336212944
KSW-megahit_k141_738049||full	6.672911201624	6.4202866004494	6.69728145714558	6.80389102825335
KSW-megahit_k141_1064663||full	8.00947267708406	8.9506031025479	7.55869824653577	8.72775030698619
KSW-megahit_k141_775185||full	3.26875536235695	4.44053140524565	4.29232356017271	4.11867247400423
KSW-megahit_k141_883457||full	2.23915752259752	3.41680699207649	7.81534881918835	5.27830174727495
KSW-megahit_k141_920159||full	8.4007744576916	8.99827978055025	8.52280102670488	7.77428496885026
KSW-megahit_k141_775247||full	4.19021584094365	2.23915752259752	6.23782472841688	6.26856738140488
KSW-megahit_k141_196198||full	3.95722287017661	5.61116466959884	6.29098785275289	5.32109354667995
KSW-megahit_k141_702752||full	6.60000588384851	7.48272284508295	6.23782472841688	6.86227219026086
KSW-megahit_k141_51136||full	3.95722287017661	7.18578260100877	8.13806285442105	6.695645567262
KSW-megahit_k141_305974||full	6.52319988764683	6.24101275570076	5.41914580128668	3.43842987134302
KSW-megahit_k141_1028394||full	3.26875536235695	4.1851048574067	5.31935764581905	5.2341612204572
KSW-megahit_k141_123482||full	6.74229449993716	6.03602593688793	3.74704344404041	5.04214513889523
KSW-megahit_k141_920337||full	4.3867302291115	5.88095110340132	5.26667086784035	5.40295186382809
KSW-megahit_k141_377223||full	7.98109869596023	9.14951788942926	6.41585617435218	4.309916487109
KSW-megahit_k141_1064984||full	4.84467688080775	2.23915752259752	4.39817038358999	4.75718791168601
KSW-megahit_k141_920428||full	5.54194316562201	5.27752952338248	4.39817038358999	4.87836240013397
KSW-megahit_k141_449863||full	4.55741693058923	4.65417222651686	6.06534468216454	5.62336090647237
KSW-megahit_k141_1028476||full	3.6672964896266	4.44053140524565	6.43957570400171	4.62412046986146
KSW-megahit_k141_269099||full	5.94854632114379	5.50848110958901	4.96847688528346	4.81912025585016
KSW-megahit_k141_848432||full	3.6672964896266	4.44053140524565	5.41914580128668	4.93514880692062
KSW-megahit_k141_992635||full	7.22654093746149	7.91922933464913	6.31684719991431	7.72799626722138
KSW-megahit_k141_738779||full	6.00630292583265	5.14602264102238	5.26667086784035	4.0108358694967
KSW-megahit_k141_123758||full	4.70866848685379	6.89435342580557	9.01120157352825	7.86262815585014
KSW-megahit_k141_160785||full	2.23915752259752	2.23915752259752	3.01838327880068	7.12317328051782
KSW-megahit_k141_595022||full	4.70866848685379	5.27752952338248	5.9037708720843	4.11867247400423
KSW-megahit_k141_88105||full	6.21647002635221	3.41680699207649	6.12517979453204	6.08413296702961
KSW-megahit_k141_703179||full	4.19021584094365	4.65417222651686	4.58721093789152	5.36261870353223
KSW-megahit_k141_232972||full	2.23915752259752	5.00078212983361	5.86913679887059	4.47636514834645
KSW-megahit_k141_739025||full	3.26875536235695	5.50848110958901	5.64149804169029	5.98214802989312
KSW-megahit_k141_450326||full	4.70866848685379	4.1851048574067	5.31935764581905	5.18858139328051
KSW-megahit_k141_884224||full	3.26875536235695	5.79658804805441	7.7411328645452	6.20215946627844
KSW-megahit_k141_306600||full	6.87175514817679	6.67678908121094	4.90027736253153	4.98968347445267
KSW-megahit_k141_88303||full	5.37554562538683	5.70690241504552	5.15494174773325	5.62336090647237
KSW-megahit_k141_775950||full	3.95722287017661	3.86398464604909	3.90817403601679	4.47636514834645
KSW-megahit_k141_1028942||full	6.44204964705522	5.79658804805441	6.36720644311657	5.44216112406512
KSW-megahit_k141_884320||full	5.37554562538683	8.10494977797029	9.01514196283008	7.24877017679821
KSW-megahit_k141_848890||full	2.23915752259752	4.1851048574067	2.23915752259752	3.43842987134302
KSW-megahit_k141_631371||full	9.59238928085616	10.7213328464406	8.59303017520947	6.1793205943433
KSW-megahit_k141_812516||full	4.96836376595033	4.1851048574067	4.29232356017271	4.93514880692062
KSW-megahit_k141_703518||full	4.19021584094365	4.44053140524565	6.12517979453204	6.45110346355852
KSW-megahit_k141_776090||full	3.95722287017661	6.89435342580557	6.23782472841688	5.72189839988621
KSW-megahit_k141_884486||full	2.23915752259752	2.23915752259752	4.39817038358999	5.92828540017728
KSW-megahit_k141_197210||full	2.23915752259752	2.23915752259752	3.01838327880068	5.04214513889523
KSW-megahit_k141_1065846||full	6.00630292583265	6.10767079697873	4.90027736253153	4.87836240013397
KSW-megahit_k141_52130||full	2.23915752259752	4.83844739956246	5.21192334021091	4.55229336212944
KSW-megahit_k141_233465||full	3.6672964896266	5.50848110958901	5.79723364878628	3.89247331554864
KSW-megahit_k141_957368||full	5.69079444756632	5.96059524894663	5.03346061912585	5.09269138897802
KSW-megahit_k141_450762||full	2.23915752259752	2.23915752259752	4.49606873489519	4.0108358694967
KSW-megahit_k141_124456||full	4.96836376595033	5.79658804805441	5.79723364878628	6.47002181197948
KSW-megahit_k141_378139||full	4.19021584094365	5.61116466959884	5.68206305445178	5.62336090647237
KSW-megahit_k141_487120||full	6.00630292583265	8.63787976255887	8.68988750588397	6.81871006883019
KSW-megahit_k141_523375||full	5.08185847432433	4.44053140524565	5.51232676144151	4.309916487109
KSW-megahit_k141_414713||full	4.96836376595033	5.39773948662535	4.67252712324529	4.11867247400423
KSW-megahit_k141_233797||full	2.23915752259752	3.86398464604909	3.32852793903488	3.22736465344532
KSW-megahit_k141_451015||full	3.26875536235695	4.65417222651686	4.96847688528346	5.18858139328051
KSW-megahit_k141_89053||full	5.1867669940486	5.27752952338248	5.09552920124823	4.98968347445267
KSW-megahit_k141_884959||full	2.23915752259752	4.65417222651686	4.90027736253153	3.89247331554864
KSW-megahit_k141_921616||full	4.84467688080775	5.61116466959884	6.94909880592942	6.08413296702961
KSW-megahit_k141_884974||full	2.23915752259752	5.61116466959884	6.06534468216454	3.89247331554864
KSW-megahit_k141_921636||full	3.95722287017661	5.14602264102238	3.74704344404041	3.6118109478072
KSW-megahit_k141_813104||full	8.1176938874489	7.81655110409118	7.55869824653577	6.5071261284237
KSW-megahit_k141_813175||full	7.62540713374418	9.7434032529761	10.2444925661748	9.84415241303004
KSW-megahit_k141_776805||full	3.6672964896266	4.1851048574067	5.86913679887059	6.03405089127076
KSW-megahit_k141_307550||full	4.84467688080775	5.70690241504552	5.97061181867495	5.65697332983766
KSW-megahit_k141_52815||full	2.23915752259752	3.41680699207649	2.23915752259752	5.09269138897802
KSW-megahit_k141_124861||full	4.55741693058923	7.63534535602814	5.79723364878628	9.11397175639899
KSW-megahit_k141_89259||full	3.26875536235695	3.86398464604909	5.15494174773325	4.87836240013397
KSW-megahit_k141_704446||full	5.08185847432433	5.00078212983361	6.06534468216454	6.6466361471014
KSW-megahit_k141_89369||full	3.95722287017661	3.41680699207649	3.32852793903488	6.59589516480565
KSW-megahit_k141_270594||full	5.61832351740747	3.41680699207649	4.75275924317775	5.36261870353223
KSW-megahit_k141_125012||full	2.23915752259752	3.86398464604909	3.55879335941547	4.75718791168601
KSW-megahit_k141_307727||full	5.82549956091262	6.81123603083457	6.61641239657501	6.47002181197948
KSW-megahit_k141_270644||full	4.19021584094365	5.70690241504552	7.29891789465852	5.14146195912926
KSW-megahit_k141_415120||full	3.26875536235695	4.83844739956246	6.00289310303278	4.62412046986146
KSW-megahit_k141_415174||full	7.87714673136484	7.31199464036632	7.56946270872008	8.4378937278153
KSW-megahit_k141_704683||full	5.61832351740747	3.41680699207649	4.67252712324529	4.81912025585016
KSW-megahit_k141_922203||full	4.96836376595033	4.44053140524565	4.67252712324529	5.04214513889523
KSW-megahit_k141_234440||full	2.23915752259752	3.41680699207649	4.29232356017271	4.39579459014771
KSW-megahit_k141_560192||full	6.56211650771958	5.79658804805441	6.75507944145159	5.2341612204572
KSW-megahit_k141_668490||full	11.6517983085413	12.9933501549404	10.4032485652846	8.71594448435828
KSW-megahit_k141_596854||full	3.26875536235695	4.1851048574067	7.09042519729144	6.5785750818782
KSW-megahit_k141_308166||full	4.55741693058923	6.03602593688793	4.17695719241538	5.14146195912926
KSW-megahit_k141_740811||full	5.37554562538683	4.65417222651686	4.04992772579181	5.14146195912926
KSW-megahit_k141_885969||full	7.6616233284836	8.34516595256535	7.24620462870072	7.622292889785
KSW-megahit_k141_922653||full	3.6672964896266	4.44053140524565	4.04992772579181	4.0108358694967
KSW-megahit_k141_17284||full	2.23915752259752	5.00078212983361	5.75987141607265	5.48030878949065
KSW-megahit_k141_560703||full	5.1867669940486	2.23915752259752	6.65741596868879	6.29003604531619
KSW-megahit_k141_560717||full	5.28433397679148	4.44053140524565	4.75275924317775	5.40295186382809
KSW-megahit_k141_235146||full	5.4611978727899	5.88095110340132	5.21192334021091	5.84347096943823
KSW-megahit_k141_488656||full	2.23915752259752	4.44053140524565	4.29232356017271	3.6118109478072
KSW-megahit_k141_308692||full	4.70866848685379	4.1851048574067	5.03346061912585	5.36261870353223
KSW-megahit_k141_163165||full	3.6672964896266	5.79658804805441	5.97061181867495	6.00833538228732
KSW-megahit_k141_17596||full	3.6672964896266	5.50848110958901	5.86913679887059	4.93514880692062
KSW-megahit_k141_959186||full	3.95722287017661	6.57961643962941	6.46290931683203	5.55364341036896
KSW-megahit_k141_995273||full	4.19021584094365	5.00078212983361	6.55262443856151	4.55229336212944
KSW-megahit_k141_669392||full	4.70866848685379	4.65417222651686	3.55879335941547	4.81912025585016
KSW-megahit_k141_1031233||full	5.88835115302441	5.70690241504552	5.41914580128668	4.81912025585016
KSW-megahit_k141_814636||full	4.96836376595033	4.1851048574067	4.96847688528346	4.47636514834645
KSW-megahit_k141_344017||full	8.34620752101567	5.50848110958901	5.59973753156426	6.99862862247996
KSW-megahit_k141_741534||full	5.08185847432433	3.86398464604909	4.39817038358999	3.89247331554864
KSW-megahit_k141_1031351||full	3.6672964896266	4.1851048574067	4.90027736253153	4.98968347445267
KSW-megahit_k141_54264||full	6.26451745483072	5.96059524894663	5.64149804169029	4.55229336212944
KSW-megahit_k141_54339||full	3.95722287017661	4.1851048574067	3.55879335941547	3.43842987134302
KSW-megahit_k141_344242||full	2.23915752259752	3.41680699207649	5.09552920124823	4.309916487109
KSW-megahit_k141_923414||full	4.19021584094365	4.1851048574067	5.55670751703095	4.0108358694967
KSW-megahit_k141_489183||full	2.23915752259752	3.86398464604909	3.55879335941547	3.89247331554864
KSW-megahit_k141_669793||full	4.70866848685379	5.27752952338248	5.55670751703095	5.92828540017728
KSW-megahit_k141_851476||full	2.23915752259752	2.23915752259752	2.23915752259752	4.87836240013397
KSW-megahit_k141_561459||full	6.672911201624	7.25027102367312	5.51232676144151	6.5785750818782
KSW-megahit_k141_1068302||full	5.28433397679148	4.83844739956246	4.39817038358999	4.62412046986146
KSW-megahit_k141_669973||full	5.08185847432433	5.27752952338248	5.46650580657776	5.44216112406512
KSW-megahit_k141_887021||full	4.84467688080775	4.65417222651686	5.68206305445178	6.26856738140488
KSW-megahit_k141_236245||full	2.23915752259752	5.00078212983361	4.67252712324529	4.55229336212944
KSW-megahit_k141_126772||full	4.3867302291115	2.23915752259752	3.74704344404041	6.93206560145996
KSW-megahit_k141_525811||full	4.19021584094365	4.83844739956246	6.57420352825507	4.87836240013397
KSW-megahit_k141_344844||full	3.26875536235695	5.39773948662535	6.18261072385858	4.21789795860652
KSW-megahit_k141_996202||full	6.93236150210496	8.17301990017583	6.12517979453204	4.93514880692062
KSW-megahit_k141_309934||full	6.93236150210496	8.06967041827136	6.09557539214632	6.74303817374907
KSW-megahit_k141_598784||full	3.26875536235695	6.4202866004494	6.18261072385858	6.41250126927286
KSW-megahit_k141_960387||full	6.77576901641935	6.97292839792759	5.9037708720843	6.77378662074561
KSW-megahit_k141_164479||full	8.41144438468706	7.63534535602814	7.9366865803204	8.67587888254947
KSW-megahit_k141_815813||full	4.55741693058923	5.88095110340132	5.21192334021091	5.90057123486696
KSW-megahit_k141_310145||full	2.23915752259752	4.44053140524565	5.46650580657776	4.75718791168601
KSW-megahit_k141_200433||full	4.55741693058923	6.93417738174568	6.69728145714558	5.95547099609683
KSW-megahit_k141_200485||full	5.4611978727899	5.00078212983361	3.74704344404041	3.43842987134302
KSW-megahit_k141_815976||full	4.84467688080775	5.50848110958901	5.21192334021091	5.2341612204572
KSW-megahit_k141_1069260||full	4.3867302291115	5.50848110958901	5.26667086784035	6.35257643100511
KSW-megahit_k141_55421||full	5.1867669940486	4.1851048574067	4.96847688528346	4.87836240013397
KSW-megahit_k141_453996||full	5.94854632114379	6.6290244709193	6.43957570400171	6.62992089801371
KSW-megahit_k141_924612||full	7.32018022723062	8.79731938666739	6.63706050773606	4.11867247400423
KSW-megahit_k141_887923||full	6.11524588617322	6.03602593688793	7.14904113359705	4.87836240013397
KSW-megahit_k141_310430||full	2.23915752259752	5.00078212983361	6.50846790307349	4.39579459014771
KSW-megahit_k141_960825||full	5.08185847432433	5.39773948662535	5.83363931297639	5.44216112406512
KSW-megahit_k141_345532||full	5.28433397679148	4.1851048574067	4.75275924317775	4.11867247400423
KSW-megahit_k141_779855||full	8.0645984288467	7.39988671766466	7.4346561291262	7.45235834607656
KSW-megahit_k141_92065||full	6.52319988764683	5.88095110340132	6.50846790307349	7.25966292171838
KSW-megahit_k141_780011||full	3.26875536235695	4.1851048574067	4.96847688528346	4.0108358694967
KSW-megahit_k141_273717||full	7.73143466393636	7.8376801961651	7.39888693379537	6.5071261284237
KSW-megahit_k141_961113||full	3.6672964896266	4.44053140524565	5.41914580128668	4.21789795860652
KSW-megahit_k141_743269||full	5.94854632114379	5.50848110958901	5.26667086784035	5.68980722225249
KSW-megahit_k141_381916||full	6.60000588384851	6.24101275570076	5.37013710962348	5.09269138897802
KSW-megahit_k141_853159||full	5.08185847432433	6.10767079697873	5.46650580657776	5.51745202405882
KSW-megahit_k141_273934||full	4.3867302291115	5.70690241504552	4.90027736253153	6.10853064737492
KSW-megahit_k141_707884||full	2.23915752259752	5.88095110340132	6.48586943905951	6.31118764721966
KSW-megahit_k141_237872||full	6.77576901641935	5.61116466959884	7.4346561291262	6.48869391275338
KSW-megahit_k141_743591||full	5.61832351740747	5.14602264102238	4.29232356017271	4.93514880692062
KSW-megahit_k141_1070236||full	3.6672964896266	4.65417222651686	5.86913679887059	5.27830174727495
KSW-megahit_k141_165501||full	5.08185847432433	5.27752952338248	4.04992772579181	5.32109354667995
KSW-megahit_k141_853513||full	2.23915752259752	2.23915752259752	7.06019702874306	6.45110346355852
KSW-megahit_k141_165518||full	6.3110047976462	5.79658804805441	6.29098785275289	6.05931142820218
KSW-megahit_k141_708065||full	4.70866848685379	4.44053140524565	3.90817403601679	3.89247331554864
KSW-megahit_k141_671942||full	5.54194316562201	4.44053140524565	4.82851015656787	4.47636514834645
KSW-megahit_k141_527552||full	7.9226183895234	7.68282705789382	8.64481741789124	9.315161875121
KSW-megahit_k141_780678||full	4.96836376595033	6.30329679079186	4.96847688528346	5.55364341036896
KSW-megahit_k141_238177||full	3.95722287017661	5.61116466959884	5.79723364878628	6.35257643100511
KSW-megahit_k141_92851||full	3.95722287017661	5.96059524894663	5.59973753156426	4.93514880692062
KSW-megahit_k141_853700||full	5.08185847432433	7.63534535602814	7.41090895790938	6.56104349341071
KSW-megahit_k141_128628||full	5.28433397679148	6.03602593688793	5.41914580128668	4.11867247400423
KSW-megahit_k141_311488||full	3.26875536235695	5.39773948662535	5.68206305445178	4.55229336212944
KSW-megahit_k141_165825||full	3.26875536235695	3.41680699207649	5.21192334021091	3.22736465344532
KSW-megahit_k141_455363||full	3.95722287017661	2.23915752259752	4.67252712324529	4.69229377714692
KSW-megahit_k141_997983||full	6.06181282443553	3.41680699207649	4.75275924317775	5.36261870353223
KSW-megahit_k141_491542||full	4.19021584094365	3.86398464604909	2.23915752259752	6.5071261284237
KSW-megahit_k141_853811||full	6.16675325530687	5.27752952338248	5.68206305445178	5.04214513889523
KSW-megahit_k141_925903||full	6.99051711946781	5.88095110340132	6.23782472841688	5.44216112406512
KSW-megahit_k141_382733||full	4.96836376595033	4.1851048574067	4.49606873489519	3.89247331554864
KSW-megahit_k141_563881||full	5.69079444756632	5.14602264102238	5.86913679887059	6.59589516480565
KSW-megahit_k141_238498||full	5.4611978727899	5.88095110340132	4.96847688528346	5.36261870353223
KSW-megahit_k141_419058||full	3.26875536235695	4.83844739956246	6.03446031794934	4.21789795860652
KSW-megahit_k141_311800||full	3.26875536235695	5.00078212983361	6.36720644311657	5.27830174727495
KSW-megahit_k141_926079||full	3.6672964896266	4.1851048574067	4.17695719241538	4.39579459014771
KSW-megahit_k141_455648||full	7.17733404644387	7.25027102367312	6.36720644311657	6.48869391275338
KSW-megahit_k141_311871||full	5.54194316562201	5.14602264102238	4.39817038358999	4.39579459014771
KSW-megahit_k141_708733||full	4.96836376595033	2.23915752259752	5.03346061912585	5.14146195912926
KSW-megahit_k141_347104||full	5.61832351740747	3.86398464604909	4.49606873489519	3.76085069601665
KSW-megahit_k141_275079||full	2.23915752259752	2.23915752259752	3.90817403601679	4.21789795860652
KSW-megahit_k141_1034314||full	9.58769363475776	10.5334816349837	9.18566417341296	7.17012240142947
KSW-megahit_k141_20836||full	5.37554562538683	5.39773948662535	5.21192334021091	4.47636514834645
KSW-megahit_k141_129210||full	4.70866848685379	4.65417222651686	6.03446031794934	4.93514880692062
KSW-megahit_k141_238855||full	4.19021584094365	3.41680699207649	5.97061181867495	4.309916487109
KSW-megahit_k141_1034401||full	2.23915752259752	2.23915752259752	3.01838327880068	2.94461696493448
KSW-megahit_k141_419433||full	4.19021584094365	5.27752952338248	5.9037708720843	6.33203147994162
KSW-megahit_k141_781636||full	5.37554562538683	4.44053140524565	4.04992772579181	4.0108358694967
KSW-megahit_k141_456055||full	3.95722287017661	4.44053140524565	5.75987141607265	4.39579459014771
KSW-megahit_k141_383567||full	5.94854632114379	3.86398464604909	4.58721093789152	5.81403833920219
KSW-megahit_k141_601393||full	5.7597426934505	6.10767079697873	5.59973753156426	5.32109354667995
KSW-megahit_k141_312413||full	3.26875536235695	5.14602264102238	6.63706050773606	4.93514880692062
KSW-megahit_k141_745041||full	4.84467688080775	6.47538604007286	5.72150019219042	5.27830174727495
KSW-megahit_k141_745063||full	6.4831984581478	5.27752952338248	5.83363931297639	4.39579459014771
KSW-megahit_k141_528897||full	3.6672964896266	5.27752952338248	6.93250338794656	6.39280335031916
KSW-megahit_k141_347926||full	5.61832351740747	5.70690241504552	5.37013710962348	6.45110346355852
KSW-megahit_k141_21575||full	2.23915752259752	5.61116466959884	6.00289310303278	5.84347096943823
KSW-megahit_k141_709557||full	3.95722287017661	5.00078212983361	5.37013710962348	5.36261870353223
KSW-megahit_k141_57799||full	4.55741693058923	5.96059524894663	5.83363931297639	4.98968347445267
KSW-megahit_k141_709638||full	4.55741693058923	2.23915752259752	3.74704344404041	4.0108358694967
KSW-megahit_k141_1035114||full	6.35603085554964	7.11826944844098	5.03346061912585	5.78398383995801
