	C0_1_C	C0_2_C	C63_1_C	C63_2_C
KSW-cf_coassembly_k141_1895343||full	10.0487491900784	10.9287632936621	8.95757476567682	9.85709298064628
KSW-cf_coassembly_k141_821276||full	8.58796145121627	7.33243546426441	9.5794161531574	9.23220792662481
KSW-cf_coassembly_k141_14565||full	7.53529832041967	7.99826780307831	8.30778301016709	8.2222742130057
KSW-cf_coassembly_k141_2703160||full	6.74369886127808	4.90645578513153	10.9415794677132	10.9535136722878
KSW-cf_coassembly_k141_955023||full	7.84426623711711	9.59950255394004	7.50473308905678	7.76221980621498
KSW-cf_coassembly_k141_2703250||full	7.55809101703596	7.40824413117821	4.49844204323697	4.1215138010276
KSW-cf_coassembly_k141_1895907||full	9.03211797692231	9.31963926806739	9.56994292579502	9.34843518267248
KSW-cf_coassembly_k141_3107041||full	7.15640783844794	8.5132417154052	6.95361100407686	7.2389531866046
KSW-cf_coassembly_k141_1627008||full	2.5317251510737	3.74577306151715	12.4170693904109	14.1870176642112
KSW-cf_coassembly_k141_2838603||full	5.03013894962869	4.73290151728729	6.04734294815382	8.24090848063604
KSW-cf_coassembly_k141_1896120||full	6.80225523853246	7.3226723065193	4.65890534356115	5.0816541107066
KSW-cf_coassembly_k141_2434884||full	8.28076910379283	6.66305242140855	7.38004542371455	7.38026011775923
KSW-cf_coassembly_k141_1896220||full	9.30207717519328	9.57712128232267	9.86153221429108	10.0803797074894
KSW-cf_coassembly_k141_821994||full	7.11085244970005	6.93099346118991	6.66332653830367	6.65096453481176
KSW-cf_coassembly_k141_1627265||full	6.66170840217069	6.59964923441016	6.86321962147311	6.99696943415374
KSW-cf_coassembly_k141_3915233||full	9.21877435858988	7.12334907472636	8.51948213679454	8.6423213975334
KSW-cf_coassembly_k141_149473||full	14.1217108593765	13.5524138540578	15.1006068357429	15.5554997613783
KSW-cf_coassembly_k141_822524||full	12.0414788176601	12.7705768791487	10.66288937794	11.6515917276331
KSW-cf_coassembly_k141_3243630||full	2.5317251510737	2.5317251510737	10.1744295904823	5.24215575814538
KSW-cf_coassembly_k141_2974318||full	11.7590054781681	11.314249495967	10.4701176670361	10.9393269649877
KSW-cf_coassembly_k141_2570373||full	7.09534080473062	3.87988673391643	7.6911906262313	8.41509292771358
KSW-cf_coassembly_k141_1897320||full	6.64045654083151	7.47145173447029	4.65890534356115	5.63522557815563
KSW-cf_coassembly_k141_150215||full	12.4168605298465	12.0542541816228	10.6937454634464	13.2956845655839
KSW-cf_coassembly_k141_2033083||full	7.45255654618414	4.95962625952371	9.64404199290584	11.9478933077028
KSW-cf_coassembly_k141_1090907||full	2.5317251510737	2.5317251510737	10.3699635376195	4.1215138010276
KSW-cf_coassembly_k141_1763883||full	6.10067179218855	6.67847442417654	5.74142588775251	6.7058019813569
KSW-cf_coassembly_k141_3244854||full	7.81618617830065	8.12153853399189	6.43096284447701	5.38587903885437
KSW-cf_coassembly_k141_17485||full	7.45255654618414	7.37083889336311	6.15335372269798	4.68888125033889
KSW-cf_coassembly_k141_421254||full	10.3651196229806	10.8697230053486	9.89226241228113	8.87480897872702
KSW-cf_coassembly_k141_823944||full	8.60446713789008	8.34035198500299	9.2283735608137	8.52559985033348
KSW-cf_coassembly_k141_1091331||full	9.56916867111859	9.38434935389724	9.92977687596509	9.91043085758506
KSW-cf_coassembly_k141_2975229||full	8.81293758734971	8.83473960897294	9.29313835606244	9.11591592041292
KSW-cf_coassembly_k141_1362162||full	7.12619851580055	7.59821812979592	11.3148799706539	11.7813259340673
KSW-cf_coassembly_k141_1494502||full	7.862686792504	7.58194699210081	7.72575114406781	7.76221980621498
KSW-cf_coassembly_k141_3245375||full	8.98247191628158	5.40108786178298	8.27316620560433	8.36501092388708
KSW-cf_coassembly_k141_556866||full	8.20340861257654	5.64320717920637	6.43096284447701	6.99696943415374
KSW-cf_coassembly_k141_1091814||full	6.70328960729834	7.29297895997183	6.1013357595757	6.75861921166033
KSW-cf_coassembly_k141_3513589||full	6.43350614364676	7.12334907472636	7.06591277508877	7.73617763603859
KSW-cf_coassembly_k141_421876||full	6.00371125265356	6.61576498961317	5.99121695119457	6.19383799350586
KSW-cf_coassembly_k141_1227374||full	2.5317251510737	2.5317251510737	4.65890534356115	7.53937138438605
KSW-cf_coassembly_k141_2437618||full	7.88087483017373	7.25240982884701	7.50473308905678	7.62702893133944
KSW-cf_coassembly_k141_2168503||full	11.6552441154343	11.9452877020678	10.9616398585289	11.1560169257893
KSW-cf_coassembly_k141_3782857||full	6.10067179218855	5.82194051773819	2.5317251510737	3.68284383778905
KSW-cf_coassembly_k141_2572280||full	10.7946881316385	11.6091549762666	9.76935174735479	10.2782095997007
KSW-cf_coassembly_k141_1765169||full	10.9946827579245	9.55646887530081	10.0572833735986	9.70439233567812
KSW-cf_coassembly_k141_1765194||full	5.70711879839473	3.40246517995411	6.89398664629531	7.99962387973016
KSW-cf_coassembly_k141_1765212||full	7.17127778623083	7.39898356238673	7.60097740065922	7.20134604617199
KSW-cf_coassembly_k141_2035321||full	2.5317251510737	2.5317251510737	6.69863707491355	7.76221980621498
KSW-cf_coassembly_k141_1092622||full	6.191442042223	6.56686335553934	3.82991977538708	2.5317251510737
KSW-cf_coassembly_k141_3110699||full	6.80225523853246	8.3499872037952	5.35002097295545	6.59394505878336
KSW-cf_coassembly_k141_1092800||full	7.21498678447705	8.2246553718431	6.76675195889638	7.16272909274772
KSW-cf_coassembly_k141_2572930||full	6.99858200224223	6.00537199115152	7.26719430785117	7.95516931699533
KSW-cf_coassembly_k141_1228213||full	5.27567730839542	6.18954546270255	7.94691737301019	7.44602955078251
KSW-cf_coassembly_k141_288283||full	4.7299053125916	4.85108658621336	12.5066821352412	7.95516931699533
KSW-cf_coassembly_k141_3380217||full	5.8631759041739	4.37952955285128	9.74850854797688	11.1511012047118
KSW-cf_coassembly_k141_2170151||full	10.0507576896688	7.9610203678703	9.94084358403077	9.69090653945606
KSW-cf_coassembly_k141_2573338||full	7.22926617117226	6.86518773908425	7.58223627865728	7.76221980621498
KSW-cf_coassembly_k141_153598||full	6.76348441051036	6.55018457735866	6.3442898925104	6.95235976984704
KSW-cf_coassembly_k141_423854||full	3.54162108714587	3.59049917637977	10.2711292876409	4.68888125033889
KSW-cf_coassembly_k141_3247831||full	7.94278376677739	6.69373228010588	8.45917069588819	7.86192184652983
KSW-cf_coassembly_k141_3380631||full	5.38375431082524	7.54044616034384	5.04812367255347	7.20134604617199
KSW-cf_coassembly_k141_2843510||full	3.54162108714587	3.15203005540446	7.4437388608494	8.80139991503276
KSW-cf_coassembly_k141_3515516||full	8.99504455367017	8.29118567644803	9.06937653223351	9.01128740302459
KSW-cf_coassembly_k141_1094508||full	4.21902616517125	2.5317251510737	8.82048050006526	9.51074773983471
KSW-cf_coassembly_k141_2037089||full	8.06711581617937	8.27610277542222	8.34158809841133	8.62823751209288
KSW-cf_coassembly_k141_692747||full	6.30411982736059	5.79368118302176	5.74142588775251	5.94189050585276
KSW-cf_coassembly_k141_3248437||full	8.0349951596954	8.98759146135497	8.05955804578472	6.26879780649762
KSW-cf_coassembly_k141_1767250||full	10.4813658489261	9.74166457178163	8.92821569796593	9.50305155574793
KSW-cf_coassembly_k141_1901966||full	8.15939412650676	8.94373052097221	8.72979740605992	8.47927274596037
KSW-cf_coassembly_k141_3381617||full	2.5317251510737	2.5317251510737	6.15335372269798	5.24215575814538
KSW-cf_coassembly_k141_1365722||full	10.9437144103287	7.6143074816233	8.86764145156416	9.25987281886059
KSW-cf_coassembly_k141_2709918||full	6.84000603043703	7.85671369102697	7.40159126089567	7.93241700262333
KSW-cf_coassembly_k141_3249017||full	9.44942888532857	9.66270425194045	9.55561540656309	9.37397723446151
KSW-cf_coassembly_k141_2844669||full	2.5317251510737	2.5317251510737	2.5317251510737	4.89964314992705
KSW-cf_coassembly_k141_1767945||full	5.78730324971744	3.59049917637977	6.66332653830367	7.88580547995138
KSW-cf_coassembly_k141_155088||full	8.9569930001282	9.05097906215252	8.68661417072933	8.89847118404385
KSW-cf_coassembly_k141_290322||full	10.2527062330545	11.0629305990533	9.37701411515342	9.10578806793302
KSW-cf_coassembly_k141_2308068||full	7.92536522060527	6.49894964008579	6.47240514599522	6.99696943415374
KSW-cf_coassembly_k141_961704||full	3.25296471822983	3.15203005540446	8.43849296225184	9.47971352580341
KSW-cf_coassembly_k141_561120||full	7.81618617830065	7.80859261609745	7.85625460773359	7.3462129191214
KSW-cf_coassembly_k141_1903013||full	8.05114496427627	7.85671369102697	8.59616340701943	8.43140767764915
KSW-cf_coassembly_k141_3921761||full	9.84161530714827	10.503948553529	8.45917069588819	8.55567784514022
KSW-cf_coassembly_k141_3517166||full	9.70034479162589	11.1217474102372	9.86540947968177	9.85104295682416
KSW-cf_coassembly_k141_2575734||full	4.96115264386891	3.99884677796349	5.74142588775251	8.36501092388708
KSW-cf_coassembly_k141_694687||full	5.33077031276961	4.53280245267819	9.24632702710351	9.05405380671359
KSW-cf_coassembly_k141_2980198||full	10.5764463637907	10.7337770666033	9.88845674684468	8.95598206568375
KSW-cf_coassembly_k141_2575944||full	6.5969832245088	6.99391568443461	7.31340214152502	6.90632016708446
KSW-cf_coassembly_k141_3787143||full	7.54673976629992	8.30115398741809	7.26719430785117	7.68263689605891
KSW-cf_coassembly_k141_1232130||full	6.1618236798382	4.10625362164894	5.25656688517803	7.81293307378377
KSW-cf_coassembly_k141_2845879||full	8.67388602118033	7.63810942700406	8.35268258716477	8.61401472039914
KSW-cf_coassembly_k141_2172649||full	7.99381074210507	8.04054035904494	6.62712409640781	6.19383799350586
KSW-cf_coassembly_k141_1232323||full	7.5916175699125	7.66924556683777	7.33596123643912	7.3462129191214
KSW-cf_coassembly_k141_3787336||full	7.89883615393013	8.15490552420356	8.64209782913314	8.71074867037762
KSW-cf_coassembly_k141_3517947||full	6.10067179218855	9.10602396268267	5.15631024714888	7.0822372879598
KSW-cf_coassembly_k141_3383399||full	6.48215012183411	7.63021907158144	7.09266865652707	6.34001455957937
KSW-cf_coassembly_k141_3383409||full	6.1618236798382	5.32341131217673	7.40159126089567	6.26879780649762
KSW-cf_coassembly_k141_1499990||full	7.51213901736303	9.40066270723307	6.95361100407686	7.78779956650102
KSW-cf_coassembly_k141_3383691||full	8.7696874432491	9.39369384859847	8.05955804578472	8.62823751209288
KSW-cf_coassembly_k141_2711859||full	6.85851549762905	7.58194699210081	7.38004542371455	7.47782067395885
KSW-cf_coassembly_k141_2576788||full	9.86919283949985	10.2291327991731	8.35268258716477	7.97756799733622
KSW-cf_coassembly_k141_3923114||full	7.24340519630697	7.01833269322863	7.91732574224324	7.44602955078251
KSW-cf_coassembly_k141_2712091||full	6.78300078121564	7.1345577275011	7.4437388608494	6.65096453481176
KSW-cf_coassembly_k141_963489||full	8.06711581617937	5.24111315586707	4.930556726608	6.53456133695861
KSW-cf_coassembly_k141_1097586||full	9.17155921535397	6.70882946789656	10.2084062198338	9.15573082844378
KSW-cf_coassembly_k141_2039902||full	6.1618236798382	5.10762285557326	7.52450347349235	6.19383799350586
KSW-cf_coassembly_k141_2847069||full	8.13687244041241	9.46855991530042	7.46435874055613	8.02134730921601
KSW-cf_coassembly_k141_2712456||full	8.69972036829939	10.1934632641348	7.85625460773359	8.98941908403724
KSW-cf_coassembly_k141_1097968||full	10.4917524009223	11.108331004041	9.71021463485207	9.86311773730676
KSW-cf_coassembly_k141_3384254||full	6.35728865811394	6.63170148065509	6.20353797047927	6.95235976984704
KSW-cf_coassembly_k141_1634124||full	7.5916175699125	7.94202931224504	7.97591357795405	8.95598206568375
KSW-cf_coassembly_k141_2310330||full	9.22590298375785	11.2781277487549	8.09962769013795	9.00039468859882
KSW-cf_coassembly_k141_1368793||full	7.06380615695473	6.79622006451372	4.930556726608	8.49488107656605
KSW-cf_coassembly_k141_1770824||full	7.83496689010237	8.5132417154052	7.50473308905678	7.56918738040237
KSW-cf_coassembly_k141_563669||full	5.03013894962869	5.54452768405794	5.74142588775251	3.68284383778905
KSW-cf_coassembly_k141_2174590||full	6.27677386436351	5.87681841055204	7.29048372019073	7.27560212982929
KSW-cf_coassembly_k141_1771017||full	10.1402502453698	10.873902018422	9.2223390682335	9.00039468859882
KSW-cf_coassembly_k141_428457||full	3.93347969018743	4.53280245267819	14.9692949353313	16.6386282877943
KSW-cf_coassembly_k141_2578211||full	8.37998661887523	7.1785385124528	7.58223627865728	8.2222742130057
KSW-cf_coassembly_k141_2311187||full	8.27390538036643	5.76484456508975	5.67140560427296	7.12304641000827
KSW-cf_coassembly_k141_24671||full	2.5317251510737	2.5317251510737	6.29889799791459	7.62702893133944
KSW-cf_coassembly_k141_1099061||full	9.5265056038939	7.26265986756776	8.52929327526102	7.86192184652983
KSW-cf_coassembly_k141_3519886||full	2.5317251510737	3.15203005540446	4.65890534356115	5.84688053464377
KSW-cf_coassembly_k141_2848135||full	8.79866450267427	7.3226723065193	7.80869025781598	8.41509292771358
KSW-cf_coassembly_k141_24738||full	8.78424874863435	5.10762285557326	8.87535382947438	10.246296922077
KSW-cf_coassembly_k141_294234||full	6.5969832245088	6.87859236638265	7.1700723467446	4.68888125033889
KSW-cf_coassembly_k141_2848238||full	8.38636453382422	7.84312802004532	11.6722074071499	10.1850898791838
KSW-cf_coassembly_k141_3789315||full	6.87678934463965	7.41744549970173	6.62712409640781	7.20134604617199
KSW-cf_coassembly_k141_2714144||full	10.1269848173696	7.8155662378649	9.69722071776453	9.28701708855165
KSW-cf_coassembly_k141_2579095||full	4.64284751369435	4.95962625952371	10.7239553850553	11.0251163597279
KSW-cf_coassembly_k141_1502432||full	3.54162108714587	3.40246517995411	8.68661417072933	9.91043085758506
KSW-cf_coassembly_k141_3655778||full	6.80225523853246	7.77320902566138	5.9327792671168	5.0816541107066
KSW-cf_coassembly_k141_3925218||full	7.54673976629992	8.37379725368846	5.80813132332549	6.47260714107266
KSW-cf_coassembly_k141_159442||full	6.82125475587818	6.46374469074566	7.03864937032585	6.47260714107266
KSW-cf_coassembly_k141_1635805||full	4.64284751369435	4.10625362164894	4.65890534356115	6.65096453481176
KSW-cf_coassembly_k141_429980||full	6.78300078121564	7.41744549970173	6.25201486260592	5.94189050585276
KSW-cf_coassembly_k141_1502953||full	7.55809101703596	7.69216377831476	8.01834252213061	8.44753989173812
KSW-cf_coassembly_k141_697777||full	7.97700169827192	7.78035560609678	6.89398664629531	6.59394505878336
KSW-cf_coassembly_k141_3386823||full	10.1645670209624	10.367157661695	9.73161440308802	9.72438755074446
KSW-cf_coassembly_k141_1636327||full	7.78754796370283	8.44745011991058	7.97591357795405	8.61401472039914
KSW-cf_coassembly_k141_3254284||full	9.57196850922	8.93415566682312	8.33040757507186	8.27746963896719
KSW-cf_coassembly_k141_566115||full	11.6130516292881	11.8239617954986	11.9942212897286	12.2895339482737
KSW-cf_coassembly_k141_1773185||full	3.54162108714587	2.5317251510737	5.43756838894754	7.04023565677264
KSW-cf_coassembly_k141_160178||full	9.59692547524698	10.2304371047519	8.27316620560433	7.62702893133944
KSW-cf_coassembly_k141_1636552||full	10.996767855531	11.1516578918701	11.2934557293736	11.3094981293185
KSW-cf_coassembly_k141_566417||full	8.01042599769875	7.87017246370737	7.94691737301019	6.80956058799489
KSW-cf_coassembly_k141_1637095||full	6.8948335230824	7.42658842176017	6.55185352693947	6.95235976984704
KSW-cf_coassembly_k141_3119171||full	8.67388602118033	8.27610277542222	8.75510000195491	8.87480897872702
KSW-cf_coassembly_k141_3657285||full	9.79444783890344	8.47852677926168	11.239207663257	10.6498015096511
KSW-cf_coassembly_k141_2177321||full	7.17127778623083	7.83628684450096	7.99019579856225	7.62702893133944
KSW-cf_coassembly_k141_3522498||full	8.10628547928368	7.75155408179536	6.83177874182701	7.90929969547697
KSW-cf_coassembly_k141_1101867||full	5.43479034681335	7.94202931224504	5.15631024714888	6.7058019813569
KSW-cf_coassembly_k141_297112||full	3.25296471822983	2.5317251510737	7.99019579856225	8.24090848063604
KSW-cf_coassembly_k141_431306||full	6.8948335230824	7.04234172887898	10.3057834671968	4.43726575838817
KSW-cf_coassembly_k141_3927234||full	10.2102084654948	9.75078309833072	9.5794161531574	9.67043847111947
KSW-cf_coassembly_k141_2716878||full	3.75685345068644	3.15203005540446	8.33040757507186	8.29540829892124
KSW-cf_coassembly_k141_27989||full	7.78754796370283	8.37379725368846	8.59616340701943	8.59965025391544
KSW-cf_coassembly_k141_2851470||full	6.64045654083151	7.20003457049634	7.11893563064047	7.50892491438695
KSW-cf_coassembly_k141_3792274||full	9.06429071207243	9.28992031742117	9.10916460190901	8.78879340722321
KSW-cf_coassembly_k141_1373242||full	6.93025557329101	7.27283739148351	6.20353797047927	5.74502249530469
KSW-cf_coassembly_k141_1373267||full	8.97402885601988	7.86345879113599	8.60546809009016	8.02134730921601
KSW-cf_coassembly_k141_1505306||full	6.74369886127808	8.57616202331378	6.86321962147311	7.47782067395885
KSW-cf_coassembly_k141_1505341||full	8.9569930001282	5.57819871661481	9.39321949787773	10.4360772540518
KSW-cf_coassembly_k141_1638279||full	5.78730324971744	7.26265986756776	4.49844204323697	5.38587903885437
KSW-cf_coassembly_k141_2852089||full	5.89963818692301	5.76484456508975	6.5126805701583	6.53456133695861
KSW-cf_coassembly_k141_28636||full	5.48402117176006	5.43835529496404	5.51993422058679	5.0816541107066
KSW-cf_coassembly_k141_700442||full	9.05230987675402	8.0225751520245	8.80441113980281	8.58514126046426
KSW-cf_coassembly_k141_2852404||full	6.76348441051036	6.79622006451372	7.40159126089567	7.50892491438695
KSW-cf_coassembly_k141_3256839||full	8.15939412650676	9.07441240035386	7.60097740065922	8.02134730921601
KSW-cf_coassembly_k141_1505834||full	8.6369223326848	8.33551012094358	8.57737196768127	8.6562690648568
KSW-cf_coassembly_k141_1374034||full	6.43350614364676	7.14567967747239	5.51993422058679	4.1215138010276
KSW-cf_coassembly_k141_298593||full	8.30790182091126	4.79331404766233	8.21355779207909	9.64268796595469
KSW-cf_coassembly_k141_1505976||full	7.51213901736303	8.09313027887166	8.8442537366372	8.41509292771358
KSW-cf_coassembly_k141_3928795||full	7.60262185049432	7.79454328705984	7.33596123643912	7.20134604617199
KSW-cf_coassembly_k141_2045915||full	8.28760030475736	9.10602396268267	7.58223627865728	7.99962387973016
KSW-cf_coassembly_k141_969829||full	6.24889350497423	4.10625362164894	7.40159126089567	8.86283068677443
KSW-cf_coassembly_k141_569825||full	6.52919439659775	8.06999353960057	6.58998319906839	6.03092957112374
KSW-cf_coassembly_k141_1374833||full	8.61536689744709	9.11734944578242	6.7996336694158	7.31134062223544
KSW-cf_coassembly_k141_29759||full	10.4436483788963	8.56792959067824	11.8829146554501	11.0438018977535
KSW-cf_coassembly_k141_3929210||full	12.3110777323957	12.352296431279	12.6718678189607	12.601141206194
KSW-cf_coassembly_k141_2853274||full	9.40615455450953	9.16178252180124	8.09962769013795	10.7860467780037
KSW-cf_coassembly_k141_30028||full	5.38375431082524	7.47145173447029	5.59771447755709	6.7058019813569
KSW-cf_coassembly_k141_299703||full	3.25296471822983	2.5317251510737	8.31913967148964	2.5317251510737
KSW-cf_coassembly_k141_2853562||full	8.17421544523609	9.26212936352881	6.95361100407686	7.2389531866046
KSW-cf_coassembly_k141_3390968||full	5.21829258124888	3.15203005540446	9.21019381355485	10.8111940509422
KSW-cf_coassembly_k141_1375464||full	5.21829258124888	4.85108658621336	10.7002724857819	11.0331541000938
KSW-cf_coassembly_k141_1507460||full	6.40854921734746	7.52350502504809	6.69863707491355	6.40784778028763
KSW-cf_coassembly_k141_1241050||full	5.70711879839473	7.66152440577498	5.43756838894754	5.24215575814538
KSW-cf_coassembly_k141_1507673||full	6.64045654083151	7.98595864439684	4.930556726608	4.1215138010276
KSW-cf_coassembly_k141_1640656||full	6.70328960729834	7.75880862373608	6.38828338857395	5.38587903885437
KSW-cf_coassembly_k141_837491||full	2.5317251510737	3.15203005540446	5.15631024714888	4.43726575838817
KSW-cf_coassembly_k141_1105104||full	8.35418902999913	7.07761959570542	7.82472014024901	8.10510779195246
KSW-cf_coassembly_k141_434640||full	7.85350595095698	7.36133368535689	6.69863707491355	6.90632016708446
KSW-cf_coassembly_k141_1105179||full	10.6967618671598	9.69896061190615	10.1396334030551	10.3313264129277
KSW-cf_coassembly_k141_2720627||full	9.75063690568751	10.5114787934151	8.01834252213061	9.20400204592042
KSW-cf_coassembly_k141_2449798||full	10.8066230132756	11.1802860780128	10.1650226514086	9.11591592041292
KSW-cf_coassembly_k141_702249||full	8.59348436493467	8.4064842618807	8.6953548833852	8.88668860696033
KSW-cf_coassembly_k141_3930648||full	8.58241730382236	9.08310267180273	9.42509411031932	9.69766519658682
KSW-cf_coassembly_k141_2047910||full	8.69972036829939	8.3972204859001	8.08639452543254	8.12530887860919
KSW-cf_coassembly_k141_3123491||full	6.24889350497423	6.55018457735866	5.04812367255347	5.51610784276266
KSW-cf_coassembly_k141_971338||full	7.68775421326607	5.28287547444474	5.67140560427296	4.89964314992705
KSW-cf_coassembly_k141_3392769||full	7.94278376677739	8.29118567644803	7.74272535979843	7.31134062223544
KSW-cf_coassembly_k141_1508799||full	7.94278376677739	8.58842321591309	8.75510000195491	8.93325215323675
KSW-cf_coassembly_k141_3795673||full	10.2786453237297	10.3801432292472	10.5732811206066	10.5820182046834
KSW-cf_coassembly_k141_2319276||full	8.57126465019088	8.27610277542222	8.35268258716477	9.69766519658682
KSW-cf_coassembly_k141_3795769||full	8.82707079985548	9.17809827043336	7.74272535979843	8.737235640987
KSW-cf_coassembly_k141_301969||full	7.96852308125872	8.75721632702725	5.25656688517803	6.59394505878336
KSW-cf_coassembly_k141_1243057||full	7.50041815808951	5.51002626410974	5.59771447755709	6.90632016708446
KSW-cf_coassembly_k141_2451048||full	8.56565581024574	10.5527283008589	8.38546284506882	8.46349361158457
KSW-cf_coassembly_k141_839483||full	7.85350595095698	6.87859236638265	6.62712409640781	6.03092957112374
KSW-cf_coassembly_k141_302379||full	6.64045654083151	6.14568871549632	5.25656688517803	4.43726575838817
KSW-cf_coassembly_k141_2451285||full	8.90907951720357	7.24208623155902	8.38546284506882	8.06383590778375
KSW-cf_coassembly_k141_1107175||full	13.2675227697546	13.1588838387747	13.296388404781	13.2487124979368
KSW-cf_coassembly_k141_33417||full	5.03013894962869	6.76767735455836	4.80169187227425	4.89964314992705
KSW-cf_coassembly_k141_1509892||full	7.01516767328249	6.49894964008579	6.73309885659593	6.90632016708446
KSW-cf_coassembly_k141_437584||full	2.5317251510737	2.5317251510737	4.65890534356115	5.63522557815563
KSW-cf_coassembly_k141_972712||full	7.52376523173056	7.71472305171632	7.82472014024901	7.56918738040237
KSW-cf_coassembly_k141_1643506||full	8.26007911614979	8.33551012094358	8.03221239922864	7.86192184652983
KSW-cf_coassembly_k141_840235||full	8.67388602118033	8.65600035420885	7.82472014024901	8.62823751209288
KSW-cf_coassembly_k141_3933066||full	11.5980221622097	12.7201720805506	9.48176217628411	10.059543495141
KSW-cf_coassembly_k141_2050572||full	6.87678934463965	6.31355735987106	7.03864937032585	6.03092957112374
KSW-cf_coassembly_k141_2183801||full	2.5317251510737	2.5317251510737	3.46463352344005	2.5317251510737
KSW-cf_coassembly_k141_840460||full	6.10067179218855	4.85108658621336	5.25656688517803	5.38587903885437
KSW-cf_coassembly_k141_2050642||full	8.37358036582853	9.06274331959701	6.04734294815382	6.19383799350586
KSW-cf_coassembly_k141_2587714||full	8.23202231168647	8.75721632702725	6.83177874182701	6.53456133695861
KSW-cf_coassembly_k141_973157||full	9.13794221876349	9.53762547743532	9.79803536082854	9.92202059194435
KSW-cf_coassembly_k141_438363||full	9.81350028870414	9.76884903613626	9.67530065870001	9.64967580011164
KSW-cf_coassembly_k141_973281||full	6.43350614364676	7.33243546426441	6.5126805701583	6.34001455957937
KSW-cf_coassembly_k141_1108797||full	7.63513901135032	7.56548990608384	8.27316620560433	5.24215575814538
KSW-cf_coassembly_k141_3262635||full	6.8948335230824	6.83799704053557	5.67140560427296	6.03092957112374
KSW-cf_coassembly_k141_1108822||full	9.77756799738238	7.20003457049634	8.7799663146359	9.1944761722476
KSW-cf_coassembly_k141_1380363||full	10.2209508503953	10.2133884520891	9.00052235674504	12.946491885685
KSW-cf_coassembly_k141_35210||full	4.7299053125916	3.99884677796349	5.67140560427296	7.78779956650102
KSW-cf_coassembly_k141_2588568||full	8.60992731580283	6.67847442417654	10.4209095656951	9.88696825718726
KSW-cf_coassembly_k141_1511135||full	7.50041815808951	4.73290151728729	3.82991977538708	5.84688053464377
KSW-cf_coassembly_k141_3530031||full	9.32217230891833	9.57095654687655	7.72575114406781	7.83763565159594
KSW-cf_coassembly_k141_1645162||full	7.8256071341649	7.54044616034384	5.80813132332549	2.5317251510737
KSW-cf_coassembly_k141_1381215||full	7.53529832041967	6.35260996898813	9.92235162233092	8.38189895282398
KSW-cf_coassembly_k141_2052358||full	6.61888476408424	6.63170148065509	7.38004542371455	6.75861921166033
KSW-cf_coassembly_k141_1109883||full	9.13036416835933	7.27283739148351	7.58223627865728	8.6423213975334
KSW-cf_coassembly_k141_3935045||full	6.5969832245088	7.34213282755697	6.89398664629531	8.16488108041995
KSW-cf_coassembly_k141_2993887||full	6.70328960729834	6.39062316517054	6.38828338857395	5.94189050585276
KSW-cf_coassembly_k141_706755||full	6.5058655659773	7.31284245306181	7.01085873809751	6.95235976984704
KSW-cf_coassembly_k141_1246364||full	9.97874108374037	10.0263106379822	9.45627959204977	9.42374328880261
KSW-cf_coassembly_k141_2052909||full	5.43479034681335	7.18932670322743	3.46463352344005	6.03092957112374
KSW-cf_coassembly_k141_3264186||full	10.4512711743493	11.2888091743476	9.83013312078668	10.1559401047354
KSW-cf_coassembly_k141_2589444||full	7.54673976629992	7.8155662378649	7.31340214152502	7.53937138438605
KSW-cf_coassembly_k141_1110508||full	10.5064618015772	8.50032135635424	8.41751437618777	8.78879340722321
KSW-cf_coassembly_k141_3935633||full	9.28169813180222	9.5668320381013	9.1668615438993	8.88668860696033
KSW-cf_coassembly_k141_1646152||full	6.5058655659773	6.05369974295128	3.82991977538708	2.5317251510737
KSW-cf_coassembly_k141_3264694||full	7.32543980725667	7.59010554101651	8.40690950099523	8.14523076854592
KSW-cf_coassembly_k141_1111067||full	10.3521486231565	9.47737612610226	9.95910150273022	10.0115316601692
KSW-cf_coassembly_k141_3532028||full	7.25740660031561	7.89671865544589	6.3442898925104	6.19383799350586
KSW-cf_coassembly_k141_2186898||full	10.0182812242115	8.95007862520349	9.0490631941897	9.01128740302459
KSW-cf_coassembly_k141_2187028||full	6.4580349236733	7.00617605365478	6.7996336694158	6.95235976984704
KSW-cf_coassembly_k141_1111810||full	5.57756262301545	6.05369974295128	9.95546835840515	9.17523359168037
KSW-cf_coassembly_k141_2591260||full	6.30411982736059	4.45850345532294	6.55185352693947	7.12304641000827
KSW-cf_coassembly_k141_1248163||full	8.51416964972873	8.98759146135497	7.35817212653846	7.31134062223544
KSW-cf_coassembly_k141_2591490||full	6.40854921734746	5.10762285557326	7.42281932050806	5.94189050585276
KSW-cf_coassembly_k141_306713||full	9.07617284880362	9.92200312722682	9.76520713042679	9.35699955134327
KSW-cf_coassembly_k141_3937593||full	6.48215012183411	8.01047272147098	5.87182759435757	6.40784778028763
KSW-cf_coassembly_k141_3533343||full	12.4133525304119	11.5596857171266	11.5365410577754	11.9134726684629
KSW-cf_coassembly_k141_1918536||full	9.80638507535944	9.88106538238106	9.61209094838268	9.61439313030682
KSW-cf_coassembly_k141_1248748||full	8.97402885601988	9.31472843607511	7.1949745559296	7.99962387973016
KSW-cf_coassembly_k141_2728385||full	6.38314879008265	7.30294498393681	6.95361100407686	6.59394505878336
KSW-cf_coassembly_k141_579356||full	6.48215012183411	6.83799704053557	9.09602348693913	8.44753989173812
