	C0_1_C	C0_2_C	C63_1_C	C63_2_C
KSW-cf_coassembly_k141_3575830	8.49659081549959	8.69432092736398	8.16403032319462	8.44753989173812
KSW-cf_coassembly_k141_3440917	7.47668623886906	8.20885618797755	6.5126805701583	7.16272909274772
KSW-cf_coassembly_k141_888285	6.85851549762905	7.00617605365478	7.06591277508877	5.84688053464377
KSW-cf_coassembly_k141_1827567	7.61354268347706	5.57819871661481	4.65890534356115	5.24215575814538
KSW-cf_coassembly_k141_2097453	3.54162108714587	2.5317251510737	7.67359435911171	9.40734463771425
KSW-cf_coassembly_k141_3841333	7.03156408894044	7.16766878010154	5.99121695119457	5.94189050585276
KSW-cf_coassembly_k141_2499591	7.36476737470609	7.9098105854079	6.1013357595757	5.51610784276266
KSW-cf_coassembly_k141_1427415	6.64045654083151	7.68456481918977	6.43096284447701	6.59394505878336
KSW-cf_coassembly_k141_2098699	6.191442042223	5.92964718321828	8.28479773898632	7.50892491438695
KSW-cf_coassembly_k141_889960	8.08291164146069	8.2659591239491	7.80869025781598	7.68263689605891
KSW-cf_coassembly_k141_890013	7.06380615695473	7.33243546426441	8.20133453429754	9.06455017156414
KSW-cf_coassembly_k141_1829065	7.21498678447705	7.59821812979592	8.09962769013795	7.83763565159594
KSW-cf_coassembly_k141_2904204	7.88087483017373	7.03038735050415	4.65890534356115	5.63522557815563
KSW-cf_coassembly_k141_1156990	6.1618236798382	6.61576498961317	6.29889799791459	6.65096453481176
KSW-cf_coassembly_k141_3312080	4.08517143508171	4.20447280754932	7.93219751195855	8.24090848063604
KSW-cf_coassembly_k141_2774941	8.01866234265086	9.36310024794692	7.48468744132799	7.41352045157548
KSW-cf_coassembly_k141_1559022	8.36714552158404	5.92964718321828	6.43096284447701	6.03092957112374
KSW-cf_coassembly_k141_2775652	3.25296471822983	3.40246517995411	3.82991977538708	3.68284383778905
KSW-cf_coassembly_k141_352837	9.18259299858569	9.22072565398961	8.79630881439687	8.6562690648568
KSW-cf_coassembly_k141_1024370	6.24889350497423	6.05369974295128	3.82991977538708	4.89964314992705
KSW-cf_coassembly_k141_1429924	9.13415817026697	9.39369384859847	8.43849296225184	7.95516931699533
KSW-cf_coassembly_k141_1831214	7.32543980725667	7.8155662378649	8.27316620560433	7.83763565159594
KSW-cf_coassembly_k141_2776689	8.31460595874063	8.50032135635424	8.85988761026215	8.93325215323675
KSW-cf_coassembly_k141_1430212	4.21902616517125	3.59049917637977	7.50473308905678	7.70965600409358
KSW-cf_coassembly_k141_3314238	7.75832892165726	6.87859236638265	4.09783305196449	5.0816541107066
KSW-cf_coassembly_k141_628796	5.43479034681335	6.76767735455836	6.69863707491355	2.5317251510737
KSW-cf_coassembly_k141_3985225	7.79715742406232	5.98057688240593	5.67140560427296	5.63522557815563
KSW-cf_coassembly_k141_1025468	6.1618236798382	6.51623253284182	5.80813132332549	5.0816541107066
KSW-cf_coassembly_k141_3714179	8.64758041770474	7.62228525057588	8.15137793252266	8.20339592150677
KSW-cf_coassembly_k141_1297064	7.22926617117226	8.27103987097428	5.74142588775251	6.03092957112374
KSW-cf_coassembly_k141_2638972	8.10628547928368	5.82194051773819	7.70857453040463	8.04274816904404
KSW-cf_coassembly_k141_490197	3.75685345068644	3.40246517995411	2.5317251510737	4.43726575838817
KSW-cf_coassembly_k141_355486	5.09578228186981	4.29516010893037	5.87182759435757	7.04023565677264
KSW-cf_coassembly_k141_1966511	2.5317251510737	2.5317251510737	5.51993422058679	5.74502249530469
KSW-cf_coassembly_k141_490753	9.05230987675402	7.06595625150678	6.15335372269798	4.89964314992705
KSW-cf_coassembly_k141_1695436	5.8631759041739	6.14568871549632	3.46463352344005	2.5317251510737
KSW-cf_coassembly_k141_894183	6.93025557329101	8.36906659584873	5.9327792671168	6.40784778028763
KSW-cf_coassembly_k141_1161113	7.22926617117226	4.79331404766233	5.35002097295545	5.38587903885437
KSW-cf_coassembly_k141_2639898	8.21061545762132	8.3499872037952	8.54871753346107	8.88668860696033
KSW-cf_coassembly_k141_755504	6.5969832245088	7.18932670322743	4.930556726608	5.38587903885437
KSW-cf_coassembly_k141_2640099	5.21829258124888	5.40108786178298	4.80169187227425	5.74502249530469
KSW-cf_coassembly_k141_1161513	6.48215012183411	3.99884677796349	5.04812367255347	4.89964314992705
KSW-cf_coassembly_k141_3177607	6.30411982736059	6.90503192311359	6.86321962147311	6.53456133695861
KSW-cf_coassembly_k141_1027833	6.35728865811394	6.48145545090128	6.20353797047927	5.84688053464377
KSW-cf_coassembly_k141_3988518	4.8115421632051	6.21097767704467	5.04812367255347	5.63522557815563
KSW-cf_coassembly_k141_3584086	2.5317251510737	3.74577306151715	2.5317251510737	3.68284383778905
KSW-cf_coassembly_k141_896547	7.92536522060527	7.76602681738024	8.76343650231411	9.21346542226311
KSW-cf_coassembly_k141_896656	7.45255654618414	8.35478077382555	7.14473130422273	7.68263689605891
KSW-cf_coassembly_k141_757792	8.70483216281844	7.11205235200245	7.87176675657989	7.81293307378377
KSW-cf_coassembly_k141_1434757	7.47668623886906	7.40824413117821	7.87176675657989	7.99962387973016
KSW-cf_coassembly_k141_1836619	7.27127304392885	8.27103987097428	6.25201486260592	6.11471428829528
KSW-cf_coassembly_k141_2107173	4.8115421632051	5.43835529496404	5.25656688517803	5.0816541107066
KSW-cf_coassembly_k141_91136	6.33095170428299	6.51623253284182	7.35817212653846	7.88580547995138
KSW-cf_coassembly_k141_633014	4.54951503497976	4.73290151728729	9.13509302067233	9.29595284035685
KSW-cf_coassembly_k141_2782706	6.66170840217069	7.69216377831476	4.3145874887721	4.1215138010276
KSW-cf_coassembly_k141_1436526	2.5317251510737	2.5317251510737	2.5317251510737	3.68284383778905
KSW-cf_coassembly_k141_635030	6.06908100092495	6.69373228010588	6.29889799791459	6.26879780649762
KSW-cf_coassembly_k141_3992949	7.69805048823547	6.44581188339329	6.47240514599522	5.0816541107066
KSW-cf_coassembly_k141_3321441	6.61888476408424	6.93099346118991	6.89398664629531	6.34001455957937
KSW-cf_coassembly_k141_1033057	5.53157397641198	5.98057688240593	5.43756838894754	5.51610784276266
KSW-cf_coassembly_k141_3993443	4.88843976645784	6.76767735455836	4.65890534356115	5.24215575814538
KSW-cf_coassembly_k141_2510478	7.51213901736303	7.85671369102697	8.28479773898632	8.36501092388708
KSW-cf_coassembly_k141_3322337	6.30411982736059	7.54884256439762	5.59771447755709	6.7058019813569
KSW-cf_coassembly_k141_1305480	7.47668623886906	7.06595625150678	5.80813132332549	4.1215138010276
KSW-cf_coassembly_k141_2383579	6.91265376086103	7.99826780307831	5.67140560427296	6.34001455957937
KSW-cf_coassembly_k141_2243486	8.80343790987238	8.84158484462147	8.54871753346107	8.76324490921902
KSW-cf_coassembly_k141_1974257	7.18599554663195	6.76767735455836	6.62712409640781	6.75861921166033
KSW-cf_coassembly_k141_762765	6.03677213071737	4.60300254416928	6.69863707491355	2.5317251510737
KSW-cf_coassembly_k141_2511368	5.21829258124888	5.79368118302176	6.20353797047927	5.38587903885437
KSW-cf_coassembly_k141_224083	5.38375431082524	5.32341131217673	4.09783305196449	3.68284383778905
KSW-cf_coassembly_k141_2915424	9.21877435858988	6.96907653865637	8.53903811062987	8.36501092388708
KSW-cf_coassembly_k141_224296	7.338668777096	7.84993686739425	4.3145874887721	6.53456133695861
KSW-cf_coassembly_k141_3455427	8.15939412650676	9.48176410759952	6.55185352693947	7.41352045157548
KSW-cf_coassembly_k141_1975079	9.5858867612027	9.8677160810149	10.2205656116289	10.3399921410166
KSW-cf_coassembly_k141_1841188	6.98180263757645	7.6143074816233	6.29889799791459	6.90632016708446
KSW-cf_coassembly_k141_902214	3.54162108714587	3.15203005540446	9.20408262082819	4.1215138010276
KSW-cf_coassembly_k141_1841418	5.33077031276961	5.57819871661481	6.83177874182701	6.75861921166033
KSW-cf_coassembly_k141_3589777	8.78424874863435	6.46374469074566	5.99121695119457	4.43726575838817
KSW-cf_coassembly_k141_365091	6.191442042223	7.86345879113599	5.59771447755709	6.34001455957937
KSW-cf_coassembly_k141_3996073	10.0264691400103	10.2173406770627	10.2856698270254	10.3656813123671
KSW-cf_coassembly_k141_1036037	4.96115264386891	5.64320717920637	5.80813132332549	6.03092957112374
KSW-cf_coassembly_k141_2788287	8.40533073121779	8.67528792088516	9.08940775798238	9.25071001673005
KSW-cf_coassembly_k141_3186196	8.11399328230908	8.58026068210625	8.58679829633836	8.14523076854592
KSW-cf_coassembly_k141_904058	6.61888476408424	6.66305242140855	6.1013357595757	5.94189050585276
KSW-cf_coassembly_k141_765298	8.30790182091126	6.55018457735866	4.65890534356115	5.38587903885437
KSW-cf_coassembly_k141_366709	7.35177723921657	4.95962625952371	6.04734294815382	4.1215138010276
KSW-cf_coassembly_k141_2789525	5.57756262301545	6.07726081401681	5.67140560427296	5.84688053464377
KSW-cf_coassembly_k141_3053851	2.5317251510737	2.5317251510737	3.46463352344005	4.1215138010276
KSW-cf_coassembly_k141_1309575	6.22045719707065	6.58335010701831	5.04812367255347	6.03092957112374
KSW-cf_coassembly_k141_98512	8.96978871918181	9.16451466183992	9.66198694089185	9.48753489766154
KSW-cf_coassembly_k141_905321	6.99858200224223	6.93099346118991	7.4437388608494	6.53456133695861
KSW-cf_coassembly_k141_3592962	8.39903634514838	8.31597840390022	8.85988761026215	8.89847118404385
KSW-cf_coassembly_k141_368792	4.7299053125916	5.3627933687293	10.5003533288745	11.080462234128
KSW-cf_coassembly_k141_1173566	7.80670321584626	7.63810942700406	7.24352166090955	7.65510126123214
KSW-cf_coassembly_k141_3726958	3.93347969018743	3.74577306151715	3.46463352344005	3.68284383778905
KSW-cf_coassembly_k141_3328114	7.61354268347706	7.83628684450096	6.86321962147311	6.80956058799489
KSW-cf_coassembly_k141_2248995	8.30116636280931	8.21414184488817	8.51948213679454	8.36501092388708
KSW-cf_coassembly_k141_906979	8.32127906642218	9.31472843607511	5.67140560427296	6.99696943415374
KSW-cf_coassembly_k141_3728303	5.48402117176006	7.68456481918977	5.04812367255347	5.63522557815563
KSW-cf_coassembly_k141_2518027	6.80225523853246	6.81028128605968	7.60097740065922	7.62702893133944
KSW-cf_coassembly_k141_3861420	3.93347969018743	4.29516010893037	8.17657262808294	6.80956058799489
KSW-cf_coassembly_k141_2654290	2.5317251510737	3.59049917637977	7.91732574224324	8.72405296307598
KSW-cf_coassembly_k141_1981149	9.92937976692668	10.0096946597696	10.2205656116289	10.4401131330644
KSW-cf_coassembly_k141_1710424	10.3192015286473	10.190785657489	10.7722524019822	10.4157267425273
KSW-cf_coassembly_k141_1847663	9.30207717519328	9.2544561540435	9.68410869236953	9.80796708436717
KSW-cf_coassembly_k141_2921734	5.78730324971744	5.10762285557326	5.67140560427296	2.5317251510737
KSW-cf_coassembly_k141_2654705	7.25740660031561	8.41109392549142	7.42281932050806	6.34001455957937
KSW-cf_coassembly_k141_1981565	8.73512817385011	8.53452166599042	7.6911906262313	8.04274816904404
KSW-cf_coassembly_k141_230888	2.5317251510737	2.5317251510737	6.95361100407686	9.15573082844378
KSW-cf_coassembly_k141_2118705	7.09534080473062	4.90645578513153	4.65890534356115	4.68888125033889
KSW-cf_coassembly_k141_2795270	7.87180950815224	5.84964568393315	5.04812367255347	3.68284383778905
KSW-cf_coassembly_k141_2923143	7.56935348619526	7.69972285986869	8.07303874256676	8.06383590778375
KSW-cf_coassembly_k141_2519958	2.5317251510737	2.5317251510737	4.80169187227425	6.75861921166033
KSW-cf_coassembly_k141_232267	7.76813459505412	8.55132237391931	7.03864937032585	7.47782067395885
KSW-cf_coassembly_k141_3463114	8.05915251086947	6.44581188339329	6.58998319906839	4.1215138010276
KSW-cf_coassembly_k141_1043524	7.76813459505412	8.29617844725902	7.48468744132799	8.38189895282398
KSW-cf_coassembly_k141_3464253	5.96986193615619	6.56686335553934	5.25656688517803	5.74502249530469
KSW-cf_coassembly_k141_1713351	6.68264975818648	6.83799704053557	6.69863707491355	6.7058019813569
KSW-cf_coassembly_k141_771926	6.00371125265356	7.12334907472636	5.43756838894754	5.94189050585276
KSW-cf_coassembly_k141_2120671	3.93347969018743	4.37952955285128	8.23769771375883	8.06383590778375
KSW-cf_coassembly_k141_3060028	8.41159775869185	8.70936851634466	8.81246820065627	9.0328291054704
KSW-cf_coassembly_k141_1578332	4.33930598842852	5.06006245446613	10.1713007547374	10.7701041844384
KSW-cf_coassembly_k141_374649	6.80225523853246	6.85165676927574	3.46463352344005	2.5317251510737
KSW-cf_coassembly_k141_3333055	7.40304876240845	7.77320902566138	8.23769771375883	8.54071726917654
KSW-cf_coassembly_k141_910792	6.84000603043703	7.03038735050415	5.74142588775251	4.43726575838817
KSW-cf_coassembly_k141_1578525	8.1668238342907	8.59248722175349	2.5317251510737	2.5317251510737
KSW-cf_coassembly_k141_911113	3.25296471822983	2.5317251510737	6.47240514599522	9.05405380671359
KSW-cf_coassembly_k141_1316656	5.33077031276961	5.6746163999757	6.43096284447701	6.03092957112374
KSW-cf_coassembly_k141_773194	6.33095170428299	7.30294498393681	6.73309885659593	6.19383799350586
KSW-cf_coassembly_k141_773637	5.27567730839542	7.06595625150678	4.49844204323697	6.7058019813569
KSW-cf_coassembly_k141_1451291	8.56002506914992	8.7242607160945	8.29633618075253	8.46349361158457
KSW-cf_coassembly_k141_1715882	7.69805048823547	5.92964718321828	6.1013357595757	6.34001455957937
KSW-cf_coassembly_k141_774129	9.14923516274093	9.42365204247542	8.66006960001105	8.41509292771358
KSW-cf_coassembly_k141_2660322	5.21829258124888	4.20447280754932	6.95361100407686	7.31134062223544
KSW-cf_coassembly_k141_236514	3.54162108714587	3.99884677796349	5.15631024714888	7.3462129191214
KSW-cf_coassembly_k141_2660853	7.12619851580055	7.25240982884701	5.15631024714888	4.1215138010276
KSW-cf_coassembly_k141_652091	6.43350614364676	6.78201968644882	6.3442898925104	6.7058019813569
KSW-cf_coassembly_k141_2256368	7.62438132711033	7.69972285986869	3.82991977538708	3.68284383778905
KSW-cf_coassembly_k141_3064250	7.50041815808951	8.42938660702794	7.70857453040463	7.59839853122208
KSW-cf_coassembly_k141_1320243	8.39903634514838	8.42026927539655	8.79630881439687	8.71074867037762
KSW-cf_coassembly_k141_2398967	5.70711879839473	6.167785904356	6.98251999928446	6.26879780649762
KSW-cf_coassembly_k141_1856027	6.96482498240664	7.27283739148351	6.92410822627154	5.94189050585276
KSW-cf_coassembly_k141_1718401	6.99858200224223	5.54452768405794	4.49844204323697	2.5317251510737
KSW-cf_coassembly_k141_3337618	6.66170840217069	7.69972285986869	4.930556726608	4.68888125033889
KSW-cf_coassembly_k141_3198370	10.6378580194962	10.5401613028035	10.8388403836315	10.4075054714256
KSW-cf_coassembly_k141_3604572	7.75832892165726	5.6746163999757	7.88711368923045	8.61401472039914
KSW-cf_coassembly_k141_2400545	3.54162108714587	2.5317251510737	5.25656688517803	6.26879780649762
KSW-cf_coassembly_k141_2527982	7.95999428752003	7.38966302481224	7.06591277508877	7.50892491438695
KSW-cf_coassembly_k141_1584587	6.4580349236733	7.1785385124528	5.35002097295545	6.19383799350586
KSW-cf_coassembly_k141_3199945	6.84000603043703	7.10066615947709	4.930556726608	5.38587903885437
KSW-cf_coassembly_k141_515300	6.52919439659775	6.93099346118991	6.1013357595757	5.74502249530469
KSW-cf_coassembly_k141_1455671	7.69805048823547	7.42658842176017	8.15137793252266	8.34792273708644
KSW-cf_coassembly_k141_3472527	4.54951503497976	5.10762285557326	3.46463352344005	4.43726575838817
KSW-cf_coassembly_k141_515833	6.98180263757645	7.06595625150678	7.74272535979843	7.3462129191214
KSW-cf_coassembly_k141_383518	8.15939412650676	7.01833269322863	7.61947776611814	7.04023565677264
KSW-cf_coassembly_k141_1187754	7.2005642128579	7.88350668961707	6.7996336694158	7.3462129191214
KSW-cf_coassembly_k141_3341460	7.04777553606718	7.33243546426441	7.21945291767717	7.68263689605891
KSW-cf_coassembly_k141_1053199	2.5317251510737	2.5317251510737	3.46463352344005	2.5317251510737
KSW-cf_coassembly_k141_383933	5.38375431082524	3.87988673391643	6.62712409640781	7.56918738040237
KSW-cf_coassembly_k141_2261591	8.47281395940294	8.53029072468029	8.92821569796593	8.89847118404385
KSW-cf_coassembly_k141_2403802	6.98180263757645	6.53330921188458	5.99121695119457	6.34001455957937
KSW-cf_coassembly_k141_3069550	6.33095170428299	7.20003457049634	6.5126805701583	6.11471428829528
KSW-cf_coassembly_k141_1994730	6.4580349236733	7.80859261609745	6.69863707491355	7.16272909274772
KSW-cf_coassembly_k141_2934533	6.48215012183411	6.86518773908425	5.15631024714888	4.68888125033889
KSW-cf_coassembly_k141_1995136	6.93025557329101	6.89187299988466	7.1700723467446	7.41352045157548
KSW-cf_coassembly_k141_243206	9.29531610107899	8.20355107966307	8.90579742743298	8.6423213975334
KSW-cf_coassembly_k141_385140	8.72005972228166	8.79649879620156	9.06937653223351	9.51840308060118
KSW-cf_coassembly_k141_1054586	7.39040109812011	8.0816083319917	6.15335372269798	6.75861921166033
KSW-cf_coassembly_k141_3475163	6.99858200224223	7.8155662378649	4.80169187227425	6.75861921166033
KSW-cf_coassembly_k141_782111	7.35177723921657	7.72216497658064	9.75688200110066	9.0853164907867
KSW-cf_coassembly_k141_3070427	8.0430926816025	8.25060855770699	8.53903811062987	8.59965025391544
KSW-cf_coassembly_k141_2405048	3.25296471822983	4.37952955285128	6.38828338857395	7.47782067395885
KSW-cf_coassembly_k141_660096	6.13157615842295	6.49894964008579	6.38828338857395	6.7058019813569
KSW-cf_coassembly_k141_2532631	7.45255654618414	9.84405336675751	8.39622604856758	8.51032226348252
KSW-cf_coassembly_k141_1190515	5.43479034681335	6.63170148065509	4.80169187227425	6.80956058799489
KSW-cf_coassembly_k141_2936440	11.7460488515379	11.9952475349674	11.8636606279806	11.6481068486484
KSW-cf_coassembly_k141_1590114	7.45255654618414	7.60628527427107	6.66332653830367	6.59394505878336
KSW-cf_coassembly_k141_1590137	6.93025557329101	7.06595625150678	5.99121695119457	6.95235976984704
KSW-cf_coassembly_k141_2264670	8.28760030475736	8.43844664991623	8.57737196768127	8.58514126046426
KSW-cf_coassembly_k141_1863450	9.80162202782286	8.30611241552579	8.75510000195491	8.57048480082228
KSW-cf_coassembly_k141_2133687	5.78730324971744	5.70533934140644	5.04812367255347	4.1215138010276
KSW-cf_coassembly_k141_2937460	7.03156408894044	7.11205235200245	5.9327792671168	6.75861921166033
KSW-cf_coassembly_k141_2133762	7.70827368836359	7.8155662378649	8.2256782802383	8.31312649632542
KSW-cf_coassembly_k141_3877463	9.20441053807585	9.3559470785063	8.39622604856758	9.07497070354527
KSW-cf_coassembly_k141_3477982	6.70328960729834	5.57819871661481	5.87182759435757	4.43726575838817
KSW-cf_coassembly_k141_2811283	6.91265376086103	6.64746267815234	2.5317251510737	2.5317251510737
KSW-cf_coassembly_k141_1461387	8.01042599769875	9.11734944578242	5.74142588775251	6.7058019813569
KSW-cf_coassembly_k141_3478572	6.06908100092495	7.58194699210081	5.51993422058679	7.68263689605891
KSW-cf_coassembly_k141_1998923	8.43639697566765	8.7018643479924	8.81246820065627	7.93241700262333
KSW-cf_coassembly_k141_2811953	8.01042599769875	8.19822637614115	6.55185352693947	6.47260714107266
KSW-cf_coassembly_k141_3745167	7.76813459505412	7.66924556683777	8.36369235612247	8.20339592150677
KSW-cf_coassembly_k141_2000095	7.94278376677739	6.58335010701831	5.15631024714888	4.1215138010276
KSW-cf_coassembly_k141_248303	2.5317251510737	2.5317251510737	4.49844204323697	4.68888125033889
KSW-cf_coassembly_k141_2267798	7.22926617117226	7.29297895997183	8.00433787111886	7.73617763603859
KSW-cf_coassembly_k141_2537213	7.93410081104595	8.09313027887166	8.39622604856758	8.43140767764915
KSW-cf_coassembly_k141_1593981	8.98247191628158	10.3707107879492	7.1700723467446	7.95516931699533
KSW-cf_coassembly_k141_2410369	5.66524696797476	6.86518773908425	5.35002097295545	6.11471428829528
KSW-cf_coassembly_k141_120333	8.83175125965365	10.3250446967435	8.64209782913314	9.22286711615159
KSW-cf_coassembly_k141_3348993	2.5317251510737	2.5317251510737	7.75950189873155	7.44602955078251
KSW-cf_coassembly_k141_3747026	5.38375431082524	4.37952955285128	7.11893563064047	5.84688053464377
KSW-cf_coassembly_k141_1868302	7.35177723921657	7.78746691089485	8.29633618075253	8.06383590778375
KSW-cf_coassembly_k141_2942658	7.88087483017373	7.98595864439684	8.1386135048359	7.78779956650102
KSW-cf_coassembly_k141_1197980	5.78730324971744	6.18954546270255	4.80169187227425	6.03092957112374
KSW-cf_coassembly_k141_3882655	7.51213901736303	7.77320902566138	7.01085873809751	7.31134062223544
KSW-cf_coassembly_k141_251892	5.21829258124888	5.54452768405794	2.5317251510737	2.5317251510737
KSW-cf_coassembly_k141_1732063	5.57756262301545	3.99884677796349	6.38828338857395	8.61401472039914
KSW-cf_coassembly_k141_3351946	7.71842484516161	7.91631221548028	8.43849296225184	8.24090848063604
KSW-cf_coassembly_k141_668904	2.5317251510737	2.5317251510737	6.15335372269798	6.11471428829528
KSW-cf_coassembly_k141_2413613	5.78730324971744	6.49894964008579	6.3442898925104	7.31134062223544
KSW-cf_coassembly_k141_253005	3.25296471822983	3.74577306151715	4.49844204323697	3.68284383778905
KSW-cf_coassembly_k141_3484787	8.45472043312073	8.68673784150144	8.72126358514062	8.46349361158457
KSW-cf_coassembly_k141_2818272	6.06908100092495	7.49771361242206	3.46463352344005	2.5317251510737
KSW-cf_coassembly_k141_3619294	7.45255654618414	7.86345879113599	2.5317251510737	3.68284383778905
KSW-cf_coassembly_k141_125421	5.74778108771129	6.33321716727396	4.3145874887721	5.24215575814538
KSW-cf_coassembly_k141_3751043	8.18888592672208	5.6746163999757	8.03221239922864	7.31134062223544
KSW-cf_coassembly_k141_1200773	6.55214911197368	7.06595625150678	6.20353797047927	7.16272909274772
KSW-cf_coassembly_k141_2679674	6.52919439659775	7.57374195836787	6.43096284447701	7.3462129191214
KSW-cf_coassembly_k141_2945972	7.862686792504	7.73693447354522	7.11893563064047	7.2389531866046
KSW-cf_coassembly_k141_3354561	8.59898620707633	8.46529013823736	8.83637278544387	8.89847118404385
KSW-cf_coassembly_k141_1201416	4.96115264386891	6.89187299988466	4.930556726608	6.26879780649762
KSW-cf_coassembly_k141_1872677	8.11399328230908	8.11590149688361	7.35817212653846	7.76221980621498
KSW-cf_coassembly_k141_1470228	5.96986193615619	7.14567967747239	2.5317251510737	2.5317251510737
KSW-cf_coassembly_k141_2416885	6.38314879008265	6.25289890637899	5.51993422058679	5.94189050585276
KSW-cf_coassembly_k141_127123	7.29861131264291	7.11205235200245	6.15335372269798	6.65096453481176
KSW-cf_coassembly_k141_2946720	7.06380615695473	5.32341131217673	4.49844204323697	5.0816541107066
KSW-cf_coassembly_k141_255657	8.84570218673037	4.66957284948156	5.04812367255347	5.24215575814538
KSW-cf_coassembly_k141_255735	6.13157615842295	6.58335010701831	5.25656688517803	5.51610784276266
KSW-cf_coassembly_k141_1202695	6.30411982736059	4.53280245267819	5.04812367255347	4.89964314992705
KSW-cf_coassembly_k141_4029467	5.15840752039031	6.31355735987106	5.04812367255347	6.59394505878336
KSW-cf_coassembly_k141_2417857	6.57474160963369	8.21414184488817	3.82991977538708	2.5317251510737
KSW-cf_coassembly_k141_4029614	8.01866234265086	7.36133368535689	5.87182759435757	5.63522557815563
KSW-cf_coassembly_k141_2544821	6.22045719707065	5.6746163999757	6.66332653830367	6.59394505878336
KSW-cf_coassembly_k141_1601467	2.5317251510737	2.5317251510737	4.65890534356115	7.62702893133944
KSW-cf_coassembly_k141_1340955	7.4403383145013	7.15671626009375	5.87182759435757	5.94189050585276
KSW-cf_coassembly_k141_3357445	10.7158738854376	10.9182804303582	9.84198801428219	9.96747026801725
KSW-cf_coassembly_k141_3622777	6.33095170428299	6.31355735987106	6.3442898925104	6.99696943415374
KSW-cf_coassembly_k141_3889232	8.59348436493467	7.21066330515712	7.54400606656584	7.99962387973016
KSW-cf_coassembly_k141_1204710	6.76348441051036	7.71472305171632	4.09783305196449	5.63522557815563
KSW-cf_coassembly_k141_531951	4.88843976645784	5.06006245446613	3.46463352344005	4.43726575838817
KSW-cf_coassembly_k141_1876398	6.70328960729834	6.94380033819743	7.1700723467446	7.53937138438605
KSW-cf_coassembly_k141_401794	8.90019434569502	4.53280245267819	10.3699635376195	9.31365997261087
KSW-cf_coassembly_k141_3219911	6.5969832245088	5.90347915113082	5.59771447755709	3.68284383778905
KSW-cf_coassembly_k141_3492146	5.8631759041739	6.51623253284182	7.67359435911171	8.08461956446958
KSW-cf_coassembly_k141_1604734	6.93025557329101	7.03038735050415	5.67140560427296	5.74502249530469
KSW-cf_coassembly_k141_3492421	7.17127778623083	8.18213323212329	7.75950189873155	7.31134062223544
KSW-cf_coassembly_k141_2148924	7.92536522060527	8.01653663993041	8.30778301016709	8.62823751209288
KSW-cf_coassembly_k141_3758140	7.4403383145013	7.83628684450096	4.3145874887721	5.51610784276266
KSW-cf_coassembly_k141_133183	3.75685345068644	3.74577306151715	8.20133453429754	9.07497070354527
KSW-cf_coassembly_k141_2015222	7.68775421326607	8.01653663993041	4.3145874887721	6.34001455957937
KSW-cf_coassembly_k141_2687600	7.28500711124303	7.38028173484133	7.60097740065922	7.93241700262333
KSW-cf_coassembly_k141_799972	6.91265376086103	7.31284245306181	8.17657262808294	7.81293307378377
KSW-cf_coassembly_k141_1209634	8.11399328230908	8.13274690258068	7.80869025781598	7.16272909274772
KSW-cf_coassembly_k141_2283498	8.46680797548755	6.58335010701831	8.03221239922864	7.62702893133944
KSW-cf_coassembly_k141_940630	5.48402117176006	4.53280245267819	5.9327792671168	2.5317251510737
KSW-cf_coassembly_k141_3894637	2.5317251510737	2.5317251510737	2.5317251510737	3.68284383778905
KSW-cf_coassembly_k141_263217	5.48402117176006	6.59964923441016	5.9327792671168	4.89964314992705
KSW-cf_coassembly_k141_2284781	5.15840752039031	5.70533934140644	6.5126805701583	9.53359295047085
KSW-cf_coassembly_k141_3761818	8.47879503070214	8.4872841797698	9.10260901003702	9.07497070354527
KSW-cf_coassembly_k141_3897237	4.96115264386891	7.14567967747239	5.04812367255347	5.84688053464377
KSW-cf_coassembly_k141_806443	8.12166008853101	8.20355107966307	8.29633618075253	8.33062958783287
KSW-cf_2nd_assembly_k141_58	7.46467194761646	7.43567363681828	8.24961776501988	8.39859146140379
KSW-cf_2nd_assembly_k141_4179997	7.55809101703596	8.14939772024855	7.50473308905678	7.47782067395885
KSW-cf_2nd_assembly_k141_4341276	8.37998661887523	5.01077632125782	7.99019579856225	8.46349361158457
KSW-cf_2nd_assembly_k141_2734053	2.5317251510737	3.59049917637977	4.09783305196449	4.68888125033889
KSW-cf_2nd_assembly_k141_3376860	6.40854921734746	6.00537199115152	6.29889799791459	7.0822372879598
KSW-cf_2nd_assembly_k141_806176	8.61536689744709	8.98140668548381	9.57468731591154	9.34843518267248
KSW-cf_2nd_assembly_k141_4183012	7.71842484516161	8.0225751520245	8.08639452543254	8.33062958783287
KSW-cf_2nd_assembly_k141_1450602	6.96482498240664	6.81028128605968	5.99121695119457	6.11471428829528
KSW-cf_2nd_assembly_k141_1290617	7.75832892165726	8.30611241552579	8.20133453429754	8.83857145736055
KSW-cf_2nd_assembly_k141_1773422	6.66170840217069	6.1232431106418	8.35268258716477	9.54112832187538
KSW-cf_2nd_assembly_k141_3863227	5.96986193615619	6.25289890637899	6.58998319906839	7.68263689605891
KSW-cf_2nd_assembly_k141_165996	2.5317251510737	2.5317251510737	2.5317251510737	4.43726575838817
KSW-cf_2nd_assembly_k141_2578326	5.70711879839473	3.59049917637977	10.0538895514223	11.4955171489192
KSW-cf_2nd_assembly_k141_3704557	6.22045719707065	6.58335010701831	7.61947776611814	5.94189050585276
