	T0_1	T0_2	T63_1	T63_2
ASV_101	5.6792925513955	5.19248750527707	5.29567242164758	4.88961035946083
ASV_102	3.04534363409423	3.04534363409423	6.97253440520546	7.12381822040154
ASV_103	5.383651570311	5.95610630817308	3.61190767716215	3.04534363409423
ASV_104	5.13232413256863	5.71957144107786	5.08071520520179	4.58213388517601
ASV_105	5.88753185153891	5.61656095439003	3.61190767716215	3.04534363409423
ASV_106	4.27451221541435	4.7379472641367	6.89613366862094	6.84466012627327
ASV_107	3.76905221797571	3.76905221797571	6.37064718168808	5.2929665831383
ASV_108	5.6792925513955	5.57307737177027	5.56410208781339	5.01841253844641
ASV_109	5.90499528366796	5.77785896462177	3.04534363409423	4.01330271127713
ASV_110	4.13627619356175	4.50469025549557	6.12302954069323	5.13531008675872
ASV_111	6.00540756971437	5.45784456157065	3.61190767716215	3.04534363409423
ASV_112	3.63828234300959	3.04534363409423	6.71211266758294	6.96889904123791
ASV_113	4.13627619356175	3.63828234300959	6.6388343786387	7.31124017401015
ASV_114	5.13232413256863	5.33179537657314	5.85527233203407	5.13531008675872
ASV_115	5.83378194169958	5.81539134304008	3.04534363409423	3.61110412928356
ASV_116	3.04534363409423	3.46607919966779	6.71211266758294	4.88961035946083
ASV_117	4.13627619356175	3.87818702042731	5.91937871782337	6.86079374566071
ASV_118	3.04534363409423	3.04534363409423	7.64808659954254	6.82834212826132
ASV_119	3.04534363409423	3.46607919966779	5.75317679557507	7.41296406452733
ASV_120	5.33179537657314	5.52815567118989	3.04534363409423	3.61110412928356
ASV_121	5.03646091801872	4.45164304790347	4.74796807636191	4.01330271127713
ASV_122	5.383651570311	5.69957983946988	3.84159987814155	4.15646336133215
ASV_123	3.04534363409423	3.04534363409423	4.28215197160935	4.66682027046404
ASV_124	3.76905221797571	3.04534363409423	6.25227076867208	7.18905268366446
ASV_125	5.24999427595181	5.35797613141003	3.84159987814155	3.61110412928356
ASV_126	5.59499283033061	5.40884218355029	3.04534363409423	3.04534363409423
ASV_127	5.71957144107786	6.12895866678431	3.61190767716215	3.61110412928356
ASV_128	5.16275460197635	4.81965025022132	3.04534363409423	3.61110412928356
ASV_129	3.63828234300959	3.04534363409423	5.60406920120144	7.06940386691589
ASV_130	5.35797613141003	5.24999427595181	5.82207179243748	6.00711128973583
ASV_131	5.55080255071329	5.73927624240177	3.04534363409423	3.61110412928356
ASV_132	5.43356717287881	5.30508740333212	4.28215197160935	4.01330271127713
ASV_133	3.46607919966779	4.13627619356175	6.09569039616627	5.85216097324767
ASV_134	5.383651570311	5.19248750527707	4.95807322463639	5.7849859133925
ASV_135	5.19248750527707	4.69490010997703	4.89195216427511	4.2804765574818
ASV_136	4.27451221541435	3.46607919966779	6.17615997558701	6.87674714722189
ASV_137	3.46607919966779	3.46607919966779	5.75317679557507	5.34157813853867
ASV_138	5.50512331676924	5.50512331676924	3.04534363409423	3.04534363409423
ASV_139	5.6587002528411	5.93927711201881	3.04534363409423	3.04534363409423
ASV_140	5.10115912930447	5.13232413256863	3.61190767716215	3.61110412928356
ASV_141	5.24999427595181	5.61656095439003	3.61190767716215	3.84048423425327
ASV_142	3.04534363409423	3.04534363409423	5.43659370005091	4.81981798316834
ASV_143	5.24999427595181	5.03646091801872	3.04534363409423	3.84048423425327
ASV_144	5.10115912930447	4.7379472641367	3.84159987814155	3.04534363409423
ASV_145	5.90499528366796	5.83378194169958	4.28215197160935	5.34157813853867
ASV_146	4.7794919991587	4.39586218864073	5.56410208781339	5.71437105732176
ASV_147	3.76905221797571	4.20787631448892	3.84159987814155	5.0781954709764
ASV_148	5.27782875759958	5.6792925513955	3.04534363409423	3.04534363409423
ASV_149	5.33179537657314	5.35797613141003	3.04534363409423	3.04534363409423
ASV_150	4.96829091517027	4.65021768328519	4.01464502621761	4.15646336133215
ASV_151	5.59499283033061	5.33179537657314	4.39258278511249	4.58213388517601
ASV_152	4.05863076140378	3.87818702042731	5.85527233203407	5.43377523012691
ASV_153	4.20787631448892	4.7379472641367	3.04534363409423	3.04534363409423
ASV_154	3.46607919966779	3.04534363409423	6.78180603489446	6.51785076165425
ASV_155	3.46607919966779	3.46607919966779	5.08071520520179	5.13531008675872
ASV_156	3.63828234300959	3.04534363409423	5.78805429237242	5.47759736111934
ASV_157	4.65021768328519	4.96829091517027	3.84159987814155	4.49061727859747
ASV_158	5.33179537657314	4.65021768328519	3.61190767716215	3.61110412928356
ASV_159	4.96829091517027	4.81965025022132	4.15798696442116	3.04534363409423
ASV_160	3.04534363409423	3.04534363409423	6.65751053164731	6.653990691717
ASV_161	4.7794919991587	4.89620317793948	4.01464502621761	4.15646336133215
ASV_162	4.81965025022132	5.30508740333212	3.04534363409423	3.04534363409423
ASV_163	5.55080255071329	5.35797613141003	3.84159987814155	4.39077669462856
ASV_164	3.46607919966779	3.46607919966779	7.05913442115662	5.91622774366976
ASV_165	5.10115912930447	5.27782875759958	3.04534363409423	3.04534363409423
ASV_166	3.04534363409423	3.04534363409423	3.84159987814155	4.95566754177948
ASV_167	5.10115912930447	4.69490010997703	3.61190767716215	3.04534363409423
ASV_168	5.03646091801872	5.79675270840345	3.04534363409423	3.61110412928356
ASV_169	3.76905221797571	3.76905221797571	5.48044939915314	5.34157813853867
ASV_170	3.63828234300959	3.76905221797571	5.88769569015294	6.00711128973583
ASV_171	3.46607919966779	3.46607919966779	5.52292237528899	6.84466012627327
ASV_172	4.8585239235896	5.52815567118989	3.04534363409423	3.04534363409423
ASV_173	4.69490010997703	5.13232413256863	4.49253796557656	5.2929665831383
ASV_174	5.0028357141952	4.69490010997703	3.04534363409423	3.04534363409423
ASV_175	5.0028357141952	5.27782875759958	3.61190767716215	3.04534363409423
ASV_176	3.04534363409423	3.04534363409423	6.09569039616627	6.7438301113174
ASV_177	5.22155690658302	4.8585239235896	4.39258278511249	3.04534363409423
ASV_178	3.46607919966779	3.04534363409423	7.07307171400024	5.43377523012691
ASV_179	4.96829091517027	5.0028357141952	4.28215197160935	3.61110412928356
ASV_180	3.63828234300959	3.63828234300959	4.95807322463639	4.39077669462856
ASV_181	4.69490010997703	5.30508740333212	3.04534363409423	3.61110412928356
ASV_182	4.7379472641367	4.7794919991587	3.04534363409423	3.04534363409423
ASV_183	4.81965025022132	4.55530763013855	3.61190767716215	3.61110412928356
ASV_184	4.93276824752415	5.0028357141952	3.04534363409423	3.61110412928356
ASV_185	3.04534363409423	3.46607919966779	4.58415643927239	4.58213388517601
ASV_186	3.46607919966779	3.76905221797571	5.78805429237242	6.51785076165425
ASV_187	4.81965025022132	4.93276824752415	4.01464502621761	3.61110412928356
ASV_188	5.13232413256863	4.81965025022132	4.01464502621761	4.49061727859747
ASV_189	4.27451221541435	4.27451221541435	5.56410208781339	5.19000573230285
ASV_190	3.04534363409423	3.46607919966779	6.83192860935554	4.39077669462856
ASV_191	3.46607919966779	3.04534363409423	6.74738515147672	5.7849859133925
ASV_192	5.0028357141952	5.19248750527707	3.04534363409423	3.04534363409423
ASV_193	3.76905221797571	3.87818702042731	4.49253796557656	4.81981798316834
ASV_194	3.04534363409423	3.46607919966779	5.02087734482573	5.01841253844641
ASV_195	3.76905221797571	3.04534363409423	6.39317726882819	6.1986799906125
ASV_196	4.39586218864073	4.50469025549557	4.82209047897831	5.60112625453548
ASV_197	3.46607919966779	3.04534363409423	5.95035562596945	5.19000573230285
ASV_198	3.04534363409423	3.04534363409423	6.20199033068471	5.63992635278256
ASV_199	4.13627619356175	3.87818702042731	5.34432369017107	6.03613563190068
ASV_200	3.04534363409423	3.04534363409423	4.89195216427511	5.7849859133925
ASV_201	5.16275460197635	4.93276824752415	3.04534363409423	3.04534363409423
ASV_202	5.16275460197635	5.22155690658302	5.08071520520179	4.88961035946083
ASV_203	4.7379472641367	5.19248750527707	3.04534363409423	3.04534363409423
ASV_204	5.0028357141952	4.89620317793948	3.04534363409423	3.61110412928356
ASV_205	4.50469025549557	3.04534363409423	5.98065823801986	6.17286320638218
ASV_206	3.46607919966779	3.04534363409423	5.71739263019295	5.88456412894971
ASV_207	5.19248750527707	4.93276824752415	3.04534363409423	3.04534363409423
ASV_208	4.96829091517027	4.96829091517027	3.04534363409423	3.04534363409423
ASV_209	5.06921936172502	4.89620317793948	4.58415643927239	3.84048423425327
ASV_210	4.05863076140378	4.20787631448892	3.61190767716215	3.61110412928356
ASV_211	3.76905221797571	3.04534363409423	4.89195216427511	4.88961035946083
ASV_212	3.04534363409423	3.04534363409423	4.74796807636191	5.34157813853867
ASV_213	3.04534363409423	3.04534363409423	6.54158781467163	5.56118793863474
ASV_214	5.10115912930447	5.52815567118989	4.58415643927239	4.88961035946083
ASV_215	4.55530763013855	4.50469025549557	4.39258278511249	3.04534363409423
ASV_216	4.96829091517027	4.7379472641367	3.04534363409423	3.04534363409423
ASV_217	4.8585239235896	4.33697441124119	4.15798696442116	4.01330271127713
ASV_218	4.60374650358828	5.03646091801872	3.04534363409423	3.04534363409423
ASV_219	4.55530763013855	4.39586218864073	3.04534363409423	3.04534363409423
ASV_220	4.65021768328519	4.7794919991587	3.04534363409423	3.04534363409423
ASV_221	4.13627619356175	3.46607919966779	4.82209047897831	4.39077669462856
ASV_222	3.04534363409423	3.04534363409423	3.84159987814155	4.58213388517601
ASV_223	3.04534363409423	3.04534363409423	6.41535426905347	5.38847260345582
ASV_224	3.46607919966779	3.04534363409423	6.20199033068471	4.49061727859747
ASV_225	5.06921936172502	4.50469025549557	3.04534363409423	3.04534363409423
ASV_226	3.04534363409423	3.04534363409423	6.17615997558701	5.94718598189263
ASV_227	4.7379472641367	4.7794919991587	3.84159987814155	4.2804765574818
ASV_228	3.04534363409423	3.04534363409423	5.88769569015294	5.38847260345582
ASV_229	4.33697441124119	4.33697441124119	3.04534363409423	3.84048423425327
ASV_230	4.39586218864073	4.55530763013855	3.04534363409423	4.15646336133215
ASV_231	3.76905221797571	3.04534363409423	5.13788102065626	4.74577115145093
ASV_232	4.81965025022132	4.50469025549557	3.04534363409423	3.04534363409423
ASV_233	3.63828234300959	3.04534363409423	3.61190767716215	3.61110412928356
ASV_234	3.04534363409423	3.04534363409423	5.60406920120144	5.34157813853867
ASV_235	4.69490010997703	4.45164304790347	3.61190767716215	3.61110412928356
ASV_236	4.8585239235896	4.27451221541435	4.15798696442116	3.61110412928356
ASV_237	3.76905221797571	4.39586218864073	4.39258278511249	3.84048423425327
ASV_238	3.04534363409423	3.04534363409423	5.78805429237242	5.75013130916035
ASV_239	4.60374650358828	4.39586218864073	3.04534363409423	3.04534363409423
ASV_240	4.69490010997703	4.60374650358828	4.01464502621761	3.61110412928356
ASV_241	4.8585239235896	5.71957144107786	4.01464502621761	4.15646336133215
ASV_242	4.33697441124119	4.33697441124119	3.61190767716215	3.61110412928356
ASV_243	4.96829091517027	4.93276824752415	3.04534363409423	3.61110412928356
ASV_244	4.8585239235896	4.65021768328519	4.01464502621761	4.01330271127713
ASV_245	4.69490010997703	4.8585239235896	3.84159987814155	3.04534363409423
ASV_246	4.7794919991587	5.16275460197635	3.04534363409423	3.61110412928356
ASV_247	4.50469025549557	4.45164304790347	4.39258278511249	3.84048423425327
ASV_248	4.96829091517027	4.93276824752415	3.04534363409423	4.01330271127713
ASV_249	3.63828234300959	3.04534363409423	5.19262453302166	5.67765448612883
ASV_250	3.46607919966779	3.46607919966779	4.28215197160935	3.04534363409423
ASV_251	3.04534363409423	3.46607919966779	6.09569039616627	5.63992635278256
ASV_252	4.60374650358828	4.65021768328519	3.84159987814155	3.04534363409423
ASV_253	3.04534363409423	3.04534363409423	6.20199033068471	5.75013130916035
ASV_254	3.04534363409423	3.04534363409423	5.95035562596945	5.94718598189263
ASV_255	4.27451221541435	4.33697441124119	3.04534363409423	3.04534363409423
ASV_256	4.33697441124119	4.39586218864073	4.15798696442116	3.04534363409423
ASV_257	3.04534363409423	3.63828234300959	4.82209047897831	4.39077669462856
ASV_258	4.93276824752415	4.69490010997703	4.28215197160935	4.01330271127713
ASV_259	3.04534363409423	3.04534363409423	6.12302954069323	5.67765448612883
ASV_260	4.33697441124119	4.69490010997703	3.04534363409423	3.61110412928356
ASV_261	4.33697441124119	4.27451221541435	3.04534363409423	3.04534363409423
ASV_262	5.75870271964007	3.76905221797571	3.04534363409423	3.04534363409423
ASV_263	5.0028357141952	5.35797613141003	3.84159987814155	4.01330271127713
ASV_264	3.04534363409423	3.04534363409423	6.37064718168808	5.01841253844641
ASV_265	4.60374650358828	4.50469025549557	3.04534363409423	3.04534363409423
ASV_266	4.50469025549557	4.89620317793948	3.04534363409423	3.04534363409423
ASV_267	4.7379472641367	4.7379472641367	3.04534363409423	3.04534363409423
ASV_268	3.04534363409423	3.04534363409423	4.28215197160935	4.2804765574818
ASV_269	3.04534363409423	3.04534363409423	5.19262453302166	4.88961035946083
ASV_270	3.63828234300959	4.05863076140378	4.15798696442116	4.95566754177948
ASV_271	3.9733903573697	3.04534363409423	4.28215197160935	4.49061727859747
ASV_272	3.04534363409423	3.04534363409423	3.84159987814155	3.61110412928356
ASV_273	3.04534363409423	3.76905221797571	5.64289673939206	6.00711128973583
ASV_274	4.93276824752415	4.39586218864073	3.04534363409423	3.04534363409423
ASV_275	3.63828234300959	3.04534363409423	5.85527233203407	5.75013130916035
ASV_276	4.60374650358828	4.7379472641367	3.04534363409423	3.04534363409423
ASV_277	4.39586218864073	4.27451221541435	3.84159987814155	3.84048423425327
ASV_278	3.04534363409423	3.04534363409423	5.71739263019295	5.63992635278256
ASV_279	3.46607919966779	3.04534363409423	5.91937871782337	5.01841253844641
ASV_280	3.63828234300959	4.05863076140378	3.84159987814155	4.01330271127713
ASV_281	4.45164304790347	4.05863076140378	3.84159987814155	3.84048423425327
ASV_282	4.69490010997703	4.33697441124119	3.04534363409423	3.04534363409423
ASV_283	4.7379472641367	4.7794919991587	3.61190767716215	3.04534363409423
ASV_284	3.04534363409423	4.55530763013855	3.04534363409423	3.04534363409423
ASV_285	3.04534363409423	3.04534363409423	5.39125563462289	5.01841253844641
ASV_286	4.7794919991587	4.50469025549557	3.04534363409423	3.04534363409423
ASV_287	4.55530763013855	4.20787631448892	4.01464502621761	4.2804765574818
ASV_288	4.20787631448892	4.05863076140378	3.84159987814155	3.04534363409423
ASV_289	3.04534363409423	3.04534363409423	3.04534363409423	3.61110412928356
ASV_290	4.20787631448892	5.27782875759958	4.15798696442116	4.66682027046404
ASV_291	3.04534363409423	3.04534363409423	5.34432369017107	5.60112625453548
ASV_292	3.04534363409423	3.04534363409423	4.89195216427511	5.91622774366976
ASV_293	5.10115912930447	4.89620317793948	4.01464502621761	4.49061727859747
ASV_294	3.76905221797571	4.65021768328519	4.01464502621761	3.04534363409423
ASV_295	4.13627619356175	3.63828234300959	5.02087734482573	4.66682027046404
ASV_296	3.04534363409423	3.04534363409423	5.64289673939206	5.8189814760428
ASV_297	4.69490010997703	4.45164304790347	3.04534363409423	3.04534363409423
ASV_298	4.93276824752415	4.20787631448892	3.04534363409423	3.04534363409423
ASV_299	3.46607919966779	3.04534363409423	5.24515990148809	5.24249622936561
ASV_300	4.50469025549557	3.87818702042731	3.04534363409423	3.04534363409423
ASV_301	3.46607919966779	3.04534363409423	4.66893432375076	4.39077669462856
ASV_302	3.04534363409423	3.04534363409423	4.89195216427511	5.60112625453548
ASV_303	3.04534363409423	3.04534363409423	5.52292237528899	5.8189814760428
ASV_304	3.04534363409423	3.04534363409423	5.19262453302166	5.24249622936561
ASV_305	3.63828234300959	3.76905221797571	4.28215197160935	6.00711128973583
ASV_306	4.27451221541435	4.45164304790347	3.04534363409423	3.04534363409423
ASV_307	3.63828234300959	3.63828234300959	5.52292237528899	5.13531008675872
ASV_308	4.7794919991587	5.10115912930447	3.84159987814155	4.15646336133215
ASV_309	4.39586218864073	4.7379472641367	3.04534363409423	3.61110412928356
ASV_310	4.33697441124119	4.39586218864073	3.84159987814155	3.61110412928356
ASV_311	3.9733903573697	4.39586218864073	3.04534363409423	3.61110412928356
ASV_312	3.46607919966779	3.46607919966779	3.84159987814155	4.66682027046404
ASV_313	3.46607919966779	3.04534363409423	4.82209047897831	4.39077669462856
ASV_314	3.63828234300959	3.46607919966779	5.91937871782337	4.88961035946083
ASV_315	4.55530763013855	3.9733903573697	3.04534363409423	3.04534363409423
ASV_316	3.04534363409423	3.76905221797571	3.04534363409423	3.04534363409423
ASV_317	4.55530763013855	5.0028357141952	4.15798696442116	4.2804765574818
ASV_318	4.39586218864073	3.9733903573697	3.04534363409423	3.61110412928356
ASV_319	3.04534363409423	3.63828234300959	3.04534363409423	4.01330271127713
ASV_320	3.46607919966779	3.46607919966779	5.08071520520179	5.63992635278256
ASV_321	3.04534363409423	3.63828234300959	5.71739263019295	4.95566754177948
ASV_322	3.04534363409423	3.04534363409423	4.82209047897831	4.58213388517601
ASV_323	3.04534363409423	3.04534363409423	3.61190767716215	3.61110412928356
ASV_324	3.04534363409423	3.04534363409423	5.13788102065626	5.24249622936561
ASV_325	3.87818702042731	3.76905221797571	4.58415643927239	5.7849859133925
ASV_326	4.60374650358828	3.9733903573697	3.04534363409423	3.84048423425327
ASV_327	4.65021768328519	4.20787631448892	3.04534363409423	3.04534363409423
ASV_328	3.63828234300959	3.76905221797571	4.01464502621761	3.61110412928356
ASV_329	4.05863076140378	4.50469025549557	3.04534363409423	3.04534363409423
ASV_330	4.13627619356175	4.33697441124119	3.04534363409423	4.95566754177948
ASV_331	4.20787631448892	4.27451221541435	3.04534363409423	3.04534363409423
ASV_332	4.20787631448892	4.45164304790347	4.01464502621761	3.61110412928356
ASV_333	3.87818702042731	4.55530763013855	3.84159987814155	3.04534363409423
ASV_334	3.46607919966779	3.04534363409423	4.74796807636191	5.0781954709764
ASV_335	4.69490010997703	4.8585239235896	4.01464502621761	4.15646336133215
ASV_336	4.27451221541435	4.45164304790347	3.04534363409423	3.04534363409423
ASV_337	4.45164304790347	3.76905221797571	3.04534363409423	3.04534363409423
ASV_338	3.04534363409423	3.46607919966779	5.24515990148809	4.95566754177948
ASV_339	3.87818702042731	4.27451221541435	3.04534363409423	3.04534363409423
ASV_340	3.9733903573697	3.9733903573697	3.04534363409423	3.04534363409423
ASV_341	4.13627619356175	4.13627619356175	3.04534363409423	3.04534363409423
ASV_342	4.50469025549557	3.46607919966779	4.15798696442116	3.61110412928356
ASV_343	3.04534363409423	3.04534363409423	4.39258278511249	4.15646336133215
ASV_344	4.13627619356175	3.9733903573697	3.04534363409423	3.84048423425327
ASV_345	4.20787631448892	4.27451221541435	3.04534363409423	3.04534363409423
ASV_346	4.33697441124119	4.50469025549557	3.04534363409423	3.04534363409423
ASV_347	4.39586218864073	4.33697441124119	3.04534363409423	3.04534363409423
ASV_348	3.04534363409423	3.04534363409423	4.49253796557656	5.24249622936561
ASV_349	3.04534363409423	3.04534363409423	4.39258278511249	4.95566754177948
ASV_350	3.04534363409423	3.04534363409423	3.84159987814155	3.84048423425327
ASV_351	4.39586218864073	3.76905221797571	3.04534363409423	3.61110412928356
ASV_352	3.04534363409423	3.63828234300959	5.08071520520179	5.01841253844641
ASV_353	3.04534363409423	3.76905221797571	3.84159987814155	4.15646336133215
ASV_354	3.9733903573697	3.87818702042731	3.84159987814155	3.61110412928356
ASV_355	3.04534363409423	3.04534363409423	4.49253796557656	5.2929665831383
ASV_356	3.46607919966779	3.04534363409423	5.02087734482573	5.38847260345582
ASV_357	3.04534363409423	3.04534363409423	4.58415643927239	4.58213388517601
ASV_358	3.46607919966779	3.04534363409423	5.13788102065626	5.34157813853867
ASV_359	3.46607919966779	3.04534363409423	4.49253796557656	3.84048423425327
ASV_360	3.46607919966779	3.46607919966779	5.24515990148809	5.01841253844641
ASV_361	3.04534363409423	3.04534363409423	5.85527233203407	4.39077669462856
ASV_362	3.04534363409423	3.04534363409423	5.13788102065626	5.56118793863474
ASV_363	3.9733903573697	3.87818702042731	3.04534363409423	3.04534363409423
ASV_364	4.27451221541435	4.27451221541435	3.04534363409423	3.61110412928356
ASV_365	4.13627619356175	4.69490010997703	3.04534363409423	3.04534363409423
ASV_366	3.46607919966779	3.04534363409423	4.95807322463639	4.15646336133215
